'ai'dang'shi'xi'mo'zhi 哀当世兮莫知
'chu'ci 楚辞
'chu'ci'ni'zhi'biao'dian 处雌蜺之标颠
'chu'e'xi'jin'chu 畜鴳兮近处
'chu'fang'ping'sheng'yu'guo'xi 初放平生於国兮
'chu'fu'fen'er'chang'wang 处妇愤而长望
'chu'fu'jia'e 畜凫驾鹅
'chu'guo'men'er'duan'zhi'xi 出国门而端指兮
'chu'guo'men'er'zhen'huai'xi 出国门而轸怀兮
'chu'hui'lei'er'fan'zhen 除秽累而反真
'chu'ji'yu'yu'cheng'yan'xi 初既与余成言兮
'chu'lao'shang'zhi 楚劳商只
'chu'luan'huang'zhi 畜鸾皇只
'chu'men'xi'chu'zhong 出门兮触螽
'chu'min'min'zhi'zhuo'shi'xi 处湣湣之浊世兮
'chu'ruo'shi'er'feng'dai 初若是而逢殆
'chu'ruo'yun'zhi 出若云只
'chu'shi'qi'er'heng'you 触石碕而衡游
'chu'tang'chen'zhi 初汤臣挚
'chu'wu'suo'chen'zhi'geng'zhu'xi 初吾所陈之耿著兮
'chu'xuan'she'zhi'you'men'xi 处玄舍之幽门兮
'chu'zhuo'shi'er'xian'rong'xi 处浊世而显荣兮
'chu'zhuo'zhuo'er'ri'yuan'xi 处卓卓而日远兮
'chu'zi'tang'gu 出自汤谷
'chuan'ba'xi'dai'wu 传芭兮代舞
'chuan'gu'he'hu 川谷何洿
'chuan'gu'jing'fu 川谷径复
'chuan'gu'xi'yuan'yuan 川谷兮渊渊
'chuan'rong'yu'er'bu'jin'xi 船容与而不进兮
'chuang'hen'xi'huai'chou 怆恨兮怀愁
'chuang'huang'kuang'liang'xi 怆怳懭悢兮
'chui'cen'ci'xi'shui'si 吹参差兮谁思
'chui'ming'yue'zhi'xuan'zhu 垂明月之玄珠
'chui'wen'yang'cai'yi'jiang'lai'xi 垂文扬采遗将来兮
'chui'xi'xi'jiang'qi 垂屣兮将起
'chun'an'xi'zhen'zhen 鹑鹌兮甄甄
'chun'cao'sheng'xi'qi'qi 春草生兮萋萋
'chun'chang'li'xi'ti'pang'tuo 惷怅立兮涕滂沲
'chun'e'fei'yang 鹑鴳飞扬
'chun'lan'xi'qiu'ju 春兰兮秋鞠
'chun'qi'fen'fa 春气奋发
'chun'qiu'chuo'chuo'er'ri'gao'xi 春秋逴逴而日高兮
'chun'qiu'hu'qi'bu'yan'xi 春秋忽其不淹兮
'chun'yu'qiu'qi'dai'xu 春与秋其代序
'chuo'jue'yin'hu'han'men 逴绝垠乎寒门
'chuo'long'xi'zhi 逴龙赩只
'ci'de'zhi'men 此德之门
'ci'jie'gan'ren 此皆甘人
'ci'jiu'nian'er'bu'fu'xi 辞九年而不复兮
'ci'ling'xiu'er'yun'zhi'xi 辞灵修而陨志兮
'ci'ni'bian'juan'yi'zeng'nao'xi 雌蜺便娟以增挠兮
'ci'shu'ji'shu'xiong 此孰吉孰凶
'ci'yu'meng'fan 次于蒙氾
'ci'yuan'xi'wo'shang 蛓缘兮我裳
'cong'an'qi'xi'peng'lai 从安期兮蓬莱
'cong'ang'ao'xi'qi'chi 从卬遨兮栖迟
'cong'bo'shen'lin'xi 丛薄深林兮
'cong'feng'yu'er'fei'yang 从风雨而飞飏
'cong'jian'shi'shi'xie 藂菅是食些
'cong'lin'xi'yin'yin 丛林兮崟崟
'cong'lin'zhi'xia'wu'yuan'shi'xi 丛林之下无怨士兮
'cong'shui'jiao'er'wei'xi'xi 从水蛟而为徙兮
'cong'xia'xi'you'zhu 从虾兮游陼
'cong'xuan'he'yu'jiao'ming 从玄鹤与鹪明
'cong'zhuan'xu'hu'zeng'bing 从颛顼乎增冰
'cong'zi'xu'er'zi'shi 从子胥而自適
'cuan'tu'xin'yu'zhong'yu 爨土鬵於中宇
'cui'he'xi 萃何喜
'cui'piao'xi'wei'shang 翠缥兮为裳
'cun'fang'fu'er'bu'jian'xi 存仿佛而不见兮
'cun'you'suo'chang 寸有所长
'cuo'quan'heng'er'ren'yi 错权衡而任意
'cuo'zao'dong'yin 挫糟冻饮
'da'hou'zhang'zhi 大侯张只
'da'huo'xi'xi'ni 大火兮西睨
'da'ku'xian'suan 大苦咸酸
'da'niao'he'ming 大鸟何鸣
'da'ren'suo'sheng 大人所晟
'da'si'ming'guang'kai'xi'tian'men 大司命广开兮天门
'da'zhao'qing'chun'shou'xie 大招青春受谢
'dai'chang'jia'zhi'lu'li'xi 带长铗之陆离兮
'dai'chang'jian'xi'xie'qin'gong 带长剑兮挟秦弓
'dai'ming'jun'qi'zhi'zhi 待明君其知之
'dai'qin'zheng'wei 代秦郑卫
'dai'shui'bu'ke'she 代水不可涉
'dai'tian'ming'xi'li'zhi'zhu 待天明兮立踯躅
'dai'yin'hong'zhi'wei'she 带隐虹之逶蛇
'dan'jiao'er'jiao'dong 弹角而角动
'dan'ju'zhi'er'yuan'mu 惮举趾而缘木
'dan'pai'huai'yu'chang'ban'xi 旦徘徊於长阪兮
'dan'qian'shang'er'ru'zu 惮褰裳而濡足
'dan'qing'si 惮青兕
'dan'ran'er'zi'le'xi 澹然而自乐兮
'dan'rong'yu'er'du'yi'xi 澹容与而独倚兮
'dan'wu'wei'er'zi'de 澹无为而自得
'dan'yong'tuan'zhi'shi'gai'shi'gai'xi 惮涌湍之石盖石盖兮
'dan'yu'ji'hu'jiang'xiang 旦余济乎江湘
'dang'dao'su 当道宿
'dang'ling'yang'zhi'yan'zhi'xi 当陵阳之焉至兮
'dang'shi'qi'wu'qi'ji'xi 当世岂无骐骥兮
'dang'wei'wo'zhi'jian'jiu'xi 荡渨涹之奸咎兮
'dao'ci'zhuo'mai 稻粢穱麦
'dao'di'zhi'xi'jiu'keng 导帝之兮九坑
'dao'fang'cao'zhi'xian'ling 悼芳草之先蘦
'dao'ke'shou'xi 道可受兮
'dao'lai'zhe'zhi'ti'ti 悼来者之悐悐
'dao'luan'jie'jie'xi'bei'fu 悼乱嗟嗟兮悲夫
'dao'mo'gui'xi'gui'zhen 道莫贵兮归真
'dao'shang'yi'wei'xia 倒上以为下
'dao'si'zuo'song 道思作颂
'dao'xia'hui'xi'zu'tan 道遐回兮阻叹
'dao'xiu'yuan'qi'nan'qian'xi 道修远其难迁兮
'dao'yong'jue'er'bu'tong 道壅绝而不通
'dao'yong'se'er'bu'tong'xi 道壅塞而不通兮
'dao'you'lu'xi'jiu'yi 道幽路兮九疑
'dao'yu'sheng'zhi'bu'shi'xi 悼余生之不时兮
'dao'yu'xi'he'zhi 道余兮何之
'dao'yuan'hu'xi 道远忽兮
'dao'zhuo'yuan'er'ri'wang'xi 道卓远而日忘兮
'de'bi'xiao'zi 得彼小子
'de'liang'nan'zi 得两男子
'de'ren'rou'yi'si 得人肉以祀
'de'ri'wang'er'yuan'shen 德日忘而怨深
'de'yu'pei'tian 德誉配天
'de'ze'zhang'zhi 德泽章只
'de'zui'guo'zhi'bu'yi 得罪过之不意
'deng'cang'tian'er'gao'ju'xi 登苍天而高举兮
'deng'chang'he'yu'xuan'que 登阊阖於玄阙
'deng'chang'ling'er'si'wang'xi 登长陵而四望兮
'deng'cuan'wan'yi'chang'qi'xi 登巑岏以长企兮
'deng'da'fen'er'wang'xia'shou 登大坟而望夏首
'deng'da'fen'yi'yuan'wang'xi 登大坟以远望兮
'deng'feng'long'er'xia'yun'xi 登逢龙而下陨兮
'deng'gao'wu'bu'shuo'xi 登高吾不说兮
'deng'hua'gai'xi'cheng'yang 登华盖兮乘阳
'deng'jiang'tang'zhi 登降堂只
'deng'jiu'tian'xi'fu'hui'xing 登九天兮抚彗星
'deng'kun'lun'er'bei'shou'xi 登昆仑而北首兮
'deng'kun'lun'xi'shi'yu'ying 登昆仑兮食玉英
'deng'kun'lun'xi'si'wang 登昆仑兮四望
'deng'lang'feng'er'xie'ma 登阆风而絏马
'deng'li'wei'di 登立为帝
'deng'luan'shan'er'yuan'wang'xi 登峦山而远望兮
'deng'shan'chang'wang'zhong'xin'bei'xi 登山长望中心悲兮
'deng'shan'lin'shui'xi 登山临水兮
'deng'shi'luan'yi'yuan'wang'xi 登石峦以远望兮
'deng'tai'yi'xi'yu'tai 登太一兮玉台
'deng'yang'jiao'xi'fu'yu 登羊角兮扶舆
'di'fang'jiu'ze 地方九则
'di'gao'wu'yang'yue 帝告巫阳曰
'di'gao'yang'zhi'miao'yi'xi 帝高阳之苗裔兮
'di'he'qiu 帝何求
'di'he'xiang 帝何飨
'di'he'xing'yan 帝何刑焉
'di'he'yu 弟何欲
'di'he'zhu'zhi 帝何竺之
'di'huai'yi'you 低徊夷犹
'di'jiang'yi'yi 帝降夷羿
'di'nai'jiang'guan 帝乃降观
'di'shi'cui'qiao 砥室翠翘
'di'yu'che'xi'fang'lin 邸余车兮方林
'dian'gui'jiu'xi'jiao'jiang 奠桂酒兮椒浆
'dian'shang'yi'wei'yi 颠裳以为衣
'dian'yu'shen'er'wei'si'xi 阽余身而危死兮
'diao'bi'ye'ke 凋彼叶柯
'diao'ti'hei'chi 雕题黑齿
'ding'kong'sang'zhi 定空桑只
'ding'nao'ying'wang 鼎臑盈望
'ding'shi'feng'yang'ke'nai'he'xi 丁时逢殃可奈何兮
'ding'xin'guang'zhi 定心广志
'dong'fang'bu'ke'yi'tuo'xie 东方不可以讬些
'dong'feng'piao'xi'shen'ling'yu 东风飘兮神灵雨
'dong'huang'tai'yi'ji'ri'xi'chen'liang 东皇太一吉日兮辰良
'dong'jun'tun'jiang'chu'xi'dong'fang 东君暾将出兮东方
'dong'liu'bu'yi 东流不溢
'dong'nan'he'kui 东南何亏
'dong'qiong'hai'zhi 东穷海只
'dong'ting'bo'xi'mu'ye'xia 洞庭波兮木叶下
'dong'xi'nan'bei 东西南北
'dong'xi'xi'nan'bei 东西兮南北
'dong'ye'xi'tao'tao 冬夜兮陶陶
'dong'you'da'hai 东有大海
'dong'you'shen'zhi'yi'yan'shuang 冬又申之以严霜
'dong'you'tu'sha 冬有突厦
'dong'zhu'xi'shi'gai'shi'gai 东注兮石盖石盖
'du'bei'chou'qi'shang'ren'xi 独悲愁其伤人兮
'du'bei'li'er'zhang'zhi 妒被离而鄣之
'du'bei'li'er'zhe'zhi 妒被离而折之
'du'bian'yuan'er'fan'du'xi 独便悁而烦毒兮
'du'bian'yuan'er'huai'du'xi 独便悁而怀毒兮
'du'bu'jian'fu'luan'feng'zhi'gao'xiang'xi 独不见夫鸾凤之高翔兮
'du'chu'xi'wang'yi 独处兮罔依
'du'chu'xi'zhi'bu'shen 独处兮志不申
'du'fen'ji'er'ai'yu'xi 独愤积而哀娱兮
'du'geng'jie'er'bu'sui'xi 独耿介而不随兮
'du'huang'gong'xi'wen'shi 睹皇公兮问师
'du'jia'ye'zhi'fen'fang'xi 妒佳冶之芬芳兮
'du'li'bu'qian 独立不迁
'du'li'nian'er'li'min'xi 独历年而离愍兮
'du'lian'jie'er'bu'rong'xi 独廉洁而不容兮
'du'meng'du'er'feng'you 独蒙毒而逢尤
'du'mi'cang'xi'bao'zhen 睹秘藏兮宝珍
'du'pian'qi'er'yuan'fang 独偏弃而远放
'du'qiong'qiong'er'nan'xing 独茕茕而南行
'du'qiong'qiong'er'nan'xing'xi 独茕茕而南行兮
'du'shen'dan'er'bu'mei'xi 独申旦而不寐兮
'du'si'xi'ji'zei 睹斯兮嫉贼
'du'si'xi'wei'huo 睹斯兮伪惑
'du'tian'di'zhi'huan'fang 睹天地之圜方
'du'wan'xi'shi'yan 督万兮侍宴
'du'wu'pi'xi 独无匹兮
'du'xi'yi'er'pang'yang 独徙倚而彷徉
'du'xing'zhi'shi'qi'he'wang 独行之士其何望
'du'xiu'xian'xie 独秀先些
'du'yin'fu'er'si'lv 独隐伏而思虑
'du'yong'si'er'you'bei 独永思而忧悲
'du'yong'tan'hu'zeng'shang 独永叹乎增伤
'du'yu'jie'qi'shui'yu 独郁结其谁语
'du'yuan'yi'er'wu'ji'xi 独冤抑而无极兮
'du'zhang'yong'er'bi'yin'xi 独鄣廱而蔽隐兮
'du'zhen'qiu'xi'qi'qing 睹轸丘兮崎倾
'duan'biao'xian'yi'chi'wu'xi 断镳衔以驰骛兮
'duan'yu'xing'qi'ru'yu'xi 端余行其如玉兮
'dun'er'you'ta 遁而有他
'dun'mei'xue'mu 敦脢血拇
'dun'qi'tai'e 顿弃太阿
'duo'hai'shang'zhi 多害伤只
'duo'xun'zhong'xie 多迅众些
'duo'zei'jian'xie 多贼奸些
'duo'zhen'guai'xie 多珍怪些
'e'geng'jie'zhi'zhi'xing'xi 恶耿介之直行兮
'e'mei'man'lu 蛾眉曼睩
'e'mei'man'zhi 蛾眉曼只
'e'que'lie'xi'hua'huan 鴳雀列兮譁讙
'e'suo'xi'xie'qing 恶所兮写情
'e'yu'shi'zhi'xiao'shao'xi 恶虞氏之箫韶兮
'ei'xiao'kuang'zhi 誒笑狂只
'en'bu'shen'xi'qing'jue 恩不甚兮轻绝
'er'ba'jie'wu 二八接舞
'er'ba'qi'rong 二八齐容
'er'ba'shi'su 二八侍宿
'er'bi'pao'gao 胹鄨砲羔
'er'bi'zhang'yu'chan 而蔽鄣於谗
'er'bu'ke'bao'zhang 而不可保长
'er'ci'feng'zhi 而赐封之
'er'dian'yun'jue'shou 而颠陨厥首
'er'gu'tu'zai'fu 而顾菟在腹
'er'guan'tong'yuan'zhi 而馆同爰止
'er'gun'ji'xiu'ying 而鲧疾修盈
'er'he'huai'hu'gu'yu 尔何怀乎故宇
'er'hou'di'bu'ruo 而后帝不若
'er'hou'si'feng'chang 而後嗣逢长
'er'ji'fei'shi'dei 而吉妃是得
'er'jiao'tun'kui'zhi 而交吞揆之
'er'jue'mou'bu'tong 而厥谋不同
'er'jue'shen'bu'wei'bai 而厥身不危败
'er'kuai'chao'bao 而快朝饱
'er'li'bi'bu'xiang'xie 而离彼不祥些
'er'li'fu'da'shuo 而黎服大说
'er'liao'jiu'er'tang'huang 耳聊啾而戃慌
'er'meng'shi'su'zhi'chen'ai'hu 而蒙世俗之尘埃乎
'er'neng'ju'shi'da 而能拘是达
'er'neng'yu'shi'tui'yi 而能与世推移
'er'nv'he'qin 二女何亲
'er'nv'yu'jiu'shao'ge 二女御九韶歌
'er'qi'bi'luo'pin 而妻彼雒嫔
'er'qin'yi'feng'dai 而亲以逢殆
'er'si'fen'jing'di 而死分竟地
'er'si'zi'lian 而私自怜
'er'tong'zhi'yu'tai'sang 而通之於台桑
'er'wu'hai'jue'gong 而无害厥躬
'er'yi'chen'zhi 而抑沉之
'er'yu'bo'jiang 而禹播降
'er'zi'yong'se'er'tiao'jun'xi 二子拥瑟而调均兮
'fa'fen'yi'shu'qing 发愤以抒情
'fa'ji'chu'xie 发激楚些
'fa'pi'pi'yi'rang'rang'xi 发披披以鬤鬤兮
'fa'yang'he'xie 发扬荷些
'fa'ying'dou'er'qu'lv'xi 发郢都而去闾兮
'fa'yu'ren'xi'xi'xing 发玉軔兮西行
'fa'zheng'xian'xing 发政献行
'fan'cheng'nai'wang 反成乃亡
'fan'gu'ju'xie 反故居些
'fan'heng'gao'er'jie'li'xi 薠蘅槁而节离兮
'fan'ji'you'ci'ta'zhi 反既有此他志
'fan'jue'jue'qi'qian'hou'xi 氾潏潏其前後兮
'fan'li'bang'er'jian'rang 反离谤而见攘
'fan'li'qun'er'zhui'you 反离群而赘尤
'fan'meng'gu'er'bei'yi 反蒙辜而被疑
'fan'wei'chou'er'jian'yuan 反为雠而见怨
'fan'wei'xiao'ren'zhi'suo'zei 反为小人之所贼
'fan'xin'chan'yi'qi'nu 反信谗以齐怒
'fan'yan'se'er'chu'jian'xi 犯颜色而触谏兮
'fan'yi'zi'wei'fu'ye 反以兹为腐也
'fan'yin'hong'rong'fen'ruo'wu'xi 汎淫澒溶纷若雾兮
'fan'yin'xi'wu'gen 汎淫兮无根
'fan'yuan'mao'rong 烦冤瞀容
'fang'bu'de'bo'xi 芳不得薄兮
'fang'fei'fei'er'nan'kui'xi 芳菲菲而难亏兮
'fang'fei'fei'qi'mi'zhang 芳菲菲其弥章
'fang'fei'fei'xi'man'tang 芳菲菲兮满堂
'fang'fei'fei'xi'xi'yu 芳菲菲兮袭予
'fang'huan'shu'er'bu'he'xi 方圜殊而不合兮
'fang'ning'ren'yu'chan'yu'xi 放佞人与谄谀兮
'fang'ruo'zi'er'bu'yu'xi 芳若兹而不御兮
'fang'shan'yuan'zhi'gui'yu'xi 放山渊之龟玉兮
'fang'shi'su'zhi'you'hun'xi 方世俗之幽昏兮
'fang'tai'hao'xi'dao'yao 访太昊兮道要
'fang'xiao'xi'cuo'ku 芳虈兮挫枯
'fang'yi'xie'er'bu'bi 芳以歇而不比
'fang'yi'yi'er'zhong'bai'xi 芳懿懿而终败兮
'fang'you'zhi'hu'yun'zhong 放游志乎云中
'fang'yu'pei'xi'ce'si 放余辔兮策驷
'fang'yu'wo'er'chun'mei 芳郁渥而纯美
'fang'yu'ze'qi'za'rou'xi 芳与泽其杂糅兮
'fang'zhen'zu'ying 放敶组缨
'fang'zhong'chun'er'dong'qian 方仲春而东迁
'fang'zi'chu'er'bu'hai 放子出而不还
'fei'bai'ri'xie 费白日些
'fei'cui'zhu'bei 翡翠珠被
'fei'ju'xi'bu'pang 飞駏兮步旁
'fei'jun'yi'jie'xi 非俊疑傑兮
'fei'long'xi'pian'pian 飞龙兮翩翩
'fei'niao'hao'qi'qun'xi 飞鸟号其群兮
'fei'niu'zhi'jian 肥牛之腱
'fei'shi'su'zhi'suo'fu 非世俗之所服
'fei'suo'guai'ye 吠所怪也
'fei'wei'cui'zhang 翡帷翠帐
'fei'xiang'xi'ling'qiu 飞翔兮灵丘
'fei'xue'qian'li'xie 飞雪千里些
'fei'yu'xin'zhi'suo'ji 非余心之所急
'fei'yu'xin'zhi'suo'le 非余心之所乐
'fei'zhi'du'er'bu'yong'xi 废制度而不用兮
'fei'zhong'qu'yi'lv'nan'xi 非重躯以虑难兮
'fei'zhou'shao'yu'xia'yi 废周邵於遐夷
'fei'zhu'niao'shi'xian'qu'xi 飞硃鸟使先驱兮
'fen'ai'pi'er'qing'liang 氛埃辟而清凉
'fen'bai'dai'hei 粉白黛黑
'fen'cao'bing'jin 分曹并进
'fen'chun'chun'zhi'yuan'zhong'xi 纷纯纯之原忠兮
'fen'du'you'ci'kua'jie 纷独有此姱节
'fen'feng'you'yi'li'bang'xi 纷逢尤以离谤兮
'fen'liu'mi'xi 分流汨兮
'fen'qi'ke'xi'xi 纷其可喜兮
'fen'rong'rong'zhi'wu'jing'xi 纷容容之无经兮
'fen'rong'yu'er'bing'chi 纷容与而并驰
'fen'wu'cheng'xi'xuan'yun 纷吾乘兮玄云
'fen'wu'ji'you'ci'nei'mei'xi 纷吾既有此内美兮
'fen'yao'xi'zhong'fang 奋摇兮众芳
'fen'yi'ni'hu'dou'fang 纷旖旎乎都房
'fen'yi'yi'xi'shang'ji 纷翼翼兮上跻
'fen'yu'yu'qi'yuan'zheng'xi 纷郁郁其远蒸兮
'fen'yuan'yi'xi'shu'su'gao 忿悁悒兮孰诉告
'fen'yun'xi'mei'li 蒶蕴兮霉黧
'fen'yun'yi'xiu 纷缊宜修
'fen'zai'qu'xi'gao'chi 纷载驱兮高驰
'fen'zhi'jin'you'wei'hui 芬至今犹未沬
'fen'zong'zong'qi'li'he'xi 纷总总其离合兮
'fen'zong'zong'xi'jiu'zhou 纷总总兮九州
'feng'bi'bai'zhi 逢彼白雉
'feng'bi'gan'zhi'qiu'long 封比干之丘垄
'feng'bo'wei'yu'xian'qu'xi 风伯为余先驱兮
'feng'ci'shi'zhi'guang'rang 逢此世之俇攘
'feng'du'huang'huang'er'wu'suo'ji 凤独遑遑而无所集
'feng'du'xiang'xiang'er'wu'suo'bo 凤独翔翔而无所薄
'feng'e'wei'ming 蜂蛾微命
'feng'fen'yi'bo'yong'zhi'mo'zhou'xi 逢纷伊伯庸之末胄兮
'feng'hu'qian'li'xie 封狐千里些
'feng'huang'bu'xiang'xi 凤皇不翔兮
'feng'huang'fei'er'gao'xiang 凤皇飞而高翔
'feng'huang'gao'fei'er'bu'xia 凤皇高飞而不下
'feng'huang'ji'shou'yi'xi 凤皇既受诒兮
'feng'huang'xiang'zhi 凤皇翔只
'feng'huang'yi'qi'cheng'qi'xi 凤凰翼其承旂兮
'feng'huang'yi'qi'cheng'qi'xi 凤皇翼其承旂兮
'feng'huang'zai'nu'xi 凤皇在笯兮
'feng'jie'shan'er'wei'zhi'jin'xi 封介山而为之禁兮
'feng'kun'lun'yi'kan'wu'xi 冯昆仑以瞰雾兮
'feng'liu'xing'xi'wen'lu 逢流星兮问路
'feng'rou'wei'gu 丰肉微骨
'feng'sa'sa'xi'mu'xiao'xiao 风飒飒兮木萧萧
'feng'sao'xie'yi'yao'mu'xi 风骚屑以摇木兮
'feng'xi'shi'she 封豨是射
'feng'xi'xi'xi'he'nuan 风習習兮和暖
'feng'xian'gong'yi'zhao'xia'xi 奉先功以照下兮
'feng'yao'li'jue 冯珧利决
'feng'yi'bu'tan'si'er'wang'shi 凤亦不贪餧而妄食
'feng'yi'wei'xiang 冯翼惟像
'feng'yi'yi'er'bi'zhi 风邑邑而蔽之
'feng'you'bei'xi'chou 逢尤悲兮愁
'feng'yu'piao'xiang'er'gao'ju 凤愈飘翔而高举
'feng'yu'yu'qi'he'ji 冯郁郁其何极
'fu'ai'xia'er'you'xian'xi 阜隘狭而幽险兮
'fu'an'xia'xie 抚案下些
'fu'ba'niu'er'can'ji 服罢牛而骖骥
'fu'can'yan'yi'kao'shi'xi 弗参验以考实兮
'fu'chan'zei'yu'zhong'liu'xi 刜谗贼於中廇兮
'fu'chang'jian'xi'yu'er 抚长剑兮玉珥
'fu'chi'you'suo'duan 夫尺有所短
'fu'fang'huan'zhi'yi'xing'xi 夫方圜之异形兮
'fu'he'chang 夫何长
'fu'he'e'zhi 夫何恶之
'fu'he'ji'er'bu'zhi'xi 夫何极而不至兮
'fu'he'jiu'chang 夫何久长
'fu'he'peng'xian'zhi'zao'si'xi 夫何彭咸之造思兮
'fu'he'qiong'du'er'bu'yu'ting 夫何茕独而不予听
'fu'he'san'nian'bu'shi 夫何三年不施
'fu'he'suo'qiu 夫何索求
'fu'he'yi'bian'hua 夫何以变化
'fu'he'yi'guan 父何以鱞
'fu'he'yi'ze'qi'jie'qiao 夫何以责其捷巧
'fu'he'yu'sheng'zhi'bu'gou'shi 夫何予生之不遘时
'fu'he'zhi'cao'zhi'bu'gu 夫何执操之不固
'fu'he'zhou'liu 夫何周流
'fu'he'zui'you 夫何罪尤
'fu'huang'hu'shen'long'you'ru'ci'xi 夫黄鹄神龙犹如此兮
'fu'jiang'huai'er'ru'hai'xi 浮江淮而入海兮
'fu'jiang'xiang'zhi'tuan'liu'xi 赴江湘之湍流兮
'fu'jue'hao'yi'shu'su'xi 服觉皓以殊俗兮
'fu'kan'xi'yuan'wang 抚槛兮远望
'fu'ke'jiu'xi'ci'fang 弗可久兮此方
'fu'kun'shan'xi'zhi'lu 赴昆山兮馽騄
'fu'mi'luo'zhi'chang'liu 赴汨罗之长流
'fu'ni'shui'xi'shu'guang 浮溺水兮舒光
'fu'ni'xue'chu 伏匿穴处
'fu'nian'si'guo'xi 伏念思过兮
'fu'nian'xi'zi'xu 俛念兮子胥
'fu'pei'ren'yi'an'zhi'xi 抚珮衽以案志兮
'fu'qing'bai'yi'si'zhi'xi 伏清白以死直兮
'fu'qing'bai'yi'xiao'yao'xi 服清白以逍遥兮
'fu'qing'xiao'zhi'xi 抚情效志兮
'fu'qu'xiang'he 赴曲相和
'fu'ren'shu'neng'bu'fan'qi'zhen'qing 夫人孰能不反其真情
'fu'ren'zi'you'xi'mei'zi 夫人自有兮美子
'fu'rong'gai'er'ling'hua'che'xi 芙蓉盖而菱华车兮
'fu'rong'shi'fa 芙蓉始发
'fu'she'yan'zhi 蝮蛇蜒只
'fu'she'zhen'zhen 蝮蛇蓁蓁
'fu'shi'tan'xi'zuo'shi 抚轼叹兮作诗
'fu'shu'fei'yi'er'ke'yong'xi 夫孰非义而可用兮
'fu'shu'yi'dao'er'xiang'an 夫孰异道而相安
'fu'shui'shi'tiao'zhi 夫谁使挑之
'fu'shui'wei'ju 夫谁畏惧
'fu'wang'gui'yu'chu'gu 复往轨於初古
'fu'wei'dang'ren'bi'gu'xi 夫惟党人鄙固兮
'fu'wei'jie'jing'yi'jiong'bu 夫唯捷径以窘步
'fu'wei'ling'xiu'zhi'gu'ye 夫唯灵修之故也
'fu'wei'sheng'zhe'yi'mao'xing'xi 夫维圣哲以茂行兮
'fu'xi'jia'bian 伏戏驾辩
'fu'xiang'yuan'zhi'liu'si'xi 赴湘沅之流澌兮
'fu'xin'chan'er'bu'hao 父信谗而不好
'fu'xing'cha'er'an'shi'xi 弗省察而按实兮
'fu'yan'he'yi'zhang'chi'xi 负檐荷以丈尺兮
'fu'yan'jian'yi'di'ang'xi 服偃蹇以低昂兮
'fu'yan'jie'sha'fu'liang'zao'xi 凫雁皆唼夫梁藻兮
'fu'yan'qu'jiu'zi 夫焉取九子
'fu'yan'sang'jue'ti 夫焉丧厥体
'fu'yang'hou'zhi'huang'yang'xi 赴阳侯之潢洋兮
'fu'yao'yao'yi'bi'ri 阜杳杳以蔽日
'fu'yu'ma'xi'an'qu 抚余马兮安驱
'fu'yu'pei'xi'bin'fen 抚余佩兮缤纷
'fu'yu'xi'mo'chen 怫郁兮莫陈
'fu'yun'chen'er'bi'hui'xi 浮云陈而蔽晦兮
'fu'yun'mo'xi'zi'yu 浮云漠兮自娱
'fu'yun'wu'er'ru'ming'xi 浮云雾而入冥兮
'fu'yun'xi'rong'yu 浮云兮容与
'fu'yun'yi'zhi'pi'pi 服云衣之披披
'fu'yun'yu'xi'zhou'hun 浮云郁兮昼昏
'fu'zhao'yao'yi'zhi'zheng 抚招摇以质正
'fu'zhou'zhen'xun 覆舟斟寻
'fu'zhu'jue'yu'jun'yi 抚硃爵与鵕鸃
'fu'zi'si'qing 负子肆情
'fu'zuo'you'zhi'geng'jie 负左右之耿介
'gai'bing'ji'de 该秉季德
'gai'jian'zi'yi'yong'tan'xi 盖见兹以永叹兮
'gai'qian'sheng'zhi'fa'du'xi 改前圣之法度兮
'gai'wei'yu'er'zao'nu 盖为余而造怒
'gan'tang'ku'yu'feng'cao'xi 甘棠枯於丰草兮
'gan'xie'shi'wu 干协时舞
'gan'yu'zhi'xi'can'li 感余志兮惨栗
'gao'ao'xiang'zhi'yi'yi 高翱翔之翼翼
'gao'ben'xi'wei'luo 槁本兮萎落
'gao'chi'xi'chong'tian 高驰兮冲天
'gao'fei'xi'an'xiang 高飞兮安翔
'gao'hui'xiang'xi'shang'zhen 高回翔兮上臻
'gao'lan'bei'jing'xi 皋兰被径兮
'gao'shan'cui'wei'xi 高山崔巍兮
'gao'tai'xi'xi'zi'lian 高太息兮自怜
'gao'tang'sui'yu 高堂邃宇
'gao'xin'zhi'ling'sheng'xi 高辛之灵晟兮
'gao'yang'miao'yi'yuan'xi 高阳邈以远兮
'gao'yang'wu'gu'er'wei'chen'xi 高阳无故而委尘兮
'gao'yu'guan'zhi'ji'ji'xi 高余冠之岌岌兮
'gao'yu'yi'ji'gu 告余以吉故
'ge'lei'lei'yu'gui'shu'xi 葛藟虆於桂树兮
'ge'nie'xia'min 革孽夏民
'ge'xing'xin'er'ji'du 各兴心而嫉妒
'ge'you'suo'cuo'xi 各有所错兮
'geng'qi'you'li'xi 梗其有理兮
'geng'tong'shi'er'zi'kuang 更统世而自贶
'geng'wu'ji'de'ci'zhong'zheng 耿吾既得此中正
'geng'yi'zhi'xi 更壹志兮
'gong'bu'cheng'er'wu'jin 功不成而无嶜
'gong'chun'cui'er'wang'qian'xi 躬纯粹而罔愆兮
'gong'huo'qian'er'jie'nan 躬获愆而结难
