'ai'er'bu'chou 哀而不愁
'bu'du'shi'qi'ren'zhi'bu'ren'wang'er 不独使其人之不忍忘而
'bu'duo'hu'zhong'duo'zhi'kou 不夺乎众多之口
'bu'duo'nong'shi 不夺农时
'bu'fei'dou'liang 不费斗粮
'bu'fu'ai'zi'qi'min 不拊爱子其民
'bu'fu'chu'yan 不复出焉
'bu'fu'zai'wei 不复在位
'bu'gan'dai'ye 不敢怠业
'bu'gan'du'shan'qi'shen 不敢独善其身
'bu'gan'fu'jin 不敢复进
'bu'gan'fu'yan'di'qin 不敢复言帝秦
'bu'gan'fu'you'zhu'zhi 不敢复有株治
'bu'gan'ju'tou 不敢举头
'bu'gan'qu'chen'wei 不敢去臣位
'bu'gan'shu'bi 不敢输币
'bu'gan'shu'ye 不敢输也
'bu'gan'si'qi'si'mou'gui'ji 不敢肆其私谋诡计
'bu'gan'sui'jin 不敢遂进
'bu'gan'yan'er'gan'nu 不敢言而敢怒
'bu'gang'bu'rou 不刚不柔
'bu'gao'tian'xia 布告天下
'bu'ge'jian 不格奸
'bu'gou'xing'sheng 不苟幸生
'bu'gu'bu'cheng'lie 不鼓不成列
'bu'gu'e'qi'wu'cheng'de 不穀恶其无成德
'bu'gu'guo'huan 不顾国患
'bu'gu'lian'chi 不顾廉耻
'bu'gui'bu'wu 不轨不物
'bu'gui'ru'li'wang'zhe 不轨如厉王者
'bu'guo 不果
'bu'guo'fei'ge'xia'yi'zhao'zhi'xiang'er 不过费阁下一朝之享而
'bu'guo'le'guan'xian'zhi'yin'xiang 不过乐管弦之淫响
'bu'guo'na 不果纳
'bu'guo'qi'lin'li'xiang'dang'zhi'ren 不过其邻里乡党之人
'bu'guo'san'sui 不过三岁
'bu'guo'shi'nian 不过十年
'bu'guo'si'shi'zhang 不过四十丈
'bu'guo'wei'gong 不过威公
'bu'guo'yi'dou'jing'zui'yi 不过一斗径醉矣
'bu'han'er'li 不寒而栗
'bu'he 不和
'bu'he'da'ren 不合大人
'bu'he'ze'gu'rou'wei'chou'di 不合则骨肉为仇敌
'bu'he'ze'qu 不合则去
'bu'heng'you'yu'tian'xia 不恒有于天下
'bu'hui'xian'ming 不讳嫌名
'bu'huo 不获
'bu'huo'bu'xun 不惑不徇
'bu'huo'shi'zhi'zi'gou 不获世之滋垢
'bu'ji'ci 不及此
'bu'ji'du'zhi'zhi'zhi'mei 不及睹至治之美
'bu'ji'fei'yi'zu'yi'xiang'kang 不及飞一镞以相抗
'bu'ji'he'hong 不霁何虹
'bu'ji'huang'quan 不及黄泉
'bu'ji'ji'yu'fu'gui 不汲汲于富贵
'bu'ji'qi'shi 不计其十
'bu'ji'shi'wu'gu 不及事吾姑
'bu'ji'wei'gong'fu'zi 不及魏公父子
'bu'ji'yu'long'gang'zhi'liu'shi'nian 卜吉于泷冈之六十年
'bu'jia'zhuang'shi 不加装饰
'bu'jian'cheng'gong 不见成功
'bu'jian'chu'yu'yu'tang'wen'wu'zhou'gong 不见黜于禹汤文武周公
'bu'jian'qi'chu 不见其处
'bu'jian'shu'xiang'er'gui 不见叔向而归
'bu'jian'zheng'yu'yu'tang'wen'wu'zhou'gong 不见正于禹汤文武周公
'bu'jiao'yu'chang 不教鱼长
'bu'jiao'ze'fou 不交则否
'bu'jie'qi'ming 不洁其名
'bu'jie'yu'wang'fu 不解于王府
'bu'jin 不进
'bu'jin'ming 不矜名
'bu'jin'ming'jie 不矜名节
'bu'jin'yu'qian 不进于前
'bu'jing'bu'qiu 不竞不絿
'bu'jiu'qi'jiu 不究其旧
'bu'ju 卜居
'bu'ju'xia'lou 补苴罅漏
'bu'ju'yu'shi 不拘于时
'bu'jue'lei'xia 不觉泪下
'bu'jue'lin'feng'er'yun'ti'zhe 不觉临风而陨涕者
'bu'jue'qi'lu 不绝其禄
'bu'jue'ru'lv 不绝如缕
'bu'kang'wang'shi 不抗王师
'bu'ke 不可
'bu'ke'bu'wang'ye 不可不忘也
'bu'ke'bu'zhi'ye 不可不知也
'bu'ke'de'er'jian 不可得而见
'bu'ke'de'er'ming 不可得而名
'bu'ke'de'er'zhi'ye 不可得而知也
'bu'ke'de'ye 不可得也
'bu'ke'jin'er'yi 不可近而已
'bu'ke'jiu'shi 不可久视
'bu'ke'ju'zhuang 不可具状
'bu'ke'meng'qi'ze'yi 不克蒙其泽矣
'bu'ke'sheng'dao 不可胜道
'bu'ke'sheng'ji 不可胜记
'bu'ke'sheng'li 不可胜理
'bu'ke'sheng'liang 不可胜量
'bu'ke'sheng'shu 不可胜数
'bu'ke'sheng'shu'ye 不可胜数也
'bu'ke'shi'yi 不可食已
'bu'ke'shi'yi'ye 不可使易也
'bu'ke'wang'ye 不可忘也
'bu'ke'wei'bu'xian'zhe'yi 不可谓不贤者矣
'bu'ke'wei'chang'zhe 不可为常者
'bu'ke'wei'fei'wu'ren'zhi'li'ye 不可谓非五人之力也
'bu'ke'wei'shang'wu'qi'ren 不可谓上无其人
'bu'ke'wei'xia'wu'qi'ren 不可谓下无其人
'bu'ke'wu'ye 不可诬也
'bu'ke'xin 不可信
'bu'ke'xing'er'zhi'ye 不可幸而致也
'bu'ke'xu'ye 不可许也
'bu'ke'yi'bian 不可以变
'bu'ke'yi'bu'geng'ye 不可以不更也
'bu'ke'yi'bu'yan'shi'ye 不可以不言师也
'bu'ke'yi'de'pi'fu'pi'fu'zhi'xin 不可以得匹夫匹妇之心
'bu'ke'yi'guan'gai 不可以灌溉
'bu'ke'yi'jiu 不可以久
'bu'ke'yi'qi'tun'yu 不可以欺豚鱼
'bu'ke'yi'shou'ming 不可以授命
'bu'ke'yi'wei'xie 不可以为谐
'bu'ke'yi'xu'ci'jie'ye 不可以虚辞借也
'bu'ke'yi'you 不可以游
'bu'ke'yi'you'luan'ji 不可以有乱急
'bu'ke'yong'yi 不可用矣
'bu'ke'zhi 不可知
'bu'ke'zhi'qi'wei'lin'ye 不可知其为麟也
'bu'ken'ba'wo'yi'mao'er'li'tian'xia 不肯拔我一毛而利天下
'bu'ken'yi'dong'qi'xin'yi'chu'qi'qi 不肯一动其心以畜其妻
'bu'ken'zao'wei 不肯早为
'bu'kuo'yu'gou'ji'chang'sha'ye 不铦于钩戟长铩也
'bu'li'bao'fu'zhi'shou 不离保傅之手
'bu'li'gu'wen'zhe'jin'shi 不离古文者近是
'bu'li'yi'yi'wei'gao 不立异以为高
'bu'liang'qing'ruo 不量轻弱
'bu'ling'chen'ci'er'you'bu'zhi 布令陈辞而又不至
'bu'lun'qu'zhi 不论曲直
'bu'luo'mo'fou 不落莫否
'bu'ma'zhi'shi 步马之势
'bu'meng'ming'cha 不蒙明察
'bu'mian'yu'zui 不免于罪
'bu'mie'min'gong 不蔑民功
'bu'min'qi'she'ji 不泯其社稷
'bu'min'zhi'zhu 不敏之诛
'bu'ming'ze'yi 不鸣则已
'bu'mou'yu'fu'xiong 不谋于父兄
'bu'mou'yu'peng'you 不谋于朋友
'bu'mu'rong'li 不慕荣利
'bu'neng'bao'ye 不能宝也
'bu'neng'bei'hang'wu 不能备行伍
'bu'neng'dang'yi'ping'yuan'gong'zi 不能当一平原公子
'bu'neng'feng'cheng'xian'wang'zhi'jiao 不能奉承先王之教
'bu'neng'fu'wei'yu'wei'luan'zhi'xian 不能扶危于未乱之先
'bu'neng'fu'zhen 不能复振
'bu'neng'guo'ye 不能过也
'bu'neng'he'xie 不能和协
'bu'neng'ji'ri'lei'lao 不能积日累劳
'bu'neng'na'zhong'xiao'xin 不能纳忠效信
'bu'neng'qu'yun 不能去云
'bu'neng'rong'yu'yuan'jin 不能容于远近
'bu'neng'shi'xiao'ren'bu'wei'ji'e'da 不能使小人不为极恶大
'bu'neng'si'geng'xie 不能竢更写
'bu'neng'wei'yi 不能为已
'bu'neng'xiang'bao 不能相保
'bu'neng'xing'yun'yu 不能兴云雨
'bu'neng'yi'sui'er'gui 不能一岁而归
'bu'neng'yin'jue'zi'cai 不能引决自裁
'bu'neng'yu'mou 不能与谋
'bu'neng'yu'zhi'yu'huai 不能喻之于怀
'bu'neng'yuan'you 不能远有
'bu'neng'ze'qu'zhi 不能则去之
'bu'neng'zhe'tui'er'xiu'zhi 不能者退而休之
'bu'neng'zhi'ye 不能治也
'bu'neng'zi'ke 不能自克
'bu'neng'zi'mian'yu'chan'yu 不能自免于谗谀
'bu'neng'zi'tui 不能自退
'bu'neng'zi'yin'qu 不能自引去
'bu'neng'zi'zhi'hu'shui 不能自致乎水
'bu'ni'qing'yi'gan'yu 不逆情以干誉
'bu'nian'bo'shi'zhi'yan'ye 不念伯氏之言也
'bu'nian'jiu'e 不念旧恶
'bu'nian'ju'an'si'wei 不念居安思危
'bu'nian'qi'bai 卜年七百
'bu'ning'wei'shi 不宁唯是
'bu'ning'zhi'yu'wu'er'neng'yu'shi'tui 不凝滞于物而能与世推
'bu'nong'ze'bu'di'zhe 不农则不地着
'bu'qi'er'hui'meng'jin'ba'bai'zhu'hou 不期而会孟津八百诸侯
'bu'qi'qi'qin 不弃其亲
'bu'qi'qi'yu'pin'jian 不戚戚于贫贱
'bu'qian'xiang'yu 不遣项羽
'bu'qian'yu'fa 不愆于法
'bu'qin'er'mao 不禽二毛
'bu'qin'xiao'lao 不亲小劳
'bu'qin'zhong'guan 不侵众官
'bu'qiu'er'min'chu'zhi 不求而民出之
'bu'qiu'gou'shuo'yu'shi 不求苟说于世
'bu'qiu'qi'duan 不求其端
'bu'qiu'shen'jie 不求甚解
'bu'qiu'wen'da'yu'zhu'hou 不求闻达于诸侯
'bu'qiu'wen'yu'ren'ye 不求闻于人也
'bu'qiu'yong'er'jun'yong'zhi 不求用而君用之
'bu'qu 不去
'bu'qu'wu'dao 不屈吾道
'bu'qu'ye 不去也
'bu'ran 不然
'bu'ren 不仁
'bu'ren'gan'ge 不任干戈
'bu'ren'meng'er'kuan 不忍猛而宽
'bu'ri'yi'shou'shi'zhe 卜日以受使者
'bu'rong'he'bing 不容何病
'bu'rong'ran'hou'jian'jun'zi 不容然后见君子
'bu'rong'yu'shi 不容于世
'bu'ru'fa'han 不如伐韩
'bu'ru'fa'shu'zhi'wan'ye 不如伐蜀之完也
'bu'ru'jian'zhi'yu'xing'shi'zhi'shen'qie 不如见之于行事之深切
'bu'ru'qi'xian'zhe 不辱其先者
'bu'ru'shi'wang'wei'qu'shi 不如使王为趋士
'bu'ru'shun 不如舜
'bu'ru'wu'xing 不如无行
'bu'ru'xiao'gong'zhi'kuan'hou 不如孝公之宽厚
'bu'ru'yang'zhi'bo'ye 不如养之薄也
'bu'ru'yu'lao 不入于老
'bu'ru'yu'yang 不入于杨
'bu'ru'zao'wei'zhi'suo 不如早为之所
'bu'ru'zhou'gong 不如周公
'bu'ru'zhu'xia'zhi'wang 不如诸夏之亡
'bu'ruo'chang'an'jun'zhi'shen 不若长安君之甚
'bu'ruo'qi'ju'yin'shi'qian'hou'zuo'you 不若起居饮食前后左右
'bu'ruo'shi 不若是
'bu'ruo'zi'huo'yi'xi'zhi'wei'zu'xia 不若兹火一夕之为足下
'bu'sai'bu'liu 不塞不流
'bu'she'zhe'shuo 捕蛇者说
'bu'sheng'qi'ren 不胜其任
'bu'sheng'suo'hu 不省所怙
'bu'shi 不仕
'bu'shi'bai'yang'mei'tu'qi'ji'ang'qing 不使白扬眉吐气激昂青
'bu'shi'guan'zhi 不事官职
'bu'shi'jiu'wu 不失旧物
'bu'shi'li'er'xing 不恃力而行
'bu'shi'qi'shi 不食其食
'bu'shi'ren'xue'zhi'yan 不使人学制焉
'bu'shi'san'shi 卜世三十
'bu'shi'wang'hou 不事王侯
'bu'shi'wei'jun'zi 不失为君子
'bu'shi'yin'jian'qun'chen 不时引见群臣
'bu'shi'yu'si'jing'zhi'wai 不式于四境之外
'bu'shi'yu'yong 不式于勇
'bu'shou'xian 不受献
'bu'si'yu'dao'zei 不死于盗贼
'bu'si'yu'jia 不私于家
'bu'si'yu'shi 不死于市
'bu'sui'si'er'wang'zhe'yi 不随死而亡者矣
'bu'sui'yi'zhi'ye 不随以止也
'bu'te'zhong'ren'bu'zhi'you'wang 不特众人不知有王
'bu'tian'bi'fu 不腆敝赋
'bu'tian'qian'ren 不忝前人
'bu'ting 不听
'bu'tong'ri'er'lun'yi 不同日而论矣
'bu'tu'qi'xin 不图其新
'bu'wang'jian'zhi'yi'de 不忘谏之以德
'bu'wang'yu'fan 不忘欲反
'bu'wei'bei'qie'pin 不为卑且贫
'bu'wei'bi'hu 不唯逼乎
'bu'wei'bu'xian'yu'zhou'gong'er'yi 不惟不贤于周公而已
'bu'wei'jian'xie'suo'li 不为奸邪所利
'bu'wei'ju'zhi'yu'qi'kou 不惟举之于其口
'bu'wei'kou'dao 不畏寇盗
'bu'wei'qi'fu'xiong'zi'di'zhi'ci'ai 不惟其父兄子弟之慈爱
'bu'wei'qian'shu 不韦迁蜀
'bu'wei'wei'ren 不为伟人
'bu'wei'xu'guo'zhi'wei 不惟许国之为
'bu'wei'xu'yu'yi 不为虚语矣
'bu'wei'yi'yin'tai'gong'zhi'mou 不为伊尹太公之谋
'bu'wei'you'chao'shi'zhi'cai 不唯有超世之才
'bu'wen'bu'zhi'ye 不闻不知也
'bu'wen'hao'ling 不闻号令
'bu'wen'hui'hu'shi'bing'ji'ye 不闻讳浒势秉机也
'bu'wen'ke'fou 不问可否
'bu'wen'liu'bai'li 不闻六百里
'bu'wen'you'hui'che'zhe'zhi'zhe'wei'mou 不闻又讳车辙之辙为某
'bu'wen'you'hui'zhi'tian'xia'zhi'zhi'wei 不闻又讳治天下之治为
'bu'wu 不武
'bu'wu'pan'ye 不吾叛也
'bu'wu'xing'zeng'shen'zhou'gong'kong'zi'zhi 不务行曾参周公孔子之
'bu'xian'er'neng'ru'shi'hu 不贤而能如是乎
'bu'xian'yu'gong'zui 不陷于公罪
'bu'xiang'wei'mou 不相为谋
'bu'xiao 不效
'bu'xiao 不肖
'bu'xiao'bu'ci 不孝不慈
'bu'xie'er'ji'yu'gu 不懈而及于古
'bu'xing'er'bu'wu 不幸而不悟
'bu'xing'zhan'bu'sheng 不幸战不胜
'bu'xuan'neng 不衒能
'bu'xun'qi'mo 不讯其末
'bu'yan'chu'ben 不言出奔
'bu'yan'ke'ye 不言可也
'bu'yang'qi'xin 不养其心
'bu'yi 不义
'bu'yi'bu'ni 不义不昵
'bu'yi'chang'yi'jian'ju 不以长揖见拒
'bu'yi'ci'shi'ming'qu'jiu'zhi'fen 不以此时明去就之分
'bu'yi'ci'shi'yin'gang'wei 不以此时引纲维
'bu'yi'dai'qi'shen'zhe'yi'lian'hu 不亦待其身者已廉乎
'bu'yi'dai'yu'ren'zhe'qing'yi'yue'hu 不亦待于人者轻以约乎
'bu'yi'dang'fu'yong'ci'wei'ji'yi'ye 不意当复用此为讥议也
'bu'yi'du'xing'yi'hu 不亦渎姓矣乎
'bu'yi'er'zu 不一而足
'bu'yi'er'zu'ye 不壹而足也
'bu'yi'guan'sui'qi'ai 不以官随其爱
'bu'yi'hao'qi'shi'er'yi 不抑耗其实而已
'bu'yi'huo'hu 不亦惑乎
'bu'yi'ji'bei 不以己悲
'bu'yi'jian'yi'hu 不亦简彝乎
'bu'yi'ke'hu 不亦可乎
'bu'yi'lu'si'qi'qin 不以禄私其亲
'bu'yi'miu'yu 不亦谬欤
'bu'yi'mo'mo'er'yi'ye 不宜默默而已也
'bu'yi'mo'ni'sun'cai 不以摸拟损才
'bu'yi'nan'hu 不亦难乎
'bu'yi'pian'si 不宜偏私
'bu'yi'qi'bi'lai'yi'ji'mian 不意其必来以冀免
'bu'yi'qi'zhi'zhou'xian 不宜弃之州县
'bu'yi'qi'zi'gui'er'bi'huo'mian 不意其自归而必获免
'bu'yi'qian'li'cheng'ye 不以千里称也
'bu'yi'qing'chao'ting'xiu'dang'shi'zhi'shi 不亦轻朝廷羞当世之士
'bu'yi'qu'zhi 不议曲直
'bu'yi'shan'fu 不亦善夫
'bu'yi'shan'hu 不亦善乎
'bu'yi'shen'zai 不亦甚哉
'bu'yi'wang'zi'fei'bo 不宜妄自菲薄
'bu'yi'wei'an 不以为安
'bu'yi'wei'yan 不以为言
'bu'yi'wu'hu 不亦诬乎
'bu'yi'wu'shang'xing 不以物伤性
'bu'yi'wu'xi 不以物喜
'bu'yi'yi'lun'shang'ge 不以议论伤格
'bu'yi'yi'qian'yi'cong'shi 不宜以前议从事
'bu'yi'yi'tong 不宜异同
'bu'yi'yin'shou'jiu 不一引手救
'bu'yi'zhao 不以诏
'bu'yi'zhi'nu 布衣之怒
'bu'yi'zu'ai'ye 不以阻隘也
'bu'ying 不应
'bu'yong'qi'yan'er'sha'qi'suo'li 不用其言而杀其所立
'bu'you'jia'zuo 不有佳作
'bu'you'jun'zi 不有君子
'bu'you'ren 不尤人
'bu'you'wo'ze'pi 不由我则圮
'bu'you'zhi'ke'ye 不有之可也
'bu'yu'jun'zhi'she'wu'di'ye 不虞君之涉吾地也
'bu'yu'shi'xiang'wen 不与世相闻
'bu'yu'si'ran'er'ju'jin'zhe 不与澌然而俱尽者
'bu'yu'wan'wu'gong'jin 不与万物共尽
'bu'yu'yu'hui 不与于会
'bu'yuan'de'di 不愿得地
'bu'yuan'ru'cao'xiao'ye 不愿汝曹效也
'bu'za'xun'er'de'yi'di'zhe'er 不匝旬而得异地者二
'bu'zai'qi'chu'yan'zhao'ye 不在齐楚燕赵也
'bu'zai'si'dian 不在祀典
'bu'ze'qi'er 不责其二
'bu'zhao'er'zi'lai 不召而自来
'bu'zheng'you'you 布政优优
'bu'zhi 不知
'bu'zhi'bu'xing 不止不行
'bu'zhi'chu'ci 不知出此
'bu'zhi'cuo'you'yi'qu'zhi'ye 不知错有以取之也
'bu'zhi'dang'yan'yue'ri 不知当言月日
'bu'zhi'dong'fang'zhi'ji'bai 不知东方之既白
'bu'zhi'er'bu'wen 不知而不问
'bu'zhi'fu'gong'zi'wang'sun 不知夫公子王孙
'bu'zhi'fu'she'zhe 不知夫射者
'bu'zhi'fu'wu'chi'tong'zi 不知夫五尺童子
'bu'zhi'fu'zi'fa'fang'shou'ming'hu'ling 不知夫子发方受命乎灵
'bu'zhi'gui'lu 不知归路
'bu'zhi'jiu'bao'er 不致久暴尔
'bu'zhi'lv'ci 不知虑此
'bu'zhi'mo'mo'yi'dai'qi'bian 不知默默以待其变
'bu'zhi'qi'bu'ke'ye 不知其不可也
'bu'zhi'qi'da 不志其大
'bu'zhi'qi'fei'yi 不知其非矣
'bu'zhi'qi'ji'zhi'zai'ti'ye 不知其疾之在体也
'bu'zhi'qi'ming'shi 不知其名氏
'bu'zhi'qi'qian'shen 不知其浅深
'bu'zhi'qi'qiong'zhi'jiu'er'jiang'lao'ye 不知其穷之久而将老也
'bu'zhi'qiu'liu'jing'zhi'shi'yu'wu'xin 不知求六经之实于吾心
'bu'zhi'shi'he'ming 不知始何名
'bu'zhi'suo'bao 不知所报
'bu'zhi'suo'cai 不知所裁
'bu'zhi'suo'chu 不知所出
'bu'zhi'suo'cong 不知所从
'bu'zhi'suo'gui 不知所归
'bu'zhi'suo'wei 不知所为
'bu'zhi'suo'yun 不知所云
'bu'zhi'tao'dun 不知逃遁
'bu'zhi'wen'jia'ren'yi'yue'ri 不知问家人以月日
'bu'zhi'xi'dong 不知西东
'bu'zhi'yang'hou'qu'shi 不知杨侯去时
'bu'zhi'you'qin'wang 不知有秦王
'bu'zhi'you'wang 不知有王
'bu'zhi'you'wang'ye 不知有王也
'bu'zhi'you'zhao'wang 不知有赵王
'bu'zhi'yu'jian 不至于奸
'bu'zhong'er'huo 不种而获
'bu'zhui'qing'yun'zhi'zhi 不坠青云之志
'bu'zi'gui'zhong'gu'ji 不自贵重顾藉
'bu'zi'shou'shi 不自收拾
'bu'zi'xue'tang 步自雪堂
'bu'zu'sheng'yu'bu'nong 不足生于不农
'bu'zu'wei'gong'gui 不足为公贵
'bu'zu'wei'gong'rong 不足为公荣
'bu'zu'wei'wai'ren'dao'ye 不足为外人道也
'bu'zu'yi'ji'fa'qi'zhi'qi 不足以激发其志气
'bu'zu'yi'rong'cong'zhe 不足以容从者
'bu'zu'yi'ru'wu'ji'ye 不足以辱吾技也
'bu'zu'yi'wei'chen'chi 不足以为臣耻
'bu'zun'yu'qi'chu'yan'zhao'han'wei'song 不尊于齐楚燕赵韩魏宋
'bu'zuo'yu'zuo'zhi'ri 不作于作之日
'cai'ben'wang'zuo 才本王佐
'cai'bu'wei'shi'yong 材不为世用
'cai'che'yun'qu 彩彻云衢
'cai'dan'li'pu 财殚力痡
'cai'de'cheng'wei'yu'bu'cai 才德称位语不才
'cai'hou'ru'yu'bi'yi'yi'xing 蔡侯入于敝邑以行
'cai'jun'man'qian 才畯满前
'cai'kui 蔡溃
'cai'kui'shao'er'shan'ze'bu'pi'yi 财匮少而山泽不辟矣
'cai'ling'hou'zhi'shi'qi'xiao'zhe'ye 蔡灵侯之事其小者也
'cai'ling'hou'zhi'shi'yin'shi'yi 蔡灵侯之事因是以
'cai'mei'bu'wai'jian 才美不外见
'cai'neng'bu'ji'zhong'yong 材能不及中庸
'cai'qi'wei'yi 采其薇矣
'cai'ruo'di'qiang'ye 才弱敌强也
'cai'se'chen'cai 菜色陈蔡
'cai'su'dan'wang 财粟殚亡
'cai'tong'ren 才通人
'cai'wei'er'shi'zhi 采薇而食之
'cai'yong'yu'shi'hu'chu 财用于是乎出
'cai'you'yu'er'shi'bu'zu'ye 才有余而识不足也
'cai'yu'shan 采于山
'cai'zhi'bu'dai'zhi'yuan'ye 材之不逮至远也
'can'bu'wei'ming 惨不畏明
'can'feng'yin'lu 餐风饮露
'can'hai'zhong'liang 残害忠良
'can'shi'zhu'hou 蚕食诸侯
'can'ye'wen'zhu'fu'zi'ye 参也闻诸夫子也
'can'ye'yu'zi'you'wen'zhi 参也与子游闻之
'can'ze'shi'zhi'yi'kuan 残则施之以宽
'can'zei'er'wang'ji 残贼而亡极
'can'zi'biao'er'cheng'wen'chi'xi 骖紫彪而乘文螭兮
'cang'cang'zhe'huo'hua'er'wei'bai'yi 苍苍者或化而为白矣
'cang'cang'zheng'min 苍苍蒸民
'cang'chu'zhi'ji'mi'qiong 仓储之积靡穷
'cang'ge'wu 藏歌舞
'cang'gu'bu'ru'zhi'li'ge'yu'ce'zhi 藏罟不如置里革于侧之
'cang'huang'dong'chu 仓皇东出
'cang'huang'fan'fu 苍黄反复
'cang'jing'zhong'zi'mei'yue'chu 苍劲中姿媚跃出
'cang'lang'ting'ji 沧浪亭记
'cang'lin'shi'er'zhi'li'jie 仓廪实而知礼节
'cang'ming'tuan 藏鸣湍
'cang'sheng'yi'zhi'er'fu'shu 苍生以之而富庶
'cang'yan'bai'fa 苍颜白发
'cang'yan'zhao'zhi'yan'ji 藏燕赵之艳姬
'cang'ying'ji'yu'dian'shang 苍鹰击于殿上
'cang'yu'chong'chong 仓庾崇崇
'cang'yu'meng'fu 藏于盟府
'cang'zhi'jiu'yi 藏之久矣
'cang'zhi'ming'shan 藏之名山
'cao'bi'zhi'ren 草鄙之人
'cao'cao'fu'shou 曹操拊手
'cao'cao'wu'gong'chang'ba'bu'xia 曹操五攻昌霸不下
'cao'cao'zhi'ji'shu'jue'yu'ren 曹操智计殊绝于人
'cao'chuang'wei'jiu 草创未就
'cao'dao'bi'ge 操刀必割
'cao'fu'zhi'er'se'bian 草拂之而色变
'cao'gui'lun'zhan 曹刿论战
'cao'gui'qing'jian 曹刿请见
'cao'mao'wei'yan'zhe 草茅危言者
'cao'meng'de'sun'zhong'mou'zhi'suo'pi'ni 曹孟德孙仲谋之所睥睨
'cao'mo'bu'si'san'bai'zhi'ru 曹沫不死三败之辱
'cao'mu'cong'mao 草木藂茂
'cao'mu'hang'lie 草木行列
'cao'mu'ji'tian 草木际天
'cao'mu'jie'jie'er'bei'cang 草木节解而备藏
'cao'mu'pian'pian 草木骈骈
'cao'mu'qi'bei 草木凄悲
'cao'mu'wu'qing 草木无情
'cao'mu'yi'bei'zhao'hui'guang 草木衣被昭回光
'cao'mu'zhen'dong 草木震动
'cao'mu'zhi'wu'sheng 草木之无声
'cao'pi'cheng'di 曹丕称帝
'cao'qi'qi'ying 操其奇赢
'cao'qiang'gong'du'shi 操强弓毒矢
'cao'se'ru'lian'qing 草色入帘青
'cao'tang'zhi'ling 草堂之灵
'cao'xian'zhou'zuo 操弦骤作
'cao'xing'bu'gui 操行不轨
'cao'yi'tun'ti'jiu'yi'yu 操一豚蹄酒一盂
'ce'er'er'ting 侧耳而听
'ce'er'yuan'ting 侧耳远听
'ce'fu'lao'yi'liu'qi 策扶老以流憩
'ce'ming'qing'shi 策名清时
'ce'pi'fa'zhi'bing 策疲乏之兵
'ce'ran'you'ai'lian'wu'gu'zhi'xin 恻然有哀怜无辜之心
'ce'si'ma 策驷马
'ce'wen'ge'xia'bao'bu'shi'zhi'cai 侧闻阁下抱不世之才
'ce'zhi'bu'yi'qi'dao 策之不以其道
'ceng'bo'zu'shi 曾伯祖奭
'ceng'bu'lin'qing'qu'liu 曾不吝情去留
'ceng'bu'neng'ji'zou 曾不能疾走
'ceng'bu'neng'yi'ci'shi'you'suo'jian'ming 曾不能以此时有所建明
'ceng'bu'ruo'si'shi'zhi'long'ye 曾不若死士之垄也
'ceng'bu'zhi'lao'zhi'jiang'zhi 曾不知老之将至
'ceng'luan'song'cui 层峦耸翠
'ceng'ri'yue'zhi'ji'he 曾日月之几何
'ceng'wu'yi'yu'kai'wu'zhu'xin 曾无一语开悟主心
'ceng'yi'geng'yi'ru'shi 曾以更衣入侍
'ceng'yuan'ceng'shen'zuo'yu'zu 曾元曾申坐于足
'ceng'yuan'yue 曾元曰
'cha'chen'xiao'lian 察臣孝廉
'cha'na'ya'yan 察纳雅言
'cha'qi'shou'feng 察其首封
'cha'qi'suo'yi 察其所以
'cha'qi'suo'yi'er'qu'jiu'zhi 察其所以而去就之
'cha'yan'xie 茶烟歇
'cha'yi'qian'li 差以千里
'chai'lang'cheng'xing 豺狼成性
'chai'lang'suo'hao 豺狼所嗥
'chai'qi'kai'zhang'zhi'ji'bu'meng 柴奇开章之计不萌
'chan'chan'zhi'bi'ming'ye 谗谄之蔽明也
'chan'ling'zhi'er'jiu'jing 产灵芝而九茎
'chan'ren'gao'zhang 谗人高张
'chan'ren'jian'zhi 谗人间之
'chan'tui'yu'zhuo'hui 蝉蜕于浊秽
'chan'wei'zan'zhu 襜帷暂驻
'chan'xue'xiao'mo 刬削消磨
'chan'yi'hui'cao 铲刈秽草
'chan'yi'wei'zhong 蝉翼为重
'chan'yu'lin'zhen 单于临阵
'chan'yu'wei'ling'bu'ke'fu'de 单于谓陵不可复得
'chang'an'jun'he'yi'zi'tuo'yu'zhao 长安君何以自托于赵
'chang'bu'man'qi'chi 长不满七尺
'chang'bu'shi'you'yu 常不使有余
'chang'chao'zhi'wai 常朝之外
'chang'chou'mou'yu'jie'ke 常绸缪于结课
'chang'dao'ye 常道也
'chang'deng'gu'su'zhi'tai 尝登姑苏之台
'chang'du'liu'guo'shi'jia 尝读六国世家
'chang'er'bu'he 倡而不和
'chang'fu'san'jun 常覆三军
'chang'gong'wei'bi 场功未毕
'chang'gui'er'xie'zhi'yue 长跪而谢之曰
'chang'guo'jun'yue'yi'wei'yan'zhao'wang'he 昌国君乐毅为燕昭王合
'chang'jia'gui'lai'hu 长铗归来乎
'chang'jia'gui'lai'zhe'ye 长铗归来者也
'chang'jia'yu'xue'bian'zhi'men 长价于薛卞之门
'chang'jiang'fa'yuan'min'shan 长江发源岷山
'chang'jiang'ru'hong'guan 长江如虹贯
'chang'kong'bu'neng'hua'min'zhe 常恐不能化民者
'chang'le'wang'hui'shen'fu 长乐王回深父
'chang'li'han'yu 昌黎韩愈
'chang'li'zhao'zhi'jing'shi 尝例召至京师
