'an'ji'che'gang 按及车缸
'shi'qi'zai 湿气在
'shi'qi'zheng'ye 是其证也
'shi'que'rou 食雀肉
'shi're'wu 食热物
'shi'ren'lai'sheng'fu'qi'bao'dui'yi 使人来生复其报对矣
'shi'ren'yin'suo 使人阴缩
'shi'ren'zhi'mu'ke 视人之目窠
'shi'ru'ji'tu 食入即吐
'shi'san'jiao'tong'hui'yuan'zhen'zhi'chu 是三焦通会元真之处
'shi'san'liang'ren'ni'qi'zhong 使三两人溺其中
'shi'shang'pi'wei 食伤脾胃
'shi'shang'yu'xia 湿伤于下
'shi'sheng'cai 食生菜
'shi'sheng'cang'er 食生苍耳
'shi'sheng'rou 食生肉
'shi'shi'dang'wei 始时当微
'shi'shi'fa're 时时发热
'shi'shi'jin'ye'wei'sheng 时时津液微生
'shi'shi'ke 时时咳
'shi'shi'shang'xia 时时上下
'shi'shi'tu'zhuo 时时吐浊
'shi'shi'ya'tang 时时鸭溏
'shi'shi'you're 时时有热
'shi'shi'zhen'han 时时振寒
'shi'shui 石水
'shi'suan'ma'rou 食酸马肉
'shi'tang 时溏
'shi'tang'mi'hou 食糖蜜后
'shi'tian'zhou'yi 食甜粥已
'shi'tou're 时头热
'shi'tuo'zhuo'mo 时唾浊沫
'shi'wei'fei'yong 是为肺痈
'shi'xie'zhong'du 食蟹中毒
'shi'yan'ji'tu 食盐即吐
'shi'ye 实也
'shi'ye 是也
'shi'yi'duo'yin'jiu 食饴多饮酒
'shi'yi'han'chu 食已汗出
'shi'yi'ji'tu'zhe 食已即吐者
'shi'yi'tu'qi'zhi 食已吐其汁
'shi'yi'yue'shi'er'yue'wu'shi'xie 十一月十二月勿食薤
'shi'yin'guo'du 食饮过度
'shi'yu'bu'ze'yan'gan 蚀于部则咽干
'shi'yu'gang'zhe 蚀于肛者
'shi'yu'hou'wei'huo 蚀于喉为惑
'shi'yu'hou'zhong'du 食鱼后中毒
'shi'yu'ming'wei'hu 蚀于明为狐
'shi'yu'shang'bu'ze'sheng'he 蚀于上部则声喝
'shi'yu'tu 时欲吐
'shi'yu'xue'ye 是瘀血也
'shi'yue'wu'shi'bei'shuang'sheng'cai 十月勿食被霜生菜
'shi'yue'wu'shi'jiao 十月勿食椒
'shi'zao'shi'zao'fang 食躁式躁方
'shi'zao'tang'fang 十枣汤方
'shi'zao'tang'zhu'zhi 十枣汤主之
'shi'ze'bu'zai'yong'zhi 实则不在用之
'shi'ze'shi'qi 实则失气
'shi'ze'sun'ren 食则损人
'shi'ze'tu'er'han'chu'ye 食则吐而汗出也
'shi'ze'zhan'yu 食则谵语
'shi'zhe'nan'zi 时着男子
'shi'zhe'san'ri'fu'fa 实者三日复发
'shi'zhi'da'ji 食之大忌
'shi'zhi'fa'e'chuang 食之发恶疮
'shi'zhi'hai'ren 食之害人
'shi'zhi'jie'shang'ren 食之皆伤人
'shi'zhi'ling'bing'dong'xia 食之令病洞下
'shi'zhi'ling'ren'dian 食之令人癫
'shi'zhi'ling'ren'fu'nei'sheng'chong 食之令人腹内生虫
'shi'zhi'ling'ren'shen'hun'bu'an 食之令人神魂不安
'shi'zhi'sha'ren 食之杀人
'shi'zhi'shang'ren 食之伤人
'shi'zhi'shang'ren'xin'qi 食之伤人心气
'shi'zhi'you'fang 食之有妨
'shi'zhi'yu'si'fang 食之欲死方
'shi'zhi'zhong'du'fang 食之中毒方
'shi'zhong'jing'luo 适中经络
'shi'zhu'bing 食煮饼
'shi'zhu'guo'zhong'du 食诸果中毒
'shi'zhu'jun'zhong'du 食诸菌中毒
'shou'an'zhi'jue'zhe 手按之绝者
'shou'shao'wan'qi'fa 手少挽其发
'shou'zhang'fan're 手掌烦热
'shou'zi'si 兽自死
'shou'zu'bi 手足痹
'shou'zu'bi'zhong 手足必肿
'shou'zu'bu'ren 手足不仁
'shou'zu'fan 手足烦
'shou'zu'fan're 手足烦热
'shou'zu'han 手足寒
'shou'zu'jue'leng 手足厥冷
'shou'zu'jue'ni 手足厥逆
'shou'zu'ni'han 手足逆寒
'shou'zu'ni'leng 手足逆冷
'shou'zu'ni'leng'ze'ying'wei'bu'li 手足逆冷则营卫不利
'shou'zu're'er'yu'ou 手足热而欲呕
'shou'zu'wen'zhe'sheng 手足温者生
'shou'zu'zhong're 手足中热
'shu'chu'zhi'fu 熟杵之服
'shu'dong'zhi 数动之
'shu'fei'zhang 属肺胀
'shu'fu'tang'zhi'feng'xu'tou'zhong'xuan 术附汤治风虚头重眩
'shu'fu'zhi'jie 数服之解
'shu'huang'jia 属黄家
'shu'ji'wei'xiao'gu'er'da 数即为消谷而大
'shu'jiao'bi'kou'zhe'you'du 蜀椒闭口者有毒
'shu'mai'ji'zhi 数脉即止
'shu'qi'san'fang 蜀漆散方
'shu'qi'san'zhu'zhi 蜀漆散主之
'shu'qian'shen 数欠伸
'shu'shao'yin 属少阴
'shu'shi'zhe'wei'fei'yong 数实者为肺痈
'shu'wei'ke're 数为客热
'shu'wei're 数为热
'shu'xia'zhi 数下之
'shu'xiao'ke 属消渴
'shu'yu'wan'zhu'zhi 薯蓣丸主之
'shu'ze'e'han 数则恶寒
'shu'ze'wei're 数则为热
'shu'zhan'yu 数谵语
'shui'bing'mai'chu'zhe'si 水病脉出者死
'shui'bu'xing 水不行
'shui'bu'zhan'liu 水不沾流
'shui'chu'qi'kong 水出七孔
'shui'cong'han'kong'ru'de'zhi 水从汗孔入得之
'shui'fu'fang'cun'bi 水服方寸匕
'shui'gu'bu'hua 水谷不化
'shui'he'fu 水和服
'shui'jin'dou'chi 水浸豆豉
'shui'qi'bing'mai'zheng'bing'zhi'di'shi'si 水气病脉证并治第十四
'shui'qi'zai'pi'fu'zhong 水气在皮肤中
'shui'qu'ou'zhi 水去呕止
'shui'ren'ze'tu'zhe 水人则吐者
'shui'shang'you'zhu'zi'wu'liu'qian'ke'xiang'zhu 水上有珠子五六千颗相逐
'shui'ting'xin'xia 水停心下
'shui'xing'pi'zhong'suo'zhi'ye 水行皮中所致也
'shui'yin'ru'ren'er'ji'liu'chu'deng 水银入人耳及六畜等
'shui'yin'suo'zuo 水饮所作
'shui'yin'ze'tu 水银则吐
'shui'zai'fei 水在肺
'shui'zai'gan 水在肝
'shui'zai'pi 水在脾
'shui'zai'shen 水在肾
'shui'zai'xin 水在心
'shui'zhi'wei'bing 水之为病
'shui'zhu'gan'zhe 水煮干者
'shui'zou'chang'jian 水走肠间
'shui'zou'pi'fu 水走皮肤
'si'fu'yang'mai'fu'er'se 死趺阳脉浮而涩
'si'hui'bu'hui 似哕不哕
'si'ji'bu'shi'pi 四季不食脾
'si'ji'pi'wang'bu'shou'xie 四季脾旺不受邪
'si'ji'wu'shi'sheng'kui 四季勿食生葵
'si'ni'tang'fang 四逆汤方
'si'ni'tang'zhu'zhi 四逆汤主之
'si'ou'bu'ou 似呕不呕
'si'ri'nei'shi'sheng'cong'suan 四日内食生葱蒜
'si'shi'ge'sui'qi'se 四时各随其色
'si'shi'jia'jian'chai'hu'yin'zi'fang 四时加减柴胡饮子方
'si'shi'ri 四十日
'si'shu'duan'jue 四属断绝
'si'shui'zhe 思水者
'si'xu 斯须
'si'yin'he'yi'wei'yi 四饮何以为异
'si'yue'ba'yue'wu'shi'hu'sui 四月八月勿食胡荽
'si'zhi'cai'jue'zhong'zhi 四肢才觉重滞
'si'zhi'fan'zhong 四肢烦重
'si'zhi'jiu'qiao 四肢九窍
'si'zhi'ku'fan 四肢苦烦
'si'zhi'ku'fan're 四肢苦烦热
'si'zhi'ku'zhong 四肢苦重
'si'zhi'li'jie'tong 四肢历节痛
'si'zhi'nie'nie'dong'zhe 四肢聂聂动者
'si'zhi'suan'teng 四肢酸疼
'si'zhi'tou'mian'zhong 四肢头面肿
'si'zhi'zhong 四肢肿
'sou'shu'ji'jian 溲数即坚
'su'gu'bu'hua 宿谷不化
'su'shi'ye 宿食也
'su'shi'zai'shang'wan 宿食在上脘
'su'xia'chu'zhi 速下除之
'suan'ru'gan 酸入肝
'suan'xue'bu'neng'xing 酸削不能行
'suan'zao'tang'fang 酸枣汤方
'suan'zao'tang'zhu'zhi 酸枣汤主之
'sui'de'zhi 遂得之
'sui'fa're'bu'si 虽发热不死
'sui'hei'wei'huang 虽黑微黄
'sui'jiu 虽久
'sui'li 虽利
'sui'qi'shi'er'qu'zhi 随其实而取之
'sui'qi'shi'er'xie'zhi 随其实而泻之
'sui'shen'teng'tong 虽身疼痛
'sui'xia'zhi 虽下之
'sui'yi'leng 虽已冷
'sui'yun'jiu'ji 虽云救急
'sun'ren'fei 损人肺
'sun'ren'xin 损人心
'sun'you'yu 损有余
'suo'bing'xia'li'shu'shi'ri'bu'zhi 所病下利数十日不止
'suo'shi'zhi'wei 所食之味
'suo'yi'chan'fu'xi'han'chu'zhe 所以产妇喜汗出者
'suo'yi'ran'zhe 所以然者
'suo'yi'xiong'bi'xin'tong'zhe 所以胸痹心痛者
'suo'yi'xue'bu'zhi'zhe 所以血不止者
'tai'dong'zai'qi'shang'zhe 胎动在脐上者
'tai'wu'ji'ku 胎无疾苦
'tai'xia'xue'zhe 胎下血者
'tai'yang'bing 太阳病
'tai'yang'zhong're'zhe 太阳中热者
'tai'yang'zhong'ye 太阳中暍
'tan'shi'shi'duo'bu'xiao 贪食食多不消
'tan'yin'ke'sou'bing'mai'zheng'bing'zhi'di'shi'er 痰饮咳嗽病脉证并治第十二
'tang'xia'kou'bu'xia'zhe 汤下口不下者
'tao'hua'tang'fang 桃花汤方
'tao'hua'tang'zhu'zhi 桃花汤主之
'tao'zi'duo'shi'ling'ren're 桃子多食令人热
'teng'tong 疼痛
'ti'er'tong 嚏而痛
'ti'qu'zuo'jiao'fa'fang'cun 剔取左角发方寸
'ti'yu'he'lu'rou'sheng'shi 鳀鱼合鹿肉生食
'tian'de'wen'he 天得温和
'tian'han're 天寒热
'tian'yin'wen'he 天因温和
'ting'li'da'zao'xie'fei'tang'fang 葶苈大枣泻肺汤方
'ting'li'da'zao'xie'fei'tang'zhu'zhi 葶苈大枣泻肺汤主之
'ting'li'zi 葶苈子
'ting'shi'zu'si'zhe 停尸卒死者
'tong'bu'ke'ren 痛不可忍
'tong'chu'li'cha 痛楚立差
'tong'chu'zhu'du'yao 通除诸毒药
'tong'er'bi'zhe 痛而闭者
'tong'li'shu'hang 通利数行
'tong'mai'si'dao'tang'fang 通脉四道汤方
'tong'mai'si'ni'tang'zhu'zhi 通脉四逆汤主之
'tong'yin'qi'zhong 痛引脐中
'tong'zai'gu'jie 痛在骨节
'tong'zai'guan'yuan 痛在关元
'tong'zhe'wei'shi 痛者为实
'tou'bu'tong'dan'fan'zhe 头不痛但烦者
'tou'di'chen'tu'bu'wu'zhe 投地尘土不污者
'tou'feng'mo'san'fang 头风摩散方
'tou'mu'mu'run 头目目闰
'tou'tong 头痛
'tou'tong'bi'se'er'fan 头痛鼻塞而烦
'tou'tong'feng'han 头痛风寒
'tou'tong'xiang'yao'ji'bi'jiao'che'tong 头痛项腰脊臂脚掣痛
'tou'tong'zhe 头痛者
'tou'wei'tong 头微痛
'tou'xuan'duan'qi 头眩短气
'tou'zhong'bing 头中病
'tu'chu'ru'xi'yi'san'wu'mei 吐出如蜥蜴三五枚
'tu'dan'mo 吐诞沫
'tu'er'ke 吐而渴
'tu'fu'bu'chu 吐复不出
'tu'gua'gen'san'zhu'zhi 土瓜根散主之
'tu'gua'ji'san'fang 土瓜极散方
'tu'hou 吐后
'tu'jiang'yin'yi'er'sheng 土浆饮一二升
'tu'mian'shang 涂面上
'tu'ni 吐逆
'tu'rou'bu'ke'he'bai'ji'rou'shi'zhi 兔肉不可合白鸡肉食之
'tu'rou'zhe'gan'jiang'shi'zhi 兔肉着干姜食之
'tu'ru'mi'zhou 吐如米粥
'tu'xian'mo 吐涎沫
'tu'xian'mo'er'dian'xuan 吐涎沫而癫眩
'tu'xie 吐血
'tu'xie'bu'zhi'zhe 吐血不止者
'tu'zhi 吐之
'tu'zhi'bu'chu 吐之不出
'tu'zhi'ze'si 吐之则死
'tu'zhuo'ti 吐浊涕
'tui'wu'zang'xu're 退五脏虚热
'tun'zhi'bu'xia 吞之不下
'tuo'nong'xue 唾脓血
'tuo'zao'mo 唾燥沫
'wai'pi'bu'sui 喎僻不遂
'wai'she'fen'rou'zhi'jian 外舍分肉之间
'wai'zheng'fu'man'bu'chuan 外证腹满不喘
'wai'zheng'gu'jie'teng'tong 外证骨节疼痛
'wai'zheng'shen'ti'bu'ren 外证身体不仁
'wai'zheng'zhou'zhong 外证胕肿
'wai'zheng'zi'chuan 外证自喘
'wang'bu'liu'xing'san'fang 王不留行散方
'wang'bu'liu'xing'san'zhu'zhi 王不留行散主之
'wang'jin'ye 亡津液
'wang'lai'han're 往来寒热
'wang'xing 妄行
'wang'xue'bu'ke'fa'qi'biao 亡血不可发其表
'wang'xue'fu'han'han'duo 亡血复汗寒多
'wang'xue'gu'ye 亡血故也
'wang'xue'shi'jing 亡血失精
'wang'xue'ye 亡血也
'wang'yin'xue'xu 亡阴血虚
'wang'yu'ru'kuang 妄语如狂
'wei'bao'zu 为胞阻
'wei'bu'du'xing 卫不独行
'wei'chu'cun'kou 微出寸口
'wei'chuan 微喘
'wei'fan 胃反
'wei'fan'ou'tu'zhe 胃反呕吐者
'wei'fei'wei'zhi'bing 为肺痿之病
'wei'fei'yong 为肺痈
'wei'gan'qi'wang 为肝气王
'wei'han'chu 微汗出
'wei'huan'ze'wei'zhong'feng 卫缓则为中风
'wei'ji'zhe'shi'yi'ri'si 危急者十一日死
'wei'jia 为瘕
'wei'jia'xu'fan 胃家虚烦
'wei'jing'tang'zhi'ke'you'wei're 苇茎汤治咳有微热
'wei'ke'zhi 为可治
'wei'li'ze 微利则
'wei'liu'chuan'cang'fu 未流传藏府
'wei'nan'zhi 为难治
'wei'nei'suo'yin'ye 为内所因也
'wei'qi'shuai'ze'shen'zhong 胃气衰则身肿
'wei'qi'wu'yu 胃气无余
'wei'qi'xia'xie 胃气下泄
'wei'qing'gu 为清谷
'wei're'xiao'ke'zhe 微热消渴者
'wei'ru'fu 为入府
'wei'ru'zang 为入藏
'wei'shui'ting'xin'xia 为水停心下
'wei'shun'ye 为顺也
'wei'suan'ze'shang'jin 味酸则伤筋
'wei'wai'pi'fu'suo'zhong'ye 为外皮肤所中也
'wei'wei'jie 为未解
'wei'wei'zhi 为未止
'wei'wu'zi 为无子
'wei'xia'guan 微下关
'wei'xian 微弦
'wei'xin'qi 为馨气
'wei'xu'fan'ye 为虚烦也
'wei'xue'qi'suo'zhu 为血气所注
'wei'you're 微有热
'wei'you'shi'ba'bing 微有十八病
'wei'you'shui 为有水
'wei'you'yu'xue 为有瘀血
'wei'yu'jie 为欲解
'wei'yu'zi'zhi 为欲自止
'wei'zao 胃燥
'wei'ze'han'chu 微则汗出
'wei'ze'wei'feng 微则为风
'wei'ze'wei'qi 微则为气
'wei'ze'wu'qi 微则无气
'wei'zhe'duan'qi 微者短气
'wei'zheng'gu'hai 为症痼害
'wei'zhi'er'bu'zhi'ye 为至而不至也
'wei'zhi'gan'ye 惟治肝也
'wei'zhi'tan'yin 谓之痰饮
'wei'zhi'xuan'yin 谓之悬饮
'wei'zhi'yi'yin 谓之溢饮
'wei'zhi'yin'ye 为支饮也
'wei'zhi'zhi'yin 谓之支饮
'wei'zhong'bu'he'zhe'jia'shao'yao'san'fen 胃中不和者加芍药三分
'wei'zhong'ku'zhuo 胃中苦浊
'wei'zhong'xu'leng'gu'ye 胃中虚冷故也
'wei'zhong'you're 胃中有热
'wei'zhu'jing'shui'duan'jue 为诸经水断绝
'wen'fen'fen'zhi 温粉粉之
'wen'fu'yi'sheng 温服一升
'wen'ge'san'fang 文蛤散方
'wen'ge'san'zhu'zhi 文蛤散主之
'wen'ge'tang'fang 文蛤汤方
'wen'ge'tang'zhu'zhi 文蛤汤主之
'wen'jing'tang'fang 温经汤方
'wen'jiu'diao'fu 温酒调服
'wen'li'yi'si'ni'tang 温里宜四逆汤
'wen'ling'wei'han 温令微汗
'wen'nue'zhe 温疟者
'wen'wen'yu'tu 温温欲吐
'wo'bu'shi'dong'yao 卧不时动摇
'wo'qi'bu'an 卧起不安
'wo'shu'dao'rang'zhong'ze'fa'huang 卧秫稻穰中则发黄
'wu'bu'huo'ye 无不活也
'wu'da're 无大热
'wu'dang'feng 勿当风
'wu'fu'jue 无复觉
'wu'guai 勿怪
'wu'han'er'xiao'shi'fan'shao 无汗而小使反少
'wu'han're 无寒热
'wu'ji'bai'shou'zhe 乌鸡白首者
'wu'jing'gen'duo'shi'zhi 芜菁根多食之
'wu'lao'qi'shang'liu'ji 五劳七伤六极
'wu'lao'xu'ji'lei'shou 五劳虚极羸瘦
'wu'ling'hui'guo 勿令灰过
'wu'ling'jiu'qiao'bi'se 勿令九窍闭塞
'wu'ling'san'fang 五苓散方
'wu'ling'san'zhu'zhi 五苓散主之
'wu'mai'zhe 无脉者
'wu'mei'wan'zhu'zhi 乌梅丸主之
'wu'qi'ze'rong'xu 无气则荣虚
'wu'ri'ke'zhi 五日可治
'wu'shang'pi'fu 雾伤皮肤
'wu'shang'yu'shang 雾伤于上
'wu'shi 勿食
'wu'shi'lin'jia'zhi'wu 勿食鳞甲之物
'wu'shi'ye'yu 误食野芋
'wu'shi'zhe 无湿者
'wu'shi'zhi 勿食之
'wu'shi'zhi 误食之
'wu'shi'zhi'ji'ren'yan'hou 误食之戟人咽喉
'wu'shui'xu'zhang'zhe'wei'qi 无水虚胀者为气
'wu'suo'jin 无所禁
'wu'tai'yang'zheng 无太阳证
'wu'tou 乌头
'wu'tou'chi'shi'zhi'wan'fang 乌头赤石脂丸方
'wu'tou'chi'shi'zhi'wan'zhu'zhi 乌头赤石脂丸主之
'wu'tou'gui'zhi'tang'fang 乌头桂枝汤方
'wu'tou'tang'fang'zhi'jiao'qi'teng'tong 乌头汤方治脚气疼痛
'wu'tou'tang'zhi'han'shan'fu'zhong'jiao'tong 乌头汤治寒疝腹中绞痛
'wu'tou'tang'zhu'zhi 乌头汤主之
'wu'wei'bu'ran 勿谓不然
'wu'xie'zhong'ren 五邪中人
'wu'yi'yan'chi'ye 勿以盐豉也
'wu'yin'leng'shui 勿饮冷水
'wu'yue'wu'ri'wu'shi'sheng'cai 五月五日勿食生菜
'wu'yue'wu'shi'jiu 五月勿食韭
'wu'zang'bing'ge'you'shi'ba 五藏病各有十八
'wu'zang'bing'ge'you'suo'de'zhe 五藏病各有所得者
'wu'zang'bing'ge'you'suo'e 五藏病各有所恶
'wu'zang'feng'han'ji'ju'bing'mai'zheng'bing'zhi'di'shi'yi 五藏风寒积聚病脉证并治第十一
'wu'zang'qi'jue'yu'nei'zhe 五藏气绝于内者
'wu'zhi'shi'yi'zhu'gan'cao'ji'ni'zhi'yin'zhi 无知时宜煮甘草荠苨汁饮之
'xi'bei'shang'yu'ku 喜悲伤欲哭
'xi'er'bu'chu 吸而不出
'xi'er'wei'shu 吸而微数
'xi'jiao'jiao'yin'shi 犀角搅饮食
'xi'jiao'tang'yi'jia 犀角汤亦佳
'xi'jing'teng'fan 膝胫疼烦
'xi'qian 喜欠
'xi'ran'zhe 淅然者
'xi'tai'xi 喜太息
'xi'xi'fa're 翕翕发热
'xi'xi'shao'qi 吸吸少气
'xi'yao'jian'zhe 息摇肩者
'xi'yi 洗已
'xi'yin'xiong'zhong 息引胸中
'xi'zhi'qi'bing'ye 悉致其病也
'xia'bai'wu 下白物
'xia'bu'shi'xin 夏不食心
'xia'gen'qi'jie 下根气街
'xia'jiao'jiao'ruo 下焦脚弱
'xia'jiao'jie 下焦竭
'xia'li 下利
'xia'li'bian'nong'xue'zhe 下利便脓血者
'xia'li'bu'yin'shi'zhe 下利不饮食者
'xia'li'fei'yong 下利肺痈
'xia'li'fu'zhang'man 下利腹胀满
'xia'li'hou 下利后
'xia'li'hou'mai'jue 下利后脉绝
'xia'li'mai'chen'er'chi 下利脉沉而迟
'xia'li'mai'chen'xian'zhe 下利脉沉弦者
'xia'li'mai'fan'xian 下利脉反弦
'xia'li'mai'shu 下利脉数
'xia'li'mai'shu'er'ke'zhe 下利脉数而渴者
'xia'li'qi'zhe 下利气者
'xia'li'qing'gu 下利清谷
'xia'li'qing'gu'zhe 下利清谷者
'xia'li'san'bu'mai'jie'ping 下利三部脉皆平
'xia'li'shou'zu'jue'leng 下利手足厥冷
'xia'li'yi'cha 下利已差
'xia'li'you'wei're'er'ke 下利有微热而渴
'xia'nai 下乃
'xia'shen'zhe 下甚者
'xia'wu'gen'zhe 下无根者
'xia'wu'han 下无汗
'xia'wu'xu'ji'fu'xia'tong'hei 虾无须及腹下通黑
'xia'xu'gu'ye 下虚故也
'xia'xue 下血
'xia'xue'zhan'yu'zhe 下血谵语者
'xia'you'chen'han'zhe'jia'xi'xin'san'fen 下有陈寒者加细辛三分
'xia'yu'xue'tang'fang 下瘀血汤方
'xia'yue'da'zui'han'liu 夏月大醉汗流
'xia'zhi 下之
'xia'zhi'bu'ken'zhi 下之不肯止
'xia'zhi'hou'zhe 下之后者
'xia'zhi'huang'zi'qu 下之黄自去
'xia'zhi'ji'xiong'man'duan'qi 下之即胸满短气
'xia'zhi'ze'jing 下之则痉
'xia'zhong 下重
'xian'bian'hou'xue 先便后血
'xian'chi'zhe'duo'han 弦迟者多寒
'xian'chi'zhe'ke'wen'zhi 弦迟者可温之
'xian'cuo'bai'pu'xi'ban'ling 先銼败蒲席半领
'xian'dao'da'huang'gan'jiang'wei'mo 先捣大黄干姜为末
'xian'er'bu'qi'zhe 陷而不起者
'xian'he'cheng'zhi 先和成汁
'xian'jin'zhe'ke'fa'han'zhen'jiu'ye 弦紧者可发汗针灸也
'xian'ke'hou'ou 先渴后呕
'xian'ke'que'ou'zhe 先渴却呕者
'xian'mo'zhi 涎沫止
'xian'ou'que'ke'zhe 先呕却渴者
'xian'shu'zhe'duo're 弦数者多热
'xian'shu'zhe'feng'fa'ye 弦数者风发也
'xian'wei'ku'shi 先未苦时
'xian'wen'qi'li 先温其里
'xian'xiao'jin'zhe'xia'zhi'cha 弦小紧者下之差
'xian'xue'hou'bian 先血后便
'xian'yu'yang'zhe 现于阳者
'xian'ze'shang'gu 咸则伤骨
'xian'ze'wei'jian 弦则为减
'xian'ze'wei'qi'bu'xing 弦则卫气不行
'xian'zhi'xin'bing 先治新病
'xiang'chi'er'liang'xing'ren'san'liang 香豉二两杏仁三两
'xiang'ru'shen'ling'suo'zuo 象如神灵所作
'xiang'ruo'ben'tun 象若奔豚
'xiao'ban'xia'jia'fu'ling'tang'fang 小半夏加茯苓汤方
'xiao'ban'xia'jia'fu'ling'tang'zhu'zhi 小半夏加茯苓汤主之
'xiao'ban'xia'tang'fang 小半夏汤方
'xiao'ban'xia'tang'zhu'zhi 小半夏汤主之
'xiao'bian'bi'nan 小便必难
'xiao'bian'bu'li 小便不利
'xiao'bian'bu'li'er'chi 小便不利而赤
'xiao'bian'bu'li'zhe 小便不利者
'xiao'bian'bu'tong 小便不通
'xiao'bian'chi 小便赤
'xiao'bian'fan'duo 小便反多
'xiao'bian'fu'li 小便复利
'xiao'bian'ji'nan 小便即难
'xiao'bian'ji'shu 小便即数
'xiao'bian'li'shu 小便利数
'xiao'bian'li'zhe'si 小便利者死
'xiao'bian'nan 小便难
'xiao'bian'ru'su'zhuang 小便如粟状
'xiao'bian'se'bu'bian 小便色不变
'xiao'bian'shu 小便数
'xiao'bian'shu'zhe 小便数者
'xiao'bian'tong'li 小便通利
'xiao'bian'wei'li'ze 小便微利则
'xiao'bian'wei'nan'er'bu'ke 小便微难而不渴
'xiao'bian'xu'tong 小便续通
'xiao'bian'yi 小便已
'xiao'bian'yi'dou 小便一斗
'xiao'bian'zi'li 小便自利
'xiao'bian'zi'li'zhe 小便自利者
'xiao'bian'zi'tiao 小便自调
'xiao'chai'hu'tang'fang 小柴胡汤方
'xiao'chai'hu'tang'zhu'zhi 小柴胡汤主之
'xiao'chang'you'han'zhe 小肠有寒者
'xiao'cheng'qi'tang'fang 小承气汤方
'xiao'cheng'qi'tang'zhi'da'bian'bu'tong 小承气汤治大便不通
'xiao'cheng'qi'tang'zhu'zhi 小承气汤主之
'xiao'chuang'ji'fen'zhi 小疮即粉之
'xiao'er'gan'chong'shi'chi'fang 小儿疳虫蚀齿方
'xiao'fu'man'yu'tu 小腹满欲吐
'xiao'fu'xian'ji 小腹弦急
'xiao'gu 消谷
'xiao'jian'zhong'tang 小建中汤
'xiao'jian'zhong'tang'fang 小建中汤方
'xiao'jian'zhong'tang'zhu'zhi 小建中汤主之
'xiao'ke 消渴
'xiao'mai'zhi'fu'zhi 小麦汁服之
'xiao'nan'ye 小难也
'xiao'qing'long'jia'shi'gao'tang'zhu'zhi 小青龙加石膏汤主之
'xiao'qing'long'tang'fang 小青龙汤方
'xiao'qing'long'tang'yi'zhu'zhi 小青龙汤亦主之
'xiao'qing'long'tang'zhu'zhi 小青龙汤主之
'xiao'shi'fan'shi'san'fang 硝石矾石散方
'xiao'suan'duo'shi 小蒜多食
'xiao'tan'qi 消痰气
'xiao'xie'zhong'li 小邪中里
'xiao'you'lao 小有劳
'xie'bu'ke'gong'niu'rou'zuo'geng'shi'zhi 薤不可共牛肉作羹食之
'xie'dao'zhi 薤捣汁
'xie'ku'shi'hun'po'bu'an'zhe 邪哭使魂魄不安者
'xie'mu'xiang'xiang 蟹目相向
'xie'qi'fan'huan 邪气反缓
'xie'qi'nei'cang'yu'xin 邪气内藏于心
'xie'qi'ru'zhong 邪气入中
'xie'qi'zhong'jing 邪气中经
'xie'ru'yu'cang 邪入于藏
'xie'ru'yu'fu 邪入于府
'xie'xia'fu'tong 胁下腹痛
'xie'xia'ji'tong 胁下急痛
'xie'xia'ni'qiang'xin 胁下逆抢心
'xie'xia'pian'tong 胁下偏痛
'xie'xia'tong 胁下痛
'xie'xia'tong'yin'que'pen 胁下痛引缺盆
'xie'xia'zhi'man 胁下支满
'xie'xin'tang'fang 泻心汤方
'xie'xin'tang'zhu'zhi 泻心汤主之
'xie'zai'pi'fu 邪在皮肤
'xie'zai'yu'jing 邪在于经
'xie'zai'yu'luo 邪在于络
'xie'zheng'xiang'bo 邪正相搏
'xin'bing'jin'xian 心病禁咸
'xin'chan'fu'ren'you'san'bing 新产妇人有三病
'xin'chan'xue'xu'duo'chu'han'xi'zhong'feng 新产血虚多出汗喜中风
'xin'fan'tu'tong 心烦吐痛
'xin'fu'jian'man'tong'zhi'zhi'fang 心腹坚满痛治之方
'xin'fu'zhang'man 心腹胀满
'xin'ge'jian'bing 心膈间病
'xin'ji'fa're 心急发热
'xin'qi'bu'zu 心气不足
'xin'qi'xu'zhe 心气虚者
'xin'qi'zhe 馨气者
'xin'ren'zhi'xie 馨饪之邪
'xin'shang'zhe 心伤者
'xin'shui'zhe 心水者
'xin'si'cang 心死藏
'xin'tong'che'bei 心痛彻背
'xin'tong'che'bei'zhe 心痛彻背者
'xin'tong'fa'zuo'you'shi 心痛发作有时
'xin'xia'du'tong 心下毒痛
'xin'xia'ji 心下悸
'xin'xia'ji'pi 心下即痞
'xin'xia'ji'zhe 心下悸者
'xin'xia'jian'da'ru'pan 心下坚大如盘
'xin'xia'jian'huo'fu'zhang 心下坚或腹胀
'xin'xia'jian'zhu 心下坚筑
'xin'xia'men 心下闷
'xin'xia'pi 心下痞
'xin'xia'pi'jian 心下痞坚
'xin'xia'pi'zhe 心下痞者
'xin'xia'ruo'wei'wen'zhe 心下若微温者
'xin'xia'xu'jian'man 心下续坚满
'xin'xia'you'shui 心下有水
'xin'xia'you'tan'yin 心下有痰饮
'xin'xia'you'zhi'yin 心下有支饮
'xin'xia'you'zhi'yin'gu'ye 心下有支饮故也
'xin'xia'ze'pi'ye 心下则痞也
