'an'fa'yi'chuan 按法以传
'yi'qie'chun'dong 一切蠢动
'yi'qie'chun'fei'yuan'xi 一切蠢飞蜎息
'yi'qie'shen'ling 一切神灵
'yi'qie'suo'zong 一切所宗
'yi'qie'wan'wu 一切万物
'yi'qie'wan'wu'shou'qi'shi'xie 一切万物受其施泄
'yi'qie'zhi'ren 一切之人
'yi'qie'zhong'sheng 一切众生
'yi'qing'shu'hei'zeng'wu'cun'pei'shen 以青书黑缯五寸佩身
'yi'que'wu'shou'li 亦阙无守吏
'yi'rang'ci'zai 以禳此灾
'yi'rang'da'xiao'yang'jiu 以禳大小阳九
'yi'ren'wei'lin 依人为邻
'yi'san'qi'dan'yu'fei'yi 衣三炁丹羽飞衣
'yi'san'zhu'di 以散诸地
'yi'shang'jin'wu'liang 以上金五两
'yi'sheng'wei'sheng 已生未生
'yi'sheng'wei'sheng'men'nei'liu'chu 已生未生门内六畜
'yi'shi'cheng'xing 一时成形
'yi'shi'er'jiao'wei'yi'du 一十二交为一度
'yi'shi'fu'xing 一时复形
'yi'shi'gui'shen 役使鬼神
'yi'shi'kai'zhang 一时开张
'yi'shi'kong'sheng'guang'ming 一时空生光明
'yi'shi'lai'zhe'zhi'xin 以释来者之心
'yi'shi'si'de 一十四德
'yi'shi'wu'lao'shang'di 以誓五老上帝
'yi'shi'xiao'jian 一时消减
'yi'shi'xiao'mie 一时消灭
'yi'shi'yu'shang'xue'hao'dao'zhi'shi 以施于上学好道之士
'yi'sui'liu'hui'yu'tai'shang'san'tian 一岁六会于太上三天
'yi'tian'qi'er'zi'du 挹天气而自度
'yi'wei'shang'shi 一为上世
'yi'wu'fu'ci'di'zhi'qi'zhong 以五符次第置其中
'yi'wu'se'fei'yi 衣五色飞衣
'yi'xian'di'wang 以献帝王
'yi'xiao'he'yuan 移校河源
'yi'xuan'ke 依玄科
'yi'xuan'ke'si'wan'jie'yi'chu 依玄科四万劫一出
'yi'xuan'yu'fei'yi 衣玄羽飞衣
'yi'yi'shen'yi 衣以神衣
'yi'ying'tian'xiang'di'ye 以应天象地也
'yi'yu'shen'guan 役御神官
'yi'yuan'shi'tian'zun'jin'que'zhi'xia 诣元始天尊金阙之下
'yi'yuan'shi'tong'sheng 以元始同生
'yi'yun'lu'yu'hao'zhi 挹云露于皓芝
'yi'zhe'jie'shang'shi'zhi'kao 一者解上世之考
'yi'zhe'qi'de'ru'tai'kong 一者其德如太空
'yi'zhe'shen'ti'gang'qiang 一者身体刚强
'yi'zhe'shi'shi'tian'qi'hun'dun 一者是时天气混沌
'yi'zhe'shi'shi'wu'tian'wu'di 一者是时无天无地
'yi'zhe'xing'shen'cheng'zheng 一者形神澄正
'yi'zhu'shu'qing'zeng'jiu'cun'pei 以朱书青缯九寸佩
'yi'zi'bai'zhao'ju 一字白招拒
'yi'zi'ye'guang'ji 一字叶光纪
'yi'zong'yu'yuan'shi'zhi'tian'ye 以总御元始之天也
'yin'ling'ye'yu'long'xu 饮灵液于龙须
'yin'mao'zhi'nian 寅卯之年
'yin'qi'bo 阴炁勃
'yin'qi'ze'zhuan'di'ji 阴炁则转地机
'yin'shi'wo'xi 饮食卧息
'yin'shu'zhi'ba'wei'zhi'ba'zai 阴数之八谓之八灾
'yin'yang'er'qi 阴阳二气
'yin'yang'sheng'qi'jun 阴阳生炁君
'yin'yang'yong'zhi'bu'qing 阴阳用之不倾
'ying'de'shen'xian'zhi'ren 应得神仙之人
'ying'fa'guang'mang 莹发光芒
'ying'hui'tai'yang 应会太阳
'ying'huo'fu'xin 荧惑辅心
'ying'xiang'xiang'chou 影响相酬
'ying'zhi'zhe'yong'cun 营之者永存
'ying'zhuan'lun'ci'wen 应转轮此文
'yong'heng'li'zhen 永亨利贞
'yong'li'tong'nao 永离痛恼
'yong'ling'shan'xiang'yang'zhi'zhu 用灵山向阳之竹
'yong'wu'kai'ting'yu'chen'ci 永无开听于陈辞
'yong'zhi'zhe'shou'duo 用之者寿多
'you'bie'bu'lu 右别簿录
'you'dang'bai'shu'hei'zeng 又当白书黑缯
'you'dang'chi'shu'huang'zeng 又当赤书黄缯
'you'dang'hei'shu'qing'zeng 又当黑书青缯
'you'dang'qing'shu'jiang'wen 又当青书绛文
'you'de'zhi'zhe 有得之者
'you'de'zhi'zi 有得之子
'you'dong'yang'zhi'qi 右洞阳之炁
'you'dong'yin'zhi'qi 右洞阴之炁
'you'fan'ke'lv 有犯科律
'you'fu'yang'zhi'yi 有俯仰之仪
'you'guang'yuan'ling'wen 右光元灵文
'you'huang'shu'bai'zeng 又黄书白缯
'you'huo'shui'yin'yang'guan'kao 有火水阴阳官考
'you'kao'li 有考吏
'you'pei'ling'bao'yu'wen 有佩灵宝玉文
'you'qi'qi'zhi'yu 由七炁之娱
'you'qi'ren'yi'ke 有其人依科
'you'shang'shi'tian'guang'wen 右上始天光文
'you'shang'yang'ming'wen 右上阳明文
'you'shao'yang'zhi'qi 右少阳之气
'you'shao'yin'zhi'qi 右少阴之炁
'you'shi'bu'miao'jing'san'shi'liu'juan 有十部妙经三十六卷
'you'shi'fang'zhi'zhen'zun'shen 有十方至真尊神
'you'shi'lao'jiu'qi'zhi'gong 由始老九炁之功
'you'tai'yang'zhi'qi 右太阳之炁
'you'tai'yin'zhi'qi 右太阴之气
'you'tong'ming'wen 右通明文
'you'wei'ke'fan'fa 有违科犯法
'you'wei'ke'fan'jie 有违科犯戒
'you'wei'ke'fan'jin 有违科犯禁
'you'wei'ke'lv'ze'chang'chong'gui'yi 有违科律则长充鬼役
'you'wu'qi'zhi'xing 由五气之兴
'you'xiu'zhai'li'de 有修斋立德
'you'yi'qi'zhi'yong'gu 由一炁之永固
'you'yi'shi'er'en 有一十二恩
'you'yi'shi'er'nian 有一十二念
'you'yi'shi'si'gong 有一十四功
'you'you'ming'ming 幽幽冥冥
'you'yuan'huang'zhi'qi 右元皇之气
'you'yuan'yang'zhi'qi 右元阳之气
'you'yuan'yi'zhi'qi 右元一之炁
'you'yuan'yin'zhi'qi 右元阴之气
'you'zhen'lao'san'hei'zhi'xun 由真老三黑之勋
'you'zhen'ren'yi'wei'hao 友真人以为好
'you'zhong'gui'wu 有中归无
'you'zong'ling'wen 右总灵文
'you'zuo'you'yin'yang'kao'dian'shang 有左右阴阳考典赏
'yu'bi'chao'xuan 玉陛朝轩
'yu'da'jie'zhi'zhong 于大劫之中
'yu'dao'he'tong 与道合同
'yu'dao'nian'tong 与道念同
'yu'fei'fu'yan 玉妃拂筵
'yu'jing'jin'que'qi'bao'gong 玉京金阙七宝宫
'yu'jing'qi'bao'zi'wei'guan 玉京七宝紫微官
'yu'jing'shan'dong'ling'yuan'yang'zhi'wan 玉京山洞灵元阳之绾
'yu'jing'shan'shang'gong 玉京山上宫
'yu'jing'shan'zi'wei'shang'guan 玉京山紫微上官
'yu'jue'er'juan 玉诀二卷
'yu'li'jun 玉历君
'yu'li'zhang'ren 玉历丈人
'yu'lin'jiao'hui 鱼鳞交会
'yu'ling'bao'yang'tai'zhi'shang 于灵宝阳台之上
'yu'ling'bao'yu'pian'zhen'wen'da'jie 与灵宝玉篇真文大劫
'yu'ling'xian'er'gao'deng 与灵仙而高登
'yu'nv'cheng'jiu'shan'zhi'shou 玉女乘九山之兽
'yu'nv'dian'xiang 玉女典香
'yu'ri'tong'shou 与日同寿
'yu'san'qi'chang'cun 与三气长存
'yu'shan'dong'ling'dan'tai 玉山洞灵丹台
'yu'shan'qing'hua'yu'bi'guan 玉山青华玉陛官
'yu'shan'tong'yang'qing'wei'gong 玉山通阳青微宫
'yu'shan'yin'yuan 与善因缘
'yu'shang'xia'tong'guang'ming 于上下同光明
'yu'shi'bei'xiang'an'zhen 欲使北乡安镇
'yu'shi'cun'yan 于是存焉
'yu'shi'dong'xiang'an'zhen 欲使东乡安镇
'yu'shi'hui'wan'jie'er'geng'shi 于是回万劫而更始
'yu'shi'jiong'yang'guang'zhi'xi'qing 于是迥阳光之西倾
'yu'shi'kang'yu'yuan'zhi'tui'ri 于是抗虞渊之颓日
'yu'shi'nan'xiang'an'zhen 欲使南乡安镇
'yu'shi'que'diao'lao'yu'fan'ying 于是却凋老于反婴
'yu'shi'tai'shang'da'dao'jun 于是太上大道君
'yu'shi'xi'xiang'an'zhen 欲使西乡安镇
'yu'tong'shi'wei 玉童侍卫
'yu'wu'di'tong'chou 与五帝同俦
'yu'wu'di'wu'yue'si'du 与五帝五岳四渎
'yu'xian'bao'er'wei'zong 与仙宝而为宗
'yu'yin'ji'hu'yun'ting 玉音激乎云庭
'yu'yuan'shi'yu'pian'zhen'wen'tong'chu'yu'chi'tian'zhi'zhong 与元始玉篇真文同出于赤天之中
'yu'yue'tong'shou 与月同寿
'yu'yun'tui'qian 与运推迁
'yu'zhen'jie'yuan 与真结缘
'yu'zhen'zhang'ren 玉真丈人
'yuan'ji'da'dao 元极大道
'yuan'ji'da'dao'nan'shang'chi'di 元极大道南上赤帝
'yuan'ji'da'dao'nan'shang'lao'jun 元极大道南上老君
'yuan'ji'da'dao'shang'di 元极大道上帝
'yuan'ji'da'dao'tian'huang'lao'ren 元极大道天皇老人
'yuan'jing'wang'lai 元精往来
'yuan'ling'jun 元灵君
'yuan'ling'lao'jun 元灵老君
'yuan'ling'zhang'ren 元灵丈人
'yuan'shang'zhang'ren 元上丈人
'yuan'shen'jun 元神君
'yuan'shen'zhang'ren 元神丈人
'yuan'shi'bai'di'zhen'fu 元始白帝真符
'yuan'shi'chi'di'zhen'fu 元始赤帝真符
'yuan'shi'chi'shu'yu'pian'zhen'wen 元始赤书玉篇真文
'yuan'shi'deng'ming 元始登命
'yuan'shi'dong'xuan'ling'bao'chi'shu'yu'pian'zhen'wen 元始洞玄灵宝赤书玉篇真文
'yuan'shi'fu'tai'shang'zhang'ren 元始付太上丈人
'yuan'shi'hei'di'zhen'fu 元始黑帝真符
'yuan'shi'huang'di'zhen'fu 元始黄帝真符
'yuan'shi'kai'tu 元始开图
'yuan'shi'ke'ti'shang'di'ling'dou'zhi'wan 元始刻题上帝灵都之绾
'yuan'shi'lian'zhi'yu'dong'yang'zhi'guan 元始炼之于洞阳之馆
'yuan'shi'liang'jiu'nai'chui'mian'zi'zhi'rong 元始良久乃垂眄眦之容
'yuan'shi'ling'bao'bei'tian'da'sheng'zhong 元始灵宝北天大圣众
'yuan'shi'ling'bao'dong'bei'tian'da'sheng'zhong 元始灵宝东北天大圣众
'yuan'shi'ling'bao'dong'nan'tian'da'sheng'zhong 元始灵宝东南天大圣众
'yuan'shi'ling'bao'nan'tian'da'sheng'zhong 元始灵宝南天大圣众
'yuan'shi'ling'bao'shang'yuan'tian'da'sheng'zhong 元始灵宝上元天大圣众
'yuan'shi'ling'bao'shu'tian'da'sheng'zhong 元始灵宝束天大圣众
'yuan'shi'ling'bao'wu'lao'zun'shen 元始灵宝五老尊神
'yuan'shi'ling'bao'xi'bei'tian'da'sheng 元始灵宝西北天大圣
'yuan'shi'ling'bao'xi'nan'da'sheng'zhong 元始灵宝西南大圣众
'yuan'shi'ling'bao'xi'tian'da'sheng'zhong 元始灵宝西天大圣众
'yuan'shi'ling'bao'xia'yuan'tian'da'sheng'zhong 元始灵宝下元天大圣众
'yuan'shi'qing'di'zhen'fu 元始青帝真符
'yuan'shi'shen'zhang 元始神杖
'yuan'shi'shi'an'ling'bao'wu'di'zhen'guan'zhai'shang'fa 元始施安灵宝五帝镇官宅上法
'yuan'shi'shou'qi'ben'wen 元始收其本文
'yuan'shi'tian'shu 元始天书
'yuan'shi'tian'zun'fang'ning'zhen'xia'xiang 元始天尊方凝真遐想
'yuan'shi'tian'zun'feng'yu'shen'zhang'zhi'zhong 元始天尊封于神杖之中
'yuan'shi'wu'lao'chi'shu'yu'pian 元始五老赤书玉篇
'yuan'shi'wu'lao'chi'shu'yu'pian'zhen'wen'tian'shu'jing 元始五老赤书玉篇真文天书经
'yuan'shi'wu'lao'chu'wu'di'zhen'fu 元始五老出五帝真符
'yuan'shi'wu'lao'ling'bao'guan'hao 元始五老灵宝官号
'yuan'shi'wu'lao'san'yuan'yu'fu 元始五老三元玉符
'yuan'shi'wu'lao'shi'sheng'wu'di 元始五老始生五帝
'yuan'shi'yi'fu'tai'shang'da'dao'jun 元始以付太上大道君
'yuan'shi'zhi'fa 元始置法
'yuan'shi'zi'ran'chi'shu'yu'pian'zhen'wen 元始自然赤书玉篇真文
'yuan'suo'yu'wen 愿所欲闻
'yuan'wu'bu'cong 愿无不从
'yuan'zhen'jun 元真君
'yuan'zhen'zhang'ren 元真丈人
'yue'hou 月后
'yun'dao'yin'yang 运导阴阳
'yun'guan'san'bai'san'shi'du 运关三百三十度
'yun'si'qi'yi'ying'shen 运四气以应神
'yun'tian'jing'yu'nan'xia 运天精于南夏
'yun'tui'shu'zhou 运推数周
'yun'tui'zi'lai 运推自来
'yun'yi'yin'yang 运役阴阳
'yun'zou'xing'chen 运走星辰
'za'fa'kai'hua 杂法开化
'za'qi'pu'xiao 杂气普消
'zai'bu'jia'shen 灾不加身
'zai'bu'xing 灾不行
'zai'suo'xiao'lu 在所校录
'zai'xuan'du'gong 在玄都宫
'zai'yi'bu'xing 灾疫不行
'zai'zi'mie 灾自灭
'zan'song'ling'wen 赞诵灵文
'ze'bei'chen'lie'yan'shan'gong 则北辰列言善功
'ze'bei'yue'xian'guan'zhi 则北岳仙官至
'ze'dong'yue'xian'guan'zhi 则东岳仙官至
'ze'jiu'tian'qi'jiao 则九天炁交
'ze'mian'ci'zai 则免此灾
'ze'ming'shang'xian'bu 则名上仙簿
'ze'nan'yue'xian'guan'zhi 则南岳仙官至
'ze'san'shi'bu'de 则三尸不得
'ze'si'ming'chang'sheng'si'ma'zhu'shang'sheng'bu 则司命长生司马注上生簿
'ze'si'ming'le'ming'sheng'lu 则司命勒名生录
'ze'tian'zhen'xia'jiang 则天真下降
'ze'wei'san'guan'jiu'fu'suo'bao 则为三官九府所保
'ze'wu'di'bao'ju 则五帝保举
'ze'xi'yue'xian'guan'zhi 则西岳仙官至
'ze'zhong'yue'xian'guan'zhi 则中岳仙官至
'zha'cun'zha'wang 乍存乍亡
'zhai'jie'yuan'nian 斋戒愿念
'zhai'zhi'shang'sheng'zhi'fa 斋直上圣之法
'zhan'mie'xie'gen 斩灭邪根
'zhan'mie'xie'yuan 斩灭邪源
'zhang'qi'xing 障炁行
'zhang'qi'zhang'tian 障气障天
'zhang'ya'kou'zhong 长牙扣钟
'zhao'jiao'long'ji'shui'shen'shi 召蛟龙及水神事
'zhao'jiao'long'shui'shen'shi 召蛟龙水神事
'zhao'jiao'long'yi'fu'shen 召蛟龙以负身
'zhao'long'shang'yun 召龙上云
'zhao'min'ge'chang 兆民歌唱
'zhao'shen'shi'xian 召神使仙
'zhao'shi'lai'sheng 昭示来生
'zhao'shui'shen'ji'jiao'long'shi 召水神及蛟龙事
'zhao'tian'xia'shen 召天下神
'zhao'yao'zhu'tian 照曜诸天
'zhao'yun'cu'hui 召运促会
'zhao'yun'long'yi'fang'shui'zai 召云龙以防水灾
'zhao'zhi'fu'chang'zhong'shou'ling'bao'tian'wen 召直符昌中守灵宝天文
'zhao'zhi'fu'geng'sheng'shou'ling'bao'tian'wen 召直符更生守灵宝天文
'zhao'zhi'fu'qu'zheng'shou'ling'bao'tian'wen 召直符曲正守灵宝天文
'zhao'zhi'fu'yin'feng'shou'ling'bao'tian'wen 召直符尹丰守灵宝天文
'zhen'bao'jun 真宝君
'zhen'bao'zhang'ren 真宝丈人
'zhen'dao'dang'hang 真道当行
'zhen'dong'fang'jiu'ri 镇东方九日
'zhen'huang'lao'ren 真皇老人
'zhen'le'hu'zai 真乐乎哉
'zhen'nan'fang'ba'ri 镇南方八日
'zhen'ren'ming'yue'zi'dan 真人名曰子丹
'zhen'wang'jia'jiu'guang'shen'long 真王驾九光神龙
'zhen'wen'tian'shu'jing'juan'xia 真文天书经卷下
'zhen'wu'ling'yi'li'zhen 镇五灵以立真
'zhen'wu'yue'yu'ling'guan 镇五岳于灵馆
'zhen'xing'fu'pi 镇星辅脾
'zhen'xing'tu'hui 镇星吐辉
'zhen'yang'shi'qing'shen'ren 真阳始青神人
'zhen'yi'ming'xing 真亦冥行
'zhen'yu'pian'yi'gu'jie 镇玉篇以固劫
'zhen'yun'xiu'er'lian'shen 枕云岫而练神
'zhen'zhong'yang'shi'er'ri 镇中央十二日
'zhen'zong'qi'su 轸总七宿
'zheng'dao'dang'hang 正道当行
'zheng'dao'yi'xing 正道驿行
'zheng'dou'ming'lun 正斗明轮
'zheng'fa'xing'long 正法兴隆
'zheng'gui'qi 正鬼气
'zheng'jiu'tian'qi 正九天气
'zheng'ming'tian'du 正明天度
'zheng'ru'shui'mian'zhi'qing'er 正如睡眠之顷尔
'zheng'tian'du'shu 正天度数
'zheng'tian'fen 正天分
'zheng'tian'fen'du 正天分度
'zheng'tian'fen'shu 正天分数
'zheng'tian'qi 正天气
'zheng'xin'xiu'jing 整心修敬
'zheng'yi'meng'wei'tai'shang'wu'wei'da'dao 正一盟威太上无为大道
'zhi'bei'fang'wu'ri 置北方五日
'zhi'dao'yu'jie 制到玉阶
'zhi'fu'li'qu'geng'sheng'sui'fu'ru'fu'gan'cang'zhi'fu 直符吏区更生随符入腹肝藏之府
'zhi'fu'li'ru'qu'zheng'sui'fu'ru'fu'fei'fu'zhi'zhong 直符吏辱曲正随符入腹肺府之中
'zhi'fu'li'yin'feng'sui'fu'ru'fu'shen'fu'zhi'zhong 直符吏尹丰随符入腹肾府之中
'zhi'fu'li'zhu'chang'zhong'sui'fu'ru'fu'xin'fu'zhi'zhong 直符吏祝昌中随符入腹心府之中
'zhi'guo'tai'ping 致国太平
'zhi'he'shang'long 制河上龙
'zhi'huang'di'wu'jie'xia'jiao 至黄帝五劫下教
'zhi'hui'cu'yun 制会促运
'zhi'hui'feng'shan 制会酆山
'zhi'hui'huang'he 制会黄河
'zhi'jie'yun'yu'san'guan 制劫运于三关
'zhi'jiu'jiu'yin'qi'yong 治九九阴炁涌
'zhi'jiu'qi'qing'tian'fen'du 制九炁青天分度
'zhi'li'xuan'ke 置立玄科
'zhi'nian'tai'wu 指拈太无
'zhi'qi'qi'su'tian'fen'du 制七炁素天分度
'zhi'san'qi'dan'tian'fen'du 制三炁丹天分度
'zhi'tian'fen'du 制天分度
'zhi'tian'gao'cheng 致天高澄
'zhi'tian'min'san'shi'hun'shen 制天民三尸魂神
'zhi'wu'hei'xuan'tian'fen'du 制五黑玄天分度
'zhi'wu'jie'zhou'mo 至五劫周末
'zhi'xi'fang'liu'ri 置西方六日
'zhi'xin'feng'zhai 执心奉斋
'zhi'xiong'jiu'fei 执凶纠非
'zhi'xue'zhi'shi 至学之士
'zhi'yi'qi'huang'tian'fen'du 制一炁黄天分度
'zhi'yi'you'huang'di'sheng'ren 值以有黄帝生人
'zhi'ying'pang'tuo 芝英滂沱
'zhi'zhai'chi'fa 执斋持法
'zhi'zhai'chi'jie 执斋持戒
'zhi'zhai'feng'jie 执斋奉戒
'zhi'zhao'jiao'long 止召蛟龙
'zhi'zhao'shang'xian 制召上仙
'zhi'zhe'jian'zhi'wei'zhi'zhi 智者见之谓之智
'zhi'zhen'da'shen 至真大神
'zhi'zhen'xue'zhe'xing'zhi'de'ye 至真学者行之德也
'zhi'zhen'yu'jiu'ling'zhi'fu 殖真于九灵之府
'zhi'zhen'zun'shen 至真尊神
'zhong'he'san'yuan'dong'ming'zhi'qi 中和三元洞明之气
'zhong'huang'gao'zun 中黄高尊
'zhong'huang'zhang'ren 中黄丈人
'zhong'huang'zheng'yi'jun 中黄正一君
'zhong'huang'zong'qi 中黄总炁
'zhong'jian'wu'ling 中检五灵
'zhong'jing'zai'ren'shen'zhong'wei'wu'zang 中精在人身中为五脏
'zhong'shan'shen'zhou 中山神咒
'zhong'tai'da'shi'zhe'jie'tiao'shan'gong 中台大使者皆条善功
'zhong'wai'xiang'qing 中外享庆
'zhong'wei'chen'xing 中为辰星
'zhong'wei'sui'xing 中为岁星
'zhong'wei'tai'bai 中为太白
'zhong'wei'ying'huo'xing 中为荧惑星
'zhong'wei'zhen'xing 中为镇星
'zhong'xian 众仙
'zhong'yang'huang'di'ling'bao'chi'shu'yu'pian 中央黄帝灵宝赤书玉篇
'zhong'yang'xiong'bo'e'shou'du'shi'jie'bu'sheng'hai'xin 中央凶勃恶兽毒螫皆不生害心
'zhong'yang'yi'qi'huang'tian 中央一炁黄天
'zhong'yang'yi'qi'huang'tian'shang'yuan'da'jie'zhi'zhou 中央一炁黄天上元大劫之周
'zhong'yang'yu'bao'yuan'ling'yuan'lao 中央玉宝元灵元老
'zhong'yang'yu'bao'yuan'ling'yuan'lao'di'jun 中央玉宝元灵元老帝君
'zhong'yang'yu'bao'yuan'ling'yuan'lao'jun'fu'ming 中央玉宝元灵元老君符命
'zhong'yang'zong'ling 中央总灵
'zhong'ying'ren'qing 中应人情
'zhong'you'da'shen 中有大神
'zhong'you'hei'di 中有黑帝
'zhong'you'lao'ren 中有老人
'zhong'you'tai'shang'zhi'jia 中有太上之家
'zhong'yuan'chu'ci'wen 中元出此文
'zhong'yuan'da'yang'jiu'da'bai'liu 中元大阳九大百六
'zhong'zhen'bing'yi'shang'he'tian'qing'zhi'ri 众真并以上合天庆之日
'zhong'zhen'shi'wei 众真侍卫
'zhong'zhen'tong'shi'tui'zhai'san'yue 众真同时退斋三月
'zhong'zhi'zhen'zun'shen 众至真尊神
'zhou'hang'tian'di 周行天地
'zhou'hang'wu'yue'san'guan'shui'fu 周行五岳三官水府
'zhou'hang'zhu'tian'di'shang 周行诸天地上
'zhou'hang'zhu'tian'zhu'di 周行诸天诸地
'zhou'hui'san'shi'er'fu 周回三十二覆
'zhou'hui'zhu'tian'ri'yue'xing'xiu'shi'kong'zhi'wai 周回诸天日月星宿十空之外
'zhou'wu'fang'zhi'qi 周五方之炁
'zhou'xing'tian'xia 周行天下
'zhou'xing'tian'xia'si'hai'ba'ji 周行天下四海八极
'zhou'ye'bu'bie 昼夜不别
'zhou'ye'bu'fen 昼夜不分
'zhou'ye'san'shi'ri 昼夜三十日
'zhou'ye'si'shen 昼夜思神
'zhu'bei'fang'xing'guan'zheng'tian'qi 主北方星官正天气
'zhu'dan'chang'sheng 朱丹长生
'zhu'di'shang'wu'yue'shen'xian'zhen'ren 诸地上五岳神仙真人
'zhu'fa'mo'jing 诛罚魔精
'zhu'jin'wei'jian 铸金为简
'zhu'jiu'tian'shen'xian'tu'lu'jin'ming 主九天神仙图箓金名
'zhu'she'bai'di'xing'guan 主摄白帝星官
'zhu'she'bei'di 主摄北帝
'zhu'she'bei'hai'shui'di'zhi'shui'zhong'wan'jing 主摄北海水帝制水中万精
'zhu'she'dong'hai'shui'di 主摄东海水帝
'zhu'she'gui'mo 主摄鬼魔
'zhu'she'liu'tian'gui'qi 主摄六天鬼炁
'zhu'she'nan'hai'shui'di 主摄南海水帝
'zhu'she'tian'mo'bei'di'wan'gui'shi 主摄天魔北帝万鬼事
'zhu'she'xi'hai'shui'di'ji'shui'zhong'wan'jing 主摄西海水帝及水中万精
'zhu'she'xing'guan 主摄星官
'zhu'she'zhong'hai'shui'di 主摄中海水帝
'zhu'shen'xian'yu'jian'su'ming'zong'gui'xian'qi 主神仙玉简宿名总归仙炁
'zhu'shu'bai'su'shang 朱书白素上
'zhu'tian'cheng'shan 诸天称善
'zhu'tian'da'sheng 诸天大圣
'zhu'tian'da'sheng'zun'shen 诸天大圣尊神
'zhu'tian'di'huang 诸天帝皇
'zhu'tian'ge'xia'tian'di 诸天各下天帝
'zhu'tian'ji'yue 诸天伎乐
'zhu'tian'jie'yi'yue'san'zhao'zhen'wen 诸天皆一月三朝真文
'zhu'tian'pu'shou'guang'ming 诸天普受光明
'zhu'tian'qi'wang'yu'huo 诸天炁王于火
'zhu'tian'qi'wang'yu'jin 诸天炁王于金
'zhu'tian'qi'wang'yu'mu 诸天炁王于木
'zhu'tian'qi'wang'yu'shui 诸天炁王于水
'zhu'tian'qi'wang'yu'tu 诸天炁王于土
'zhu'tian'zhi'zhen 诸天至真
'zhu'tian'zhi'zhen'zun'shen 诸天至真尊神
'zhu'tian'zhu'di 诸天诸地
'zhu'xian'yu'lang 主仙玉郎
'zhu'xiao'jie'chou'wei 主小劫丑未
'zhu'xiao'jie'hai 主小劫亥
'zhu'xiao'jie'shen 主小劫申
'zhu'xiao'jie'si 主小劫巳
'zhu'xiao'jiu'tian 主校九天
'zhu'zhao'jiu'tian'shang'di'xiao'shen'xian'tu'lu 主召九天上帝校神仙图录
'zhu'zhao'xian'qi 主召仙炁
'zhu'zhao'xing'guan 主召星官
'zhu'zhi'bei'feng 主制北酆
'zhu'zhi'qi'guan 主制七关
'zhu'zhu'zhen'ren'shen'xian'tu'lu 主诸真人神仙图箓
'zhuan'lun'cheng'xian 转轮成仙
'zhuan'lun'shen'xian 转轮神仙
'zhuo'lan'shang'xuan 濯澜上玄
'zi'bu'jing'shen'ku'zhi 自不精身苦志
'zi'chi'biao'nu 字赤熛弩
'zi'fei'ci'wen 自非此文
'zi'guang'zhen'ming 自光真名
'zi'han'shu'niu 字含枢纽
'zi'jin'suo'kou 子今所扣
'zi'ke'huang'shu'bai'zeng'pei'shen 自可黄书白缯佩身
'zi'ling'wei'yang 字灵威仰
'zi'sheng'zhao'min 资生兆民
'zi'sun'chang'chi 子孙昌炽
'zi'sun'chang'sheng 子孙昌盛
'zi'wei'shang'gong 紫微上宫
'zi'yao'po'bao 字曜魄宝
'zi'yi'jin'jie'zhi'yi 咨以禁戒之仪
'zi'yin'hou'ju 字隐侯局
'zong'feng'ling'wen 宗奉灵文
'zong'feng'tian'wen 宗奉天文
'zong'ling'fei'qi 总领肺炁
'zong'ling'fu'ming 总领符命
'zong'ling'qun'xian 总领群仙
'zong'qi'jie 总七节
'zong'she'wu'qiong 总摄无穷
'zong'xiao'tu'lu 总校图录
'zong'yu'jiu'tian'zhi'bing 总御九天之兵
'zou'shang'san'tian'shang'di 奏上三天上帝
'zou'shi'gui'shen 走使鬼神
'zui'da'zhi'zun 最大至尊
'zui'jian'suo'you'qing'zhong 罪简所由轻重
'zui'shang'zheng'zhen'wu'yang'shu'dao'qi 最上正真无鞅数道气
'zun'dao'zhong'fa 尊道重法
'zun'feng'tian'zhen 尊奉天真
'zuo'yao'zi'ran 坐要自然
'zuo'zhao'zi'ran 坐招自然
'zuo'zhi'shen'ling 坐致神灵
'zuo'zhi'tian'chu'yu'nv'shi'wei 坐致天厨玉女侍卫
