'ai'gan 嗌干
'bian'yin'yang'yi'cha'hou'lao'fu'bing'mai'zheng'bing'zhi 辨阴阳易差后劳复病脉证并治
'bian'ze'bing 变则病
'bian'ze'xie'qi'ju'zhi 变则邪气居之
'bian'zhe'fu'zhi 变者复之
'bian'zhi'nai'he 便之奈何
'bian'zhi'you'yi 变之有异
'bian'zhi'ze'bing 变至则病
'biao'ben'bing'chuan'lun 标本病传论
'biao'ben'bing'chuan'lun'pian'di'liu'shi'wu 标本病传论篇第六十五
'biao'ben'bu'de 标本不得
'biao'ben'ju'bing 标本俱病
'biao'ben'xiang'yi 标本相移
'biao'ben'yi'de 标本已得
'biao'ben'zhi'wei'dao'ye 标本之为道也
'biao'er'ben'zhi 标而本之
'biao'ge'yi'zi'yu'gu'xun 标格亦资于诂训
'biao'han 表寒
'biao'li'ci'zhi 表里刺之
'biao'li'dang'ju'xie 表里当俱泻
'biao'li'he'bing 表里合病
'biao'li'xiang'li 表里相离
'biao'shu 表束
'biao'yin 表阴
'biao'zai'bei'shu'ye 标在背腧也
'biao'zai'bei'shu'yu'she'ben'ye 标在背腧与舌本也
'biao'zai'bei'shu'yu'she'xia'liang'mai'ye 标在背输与舌下两脉也
'biao'zai'chuang'long'zhi'qian 标在窗笼之前
'biao'zai'er'hou'shang'jiao'xia'wai'zi'ye 标在耳后上角下外眦也
'biao'zai'liang'luo'ming'men 标在两络命门
'biao'zai'ming'men'zhi'shang'yi'cun'ye 标在命门之上一寸也
'biao'zai'ren'ying 标在人迎
'biao'zai'yan'xia'he'qian'shang'ye 标在颜下合钳上也
'biao'zai'ye'nei'dong'ye 标在腋内动也
'biao'zai'ye'xia'xia'san'cun'ye 标在腋下下三寸也
'biao'zheng 表证
'biao'zheng'yu'zhong 表正于中
'bie'chu'liang'hang 别出两行
'bie'ci'nai'he 别此奈何
'bie'er'luo'chun'kou 别而络唇口
'bie'er'shang'xing 别而上行
'bie'er'wei'neng'ming 别而未能明
'bie'er'yi'hou 别而以候
'bie'fu'shang 别跗上
'bie'guan'ge 别贯膈
'bie'hui'chang 别回肠
'bie'jia 鳖甲
'bie'jia'shang 别颊上
'bie'mu'yi'guan'pian'shou 别目以冠篇首
'bie'qi'biao'li 别其表里
'bie'qi'fen'bu 别其分部
'bie'qi'wai'fu'gu 别起外辅骨
'bie'qi'wu'se 别其五色
'bie'qi'zong'si 别其宗司
'bie'rao'tun 别绕臀
'bie'ru'gen'zhong 别入跟中
'bie'ru'guan'shuan'chang 别入贯腨肠
'bie'ru'jie'yu'she'ben 别入结于舌本
'bie'ru'tai'yin 别入太阴
'bie'ru'yu'gang 别入于肛
'bie'ru'yu'guo'zhong 别入于腘中
'bie'ru'yu'yuan'ye'liang'jin'zhi'jian 别入于渊腋两筋之间
'bie'ru'yuan'ye'shao'yin'zhi'qian 别入渊腋少阴之前
'bie'rui'zi 别锐眦
'bie'shang'ge 别上膈
'bie'shu'pian'ti 别树篇题
'bie'shu'san'jiao 别属三焦
'bie'wei'jiu'ye 别为九野
'bie'wei'wu'xing 别为五行
'bie'wu'tai'zhi'ren 别五态之人
'bie'wu'tai'zhi'ren'zhe'ye 别五态之人者也
'bie'wu'zhong'bu 别五中部
'bie'xia 别下
'bie'xia'yuan'ye'san'cun 别下渊腋三寸
'bie'xiang'chi'zhe 别乡赤者
'bie'xing'chen'yu'ri'yue'guang 别星辰与日月光
'bie'yi'bi'lei 别异比类
'bie'yu'dian 别于巅
'bie'yu'hui'chang 别于回肠
'bie'yu'jian 别于肩
'bie'yu'jian'jie 别于肩解
'bie'yu'mu'rui'zi 别于目锐眦
'bie'yu'yang'zhe 别于阳者
'bie'yu'yin'zhe 别于阴者
'bie'zhang'zhong 别掌中
'bie'zhe'ru'ji'xie'zhi'jian 别者入季胁之间
'bie'zhe'yi'shang'zhi'er'qian 别者以上至耳前
'bie'zhi'nai'he 别之奈何
'bie'zhuan 别撰
'bie'zou'jue'yin 别走厥阴
'bie'zou'shao'yang 别走少阳
'bie'zou'shao'yin 别走少阴
'bie'zou'tai'yang 别走太阳
'bie'zou'tai'yang'er'he 别走太阳而合
'bie'zou'tai'yang'ye 别走太阳也
'bie'zou'tai'yin 别走太阴
'bie'zou'yang'ming 别走阳明
'bie'zou'yang'ming'ye 别走阳明也
'bing'an'cong'lai 病安从来
'bing'bao'pu 病暴仆
'bing'bao'shuang'xue'sha'wu 冰雹霜雪杀物
'bing'bao'zu'zhi 冰雹卒至
'bing'ben 病本
'bing'ben'di'er'shi'wu 病本第二十五
'bing'ben'yu'fei 病本于肺
'bing'ben'yu'gan 病本于肝
'bing'ben'yu'shen 病本于肾
'bing'ben'yu'wei'ye 病本于胃也
'bing'ben'yu'xin 病本于心
'bing'bi'bu'zhi 病必不治
'bing'bi'qi'bao'fa'zhe 病痹气暴发者
'bing'bi'qi'tong'er'bu'qu'zhe 病痹气痛而不去者
'bing'bi'shuai'qu 病必衰去
'bing'bi'shuai'qu'yi 病必衰去矣
'bing'bian'bai'duan 病变百端
'bing'bian'yu'se'zhe 病变于色者
'bing'bian'yu'yin'zhe 病变于音者
'bing'bing 病病
'bing'bu'ke'yi'zhe 病不可已者
'bing'bu'neng'yi 病不能移
'bing'bu'neng'yu 病不能愈
'bing'bu'qi'ye 病不起也
'bing'bu'shi 病不食
'bing'bu'xu'zhi'zhe 病不许治者
'bing'bu'yi 病不已
'bing'bu'yu 病不愈
'bing'bu'zhi'suo'tong 病不知所痛
'bing'chen'bing'xu'tai'yu'shang'lin'tai'yang 丙辰丙戌太羽上临太阳
'bing'chen'sui 丙辰岁
'bing'chen'tian'fu 丙辰天符
'bing'cheng'er'bian'he'wei 病成而变何谓
'bing'chong'tou'tong 病冲头痛
'bing'chu'fa'sui'yi'fa 病初发岁一发
'bing'chu'yu'shen 病出于肾
'bing'chuan 病传
'bing'chuan'di'si'shi'er 病传第四十二
'bing'cong'nei'sheng 病从内生
'bing'cong'wai'lai 病从外来
'bing'da'feng'gu'jie'zhong 病大风骨节重
'bing'da'zhen'xiao 病大针小
'bing'ding'bu'si 丙丁不死
'bing'ding'bu'yu 丙丁不愈
'bing'ding'da'han 丙丁大汗
'bing'ding'ri'zi'cheng 丙丁日自乘
'bing'ding'shen 丙丁甚
'bing'e'ai'yan 病恶埃烟
'bing'er'bu'de'wo'zhe 病而不得卧者
'bing'er'liu'zhe 病而留者
'bing'er'xing'rou'tuo 病而形肉脱
'bing'fa'er'bu'zu 病发而不足
'bing'fa'er'you'yu 病发而有余
'bing'fa'yue'wu'ying'feng'feng'zhi'qi 兵法曰无迎逢逢之气
'bing'fan'bao'tong 病反暴痛
'bing'fan'fu'man'chang'wu'tang'xie 病反腹满肠呜溏泄
'bing'fan'neng'zhe'he'ye 病反能者何也
'bing'fan'qi'ben 病反其本
'bing'fan'zhan'wang'kuang'yue 病反谵妄狂越
'bing'fang'yi 病方已
'bing'fang'yi'er'wei'ke'pian 并方宜而为咳篇
'bing'fei'mai'lai 病肺脉来
'bing'fei'ze'bei 并肺则悲
'bing'fei'zhen'chuang'yang 病痱胗疮疡
'bing'feng'qie'han'qie're 病风且寒且热
'bing'feng'zhe'shu'mu 病风折树木
'bing'feng'zhe'yi'ri'xi'si 病风者以日夕死
'bing'fu'man'tang'xie 病腹满溏泄
'bing'fu'neng'yi 病弗能移
'bing'fu'wei'feng'shui 并浮为风水
'bing'fu'zhang'fan'bu'shi'shi 病腹胀烦不嗜食
'bing'gan'mai'lai 病肝脉来
'bing'ge'yi'duan 病各异端
'bing'ge'you'suo'yi 病各有所宜
'bing'gui 疒贵
'bing'han're'chuang'yang'fei'zhen'yong'cuo 病寒热疮疡痱胗痈痤
'bing'he'yu'yang'zhe 病合于阳者
'bing'ji'ze'fu 病极则复
'bing'jian'zhe'qian'zhi 病间者浅之
'bing'jiang'xia 病将下
'bing'jin'er'se'bi 病进而色弊
'bing'jin'fu'wu'zang'zhi'you'ji'ye 禀今夫五脏之有疾也
'bing'jin'mai'xiang'yin'er'ji 病筋脉相引而急
'bing'jing 病静
'bing'jing'er'chu'ru'zhe'wei'zhi'po 并精而出入者谓之魄
'bing'jing'shang'zou'yu'xin'bao'xia 并经上走于心包下
'bing'jiu'bu'ke'zhi 病久不可治
'bing'jiu'er'bu'qu'zhe 病久而不去者
'bing'jiu'ke'zhi 病久可治
'bing'jiu'ri'zhe 病九日者
'bing'jiu'ru'shen 病久入深
'bing'jue'mai'er'xing 并蹻脉而行
'bing'ke'yu'qi 病可与期
'bing'li'yi 病立已
'bing'mai'bi'shen'shi're 病脉痹身时热
'bing'ming'fu'liang 病名伏梁
'bing'ming'jue'ni 病名厥逆
'bing'ming'wei'he 病名为何
'bing'ming'wei'tai'bing 病名为胎病
'bing'ming'xin'shan 病名心疝
'bing'ming'xue'ku 病名血枯
'bing'ming'yin'yang'jiao 病名阴阳交
'bing'ming'yue'chi 病名曰瘈
'bing'ming'yue'dan'dan 病名曰胆瘅
'bing'ming'yue'feng'jue 病名曰风厥
'bing'ming'yue'feng'shui 病名曰风水
'bing'ming'yue'fu'liang 病名曰伏梁
'bing'ming'yue'gan'bi 病名曰肝痹
'bing'ming'yue'gu'bi 病名曰骨痹
'bing'ming'yue'guan'ge 病名曰关格
'bing'ming'yue'he 病名曰何
'bing'ming'yue'jiu'feng 病名曰酒风
'bing'ming'yue'jue 病名曰厥
'bing'ming'yue'pi'feng 病名曰脾风
'bing'ming'yue'shan 病名曰疝
'bing'ming'yue'shan'jia 病名曰疝瘕
'bing'ming'yue'xi'ji 病名曰息积
'bing'ming'yue'yang'jue 病名曰阳厥
'bing'mu'er'bu'de'shi'zhe 病目而不得视者
'bing'nai'kuang 并乃狂
'bing'nai'si 病乃死
'bing'nai'yi 病乃已
'bing'nan'yi 病难已
'bing'nan'yi'ye 病难已也
'bing'nan'zhi 病难治
'bing'nei'jiu'zhong 并内酒中
'bing'neng'lun 病能论
'bing'neng'lun'pian'di'si'shi'liu 病能论篇第四十六
'bing'pi'bing'lai 病脾病来
'bing'pi'ze'wei 并脾则畏
'bing'pian'xu'wei'bo'zhe 病偏虚为跛者
'bing'ping'mai'bian'zheng 并平脉辨证
'bing'qi'bu'xie 病气不泻
'bing'qi'bu'zu 病气不足
'bing'qi'fu're 冰气复热
'bing'qi'ji'feng 病起疾风
'bing'qi'jin'ling'bing'yi'zhi 病起筋灵病已止
'bing'qi'sheng 病气胜
'bing'qi'shuai 病气衰
'bing'qi'you'yu 病气有余
'bing'qie'chu'ye 病且出也
'bing'qu'er'ji'nai'he 病去而瘠奈何
'bing're'dang'he'zhi'zhi 病热当何治之
'bing're'er'you'suo'tong'zhe'he'ye 病热而有所痛者何也
'bing're'mai'jing 病热脉静
'bing're'shao'yu 病热少愈
'bing're'zhe'yang'mai'ye 病热者阳脉也
'bing'ren'ru'he 病人如何
'bing'ren'you'han'fu'fa'han'wei'zhong'leng'bi'tu'you 病人有寒复发汗胃中冷必吐蚘
'bing'ri'jin 病日进
'bing'ri'shuai'yi'yi 病日衰已矣
'bing'ri'sun 病日损
'bing'ri'yi'yi 病日已矣
'bing'rou'bi 病肉痹
'bing'ru'she'yu'fei 病入舍于肺
'bing'ruo'ling'mu'dao 冰弱龄慕道
'bing'san'ri'yi 病三日已
'bing'se'bu'jian 病色不见
'bing'shan'nu'bu'zhi 病善怒不治
'bing'shan'yan 病善言
'bing'shang'jun'xia'jin 疒上君下巾
'bing'shang'wu'zang 病伤五脏
'bing'shang'zai 病尚在
'bing'shao'yin'zhi'jing 并少阴之经
'bing'shen 丙申
'bing'shen'mai'lai 病肾脉来
'bing'shen'sui 丙申岁
'bing'shen'wei'wu'shi'jiu'ci 病甚为五十九刺
'bing'shen'wu'qi 病深无气
'bing'shen'ze'kong 并肾则恐
'bing'shen'ze'qi'yi'er'zou 病甚则弃衣而走
'bing'shen'ze'yan'bu'ke'kuai 病甚则言不可快
'bing'shen'zhe 病深者
'bing'shen'zhe'wei'wu'shi'jiu'ci 病甚者为五十九刺
'bing'shen'zhen'qian 病深针浅
'bing'sheng'pi'cou 病生皮腠
'bing'sheng'qu'xie 病生胠胁
'bing'sheng'yu'ben 病生于本
'bing'sheng'yu'bu'ren 病生于不仁
'bing'sheng'yu'jin 病生于筋
'bing'sheng'yu'mai 病生于脉
'bing'sheng'yu'nei'zhe 病生于内者
'bing'sheng'yu'rou 病生于肉
'bing'sheng'yu'tou'zhe 病生于头者
'bing'sheng'yu'yan'ai 病生于咽嗌
'bing'sheng'yu'yan'he 病生于咽喝
'bing'sheng'zai'shen 病生在肾
'bing'sheng'zang'ye 病胜脏也
'bing'sheng'zhi'bian'he'ru 病生之变何如
'bing'shi'dong'jie 冰释冻解
'bing'shi'jian'shi'shen'zhe 病时间时甚者
'bing'shi'shou'bi'zhe 病始手臂者
'bing'shi'tou'shou'zhe 病始头首者
'bing'shi'ze'zhou'luan 病实则肘挛
'bing'shi'zu'jing'zhe 病始足胫者
'bing'shui 疒水
'bing'shui'bu'neng'han'ye 冰水不能寒也
'bing'shui'yi'xia'wan 冰水一下丸
'bing'shui'zhe'yi'ye'ban'si 病水者以夜半死
'bing'shui'zhong'bu'neng'tong'guan'jie'zhe 病水肿不能通关节者
'bing'sui'wei'fa 病虽未发
'bing'sui'wu'wei'suo'yi'ye 病随五味所宜也
'bing'sui'xiao'yu 病虽小愈
'bing'suo'yuan'er'zhong'dao'qi'wei'zhi'zhe 病所远而中道气味之者
'bing'tai'yang'zhi'zheng 并太阳之正
'bing'tai'yin'zhi'jin 并太阴之筋
'bing'tai'yin'zhi'jing 并太阴之经
'bing'tong'zhe 病痛者
'bing'tui 疒颓
'bing'wei'ben 病为本
'bing'wei'da'nong'zhe 病为大脓者
'bing'wei'qu'ye 病未去也
'bing'wen'xu'shen'si 病温虚甚死
'bing'wen'ye 病温也
'bing'wu 丙午
'bing'wu'dun'qing 病无遁情
'bing'wu'suo'an 病无所安
'bing'wu'tang'fu'man'shi'yin'bu'xia'han'zhong 病骛溏腹满食饮不下寒中
'bing'xi'nu 病喜怒
'bing'xia'ren'ying 并下人迎
'bing'xian'fa'yu'fei 病先发于肺
'bing'xian'fa'yu'gan 病先发于肝
'bing'xian'fa'yu'pang'guang 病先发于膀胱
'bing'xian'fa'yu'pi 病先发于脾
'bing'xian'fa'yu'shen 病先发于肾
'bing'xian'fa'yu'wei 病先发于胃
'bing'xian'fa'yu'xin 病先发于心
'bing'xian'qi'yang'zhe 病先起阳者
'bing'xian'qi'yin'zhe 病先起阴者
'bing'xian'qi'yu'yang 病先起于阳
'bing'xiao'xian'yu'jing 并小弦欲惊
'bing'xiao'yu'er'zu'si'zhe 病小愈而卒死者
'bing'xiao'zhen'da 病小针大
'bing'xie 病泄
'bing'xie'xia'man'qi'ni 病胁下满气逆
'bing'xin'fa'zhe 病新发者
'bing'xin'mai'lai 病心脉来
'bing'xin'ze'xi 并心则喜
'bing'xin'zhi'sui 丙辛之岁
'bing'xing'bing'li 并行并立
'bing'xing'he'ru 病形何如
'bing'xing'yi'cheng 病形以成
'bing'xing'yi'cheng 病形已成
'bing'xing'yi'shu'ye 并行一数也
'bing'xing'you'wei'shen 病形有微甚
'bing'xu 丙戌
'bing'xu'tian'fu 丙戌天符
'bing'xu'wei'si 并虚为死
'bing'xun'lv'er'xia 病循膂而下
'bing'yan'yi'shang 并咽以上
'bing'yi 病益
'bing'yi 病矣
'bing'yi'ri'ze'ju'yang'yu'shao'yin'ju'bing 病一日则巨阳与少阴俱病
'bing'yi'shen 病益甚
'bing'yi'shi'zuo 病以时作
'bing'yi'yi 病易已
'bing'yi'yue'zhe 病一月者
'bing'yi'yun'yun'er'fu'yi'meng'ye 病已愠愠而复已萌也
'bing'yi'zhi 病已止
'bing'yin 丙寅
'bing'yin'sui 丙寅岁
'bing'yong'zi'yu'mian'xu 并用滓与绵絮
'bing'you'biao'ben 病有标本
'bing'you'chi'yong'zhe 病有持痈者
'bing'you'fu'chen 病有浮沉
'bing'you'jiu'xin 病有久新
'bing'you'shao'fu'sheng 病有少腹盛
'bing'you'sheng'shuai 病有盛衰
'bing'you'suo'bing 病有所并
'bing'you'xing'er'bu'tong'zhe 病有形而不痛者
'bing'you'yuan'jin 病有远近
'bing'you'zai'hao'mao'cou'li'zhe 病有在毫毛腠理者
'bing'yu 病愈
'bing'yu'fei'ze'bei 并于肺则悲
'bing'yu'gan'ze'you 并于肝则忧
'bing'yu'mai'xiang'ni 病与脉相逆
'bing'yu'pi'ze'wei 并于脾则畏
'bing'yu'shang'ze'shang'ming'er'xia'xu 并于上则上明而下虚
'bing'yu'shao'yin'zhi'jing 并于少阴之经
'bing'yu'shen'ze'kong 并于肾则恐
'bing'yu'xia'ze'xia'sheng'er'shang'xu 并于下则下盛而上虚
'bing'yu'yang'ze'yang'sheng 并于阳则阳胜
'bing'yu'yin'ze'shang'xia'wu'chang 并于阴则上下无常
'bing'yu'yin'ze'yin'sheng 并于阴则阴胜
'bing'yu'zang'ye 并于脏也
'bing'yuan 疒肙
'bing'zai'biao'ye 病在表也
'bing'zai'cang'zhe 病在藏者
'bing'zai'ci'zhe 病在此者
'bing'zai'fei 病在肺
'bing'zai'fen'cou'zhi'jian 病在分腠之间
'bing'zai'fen'rou'jian 病在分肉间
'bing'zai'fu 病在府
'bing'zai'gan 病在肝
'bing'zai'ge'zhong 病在膈中
'bing'zai'gu 病在骨
'bing'zai'gu'cui'zhen'yao'yun 病在骨焠针药熨
'bing'zai'ji'fu 病在肌肤
'bing'zai'ji'rou 病在肌肉
'bing'zai'jian'bei 病在肩背
'bing'zai'jie 冰再结
'bing'zai'jin 病在筋
'bing'zai'jing'luo'gu'bi'zhe 病在经络痼痹者
'bing'zai'li'ye 病在里也
'bing'zai'luo'mai 病在络脉
'bing'zai'mai 病在脉
'bing'zai'nei 病在内
'bing'zai'pi 病在皮
'bing'zai'pi 病在脾
'bing'zai'pi'fu'wu'chang'chu'zhe 病在皮肤无常处者
'bing'zai'pi'zhong 病在皮中
'bing'zai'qi 病在气
'bing'zai'qu'xie 病在胠胁
'bing'zai'rou 病在肉
'bing'zai'shang 病在上
'bing'zai'shang'zhe 病在上者
'bing'zai'shang'zhe'xia'qu'zhi 病在上者下取之
'bing'zai'shao'fu 病在少腹
'bing'zai'shao'fu'you'ji 病在少腹有积
'bing'zai'shen 病在肾
'bing'zai'shou'shao'yang 病在手少阳
'bing'zai'shou'tai'yang 病在手太阳
'bing'zai'shou'yang'ming 病在手阳明
'bing'zai'si'zhi 病在四肢
'bing'zai'tai'yin 病在太阴
'bing'zai'tou 病在头
'bing'zai'tou'zhe'qu'zhi'zu 病在头者取之足
'bing'zai'tu'pi 病在土脾
'bing'zai'wai 病在外
'bing'zai'wai'mai'jian'se'zhe 病在外脉坚涩者
'bing'zai'wei 病在胃
'bing'zai'wu'zang'gu'ju'zhe 病在五脏固居者
'bing'zai'xia 病在下
'bing'zai'xia'zhe 病在下者
'bing'zai'xia'zhe'gao'qu'zhi 病在下者高取之
'bing'zai'xin 病在心
'bing'zai'xiong'zhong 病在胸中
'bing'zai'xue 病在血
'bing'zai'xue'qi 病在血气
'bing'zai'yang'ze're'er'mai'zao 病在阳则热而脉躁
'bing'zai'yang'zhe'ming'yue'feng 病在阳者名曰风
'bing'zai'yang'zhi'mai'ye 病在阳之脉也
'bing'zai'yang'zhi'yang'zhe 病在阳之阳者
'bing'zai'yang'zhi'yin'zhe 病在阳之阴者
'bing'zai'yao'zhe'qu'zhi'guo 病在腰者取之腘
'bing'zai'yi'zang'ye 病在一脏也
'bing'zai'yin'zhe'ming'yue'bi 病在阴者名曰痹
'bing'zai'yin'zhi'yang'zhe 病在阴之阳者
'bing'zai'yin'zhi'yin'zhe 病在阴之阴者
'bing'zai'yu'san'yin 病在于三阴
'bing'zai'zang 病在脏
'bing'zai'zhong 病在中
'bing'zai'zhong'er'bu'shi'bu'jian 病在中而不实不坚
'bing'zai'zhong'mai'xu 病在中脉虚
'bing'zai'zhong'zhe 病在中者
'bing'zai'zhu'yang'mai'qie'han'qie're 病在诸阳脉且寒且热
'bing'zai'zu'jue'yin 病在足厥阴
'bing'zai'zu'shao'yang 病在足少阳
'bing'zai'zu'shao'yin 病在足少阴
'bing'zai'zu'tai'yang 病在足太阳
'bing'zai'zu'tai'yin 病在足太阴
'bing'zai'zu'yang'ming 病在足阳明
'bing'ze'wei'lin'lu'han're 病则为淋露寒热
'bing'zhe'gai'yi 病辙改易
'bing'zhe'sou'xue 病者溲血
'bing'zhi 病至
'bing'zhi'bian'hua 病之变化
'bing'zhi'chang'ye 病之常也
'bing'zhi'liu'bian'zhe 病之六变者
'bing'zhi'ni'cong'ye 病之逆从也
'bing'zhi'qie'si 病之且死
'bing'zhi'ru'feng'yu 并至如风雨
'bing'zhi'sheng'shi 病之生时
'bing'zhi'shi'qi'ye 病之始起也
'bing'zhi'shi'zhong 病之始终
'bing'zhi'suo'she 病之所舍
'bing'zhi'suo'sheng 病之所生
'bing'zhi'suo'yi'cheng 病之所以成
'bing'zhi'suo'yi'qi 病之所以起
'bing'zhi'xin'gu 病之新故
'bing'zhi'xing'neng'ye 病之形能也
'bing'zhi'yi'shen 病之益甚
'bing'zhi'yin'qie'he 丙至寅且合
'bing'zhi'zai'cang 病之在藏
'bing'zhi'ze'e'ren'yu'huo 病至则恶人与火
'bing'zhi'ze'shan'ou 病至则善呕
'bing'zhi'ze'xian'wen'xing'sao'chou 病至则先闻腥臊臭
'bing'zhi'zhong'wai'he'ru 病之中外何如
'bing'zhu'xia'xue 病注下血
'bing'zhu'yu'luo 并注于络
'bing'zhu'zuo'shou'zhi'yang'ming 丙主左手之阳明
'bing'zhuang'xiang'si 病状相似
'bing'zi'sui'hui 丙子岁会
'bing'zu'tai'yin'zhi'jin 并足太阴之筋
'bo'cai'zhong'fang 博采众方
'bo'du'zhe 拨度者
'bo'er'jue 搏而绝
'bo'er'wu'chen 搏而勿沉
'bo'er'wu'fu 搏而勿浮
'bo'gao 伯高
'bo'gao'da'yue 伯高答曰
'bo'gao'dui'yue 伯高对曰
'bo'gao'yue 伯高曰
'bo'long'bu'qi 波陇不起
'bo'mai'bi'bi 搏脉痹躄
'bo'pi'ze'fan 薄脾则烦
'bo'wei'chang'pi 薄为肠澼
'bo'wei'ju 搏为聚
'bo'wei'yang'zhi'yin 薄为阳之阴
'bo'wei'yin'zhi'yang 薄为阴之阳
'bo'yang'yi 脖胦一
'bo'yang'ze'wei'dian'ji 搏阳则为巅疾
'bo'yin'ze'wei'yin 搏阴则为瘖
'bo'yu'jin 搏于筋
'bo'yu'mai'zhong 搏于脉中
'bo'yu'rou 搏于肉
'bo'zai'sheng'di'zhi'lun 博哉圣帝之论
'bo'ze'tong 薄则通
'bo'ze'wei'feng 薄泽为风
'bo'zhe 博者
'bo'zhi'jie'zhi 薄之劫之
'bu'an'chu'suo'nai'san'wang 不安处所乃散亡
'bu'an'she'zhuan'ke'zhi 不暗舌转可治
'bu'bi'bi'fu 补必闭肤
'bu'bi'cun'ye 不必存也
'bu'bi'dong'cang 不必动藏
'bu'bi'qin'shu'er'ge'zhe'he'ye 不避亲疏而歌者何也
'bu'bi'qin'shu'er'yu'shi 不避亲疏而欲食
'bu'bi'qin'shu'zhe 不避亲疏者
'bu'bi'yong'fang 补必用方
'bu'bi'yong'yuan 补必用员
'bu'bi'zhi'yu'chuan 不必治于传
'bu'bian'qu'xing 不变躯形
'bu'bie'ren'zhi'yong'qie 不别人之勇怯
'bu'bing'chuan'he 不病喘喝
'bu'bing'er'zu'si'yi 不病而卒死矣
'bu'bing'hu 不病乎
'bu'bing'yi 不病矣
'bu'bing'zhe 不病者
'bu'bu'zu 补不足
'bu'cha'ni'cong 不察逆从
'bu'chen'shen'zhe 不称身者
'bu'chi'hei 不赤黑
'bu'chu'ji'liu'yu'wei'zhong 不出即留于胃中
'bu'chu'san'nian'si'ye 不出三年死也
'bu'chu'shi'xue'zhi'zhong 不出室穴之中
'bu'chu'ze'shang'fei 不出则伤肺
'bu'chuan'jiu'yi 不传久矣
'bu'cong'di'chu 不从地出
'bu'cong'nei'wai'zhong'feng'zhi'bing 不从内外中风之病
'bu'cong'tian'xia 不从天下
'bu'dai'yu'cun 不待于寸
'bu'dai'yu'se 不待于色
'bu'dang'ci'er'ci 不当刺而刺
'bu'dang'feng'fu 不当风府
'bu'dang'gu'kong 不当骨空
'bu'dang'qi'wei'zhe'bing 不当其位者病
'bu'dang'wei'ye 不当位也
'bu'dao'zhi'yi'xiao'zhen'zhi'hu 不导之以小针治乎
'bu'de 不得
'bu'de'an'wo 不得安卧
'bu'de'cong'qi'dao 不得从其道
'bu'de'da'xi 不得大息
'bu'de'ding'chu 不得定处
'bu'de'du'zhu'yu'shi'ye 不得独主于时也
'bu'de'fan 不得反
'bu'de'fu'fan 不得复反
'bu'de'han 不得汗
'bu'de'han'chu 不得汗出
'bu'de'jie'chu 不得皆出
'bu'de'jin'qi'er'si'ye 不得尽期而死也
'bu'de'niao 不得尿
'bu'de'nong 不得脓
'bu'de'qi'ren 不得其人
'bu'de'qi'se'he'ru 不得其色何如
'bu'de'qi'yong 不得其用
'bu'de'qian'hou 不得前后
'bu'de'qu'shen 不得屈伸
'bu'de'ru'yu'jing 不得入于经
'bu'de'ru'yu'yang'ze'yang'qi'xu 不得入于阳则阳气虚
'bu'de'ru'yu'yin 不得入于阴
'bu'de'ru'yu'yin'ze'yin'qi'xu 不得入于阴则阴气虚
'bu'de'shang'ji'rou'zhe 不得伤肌肉者
'bu'de'shen'pang'guang 不得渗膀胱
'bu'de'wo 不得卧
'bu'de'wo'er'xi'you'yin'zhe 不得卧而息有音者
'bu'de'wo'ye 不得卧也
'bu'de'wo'zhe 不得卧者
'bu'de'wu'chang'ye 不得无常也
'bu'de'xi 不得息
'bu'de'xi'li'yi 不得息立已
'bu'de'xiang'rong 不得相荣
'bu'de'xiang'shi 不得相失
'bu'de'xiang'shi'ye 不得相失也
'bu'de'xiao'bian 不得小便
'bu'de'xie'xie 不得泄泻
'bu'de'xing'yu'yang 不得行于阳
'bu'de'xiu'zhi 不得休止
'bu'de'yan 不得言
'bu'de'yi'shi 不得以时
'bu'dong 不动
'bu'dong'er'dong 不动而动
'bu'dong'ze'jue 不动则厥
'bu'dong'ze're 不动则热
'bu'du'yi'shu 不读医书
'bu'e'han'xie'zhi 不恶寒泻之
'bu'e'qing'yin 不恶清饮
'bu'fa'bu'gong 不发不攻
'bu'fa'bu'xie 不发不泄
'bu'fan'ze'si 不反则死
'bu'fen'rou'jian 补分肉间
'bu'fu'ze'hai 不复则害
'bu'gan'duo'ye 不敢堕也
'bu'gan'fu'chu 不敢复出
'bu'gan'wang'chu'ye 不敢妄出也
'bu'gan'wang'xie 不敢妄泄
'bu'gan'yang'zhi 不敢扬之
'bu'ge'you'san'hou 部各有三候
'bu'gu 不鼓
'bu'gu'gen'ben 不固根本
'bu'gu'jie'wei'jia 不鼓皆为瘕
'bu'gu'xian'zhe 部骨陷者
'bu'guo'san'ri'er'si 不过三日而死
'bu'guo'shi'ri'si 不过十日死
'bu'guo'shi'wu'ri'er'si'yi 不过十五日而死矣
'bu'guo'si'ri'er'si 不过四日而死
'bu'guo'wu'zhang 不过五章
'bu'guo'yi'sui'bi'si 不过一岁必死
'bu'hai'wu'zang 不害五脏
'bu'han'chu'ze'xie 不汗出则泄
'bu'he'qi'shu'he'ye 不合其数何也
'bu'he'yin'yang 不合阴阳
'bu'he'yu'shu 不合于数
'bu'hou'qi'sheng 不后其声
'bu'ji'ding'zhi 不及定治
'bu'ji'er'jia'tong'sui'hui'ye 不及而加同岁会也
'bu'ji'er'shi'er'si'ye 不及二十而死也
'bu'ji'er'tong'di'hua'zhe'yi'san 不及而同地化者亦三
