'an'hao'xin'xue 暗耗心血
'fan'de'qi'xiang'sheng'zhi'mai 反得其相胜之脉
'fan'jian'fu'mai'ze'shu'xiang'sheng'zhi'mai 反见浮脉则属相胜之脉
'fan'ke 反克
'fan'ke'zhi'bu'tong 反克之不同
'fan'shi'er'jing'luo'mai'zhe 凡十二经络脉者
'fan'tu'qing'shui 泛吐清水
'fan'wei'ke'pi 犯胃克脾
'fan'wei'tu'ke 反为土克
'fan'wei'yin'han'suo'wu 反为阴寒所侮
'fan'wu 反侮
'fan'xian'tian'zhi'you'bu'zu'zhe 凡先天之有不足者
'fan'ying'bing'bian 反映病变
'fan'ying'wu 反应物
'fan'yu'cha'bing'zhe 凡欲察病者
'fan'yu'zhi'bing'zhe 凡欲治病者
'fan'zang'fu'jing'luo'zhi'qi 凡脏腑经络之气
'fan'zhen'bing'shi'zhi 凡诊病施治
'fan'zhi'he'chuan'bo 繁殖和传播
'fan'zuo'yong'yu'wu'zang 反作用于五脏
'fang'han'bao'nuan 防寒保暖
'fang'she'zhi'shang'zhi'nei'ce'chi'ce'yuan 放射至上肢内侧尺侧缘
'fang'wei'de'dong 方位的东
'fang'yu'wai'xie'de'neng'li 防御外邪的能力
'fang'yu'wai'xie'ren'qin 防御外邪人侵
'fang'zhi'chu'xie 防止出血
'fang'zhi'hu'xi'biao'qian 防止呼吸表浅
'fang'zhi'qi'wu'gu'liu'shi 防止其无故流失
'fang'zhi'shuai'lao 防止衰老
'fang'zhi'yi'chu'mai'wai 防止逸出脉外
'fei'bai'shen'hei 肺白肾黑
'fei'bing'ri'jiu 肺病日久
'fei'cang'po 肺藏魄
'fei'cang'po'zhu'bei 肺藏魄主悲
'fei'ci'bu'neng'fa 非此不能发
'fei'ci'bu'neng'zi 非此不能滋
'fei'de'hu'xi'gong'neng'jian'quan'yu'fou 肺的呼吸功能健全与否
'fei'de'qi'hua 肺的气化
'fei'de'su'jiang'zuo'yong 肺的肃降作用
'fei'de'xuan'fa'he'chao'hui'bai'mai 肺的宣发和朝会百脉
'fei'de'zhi'jie'zuo'yong 肺的治节作用
'fei'han 肺寒
'fei'he'pi'mao'xiang'he 肺和皮毛相合
'fei'he'ze'bi'neng'zhi'chou'xiang'yi 肺和则鼻能知臭香矣
'fei'jie'he 肺结核
'fei'jie'shen'ye 非皆肾也
'fei'jin'bu'zu 肺金不足
'fei'jin'qing'su'xia'xing'yi'zhu'shen'shui 肺金清肃下行以助肾水
'fei'jin'wei'zi 肺金为子
'fei'jing'de'xue'wei 肺经的穴位
'fei'jing'xun'wei'kou 肺经循胃口
'fei'ju'qing'su'zhi'xing 肺具清肃之性
'fei'kai'qiao'yu'bi 肺开窍于鼻
'fei'ku'qi'shang'ni 肺苦气上逆
'fei'liang'xing'ci'ji 非良性刺激
'fei'ping'bu'an 非平不安
'fei'qi 肺气
'fei'qi'bu'li'er'chuan'ke'xiong'man 肺气不利而喘咳胸满
'fei'qi'de'xuan'fa'bu'san 肺气的宣发布散
'fei'qi'jiu'xu 肺气久虚
'fei'qi'shi'er'you'qi'qi 非其时而有其气
'fei'qi'tong'yu'bi 肺气通于鼻
'fei'qi'xia'da 肺气下达
'fei'qi'xiang'shang'de'sheng'xuan 肺气向上的升宣
'fei'qi'xiang'xia'de'tong'jiang 肺气向下的通降
'fei'qi'xu'ruo 肺气虚弱
'fei'qi'yi'su'jiang'wei'shun 肺气以肃降为顺
'fei'qing'bu'ju 非轻不举
'fei'shang'tong'hou'long 肺上通喉咙
'fei'shen'tong'zhi 肺肾同治
'fei'shen'yin'xu'chang'tong'shi'bing'jian 肺肾阴虚常同时并见
'fei'shen'yin'xu'zhe 肺肾阴虚者
'fei'shen'yin'xu'zhi'zheng 肺肾阴虚之证
'fei'sheng'shen 肺生肾
'fei'shi'qing'su 肺失清肃
'fei'shi'qu'shen'yin'de'zi'yang 肺失去肾阴的滋养
'fei'shi'ti'nei'wai'qi'ti'jiao'huan'de'chang'suo 肺是体内外气体交换的场所
'fei'shou'tai'yin'zhi'mai 肺手太阴之脉
'fei'shu'jin 肺属金
'fei'shu'xue 肺俞穴
'fei'shui'fei'huo 非水非火
'fei'wei'qi'zhi'zhu 肺为气之主
'fei'wei'shui'zhi'shang'yuan 肺为水之上源
'fei'wei'yu'xiong'qiang 肺位于胸腔
'fei'wei'zhu'jiang 肺胃主降
'fei'wei'zhu'tan'zhi'qi 肺为贮痰之器
'fei'wei'zui'gao 肺位最高
'fei'xi'li 肥膝理
'fei'xi'ru'zhi'qing'qi 肺吸入之清气
'fei'xin'ye 非心也
'fei'xu'bu'neng'shu'bu'jin'ye'yi'zi'shen 肺虚不能输布津液以滋肾
'fei'xu'pi'ruo'zhi'hou 肺虚脾弱之候
'fei'ye'jiao'nen 肺叶娇嫩
'fei'yi'bu'ke 废一不可
'fei'yin'xu'ke'sun'ji'shen'yin 肺阴虚可损及肾阴
'fei'you'jie'lv'yi'hu'yi'xi 肺有节律一呼一吸
'fei'yu'da'chang'wei'biao'li 肺与大肠为表里
'fei'zang'de'bing'bian 肺脏的病变
'fei'zang'you'bing 肺脏有病
'fei'zao 肺燥
'fei'zhe'xiang'fu'zhi'guan 肺者相傅之官
'fei'zhi'hu'xi 肺之呼吸
'fei'zhong'bu'chen 非重不沉
'fei'zhu'chu'qi 肺主出气
'fei'zhu'hang'shui 肺主行水
'fei'zhu'jiang'er'gui'shu'yu'jin 肺主降而归属于金
'fei'zhu'qi'er'si'hu'xi 肺主气而司呼吸
'fei'zhu'qi'shu'wei 肺主气属卫
'fen'bian'li'gao 分辨力高
'fen'bie 分别
'fen'bu'yu'xie'lei'bu 分布于胁肋部
'fen'chen'guo'duo 粉尘过多
'fen'ju'liang'shou'chi'bu 分居两手尺部
'fen'mi 分泌
'fen'mi'jiao'duo 分泌较多
'fen'mi'wu'hui'zhuo'bu'qing 分泌物秽浊不清
'fen'qi'kang'xie 奋起抗邪
'fen'qing'bie'zhuo 分清别浊
'fen'qing'zhu'ci 分清主次
'fen'san'tong'guo'ge'bu 分散通过隔部
'fen'shang'zhong'xia'san'bu 分上中下三部
'fen'zhi'jie'yu'mu'wai'pi 分支结于目外毗
'fen'zhi'jie'yu'pang'gu'bu 分支结于胖骨部
'fen'zhi'jin'ren'er'zhong 分支进人耳中
'fen'zhi'ru'jie'yu'she'gen 分支入结于舌根
'fen'zhi'shang'mian'jia 分支上面颊
'fen'zhi'xing'cheng'mu'shang'wang 分支形成目上网
'fen'zhu'yi'shen'zuo'you'zhi'yin'yang 分主一身左右之阴阳
'fen'zuo'you'yan'jian'jiao'nei'ce 分左右沿肩脚内侧
'feng'bi 风痹
'feng'cang'zhi'ben 封藏之本
'feng'fu'xue 风府穴
'feng'han'bing'lie 风寒冰冽
'feng'han'shi'san'qi'za'zhi 风寒湿三气杂至
'feng'huo'chi'yan 风火赤眼
'feng'lun 风论
'feng'qi'cang'yu'pi'fu'zhi'jian 风气藏于皮肤之间
'feng'qi'pian'sheng 风气偏盛
'feng're 风热
'feng'sheng'mu 风生木
'feng'shu're'zao'wei'yang'xie 风暑热燥为阳邪
'feng'wei'bai'bing'zhi'chang 风为百病之长
'feng'wei'chun'ji'de'zhu'qi 风为春季的主气
'feng'wei'yang'xie 风为阳邪
'feng'wen'bing'zheng 风温病证
'feng'xie'chang'wei'wai'xie'zhi'bing 风邪常为外邪致病
'feng'xie'shan'dong'er'bu'ju 风邪善动而不居
'feng'xie'wai'xi 风邪外袭
'feng'xie'wei'bing 风邪为病
'feng'xie'wei'liu'yin'bing'xie 风邪为六淫病邪
'feng'zhe 风者
'feng'zhen'kuai'jiu'you 风疹块就有
'fu'ba'chi'zhi'shi 夫八尺之士
'fu'bing'duo'shi 腑病多实
'fu'bing'yi'tong'wei'bu 腑病以通为补
'fu'bu 腹部
'fu'bu'leng'tong 腹部冷痛
'fu'cong'gan'bie 复从肝别
'fu'cong'wei'bie'shang'ge 复从胃别上膈
'fu'cong'xin'xi'que'shang'fei 复从心系却上肺
'fu'gu'gou'bu'wei 腹股沟部位
'fu'ji 腑肌
'fu'ji'tou'bu 腹及头部
'fu'jing'ming'zhe 夫精明者
'fu'jing'shen'ming 府精神明
'fu'liang'shen'gu'wei'zhen'yuan'zhi'gen'ben 夫两肾固为真元之根本
'fu'luo 浮络
'fu'mian'zheng'zhong'xian 腹面正中线
'fu'mu'de'xian'tian'zhi'jing 父母的先天之精
'fu'nv'bai'dai'guo'duo 妇女白带过多
'fu'nv'de'pai'luan 妇女的排卵
'fu'nv'de'yue'jing 妇女的月经
'fu'qi'bu'tong 腑气不通
'fu'qiang 腹腔
'fu'qiang'nei 腹腔内
'fu'ruo 扶弱
'fu'san'wu'gen 浮散无根
'fu'shi'er'jing'mai'zhe 夫十二经脉者
'fu'shu'yang 腑属阳
'fu'shu'yin 腹属阴
'fu'shui 腹水
'fu'tie 敷贴
'fu'tu 伏兔
'fu'wei'biao 腑为表
'fu'wei'fu'san 浮为浮散
'fu'wei'yin 腹为阴
'fu'wu'zhi'sheng'cong'yu'hua 夫物之生从于化
'fu'xing'fen'rou'zhi'jian 伏行分肉之间
'fu'xu'zhe'ke'bu'qi'zang 腑虚者可补其脏
'fu'yang'yi'huo 扶阳益火
'fu'yu'gan'zhi'duan'ye'jian 附于肝之短叶间
'fu'zhang'fu'tong 腹胀腹痛
'fu'zhe'wei'yang 腑者为阳
'fu'zhe'wei'yin 伏者为阴
'fu'zhi'xiao'da 腑之小大
'fu'zhong'zhe 附肿者
'fu'zhu'xin'zang 辅助心脏
'fu'zhuo'yu'gu 附着于骨
'fu'zhuo'yu'ji'zhui 附着于脊椎
'fu'zi 附子
'fu'zuo'xin'zang'tiao'jie'qi'xue 辅佐心脏调节气血
'gai'ben'yu'ci 该本于此
'gai'yi'ren'zhi'qi'xue'chang'xing'yu'shi'er'jing'mai 盖以人之气血常行于十二经脉
'gan'bing'chang'ying'xiang'ji'dan 肝病常影响及胆
'gan'bing'chuan'pi 肝病传脾
'gan'bing'ke'fan'wei'fan'fei 肝病可犯胃犯肺
'gan'bing'ke'yi'chuan'pi 肝病可以传脾
'gan'bing'se'qing'jian'xian'mai 肝病色青见弦脉
'gan'bing'zhe 肝病者
'gan'cang'hun'zhu'nu 肝藏魂主怒
'gan'dan'huo'wang 肝胆火旺
'gan'dan'ji'bing 肝胆疾病
'gan'dan'shi're 肝胆湿热
'gan'dan'tong'bing 肝胆同病
'gan'dan'wu'ci 肝胆无此
'gan'de'cang'xue'chong'zu 肝的藏血充足
'gan'de'cang'xue'liang'chong'sheng 肝的藏血量充盛
'gan'de'qi'huo'shang'ni 肝的气火上逆
'gan'de'sheng'xie'tai'guo 肝的升泄太过
'gan'de'tiao'da 肝的条达
'gan'de'xue'ye'chong'ying 肝的血液充盈
'gan'de'yang'qi'sheng'fa'tai'guo 肝的阳气升发太过
'gan'he'ze'mu'neng'bian'wu'se'yi 肝和则目能辨五色矣
'gan'huo'chi'sheng 肝火炽盛
'gan'huo'pian'sheng 肝火偏盛
'gan'huo'shang'yan'jian'mu'chi 肝火上炎见目赤
'gan'huo'tai'sheng 肝火太盛
'gan'jiang 干姜
'gan'jing'feng're 肝经风热
'gan'jing'shi're'deng'qing'kuang'xia 肝经湿热等情况下
'gan'jing'xie'wei 肝经挟胃
'gan'jing'zai'zhong'xian 肝经在中线
'gan'jing'zhu'fei'zhong 肝经注肺中
'gan'jue'he'yun'dong'de'ling'huo'zi'ru 感觉和运动的灵活自如
'gan'jue'ling'min 感觉灵敏
'gan'ke'shao'tan 干咳少痰
'gan'ke'yin'ya 干咳音哑
'gan'mu'shi'mu 肝木是母
'gan'pi'liang'zang 肝脾两脏
'gan'pi'shen'wei'yu'xia'bu'shu'yin 肝脾肾位于下部属阴
'gan'pi'zhu'sheng 肝脾主升
'gan'qi'de'shu'xie'tiao'da 肝气的疏泄条达
'gan'qi'fan'pi 肝气犯脾
'gan'qi'fan'wei 肝气犯胃
'gan'qi'heng'ni'fan'wei'fan'pi 肝气横逆犯胃犯脾
'gan'qi'shuai 肝气衰
'gan'qi'tai'guo 肝气太过
'gan'qi'tong'yu'mu 肝气通于目
'gan'qi'yu'jie'chang'jian 肝气郁结常见
'gan'qing'xin'chi 肝青心赤
'gan'shen'jing'xue 肝肾精血
'gan'shen'jing'xue'bu'zu 肝肾精血不足
'gan'shen'zhi'yin 肝肾之阴
'gan'sheng'jin 肝生筋
'gan'sheng'xin 肝生心
'gan'shi'qu'shen'yin'de'zi'yang 肝失去肾阴的滋养
'gan'shi'tiao'da 肝失条达
'gan'shi'zheng 肝实证
'gan'shou'han'shi'yin'xie 感受寒湿阴邪
'gan'shou'shi'xie 感受湿邪
'gan'shou'wen're'xie'qi'zhi'qin'xi 感受温热邪气之侵袭
'gan'shou'wen're'yang'xie 感受温热阳邪
'gan'shou'xue'er'neng'shi 肝受血而能视
'gan'wang'pi'xu 肝旺脾虚
'gan'wei'bu'he'zhi'zheng 肝胃不和之证
'gan'wei'hun'zhi'chu 肝为魂之处
'gan'wei'pi'zhi'zhu 肝为脾之主
'gan'wei'yu'fu'bu 肝位于腹部
'gan'wei'zi'zang 肝为子脏
'gan'xi'tiao'da'er'e'yi'yu 肝喜条达而恶抑郁
'gan'xin'pi'fei'shen'wu'zang'jie'wei'yin 肝心脾肺肾五脏皆为阴
'gan'xue'chong'zu 肝血充足
'gan'xue'de'sheng'shuai 肝血的盛衰
'gan'yan 肝炎
'gan'yang'pian'kang'zhi'zheng 肝阳偏亢之证
'gan'ying'chuan'dao 感应传导
'gan'you'suo'cang 肝有所藏
'gan'you'suo'yang 肝有所养
'gan'you'zhu'cang'xue'ye 肝有贮藏血液
'gan'yu'mu'di'guan'xi 肝与目的关系
'gan'zai'wu'xing'shu'mu 肝在五行属木
'gan'zang'you'bing 肝脏有病
'gan'zhe'jiang'jun'zhi'guan 肝者将军之官
'gan'zhi'he'jin'ye 肝之合筋也
'gan'zhi'jing'qi'suo'hua'sheng 肝之精气所化生
'gan'zhi'shi'huo 肝之实火
'gan'zhi'xu 肝之虚
'gan'zhi'yu'qi 肝之余气
'gan'zhu'mou'lv 肝主谋虑
'gan'zhu'mu 肝主目
'gan'zhu'shen'zhi'jin'mo 肝主身之筋膜
'gan'zhu'sheng'er'gui'shu'yu'mu 肝主升而归属于木
'gan'zu'jue'yin'zhi'mai 肝足厥阴之脉
'gang'men 肛门
'gang'men'bing 肛门病
'gao'wen'huan'jing'zuo'ye 高温环境作业
'ge'kai'yi'cun'wu'fen 各开一寸五分
'ge'mo'zhi'shang 隔膜之上
'ge'yi'xia 隔以下
'ge'you'zhuan'si 各有专司
'ge'zang'yin'yang'de'gen'ben 各脏阴阳的根本
'gen'ben'tiao'jian 根本条件
'gen'jie 根结
'geng'ti'yun'hua 更替运化
'gong'neng'shu'yu'yang 功能属于阳
'gong'neng'xing'he'qi'zhi'xing'bing'bian 功能性和器质性病变
'gong'neng'yu'wu'zhi 功能与物质
'gong'ye'fei'qi'fei'wu 工业废气废物
'gong'zuo'sheng'huo'huan'jing'shou'wu'ran 工作生活环境受污染
'gou'cheng'biao'li'guan'xi 构成表里关系
'gou'qu 沟渠
'gou'tong'biao'li 沟通表里
'gou'tong'biao'li'shang'xia 沟通表里上下
'gou'tong'lian'luo 沟通联络
'gou'tong'shang'xia'nei'wai 沟通上下内外
'gou'tong'ti'nei'wai'huan'jing'de'lian'xi 沟通体内外环境的联系
'gou'tong'yao'fu'bu'de'jing'mai 沟通腰腹部的经脉
'gu'bu'ke'bu'zhong'ye 故不可不重也
'gu'bu'yong'yan 故不用焉
'gu'cang'er'bu'xie 故藏而不泻
'gu'cheng'hua'gai 故称华盖
'gu'ci'shi'bi 顾此失彼
'gu'dai'jie'pou'zhi'shi'wei'ji'chu 古代解剖知识为基础
'gu'du'de'xing'yu'jing'sui 故独得行于经隧
'gu'fan'zei'feng'xu'xie'zhe 故犯贼风虚邪者
'gu'fei'chu'ru 故非出入
'gu'fu 孤府
'gu'gu'bu'ren'ban'ri'ze'qi'shuai 故谷不人半日则气衰
'gu'han'shen'ze're 故寒甚则热
'gu'he'er'er'yin'shu'yu'shui 骨和耳二阴属于水
'gu'hu'ze'chu 故呼则出
'gu'kong'lun 骨空论
'gu'li'de 孤立的
'gu'man'er'bu'neng'shi 故满而不能实
'gu'man'er'bu'shi 故满而不实
'gu'min'bing'shao'qi 故民病少气
'gu'ming'men'zhe 故命门者
'gu'nan'zi'yi'cang'jing 故男子以藏精
'gu'nei'ce 股内侧
'gu'neng'chuan'dao 故能传导
'gu'neng'you'zi 故能有子
'gu'qi 谷气
'gu'qi'luan'yi 故气乱矣
'gu'qi'shang'yi 故气上矣
'gu'qi'xie'yi 故气泄矣
'gu'qi'zhe 故器者
'gu'ren'qi'man 谷人气满
'gu'ren'wo'xue'gui'yu'gan 故人卧血归于肝
'gu'ren'yu'wei 谷人于胃
'gu'ren'zhi'zi'sheng'zhi'lao 故人之自生至老
'gu'ri'yue'hua'wu'chu'yan 故日曰化物出焉
'gu'ri'zang'xiang 故日藏象
'gu'san'jiao'chu'qi 故三焦出气
'gu'she'shou'na 固摄受纳
'gu'she'wu'quan 固摄无权
'gu'she'xue'ye'jian'ruo 固摄血液减弱
'gu'she'you'quan 固摄有权
'gu'shen'jia'zhi'tuo'wei'bing 故肾家之唾为病
'gu'shi'er'bu'neng'man'ye 故实而不能满也
'gu'shu'qu'shen 骨属屈伸
'gu'wei'fu'zhong 故为附肿
'gu'wei'wei'xie 故为微邪
'gu'wei'yang 故为阳
'gu'wei'yin 故为阴
'gu'wei'yin'xie 故为阴邪
'gu'wei'zei'xie 故为贼邪
'gu'wei'zhi'qi'jing 故谓之奇经
'gu'wu'bu'chu'ru 故无不出入
'gu'xian'wang'yi'tu'yu'jin'mu'shui'huo'za 故先王以土与金木水火杂
'gu'xie'zhong'qi'xiang 故邪中其项
'gu'xin'wei'fei'zhi'zhu 故心为肺之主
'gu'xing'huai'er'wu'zi'ye 故形坏而无子也
'gu'xun'mai'shang'xia 故循脉上下
'gu'ye 谷也
'gu'yi'fei'shu'jin 故以肺属金
'gu'yi'gan'shu'mu 故以肝属木
'gu'yi'pi'shu'tu 故以脾属土
'gu'yi'xin'shu'huo 故以心属火
'gu'yin'zhu'han 故阴主寒
'gu'you'dong'yu'xin'ze'fei'ying 故忧动于心则肺应
'gu'you'zi 故有子
'gu'yue 故曰
'gu'yue'hou'tian'zhi'ben'zai'pi 故曰后天之本在脾
'gu'yue'qi'chong'men'ye 故曰七冲门也
'gu'yue'xin'bao'luo'ye 故曰心包络也
'gu'zhen'ya'sheng'er'chang'ji 故真牙生而长极
'gu'zheng'you'yin'yang 故证有阴阳
'gu'zhi'ben'ye 骨之本也
'gu'zhi'cui'ruo 骨质脆弱
'gu'zhi'duo'shao 谷之多少
'gu'zhi'jing'wei'tong'zi 骨之精为瞳子
'gu'zhi'suo'zhu'zhe 谷之所注者
'gu'zhong'han 故中寒
'gu'zhu'rou 故主肉
'gu'zhu'xie'zhi'zai'yu'xin'zhe 故诸邪之在于心者
'gu'zu'ran'er'tong 故卒然而痛
'guan'chong'xue 关冲穴
'guan'chuan'quan'shen 贯串全身
'guan'dao'qi'guan 管道器管
'guan'dao'xi'tong 管道系统
'guan'gai'si'pang 灌溉四旁
'guan'ge 贯隔
'guan'ge'er'bu'xiong'zhong 贯隔而布胸中
'guan'ji 贯脊
'guan'jia 贯颊
'guan'jie'de'qu'shen'yun'dong 关节的屈伸运动
'guan'jie'teng'tong'zhong'zhe 关节疼痛重着
'guan'mian'luo'fei 贯腼络肺
'guan'neng 官能
'guan'qi'zhong'yang 贯脐中央
'guan'shen'qi'xue'yi'ru'yang'quan'shen 灌渗气血以濡养全身
'guan'tong'ren'tu'ming'men'xue 观铜人图命门穴
'guan'tong'she'zhong 贯通舌中
'guan'tun 贯臀
'guan'wu'zang 贯五脏
'guan'xin'mai'er'si'hu'xi 贯心脉而司呼吸
'guan'xin'mai'yi'xing'qi'xue 贯心脉以行气血
'guan'zhu'yu'gu'jie'zang'fu 灌注于骨节脏腑
'guan'zhu'yu'xin'fei'zhi 贯注于心肺之
'guang'yi'de'shen 广义的神
'gui'na'yao'wu 归纳药物
'gui'na'yao'wu'de'xing'neng 归纳药物的性能
'gui'shu'dai'mai 归属带脉
'gui'shu'yu'dan 归属于胆
'gui'shu'yu'fei 归属于肺
'gui'shu'yu'huo 归属于火
'gui'shu'yu'mu 归属于木
'gui'shu'yu'wei 归属于胃
'gui'shu'yu'xin'zang 归属于心脏
'guo'ci'shu 过辞枢
'guo'du'hao'sun 过度耗损
'guo'he'gu'hou 过核骨后
'guo'ji'lei 过季肋
'guo'ji'xie 过季胁
'guo'ji'zhu 过脊柱
'guo'ke'zhu'ren 过客主人
'guo'ke'zhu'ren'qian 过客主人前
'guo'xie'jin'gu'xue'qi'zhi'jing'er'yu'mai'bing'wei'xi 裹撷筋骨血气之精而与脉并为系
'guo'yin'qi 过阴器
'guo'yu 国语
'guo'zhou'zhong 过肘中
'hai'chu'bie'xia'xiang 还出别下项
'hai'chu'xie'kou 还出挟口
'hai'er'xiang'ke 还而相克
'hai'guan'zhao'jia 还贯爪甲
'hai'lun 海论
'hai'xun'wei'kou 还循胃口
'han'chu'dang'feng 汗出当风
'han'chu'qi'qi 汗出漆漆
'han'chu'zhi'leng'qi'duan 汗出肢冷气短
'han'da'xie 汗大泄
'han'du'liu 寒独留
'han'jing'shi 寒静湿
'han'ke'jing'luo'guan'jie 寒客经络关节
'han'ke'xue'mai 寒客血脉
'han'kong 汗孔
'han'liang'shu'yin 寒凉属阴
'han'liang'yao'yi'zhi'qi'yang 寒凉药以制其阳
'han'liang'zi'run 寒凉滋润
'han'qi'duo'ye 寒气多也
'han'qi'ji'yu'xiong'zhong'er'bu'xie 寒气积于胸中而不泻
'han'qi'ke'yu'mai'wai'ze'mai'han 寒气客于脉外则脉寒
'han'qi'ren'jing'er'ji'chi 寒气人经而稽迟
'han're'wen'liang 寒热温凉
'han'sheng're 寒生热
'han'shi'kui'zhi 寒湿奎滞
'han'shi'wei'yin'xie 寒湿为阴邪
'han'shu'zhi'sheng 寒暑之胜
'han'wei'dong'ji'zhu'qi 寒为冬季主气
'han'wei'jin'ye'suo'hua'sheng 汗为津液所化生
'han'wei'yin'qi'sheng 寒为阴气盛
'han'xie'qin'xi'ren'ti 寒邪侵袭人体
'han'xie'ru'li'ke'yi'hua're 寒邪入里可以化热
'han'xie'shang'yu'ji'biao 寒邪伤于肌表
'han'xie'zhi'zhong'pi'wei 寒邪直中脾胃
'han'xie'zhi'zhong'shao'yin 寒邪直中少阴
'han'xie'zhi'zhong'yu'li 寒邪直中于里
'han'xing'huo'liang'xing 寒性或凉性
'han'xing'ning'zhi'er'zhu'tong 寒性凝滞而主痛
'han'ye 寒也
'han'ye 汗液
'han'ye'de'pai'xie 汗液的排泄
'han'ye'zhe 汗也者
'han'yin'ke'yi'hua're 寒饮可以化热
'han'yin'yu'er'hua're 寒饮郁而化热
'han'yin'zhong'zu 寒饮中阻
'han'ze'se'bu'neng'liu 寒则涩不能流
'han'zhi'zhong'zu 寒滞中阻
'hang'jian'zhi'liao 行间治疗
'hao'mao'guang'ze 毫毛光泽
'hao'qi'shang'jin 耗气伤津
'hao'sun'shen'zhong'jing'qi 耗损肾中精气
'he'diao'yu'wu'zang 和调于五脏
'he'diao'yu'wu'zang'er'xue'sheng 和调于五脏而血生
'he'gan'wei'zhu 和肝为主
'he'jing'suo'zai 何经所在
'he'li'de'yin'shi'he'chong'zu'de'ying'yang 合理的饮食和充足的营养
'he'nei'diao'wai 和内调外
'he'que'pen 合缺盆
'he'yang'qi'yin'jing'zheng'hua'er'chu'zhe'ye 合阳气阴精蒸化而出者也
'he'yu'shou'shao'yang 合于手少阳
'he'yu'shou'yang'ming'de'jing'bie 合于手阳明的经别
'he'zhi'jin'mu'shui'huo'tu 合之金木水火土
'hei'chen'nai'ping 黑沉乃平
'heng'fu'zhi'xia 横腑之下
'heng'ge'yi'shang 横隔以上
'heng'ru'bai'yan'zhong 横入稗厌中
'heng'xiang'zhi'huan'tiao'xue'chu 横向至环跳穴处
'heng'xing'zhi'xiong'bu'wai'shang'fang 横行至胸部外上方
'hong'run'guang'ze 红润光泽
'hong'se'de'ye'tai'yang'wu'zhi 红色的液态样物质
'hou'bu 喉部
'hou'bu'de'fa'yin 喉部的发音
'hou'chu'yu'xiang'zhong 后出于项中
'hou'shi'wen'bing 后世温病
'hou'tian'shi'tiao 后天失调
'hou'tian'shui'gu'jing'qi'de'pei'yu 后天水谷精气的培育
'hou'tian'yin'shi'ying'yang 后天饮食营养
'hou'wei'fei'zhi'men'hu 喉为肺之门户
'hou'xia'zhi'ri'zhe'wei'bing'shu 后夏至日者为病暑
'hou'yin 后阴
'hou'zhe'zhi'feng'chi'xue 后折至风池穴
'hu'chu'ti'nei'de'zhuo'qi 呼出体内的浊气
'hu'duo'xi'shao 呼多吸少
'hu'qi'bu'li 呼气不利
'hu'qi'shi'chu 呼气是出
'hu'qi'zhong'ye 呼气中也
'hu'wei'ji'biao 护卫肌表
'hu'wei'quan'shen'de'ji'biao 护卫全身的肌表
'hu'wei'yin'guo 互为因果
'hu'xi'biao'qian 呼吸表浅
'hu'xi'dao'chuan'ran 呼吸道传染
'hu'xi'dao'nei'de'yi'wu 呼吸道内的异物
'hu'xi'de'qiang'ruo 呼吸的强弱
'hu'xi'duan'cu'huo'biao'qian 呼吸短促或表浅
'hu'xi'jun'yun'he'diao 呼吸均匀和调
'hu'xi'li 呼吸利
'hu'xi'nai'he 呼吸乃和
'hu'xi'qi'ti'de'men'hu 呼吸气体的门户
'hu'xi'qi'xi'de'dong'tai 呼吸气息的动态
'hu'xi'tiao'yun 呼吸调匀
'hu'xi'wei'ruo 呼吸微弱
'hu'xi'you'li 呼吸有力
'hu'xi'zhi'men 呼吸之门
'hu'zhuo'xi'qing 呼浊吸清
'hua'er'wei'sui 化而为髓
'hua'feng 化风
'hua'han 化寒
'hua'huo 化火
'hua'huo'shang'yin 化火伤阴
'hua'qi'jing'wei 化其精微
'hua'sheng 化生
'hua'sheng'de'jin'ye'chong'sheng 化生的津液充盛
'hua'sheng'he'zhu'cang'jing'qi 化生和贮藏精气
'hua'sheng'jing'wei 化生精微
'hua'sheng'wei'xue 化生为血
'hua'shou 滑寿
'hua'wei'han'ye'pai'chu'ti'wai 化为汗液排出体外
'hua'wei'niao'ye 化为尿液
'hua'wu 化物
'hua'yi'wei'xue 化以为血
'hua'you'da'xiao 化有大小
'hua'yuan 化源
'hua'zao 化燥
'huan'bing'ji'ti 患病机体
'huan'chun 环唇
'huan'chun'nei 环唇内
'huan'jing'wei'sheng 环境卫生
'huan'jue 幻觉
'huan'liu'bu'xi 环流不息
'huan'rao'kou'chun 环绕口唇
'huan'rao'zai'kou'chun'de'li'bian 环绕在口唇的里边
'huang'dan'bing'zheng 黄疸病证
'huang'gong'xiu 黄宫绣
'huang'huan'bai'fu 黄缓白浮
'huang'lv'ku'shui 黄绿苦水
'huang'qin 黄芩
'hui'fu'yin'yang'de'xiang'dui'ping'heng 恢复阴阳的相对平衡
'hui'he'yu'bi'pang 会合于鼻旁
'hui'he'yu'ge'xia 会合于隔下
'hui'ji'yu'dan 汇集于胆
'hui'yan 会厌
'hui'yan'wei'xi'men 会厌为吸门
'hui'yu'feng'fu'xue 会于风府穴
'hui'zhuo 秽浊
'hui'zhuo'zheng'zhuang 秽浊症状
'hun'bu'shou'she 魂不守舍
'hun'he'shen 魂和神
'hun'nai'shen'zhi'bian 魂乃神之变
'hun'po'yi'zhi'shen 魂魄意志神
'hun'you'suo'she 魂有所舍
'hun'zhi'ju'ye 魂之居也
'hun'zhi'wei'yan 魂之为言
