'a'mu'bai'mei'ren 阿母白媒人
'bi'lai'qu'fa 必来取法
'bi'li'qian'ren 壁立千仞
'bi'lou'lian'ying'bu'zhe'chou 碧楼帘影不遮愁
'bi'lou'mo'shi 鄙陋没世
'bi'luo'jing'feng'yu 笔落惊风雨
'bi'luo'zhi'he'xu 碧落知何许
'bi'man'qi'jing'jie 必慢其经界
'bi'men'chou'ji 闭门愁寂
'bi'min'you'chang'xing 彼民有常性
'bi'po'jian'a'xiong 逼迫兼阿兄
'bi'po'you'a'mu 逼迫有阿母
'bi'qi'dao'you'yuan'er'wu'ren 彼其道幽远而无人
'bi'qi'dao'yuan'er'xian 彼其道远而险
'bi'qi'fan'ye 比其反也
'bi'qi'hu'gui'ju 彼其乎归居
'bi'qi'ru'ye 必齐如也
'bi'qi'rui'qi 避其锐气
'bi'qi'suo'xun'ren'yi'ye 彼其所殉仁义也
'bi'qi'suo'yi'hui'zhi 彼其所以会之
'bi'qi'wai'yu 彼其外与
'bi'qi'wu'wu'ce 彼其物无测
'bi'qi'wu'wu'qiong 彼其物无穷
'bi'qi'yi'jing'xin 必齐以静心
'bi'qi'yu'shi 彼其于世
'bi'qi'zhen'shi'ye 彼其真是也
'bi'qian'sheng'zhi'jia 必千乘之家
'bi'qie'cheng'ren'er'wu'tian 彼且乘人而无天
'bi'qie'e'hu'dai'zai 彼且恶乎待哉
'bi'qie'gou'zhe'zhu 彼窃钩者诛
'bi'qie'he'ken'yi'wu'wei'shi'hu 彼且何肯以物为事乎
'bi'qie'shu'mi'yan 必且数眯焉
'bi'qie'wei'wu'ding'qi 彼且为无町畦
'bi'qie'wei'wu'ya 彼且为无崖
'bi'qie'wei'ying'er 彼且为婴儿
'bi'qie'xi'shi'ye 彼且奚适也
'bi'qie'yi'qi'yi 彼且以蕲以
'bi'qie'yi'qiu'wei'ning'ren'ye 彼且以丘为佞人也
'bi'qie'ze'ri'er'deng'jia 彼且择日而登假
'bi'qing'suo'yu 必请所与
'bi'qiu'long'duan'er'deng'zhi 必求龙断而登之
'bi'qu'qi'xu 必取其绪
'bi'quan'liang'li 比权量力
'bi'ran'er'fa'zhi'ye 彼然而伐之也
'bi'ren'han'qi'ming 彼人含其明
'bi'ren'jian'chun'bie 比人间春别
'bi'ren'ren'he'qi'duo'you'ye 彼仁人何其多忧也
'bi'ren'you'zang'cang'zhe'ju'jun 嬖人有臧仓者沮君
'bi'ren'zang'cang'zhe'qing'yue 嬖人臧仓者请曰
'bi'ru'er'tan 必入而叹
'bi'shen'cao'chuang'zhi 裨谌草创之
'bi'shen'hu'jin'guo 彼审乎禁过
'bi'shen'zhi'ju 彼身织屦
'bi'sheng'ren'zhe 彼圣人者
'bi'sheng'yu'yao 必生于尧
'bi'sheng'zu'tu'er'hou'gan'chu'yan 必盛卒徒而后敢出焉
'bi'shi'er'hou'ren 必世而后仁
'bi'shi'fan'zhi 必使反之
'bi'shi'fang'sheng'zhi'shuo'ye 彼是方生之说也
'bi'shi'mo'de'qi'ou 彼是莫得其偶
'bi'shi'san'fu 彼视三釜
'bi'shi'yang'zu'yi'shi'fu'mu 必使仰足以事父母
'bi'shi'yu'ren'diao'zhuo'zhi 必使玉人雕琢之
'bi'shi'yuan'ruo'ling 彼视渊若陵
'bi'shi'zhi'ren 避世之人
'bi'shou'zhi'zhi 必授之职
'bi'shu'er'jian'zhi 必熟而荐之
'bi'shui'dong'liu'zhi'ci'hui 碧水东流至此回
'bi'shui'huo'ye 避水火也
'bi'si'yu'bao'ren'zhi'qian'yi 必死于暴人之前矣
'bi'suo'wei'hao'jie'zhi'shi'ye 彼所谓豪杰之士也
'bi'te'yi'tian'wei'fu 彼特以天为父
'bi'tong'zi'zhi'shi 彼童子之师
'bi'wei'ben'mo'fei'ben'mo 彼为本末非本末
'bi'wei'ji'san'fei'ji'san'ye 彼为积散非积散也
'bi'wei'ren'yan'zhi'e'wen 彼唯人言之恶闻
'bi'wei'shuai'sha'fei'shuai'sha 彼为衰杀非衰杀
'bi'wei'ying'xu'fei'ying'xu 彼为盈虚非盈虚
'bi'wei'zheng'yu'tian'xia'yi 必为政於天下矣
'bi'wei'zhi'fu'wu'fang'zhi'chuan 彼未知夫无方之传
'bi'wen'qi'zheng 必闻其政
'bi'wen'yuan'ding'ye'shen'feng 碧文圆顶夜深缝
'bi'wu'gu'yi'he'zhe 彼无故以合者
'bi'wu'li'ye 必无礼也
'bi'wu'wei'wei'zhen'shi'ye 彼无为谓真是也
'bi'wu'zhe'ye 彼兀者也
'bi'xi'fan'ming'yue 嬖奚反命曰
'bi'xi'zun'yu'gou'zhong'zhi'duan 比牺尊于沟中之断
'bi'xian'ku'qi'xin'zhi 必先苦其心志
'bi'xian'li'qi'qi 必先利其器
'bi'xian'ni'qi'min 彼陷溺其民
'bi'xian'si'si'zhe 必先斯四者
'bi'xian'zhe'dang'zhi 蔽贤者当之
'bi'xian'zhe'zhi'lu 避贤者之路
'bi'yao'shun'zhi'geng'jie'xi 彼尧舜之耿介兮
'bi'yao'zhi'zi 逼尧之子
'bi'ye'kuang'juan'hu 必也狂狷乎
'bi'ye'lin'shi'er'ju 必也临事而惧
'bi'ye'qin'sang'hu 必也亲丧乎
'bi'ye'she'hu 必也射乎
'bi'ye'sheng'hu 必也圣乎
'bi'ye'shi'wu'song'hu 必也使无讼乎
'bi'ye'zheng'ming'hu 必也正名乎
'bi'yi'ai'xiong'zhi'dao'lai 彼以爱兄之道来
'bi'yi'gao'qie 必以告妾
'bi'yi'gao'xin'ling'yin 必以告新令尹
'bi'yi'jian'ku'ren'nai'zhi'li 彼以坚苦忍耐之力
'bi'yi'jin'yi 彼已尽矣
'bi'yi'li'he 彼以利合
'bi'yi'lian'zhi'dang'ri'yuan 比翼连枝当日愿
'bi'yi'qi'dao 必以其道
'bi'yi'qi'fu 彼以其富
'bi'yi'qi'jue 彼以其爵
'bi'yi'shen'hou'zhi 必以身后之
'bi'yi'sheng'wei'fu'zhui'xian'you 彼以生为附赘县疣
'bi'yi'shi'ye 彼亦是也
'bi'yi'yan'xia'zhi 必以言下之
'bi'yi'yi'shi'fei 彼亦一是非
'bi'yi'zhi'ji'yan 彼亦直寄焉
'bi'you'bu'qi'yan'er'yan 必有不蕲言而言
'bi'you'bu'zhao'zhi'chen 必有不召之臣
'bi'you'de'tian'shi'zhe'yi 必有德天时者矣
'bi'you'e'neng 彼又恶能
'bi'you'e'neng'wu'jing'hu'zai 彼又恶能无惊乎哉
'bi'you'fang'zhi'wai'zhe'ye 彼游方之外者也
'bi'you'gui'tian 必有圭田
'bi'you'jin'you 必有近忧
'bi'you'jiu'rou 必有酒肉
'bi'you'ke'guan'zhe'yan 必有可观者焉
'bi'you'ming'yi 必有明衣
'bi'you'qi'ming 必由其名
'bi'you'qin'yi 必有寝衣
'bi'you'qu'er'ye 彼有取尔也
'bi'you'ren'dao'zhi'huan 必有人道之患
'bi'you'shi'yan'er'wu'zheng 必有事焉而勿正
'bi'you'wo'shi 必有我师
'bi'you'wo'shi'yan 必有我师焉
'bi'you'xiong'nian 必有凶年
'bi'you'yi'de 必有一得
'bi'you'yi'shi 必有一失
'bi'you'zhong'xin'ru'qiu'zhe'yan 必有忠信如丘者焉
'bi'yu'bi'bu'zhi'ye 彼与彼不知也
'bi'yu'bi'nian'xiang'ruo'ye 彼与彼年相若也
'bi'yu'chi'zi 比于赤子
'bi'yu'da'ze 比于大泽
'bi'yu'zhi'fu'zhe 彼于致福者
'bi'yu'zhi'mo'duo 必与之莫多
'bi'yu'zhuang'cheng'yi'shu'gao 碧玉妆成一树高
'bi'yuan'zi'jie 碧圆自洁
'bi'yue'chu'qing 壁月初晴
'bi'yun'jiang'mu 碧云将暮
'bi'yun'tian'gong'chu'gong'yao 碧云天共楚宫遥
'bi'zai'bi'zai 彼哉彼哉
'bi'zhang'fu'ye 彼丈夫也
'bi'zhen'du'yun 碧砧度韵
'bi'zheng'er'meng'ji'de 彼正而蒙己德
'bi'zheng'li'zhi'sui 必正立执绥
'bi'zheng'xi'xian'chang'zhi 必正席先尝之
'bi'zheng'zheng'zhe 彼正正者
'bi'zhi'er'wu'han 敝之而无憾
'bi'zhi'pin'mei'er'bu'zhi'pin'zhi'suo'yi'mei 彼知颦美而不知颦之所以美
'bi'zhi'qiu'zhi'zhu'yu'ji'ye 彼知丘之著于己也
'bi'zhi'wei'bu'dao'zhi'dao 彼之谓不道之道
'bi'zhi'yi'xun'si'xu'ye 彼直以循斯须也
'bi'zhi'ze'bu'lun 彼至则不论
'bi'zuo'yu'xi 必作于细
'bi'zuo'yu'yi 必作于易
'bian'bu'neng'ju'ye 辩不能举也
'bian'bu'ruo'mo 辩不若默
'bian'cai'xu'dai'qi'nian'qi 辨材须待七年期
'bian'cha'zhu'yu'shao'yi'ren 遍插茱萸少一人
'bian'chai'qun'fang 遍拆群芳
'bian'cheng'chi'mu 便成迟暮
'bian'cheng'qing'bie 便成轻别
'bian'chu'men'qian'li 便出门千里
'bian'dang'ri'qin'jian'ni'chang 便当日亲见霓裳
'bian'diao'ru'wen'yang'liu'chun 变调如闻杨柳春
'bian'dou'zhi'shi 笾豆之事
'bian'er'you'qi 变而有气
'bian'fang'man'chun'shan'zhen'xian 便放漫春衫针线
'bian'fu'fan'deng'wu 蝙蝠翻灯舞
'bian'fu'zai'dan'xi 便复在旦夕
'bian'gu'wai'zhan 变固外战
'bian'guo'zhong'wu'yu'li'tan'zhe 遍国中无与立谈者
'bian'hao'qu'chao'tian 便好去朝天
'bian'hu'rong'ru'zhi'jing 辩乎荣辱之境
'bian'hua'qi'yi 变化齐一
'bian'hua'zhi'liu'ye 变化之流也
'bian'jiao'zhen'ti'shi 便角枕题诗
'bian'jing'you'ren'yan 边竟有人焉
'bian'jiu'jia'men'xiang 遍旧家门巷
'bian'jue'qiu'ru'xu 便觉秋如许
'bian'ke'bai'gong'lao 便可白公姥
'bian'ke'su'qian'zhi 便可速遣之
'bian'ke'zuo'hun'yin 便可作婚姻
'bian'li'ci'yue'nei 便利此月内
'bian'ping'ji'jiang'ling'bo'qu 便凭急桨凌波去
'bian'qi'suo'bu'neng'bian'ye 辩其所不能辩也
'bian'ran'er'wan'wu 扁然而万物
'bian'ren'de'qin'xin'xian'xu 便认得琴心先许
'bian'ren'jian'tian'shang 便人间天上
'bian'shi'nao'man'chang'fei 便是脑满肠肥
'bian'shi'ren'jian'hao'shi'jie 便是人间好时节
'bian'shi'wu'tan'shuo'zhi'xu'ze'bu'le 辩士无谈说之序则不乐
'bian'shi'zuo'you 便事左右
'bian'sui'diao'wan'wu 辩虽雕万物
'bian'ta'li'shu'ling'ren'bei 鞭挞黎庶令人悲
'bian'tian'ya'xun'xiao'wen'xi 遍天涯寻消问息
'bian'ting'liu'xue'cheng'hai'shui 边亭流血成海水
'bian'ting'piao'yao'na'ke'du 边庭飘摇那可度
'bian'wang'le'tian'ya'fang'xin 便忘了天涯芳信
'bian'wu'feng'xue'ye'cui'can 便无风雪也摧残
'bian'xia'xiang'yang'xiang'luo'yang 便下襄阳向洛阳
'bian'xing'yun'dou'bu'gui'lai 便行云都不归来
'bian'xun'mei'ran'liu 便薰梅染柳
'bian'yan'duo'ling'cai 便言多令才
'bian'yi'ting'qi'leng 变一庭凄冷
'bian'yin'shi'qing'dao'bi'xiao 便引诗情到碧霄
'bian'yin'zuo'zhe 遍饮坐者
'bian'you'tuan'yuan'yi 便有团圆意
'bian'zhe'you'yan'yue 辩者有言曰
'bian'zhi'bu'bi'hui 辩之不必慧
'bian'zhi'si'shi'xi'ying'tian 便至四十西营田
'bian'zhi'yi'zao'zhan 编之以皂栈
'bian'zhuang'zi'zhi'yong 卞庄子之勇
'bian'zong'you'qian'zhong'feng'qing 便纵有千种风情
'bian'zuo'dan'xi'jian 便作旦夕间
'bian'zuo'sheng'ge'hua'di'qu 变作笙歌花底去
'biao'ge'zao'mei'zhi 标格早梅知
'biao'li'ju'cheng'che 表里俱澄澈
'biao'lue'qi'ren 摽掠其人
'biao'yue'chen'yu'mei'si'shang 表曰臣愈昧死上
'bie'cai'wei'ti'qin'feng'ya 别裁伪体亲风雅
'bie'chou'fen'xu 别愁纷絮
'bie'dian'yao'wen'xiao'gu'zou 别殿遥闻箫鼓奏
'bie'fang'tai'wei'mu 别房太尉墓
'bie'guan'han'zhen 别馆寒砧
'bie'hou'bu'zhi'jun'yuan'jin 别后不知君远近
'bie'hou'liang'mei'jian 别后两眉尖
'bie'hou'shu'ci 别后书辞
'bie'hou'zong'feng'liu'yun'san 别后总风流云散
'bie'lai'bu'ji'yi'xing'shu 别来不寄一行书
'bie'lai'cang'hai'shi 别来沧海事
'bie'lai'chun'ban 别来春半
'bie'lai'huan'shi'shao'ren'tong 别来欢事少人同
'bie'lai'jin'zi'zhong'nan'ou 别来锦字终难偶
'bie'lai'shuang'yan'you'xi'fei 别来双燕又西飞
'bie'lai'xun'jing'ru'suo 别来迅景如梭
'bie'lei'mei'xie'xie 别泪没些些
'bie'li'zai'jin'chen 别离在今晨
'bie'mao'jia'shi'er'di 别茂嘉十二弟
'bie'pu'gao'lou'ceng'man'yi 别浦高楼曾漫倚
'bie'pu'li'yu'he'ri'dao 别浦鲤鱼何日到
'bie'qing'wu'ji 别情无极
'bie'ren'xiao'wo'tei'feng'dian 别人笑我忒疯癫
'bie'shi'mang'mang'jiang'jin'yue 别时茫茫江浸月
'bie'shi'rong'yi'jian'shi'nan 别时容易见时难
'bie'shi'xian'zi'wei 别是闲滋味
'bie'shi'yi'ban'zi'wei'zai'xin'tou 别是一般滋味在心头
'bie'shi'yi'fan'zi'wei'zai'xin'tou 别是一番滋味在心头
'bie'shi'zhen'xian 别时针线
'bie'xu'ying'xiao'suo 别绪应萧索
'bie'yi'yu'zhi'shui'duan'chang 别意与之谁短长
'bie'you'ren'jian'xing'lu'nan 别有人间行路难
'bie'you'shang'xin'wu'shu 别有伤心无数
'bie'you'shuo'hua 别有说话
'bie'you'you'chou'an'hen'sheng 别有幽愁暗恨生
'bie'yu'chou'nan'ting 别语愁难听
'bie'yu'hui'fen'ming 别语悔分明
'bie'yu'tei'fen'ming 别语忒分明
'bie'zi'you'ren'tao'ye'du 别自有人桃叶渡
'bin'bu'gu'yi 宾不顾矣
'bin'cong'za'ta'shi'yao'jin 宾从杂沓实要津
'bin'fa'ge'yi'cang 鬓发各已苍
'bin'ning'jie'du'shi'bai'xiao'de'yi'wang'gu 邠宁节度使白孝德以王故
'bin'ren'tou'shi'bao'e'zhe 邠人偷嗜暴恶者
'bin'shi'man'yu 豳诗漫与
'bin'si'sheng'ji'lv 鬓丝生几缕
'bin'yao'yan'bi 鬓摇烟碧
'bin'yu'xiang'li 宾于乡里
'bin'yun'song'ling 鬓云松令
'bin'zhou'you'shi'wu'huo 邠州由是无祸
'bing'bing'hu'qi'si'xi'ye 邴邴乎其似喜也
'bing'chen'zhong'qiu 丙辰中秋
'bing'chi'qing'lv'zhao'hai'kong 冰池晴绿照还空
'bing'chui'xi'yu 并吹戏雨
'bing'de'na'ren'zhuang'huang'le 病得那人妆晃了
'bing'er'qiu'yi 病而求医
'bing'fa'xiu'lie 兵法修列
'bing'fu'yin'bing'de'lai'you 病夫因病得来游
'bing'ge'fei'bu'jian'li'ye 兵革非不坚利也
'bing'ge'zhi'shi'le'zhan 兵革之士乐战
'bing'hu'liang'dian 冰壶凉簟
'bing'huan'yu'zhi 冰环玉指
'bing'hui'fu'lian 并会赋敛
'bing'hun'chang'si'qiu'qian'suo 病魂常似秋千索
'bing'ji'yu'gu 冰肌玉骨
'bing'jia'bu'duo 兵甲不多
'bing'kui'lou'fa 并溃漏发
'bing'mo'can'yu'zhi 兵莫惨于志
'bing'ning'lei'zhu 冰凝泪烛
'bing'pan'tong'yan'xi 冰盘同燕喜
'bing'pan'wei'zuo'ci'zhou'wu 冰盘围坐此州无
'bing'qi'si'bu'xi'zhe 屏气似不息者
'bing'ren'ji'jie 兵刃既接
'bing'ren'ru'shu'chong'qiu'ke 柄任儒术崇丘轲
'bing'ru'chou'huai'bao 并入愁怀抱
'bing'ru'xin'nian'gan'wu'hua 病入新年感物华
'bing'shu'qian'tou'wan'mu'chun 病树前头万木春
'bing'si'rong'xie 冰澌溶泄
'bing'si'xie'yuan'geng'duo'qing'sao'ren'hen 冰丝写怨更多情骚人恨
'bing'si'zhi'lian 冰丝织练
'bing'tun'ba'huang'zhi'xin 并吞八荒之心
'bing'wei'sen'hua'ji 兵卫森画戟
'bing'wu'suo'rong'qi'ren 兵无所容其刃
'bing'ya'zhuan'shi'wan'he'lei 冰崖转石万壑雷
'bing'yu'qi'sheng'zhi'zhi'fa'er'dao'zhi 并与其圣知之法而盗之
'bing'yu'xia'qi 病于夏畦
'bing'zhe'bu'xiang'zhi'qi 兵者不祥之器
'bing'zhe'neng'yan'qi'bing 病者能言其病
'bing'zhu'xun'quan 并竹寻泉
'bing'zi'song'chun 丙子送春
'bo'bi'er'fu'yi 搏币而扶翼
'bo'chang'qian'yue 伯常骞曰
'bo'cheng'zi'gao'ci'wei'zhu'hou'er'geng 伯成子高辞为诸侯而耕
'bo'cheng'zi'gao'li'wei'zhu'hou 伯成子高立为诸侯
'bo'chuan'gua'zhou 泊船瓜洲
'bo'deng'shu'jin'hong'jian'ye 拨灯书尽红笺也
'bo'di'chui'xian'jiao'shu 波底垂涎角黍
'bo'fu'jian'qing'cheng 薄福荐倾城
'bo'fu'yan'zhi 薄拂燕脂
'bo'gu'wu'ru'yu'han 播鼓武入于汉
'bo'guan'er'yue'qu 博观而约取
'bo'guang'lian'yan'liu'tiao'rou 波光潋滟柳条柔
'bo'han'yue'yang'cheng 波撼岳阳城
'bo'hu'yun'er 薄乎云尔
'bo'huan'geng'you'fan 薄宦梗犹泛
'bo'hun'wu'ren'yue 伯昏无人曰
'bo'lan'dong'yuan'kong 波澜动远空
'bo'lan'shi'bu'qi 波澜誓不起
'bo'le'shan'zhi'ma 伯乐善治马
'bo'le'zhi'zui'ye 伯乐之罪也
'bo'mian'tong'hua'leng'bu'shou 波面铜花冷不收
'bo'ming'ru'si 薄命如斯
'bo'mu'kong'tan'qu 薄暮空潭曲
'bo'mu'yu'qiao'cheng'shui'ru 薄暮渔樵乘水入
'bo'niu'you'ji 伯牛有疾
'bo'qing'zhuan'shi'duo'qing'lei 薄情转是多情累
'bo'ru'zhan'se 勃如战色
'bo'shan'dao'zhong'xiao'li'yi'an'ti 博山道中效李易安体
'bo'shan'wei'tou'nuan'xun'long 博山微透暖薰笼
'bo'shang'han'yan'cui 波上寒烟翠
'bo'shang'ma'si'kan'zhao'qu 波上马嘶看棹去
'bo'shu'ben'ji 帛书本及
'bo'wei'ren'ru'si 薄苇纫如丝
'bo'wo'yi'wen 博我以文
'bo'wu'nong'yun'chou'shui'zhou 薄雾浓云愁水昼
'bo'xin'dang'leng'yue'wu'sheng 波心荡冷月无声
'bo'xing'ming'cun 薄幸名存
'bo'xue'er'du'zhi 博学而笃志
'bo'xue'er'wu'suo'cheng'ming 博学而无所成名
'bo'xue'er'xiang'shuo'zhi 博学而详说之
'bo'xue'yu'wen 博学于文
'bo'yi'ci'zhi'yi'wei'ming 伯夷辞之以为名
'bo'yi'fei'qi'jun'bu'shi 伯夷非其君不事
'bo'yi'hao'yin'jiu 博弈好饮酒
'bo'yi'pi'zhou 伯夷辟纣
'bo'yi'shu'qi 伯夷叔齐
'bo'yi'si'ming'yu'shou'yang'zhi'xia 伯夷死名于首阳之下
'bo'yi'yi'yin'he'ru 伯夷伊尹何如
'bo'yi'zhi'suo'shu'yu 伯夷之所树与
'bo'yi'zhi'suo'yu 伯夷之所与
'bo'yu'shou'han 薄雨收寒
'bo'yu'yi'er'bu'ji 薄于义而不积
'bo'zhi'bu'de 搏之不得
'bo'zhi'er'bu'de'ye 搏之而不得也
'bo'zhong'zhi'jian'jian'yi'lv 伯仲之间见伊吕
'bo'zhuang'qian'dai'yi'feng'liu 薄妆浅黛亦风流
'bu'ai'shang'er'zi'yuan 不哀伤而自怨
'bu'ai'ze'bu'xiao 不爱则不孝
'bu'ai'zhen'qi'zhong'bao'fei'rao'zhi'di 不爱珍器重宝肥饶之地
'bu'ba'diao'an'suo 不把雕鞍锁
'bu'ba'shuang'mei'dou'hua'chang 不把双眉斗画长
'bu'bao'qi'wang'ye 不保其往也
'bu'bao'she'ji 不保社稷
'bu'bao'si'hai 不保四海
'bu'bao'si'ti 不保四体
'bu'bao'wan'miao 不保完庙
'bu'bei'qiu'xiao'meng'jue 布被秋宵梦觉
'bu'bei'xiao'guan 不卑小官
'bu'bi'er'zhou 不比而周
'bu'bi'gao'xia 不避高下
'bu'bi'ze'bu'li'ye 不比则不利也
'bu'bian'hua'cong'na'bian'xiang 不辨花丛那辨香
'bu'bian'niu'ma 不辩牛马
'bu'bian'xian'yuan'he'chu'xun 不辨仙源何处寻
'bu'bing'ren'zhi'bu'ji'zhi'ye 不病人之不己知也
'bu'bo'chang'duan'tong 布帛长短同
'bu'cai'ming'zhu'qi 不才明主弃
'bu'cang'nu'yan 不藏怒焉
'bu'cang'shi'fei'mei'e 不藏是非美恶
'bu'ceng'fu'gui'bu'ceng'qiong 不曾富贵不曾穷
'bu'che'jiang'shi 不撤姜食
'bu'cheng'gu'zhuo 不成孤酌
'bu'cheng'qi'shen'yi 不诚其身矣
'bu'cheng'ren'zhi'e 不成人之恶
'bu'cheng'ren'zong'yao'feng'hou 不成人总要封侯
'bu'cheng'zhen'ge'bu'si'jia 不成真个不思家
'bu'chi'xia'wen 不耻下问
'bu'chi'xiang'shi 不耻相师
'bu'chi'yu'fu'mu 不翅于父母
'bu'chong'sheng'nan'chong'sheng'nv 不重生男重生女
'bu'chu'dong'zhai'du 步出东斋读
'bu'chu'hu'hai'ren 不出乎害人
'bu'chu'san'ri 不出三日
'bu'chuan'yu'xian'er'chuan'yu'zi 不传於贤而传於子
'bu'chun'yu'de 不纯于德
'bu'ci'bian'chang'yang'chun 不辞遍唱阳春
'bu'ci'bing'xue'wei'qing're 不辞冰雪为卿热
'bu'ci'chang'zuo'ling'nan'ren 不辞长作岭南人
'bu'ci'jing'li'zhu'yan'shou 不辞镜里朱颜瘦
'bu'ci'xiao'guan 不辞小官
'bu'da'yu'tian'zi 不达於天子
'bu'dai'fu'mu'zhi'ming 不待父母之命
'bu'dan'rong'hui'yu 不但融汇于
'bu'dang'shi'ming'er'da'qiong'hu'tian'xia 不当时命而大穷乎天下
'bu'dao'chun'jiang'mu 不道春将暮
'bu'dao'gong'ming'zui'er 不道功名蕞尔
'bu'dao'ren'jian'you'you'wei'zhao'hun 不道人间犹有未招魂
'bu'dao'yin'er'shou 不道引而寿
'bu'dao'zao'yi 不道早已
'bu'dao'zhi'dao 不道之道
'bu'de'bian'xiang'xu 不得便相许
'bu'de'dao'liao'xi 不得到辽西
'bu'de'er'fei'shang'zhe 不得而非上者
'bu'de'fu'shi 不得复使
'bu'de'gu'cai'wei 不得顾采薇
'bu'de'hu'qin 不得乎亲
'bu'de'mian'yan 不得免焉
'bu'de'qi'jiang 不得其酱
'bu'de'qi'lei'yan'er 不得其类焉尔
'bu'de'qi'men'er'ru 不得其门而入
'bu'de'qi'si'ran 不得其死然
'bu'de'qi'yan'ze'qu 不得其言则去
'bu'de'qi'zhi'ze'qu 不得其职则去
'bu'de'qian'yi'du'yin'fang'cun 不得前矣独饮方村
'bu'de'shou'gu'rou 不得收骨肉
'bu'de'shou'yu'qi'jia 不得受於其家
'bu'de'tong'qi'dao 不得通其道
'bu'de'wu'xin 不得吾心
'bu'de'yi'er'hou'qi 不得已而后起
'bu'de'yi'er'yong'zhi 不得已而用之
'bu'de'yi'er'zhi'jing'chou'shi'su'yan 不得已而之景丑氏宿焉
'bu'de'yi'yang'qi'fu'mu 不得以养其父母
'bu'de'yi'ye 不得已也
'bu'de'yi'yu'shi'ye 不得已于事也
'bu'de'yi'zhi'lei 不得已之类
'bu'de'yu'jun'ze're'zhong 不得於君则热中
'bu'de'yu'xin 不得於心
'bu'de'yu'yan 不得於言
'bu'de'yu'zhi'yan 不得与之言
'bu'de'ze'huo 不得则惑
'bu'de'zhi'du'xing'qi'dao 不得志独行其道
'bu'de'zhong'hang'er'yu'zhi 不得中行而与之
'bu'de'zui'yu'ju'shi 不得罪於巨室
'bu'dong'xin'you'dao'hu 不动心有道乎
'bu'duo'bu'yan 不夺不餍
'bu'duo'ci'rang 不多辞让
'bu'duo'pi'yi 不多辟异
'bu'duo'ren'en 不多仁恩
'bu'duo'shi'hu'li 不多食乎力
'bu'fa'er'min'wei 不罚而民畏
'bu'fang'gao'wo 不妨高卧
'bu'fang'sui'hua'qu 不放岁华去
'bu'fei'bu'fa 不悱不发
'bu'fei'jiang'he'wan'gu'liu 不废江河万古流
'bu'fei'qiong'min 不废穷民
'bu'fen'bu'qi 不愤不启
'bu'feng'qi'zi 不冯其子
'bu'fu'chun'meng 不负春盟
'bu'fu'ting'zhe 不复挺者
'bu'fu'xin'qin 不负辛勤
'bu'fu'zhuang'er'qi'hui'xi 不抚壮而弃秽兮
'bu'gan'bu'gao'ye 不敢不告也
'bu'gan'chang'yu'lin'jiao'qu 不敢长语临交衢
'bu'gan'feng'yue 不干风月
'bu'gan'guo'lin'tao 不敢过临洮
'bu'gan'he'ye 不敢何也
'bu'gan'huai'fei'yu'qiao'zhuo 不敢怀非誉巧拙
'bu'gan'jian'yu'zhu'hou 不敢见於诸侯
'bu'gan'qing'er 不敢请耳
'bu'gan'qu'zhi 不敢去之
'bu'gan'shi'yi'luan 不敢食一脔
'bu'gan'tan'feng'chen 不敢叹风尘
'bu'gan'wei'tian'xia'xian 不敢为天下先
'bu'gan'wen'lai'ren 不敢问来人
'bu'gan'yan'er'gan'nu 不敢言而敢怒
'bu'gan'yi'chen'yu'wang'qian 不敢以陈於王前
'bu'gan'yi'ji 不敢以祭
'bu'gan'yi'quan'wu'yu'zhi 不敢以全物与之
'bu'gan'yi'sheng'wu'yu'zhi 不敢以生物与之
'bu'gan'yi'xian'xian 不敢倚先贤
'bu'gan'yin'shi 不敢饮食
'bu'gan'yin'yi'bei 不敢饮一杯
'bu'gan'yong'ye 不敢用也
'bu'gao'yu'wang 不告於王
'bu'gao'ze'bu'zhi'qi'ai'ren'ye 不告则不知其爱人也
'bu'gao'ze'bu'zhi'qi'mei'yu'ren'ye 不告则不知其美于人也
'bu'ge'jiang'shui 不隔江水
'bu'gu'fu'mu'zhi'yang 不顾父母之养
'bu'gu'ru'ye 不顾汝也
'bu'guan'qing'han'yu'pan'zhai 不管清寒与攀摘
'bu'guan'ren'chou'du'zi'yuan 不管人愁独自圆
'bu'guan'ying'ying 不管盈盈
'bu'gui'nan'de'zhi'huo 不贵难得之货
'bu'gui'qi'shi 不贵其师
'bu'gui'yang'ze'gui'mo 不归杨则归墨
'bu'guo'er'shi'li'er 不过二十里耳
'bu'guo'man'fu 不过满腹
'bu'guo'shu'jin 不过数金
'bu'guo'shu'ren'er'xia 不过数仞而下
'bu'guo'yi'zhi 不过一枝
'bu'hao'fan'shang'er'hao'zuo'luan'zhe 不好犯上而好作乱者
'bu'hen'ci'hua'fei'jin 不恨此花飞尽
'bu'hen'gu'ren'wu'bu'jian 不恨古人吾不见
'bu'hen'tian'ya'xing'yi'ku 不恨天涯行役苦
'bu'heng'qi'de 不恒其德
'bu'hu'yu'ren 不忽于人
'bu'huan'gua'er'huan'bu'jun 不患寡而患不均
'bu'huan'mo'ji'zhi 不患莫己知
'bu'huan'pin'er'huan'bu'an 不患贫而患不安
'bu'huan'ren'zhi'bu'ji'zhi 不患人之不己知
'bu'huan'wu'wei 不患无位
'bu'hui'de'qing'qing'ru'ci 不会得青青如此
'bu'hui'er'bu'ye 布挥而不曳
