'an'jian'bu'men 安监部门
'xian'ji'yi'shang'di'fang'ge'ji'ren'min'zheng'fu'ying'dang'zu'zhi'you'guan'bu'men 县级以上地方各级人民政府应当组织有关部门
'xian'ji'yi'shang'di'fang'ge'ji'ren'min'zheng'fu'you'guan'bu'men'zai'ge'zi'de'zhi'ze'fan'wei'nei'dui'you'guan'de'an'quan'sheng'chan'gong'zuo'shi'shi'jian'du'guan'li 县级以上地方各级人民政府有关部门在各自的职责范围内对有关的安全生产工作实施监督管理
'xian'ji'yi'shang'ge'ji'ren'min'zheng'fu'ji'qi'you'guan'bu'men 县级以上各级人民政府及其有关部门
'xian'ji'yi'shang'ren'min'zheng'fu 县级以上人民政府
'xian'ji'yi'shang'ren'min'zheng'fu'an'quan'sheng'chan'jian'du'guan'li'bu'men 县级以上人民政府安全生产监督管理部门
'xian'qi'gai'zheng 限期改正
'xian'yu'gong'bu'shi'xing 现予公布施行
'xiang'cong'ye'ren'yuan'ru'shi'gao'zhi'zuo'ye'chang'suo'he'gong'zuo'gang'wei'cun'zai'de'wei'xian'yin'su'fang'fan'cuo'shi'yi'ji'shi'gu'ying'ji'cuo'shi 向从业人员如实告知作业场所和工作岗位存在的危险因素防范措施以及事故应急措施
'xiang'mu 项目
'xiang'she'hui'gong'bu 向社会公布
'xiang'shi'gu'fa'sheng'di'xian'ji'yi'shang'ren'min'zheng'fu'an'quan'sheng'chan'jian'du'guan'li'bu'men 向事故发生地县级以上人民政府安全生产监督管理部门
'xiang'ying'zi'zhi 相应资质
'xiang'ying'zi'zhi'dan'wei'huo'zhe'ge'ren 相应资质单位或者个人
'xiang'you'guan'dan'wei'he'ren'yuan'liao'jie'qing'kuang 向有关单位和人员了解情况
'xiao'fang'an'quan 消防安全
'xiao'hui 销毁
'xiao'hui'you'guan'zheng'ju'zi'liao 销毁有关证据资料
'xiao'neng 效能
'xin'gong'yi'xin'ji'shu'xin'cai'liao'xin'she'bei 新工艺新技术新材料新设备
'xin'jian'gai'jian'kuo'jian'gong'cheng'xiang'mu 新建改建扩建工程项目
'xin'wen'chu'ban 新闻出版
'xin'wen'chu'ban'guang'bo'dian'ying'dian'shi'deng'dan'wei'you'jin'xing'an'quan'sheng'chan'xuan'chuan'jiao'yu'de'yi'wu 新闻出版广播电影电视等单位有进行安全生产宣传教育的义务
'xing'cheng'ji'lu'bei'cha 形成记录备查
'xing'cheng'shu'mian'cai'liao 形成书面材料
'xing'fa 刑罚
'xing'fa'zhi'xing'wan'bi 刑罚执行完毕
'xing'shi'chu'fa 刑事处罚
'xing'shi'ze'ren 刑事责任
'xing'shi'zhi'quan 行使职权
'xing'zheng'bu'men'de'ze'ren 行政部门的责任
'xing'zheng'chu'fa 行政处罚
'xing'zheng'chu'fa'de'zhong'lei'fu'du 行政处罚的种类幅度
'xing'zheng'chu'fa'jue'ding 行政处罚决定
'xing'zheng'chu'fen 行政处分
'xing'zheng'fa'gui 行政法规
'xing'zheng'fa'gui'gui'ding'de'quan'xian'he'cheng'xu 行政法规规定的权限和程序
'xing'zheng'qu'yu 行政区域
'xu'jia'zheng'ming 虚假证明
'xu'ke 许可
'xu'yao'luo'shi'zheng'gai'cuo'shi'de'bao'jing'you'guan'fu'ze'ren'qian'zi'bing'du'cu'luo'shi 需要落实整改措施的报经有关负责人签字并督促落实
'xun'su'cai'qu'you'xiao'cuo'shi 迅速采取有效措施
'xun'su'zhui'bu'gui'an 迅速追捕归案
'yan'chang'de'shi'jian'zui'chang'bu'chao'guo'san'shi'ri 延长的时间最长不超过三十日
'yan'chang'qi'xian 延长期限
'yan'ge'jian'cha 严格检查
'yan'ge'lv'xing'zhi'ze 严格履行职责
'yan'ge'zhi'xing 严格执行
'yan'ge'zun'shou 严格遵守
'yan'shou 验收
'yan'shou'bu'men'ji'qi'yan'shou'ren'yuan'dui'yan'shou'jie'guo'fu'ze 验收部门及其验收人员对验收结果负责
'yan'shou'he'ge 验收合格
'yan'shou'he'ge'hou'fang'ke'tou'ru'sheng'chan'he'shi'yong 验收合格后方可投入生产和使用
'yan'shou'tong'guo 验收通过
'yao'qing 邀请
'yao'qiu'bei'shen'cha'yan'shou'de'dan'wei'gou'mai'qi'zhi'ding'de'an'quan'she'bei'qi'cai'huo'zhe'qi'ta'chan'pin'de 要求被审查验收的单位购买其指定的安全设备器材或者其他产品的
'yao'qiu'jiu'zheng 要求纠正
'yao'qiu'xian'qi'gai'zheng 要求限期改正
'yao'qiu'zhui'jiu'you'guan'ren'yuan'de'ze'ren 要求追究有关人员的责任
'ye'ke'yi'shou'quan'huo'zhe'wei'tuo'you'guan'bu'men'zu'zhi'shi'gu'diao'cha'zu'jin'xing'diao'cha 也可以授权或者委托有关部门组织事故调查组进行调查
'ye'wu'mi'mi 业务秘密
'yi'ban'shi'gu 一般事故
'yi'ban'shi'gu'shang'bao'zhi'she'qu'de'shi'ji'ren'min'zheng'fu'an'quan'sheng'chan'jian'du'guan'li'bu'men 一般事故上报至设区的市级人民政府安全生产监督管理部门
'yi'fa'cai'qu'zhi'xing'cuo'shi 依法采取执行措施
'yi'fa'can'jia 依法参加
'yi'fa'che'xiao 依法撤销
'yi'fa'cheng'dan'pei'chang'ze'ren 依法承担赔偿责任
'yi'fa'cheng'dan'ze'ren 依法承担责任
'yi'fa'diao'cha'chu'li 依法调查处理
'yi'fa'diao'xiao 依法吊销
'yi'fa'dui'sheng'chan'jing'ying'dan'wei'zhi'xing'you'guan'an'quan'sheng'chan'de'fa'lv'fa'gui 依法对生产经营单位执行有关安全生产的法律法规
'yi'fa'gei'yu'xing'zheng'chu'fen 依法给予行政处分
'yi'fa'ji'yu'chu'fen 依法给予处分
'yi'fa'li'an'zhen'cha 依法立案侦查
'yi'fa'lv'xing'jian'du'jian'cha'zhi'ze 依法履行监督检查职责
'yi'fa'lv'xing'jian'du'jian'cha'zhi'ze'ying'dang'yu'yi'pei'he'bu'de'ju'jue'zu'nao 依法履行监督检查职责应当予以配合不得拒绝阻挠
'yi'fa'pi'zhun 依法批准
'yi'fa'qiang'zhi'zhi'xing 依法强制执行
'yi'fa'qu'de'pi'zhun 依法取得批准
'yi'fa'shi'shi'de'jian'du'guan'li 依法实施的监督管理
'yi'fa'xiang'you'gong'shang'she'hui'bao'xian 依法享有工伤社会保险
'yi'fa'ying'dang'bao'mi 依法应当保密
'yi'fa'ying'dang'bao'mi'de'chu'wai 依法应当保密的除外
'yi'fa'yu'yi'chu'li 依法予以处理
'yi'fa'yu'yi'zhui'jiu 依法予以追究
'yi'fa'zan'kou'diao'xiao'qi'xiang'guan'ren'yuan'de'zhi'ye'zi'ge 依法暂扣吊销其相关人员的执业资格
'yi'fa'zan'kou'huo'zhe'diao'xiao'qi'you'guan'zheng'zhao 依法暂扣或者吊销其有关证照
'yi'fa'zan'ting 依法暂停
'yi'fa'zan'ting'huo'zhe'che'xiao'qi'yu'an'quan'sheng'chan'you'guan'de'zhi'ye'zi'ge'gang'wei'zheng'shu 依法暂停或者撤销其与安全生产有关的执业资格岗位证书
'yi'fa'zhui'jiu 依法追究
'yi'fa'zhui'jiu'shi'gu'ze'ren'zhe'de'ze'ren 依法追究事故责任者的责任
'yi'fa'zhui'jiu'xing'shi'ze'ren 依法追究刑事责任
'yi'fa'zuo'chu'chu'li'jue'ding 依法作出处理决定
'yi'ji'yi'fa'wei'cong'ye'ren'yuan'ban'li'gong'shang'she'hui'bao'xian'de'shi'xiang 以及依法为从业人员办理工伤社会保险的事项
'yi'jiao'si'fa'ji'guan'chu'li 移交司法机关处理
'yi'jing'cai'qu'de'cuo'shi 已经采取的措施
'yi'jiu'jiu'yi'nian'shi'er'yue'er'shi'er'ri'gong'bu'de'qi'ye'zhi'gong'shang'wang'shi'gu'bao'gao'he'chu'li'gui'ding 一九九一年十二月二十二日公布的企业职工伤亡事故报告和处理规定
'yi'nian'nian'shou'ru 一年年收入
'yi'qian'wan'wan'yuan'yi'shang'wu'qian'wan'wan'yuan'yi'xia'zhi'jie'jing'ji'sun'shi'de'shi'gu 一千万万元以上五千万万元以下直接经济损失的事故
'yi'qian'wan'wan'yuan'yi'xia'zhi'jie'jing'ji'sun'shi'de'shi'gu 一千万万元以下直接经济损失的事故
'yi'ran'yi'bao'wu'pin 易燃易爆物品
'yi'xia'deng'ji 以下等级
'yi'xiao'shi'nei 一小时内
'yi'zhao'ben'fa 依照本法
'yi'zhao'ben'fa'di'qi'shi'qi'tiao'de'gui'ding'zhui'jiu'fa'lv'ze'ren 依照本法第七十七条的规定追究法律责任
'yi'zhao'ben'fa'he'qi'ta'you'guan'fa'lv'xing'zheng'fa'gui'de'gui'ding'zuo'chu'xing'zheng'chu'fa'jue'ding 依照本法和其他有关法律行政法规的规定作出行政处罚决定
'yi'zhao'ben'tiao'li'de'you'guan'gui'ding'zhi'xing 依照本条例的有关规定执行
'yi'zhao'ben'tiao'li'gui'ding 依照本条例规定
'yi'zhao'ben'tiao'li'gui'ding'ying'dang'you'shang'ji'ren'min'zheng'fu'fu'ze'diao'cha'de 依照本条例规定应当由上级人民政府负责调查的
'yi'zhao'cheng'xu'jin'xing'shen'cha 依照程序进行审查
'yi'zhao'fa'lv 依照法律
'yi'zhao'fa'lv'xing'zheng'fa'gui'gui'ding'de'quan'xian'he'cheng'xu 依照法律行政法规规定的权限和程序
'yi'zhao'gui'ding'shang'bao'shi'gu'qing'kuang 依照规定上报事故情况
'yi'zhao'qi'gui'ding 依照其规定
'yi'zhao'qian'kuan'gui'ding'chu'fa 依照前款规定处罚
'yi'zhao'qian'kuan'gui'ding'shang'bao'shi'gu'qing'kuang 依照前款规定上报事故情况
'yi'zhao'xing'fa'you'guan'gui'ding 依照刑法有关规定
'yi'zhao'xing'fa'you'guan'gui'ding'zhui'jiu'xing'shi'ze'ren 依照刑法有关规定追究刑事责任
'yi'zhao'xing'zheng'jian'cha'fa'de'gui'ding 依照行政监察法的规定
'yi'zhao'you'guan'fa'lv'fa'gui'de'gui'ding 依照有关法律法规的规定
'yi'zhao'you'guan'gui'ding'zhi'xing 依照有关规定执行
'yi'zhao'you'guan'gui'zhang'zhi'du'ji'yu'chu'fen 依照有关规章制度给予处分
'yi'zhao'you'guan'min'shi'fa'lv 依照有关民事法律
'yi'zhao'you'guan'min'shi'fa'lv'shang'you'huo'de'pei'chang'de'quan'li'de'you'quan'xiang'ben'dan'wei'ti'chu'pei'chang'yao'qiu 依照有关民事法律尚有获得赔偿的权利的有权向本单位提出赔偿要求
'yin'man'bu'bao 隐瞒不报
'yin'ni 隐匿
'yin'qiang'jiu'ren'yuan'fang'zhi'shi'gu'kuo'da'yi'ji'shu'tong'jiao'tong'deng'yuan'yin'xu'yao'yi'dong'shi'gu'xian'chang'wu'jian'de 因抢救人员防止事故扩大以及疏通交通等原因需要移动事故现场物件的
'yin'sheng'chan'an'quan'shi'gu'shou'dao'sun'hai'de'cong'ye'ren'yuan 因生产安全事故受到损害的从业人员
'yin'sheng'chan'an'quan'shi'gu'shou'dao'sun'hai'de'cong'ye'ren'yuan'yi'fa'xiang'you'gong'shang'she'hui'bao'xian'wai 因生产安全事故受到损害的从业人员依法享有工伤社会保险外
'yin'shi'gu'shang'wang'ren'shu'bian'hua 因事故伤亡人数变化
'ying'dang'an'pai 应当安排
'ying'dang'an'pai'yong'yu'pei'bei'lao'dong'fang'hu'yong'pin'jin'xing'an'quan'sheng'chan'pei'xun'de'jing'fei 应当安排用于配备劳动防护用品进行安全生产培训的经费
'ying'dang'an'zhao 应当按照
'ying'dang'che'xiao'yuan'pi'zhun 应当撤销原批准
'ying'dang'ding'qi'tong'ji'fen'xi'ben'xing'zheng'qu'yu'nei'fa'sheng'sheng'chan'an'quan'shi'gu'de'qing'kuang'bing'ding'qi'xiang'she'hui'gong'bu 应当定期统计分析本行政区域内发生生产安全事故的情况并定期向社会公布
'ying'dang'dui'shi'gu'fa'sheng'dan'wei'luo'shi'fang'fan'he'zheng'gai'cuo'shi'de'qing'kuang'jin'xing'jian'du'jian'cha 应当对事故发生单位落实防范和整改措施的情况进行监督检查
'ying'dang'fu'ju 应当附具
'ying'dang'gui'dang'bao'cun 应当归档保存
'ying'dang'hu'xiang'pei'he'ti'gao'shi'gu'diao'cha'chu'li'gong'zuo'de'xiao'lv 应当互相配合提高事故调查处理工作的效率
'ying'dang'ji'lu'zai'an 应当记录在案
'ying'dang'ji'shi'bao'gao 应当及时报告
'ying'dang'ji'shi'chu'li 应当及时处理
'ying'dang'ji'shi'yi'song'qi'ta'you'guan'bu'men'bing'xing'cheng'ji'lu'bei'cha 应当及时移送其他有关部门并形成记录备查
'ying'dang'ji'xu'lv'xing'pei'chang'yi'wu 应当继续履行赔偿义务
'ying'dang'jian'li'ying'ji'jiu'yuan'zu'zhi 应当建立应急救援组织
'ying'dang'ju'bei'guo'jia'gui'ding'de'zi'zhi'tiao'jian 应当具备国家规定的资质条件
'ying'dang'ju'you 应当具有
'ying'dang'li'ji'an'zhao'guo'jia'you'guan'gui'ding'shang'bao'shi'gu'qing'kuang 应当立即按照国家有关规定上报事故情况
'ying'dang'li'ji'bao'gao 应当立即报告
'ying'dang'li'ji'bao'gao'guo'wu'yuan 应当立即报告国务院
'ying'dang'li'ji'chu'li 应当立即处理
'ying'dang'li'ji'gan'dao'shi'gu'xian'chang'zu'zhi'shi'gu'qiang'jiu 应当立即赶到事故现场组织事故抢救
'ying'dang'li'ji'xiang'xian'chang'an'quan'sheng'chan'guan'li'ren'yuan 应当立即向现场安全生产管理人员
'ying'dang'li'ji'xiang'xian'chang'an'quan'sheng'chan'guan'li'ren'yuan'huo'zhe'ben'dan'wei'fu'ze'ren'bao'gao 应当立即向现场安全生产管理人员或者本单位负责人报告
'ying'dang'li'ji'yu'yi'qu'di 应当立即予以取缔
'ying'dang'li'ji'zu'zhi'qiang'jiu 应当立即组织抢救
'ying'dang'pei'bei 应当配备
'ying'dang'pei'bei'bi'yao'de'ying'ji'jiu'yuan'qi'cai'she'bei 应当配备必要的应急救援器材设备
'ying'dang'qian'ding'an'quan'sheng'chan'guan'li'xie'yi 应当签订安全生产管理协议
'ying'dang'she'you'fu'he'jin'ji'shu'san'yao'qiu'biao'zhi'ming'xian'bao'chi'chang'tong'de'chu'kou 应当设有符合紧急疏散要求标志明显保持畅通的出口
'ying'dang'tong'shi'bao'gao'ben'ji'ren'min'zheng'fu 应当同时报告本级人民政府
'ying'dang'wei'qi'bao'mi 应当为其保密
'ying'dang'wei'tuo 应当委托
'ying'dang'xiang'dang'di'ren'min'zheng'fu'huo'zhe'you'guan'bu'men'bao'gao 应当向当地人民政府或者有关部门报告
'ying'dang'xing'cheng'shu'mian'cai'liao 应当形成书面材料
'ying'dang'xun'su'cai'qu'you'xiao'cuo'shi'zu'zhi'qiang'jiu'fang'zhi'shi'gu'kuo'da'jian'shao'ren'yuan'shang'wang'he'cai'chan'sun'shi 应当迅速采取有效措施组织抢救防止事故扩大减少人员伤亡和财产损失
'ying'dang'yi'fa'lv'xing'an'quan'sheng'chan'fang'mian'de'yi'wu 应当依法履行安全生产方面的义务
'ying'dang'yi'zhao'ben'tiao'li'de'gui'ding 应当依照本条例的规定
'ying'dang'yi'zhao'xia'lie'gui'ding'shang'bao'shi'gu'qing'kuang 应当依照下列规定上报事故情况
'ying'dang'you'shang'ji'ren'min'zheng'fu'fu'ze'diao'cha 应当由上级人民政府负责调查
'ying'dang'yu'cheng'bao'dan'wei'cheng'zu'dan'wei'qian'ding'zhuan'men'de'an'quan'sheng'chan'guan'li'xie'yi 应当与承包单位承租单位签订专门的安全生产管理协议
'ying'dang'yu'yi'pei'he 应当予以配合
'ying'dang'yu'yuan'gong'su'she'bao'chi'an'quan'ju'li 应当与员工宿舍保持安全距离
'ying'dang'zai'ming 应当载明
'ying'dang'zai'ming'you'guan'bao'zhang'cong'ye'ren'yuan'lao'dong'an'quan'fang'zhi'zhi'ye'wei'hai'de'shi'xiang 应当载明有关保障从业人员劳动安全防止职业危害的事项
'ying'dang'ze'ling'cong'wei'xian'qu'yu'nei'che'chu'zuo'ye'ren'yuan 应当责令从危险区域内撤出作业人员
'ying'dang'zhi'chi'pei'he'shang'ji'ren'min'zheng'fu'huo'zhe'you'guan'bu'men'de'shi'gu'diao'cha'chu'li'gong'zuo 应当支持配合上级人民政府或者有关部门的事故调查处理工作
'ying'dang'zi'shou'dao'shi'gu'diao'cha'bao'gao'zhi'ri'qi'shi'wu'ri'nei'zuo'chu'pi'fu 应当自收到事故调查报告之日起十五日内做出批复
'ying'dang'zuo'chu'biao'zhi'hui'zhi'xian'chang'jian'tu'bing'zuo'chu'shu'mian'ji'lu 应当做出标志绘制现场简图并做出书面记录
'ying'ji'chu'li'neng'li 应急处理能力
'ying'ji'jiu'yuan 应急救援
'ying'ji'jiu'yuan'qi'cai'she'bei 应急救援器材设备
'ying'ji'jiu'yuan'ren'yuan 应急救援人员
'ying'ji'jiu'yuan'ti'xi 应急救援体系
'ying'ji'jiu'yuan'yu'an 应急救援预案
'ying'ji'jiu'yuan'zu'zhi 应急救援组织
'yong'yu'pei'bei'lao'dong'fang'hu'yong'pin 用于配备劳动防护用品
'yong'yu'sheng'chan'chu'cun'wei'xian'wu'pin'de'jian'she'xiang'mu 用于生产储存危险物品的建设项目
'you'dui'wei'fan'an'quan'sheng'chan'fa'lv'fa'gui'de'xing'wei'jin'xing'yu'lun'jian'du'de'quan'li 有对违反安全生产法律法规的行为进行舆论监督的权利
'you'gen'ju'ren'wei 有根据认为
'you'gong'an'ji'guan'yi'fa'gei'yu'zhi'an'guan'li'chu'fa 由公安机关依法给予治安管理处罚
'you'gong'ren'yuan 有功人员
'you'guan'an'quan'sheng'chan'de'fa'lv'fa'gui 有关安全生产的法律法规
'you'guan'bu'men 有关部门
'you'guan'bu'men'ying'dang'yi'fa'diao'xiao'qi'you'guan'zheng'zhao 有关部门应当依法吊销其有关证照
'you'guan'cai'liao 有关材料
'you'guan'dan'wei'he'ge'ren'bu'de'ju'jue 有关单位和个人不得拒绝
'you'guan'di'fang'ren'min'zheng'fu 有关地方人民政府
'you'guan'di'fang'ren'min'zheng'fu'he'fu'you'an'quan'sheng'chan'jian'du'guan'li'zhi'ze'de'bu'men'de'fu'ze'ren 有关地方人民政府和负有安全生产监督管理职责的部门的负责人
'you'guan'di'fang'ren'min'zheng'fu'huo'zhe'you'guan'bu'men 有关地方人民政府或者有关部门
'you'guan'di'fang'zheng'fu'an'jian'bu'men'he'fu'you'an'jian'zhi'ze'de'you'guan'bu'men'you'xia'lie'xing'wei'zhi'yi'de 有关地方政府安监部门和负有安监职责的有关部门有下列行为之一的
'you'guan'fa'lv'xing'zheng'fa'gui'dui'xing'zheng'chu'fa'de'jue'ding'ji'guan'ling'you'gui'ding'de'yi'zhao'qi'gui'ding 有关法律行政法规对行政处罚的决定机关另有规定的依照其规定
'you'guan'fa'lv'xing'zheng'fa'gui'huo'zhe'guo'wu'yuan'ling'you'gui'ding'de'yi'zhao'qi'gui'ding 有关法律行政法规或者国务院另有规定的依照其规定
'you'guan'fu'ze'ren 有关负责人
'you'guan'huo'dong 有关活动
'you'guan'ji'guan 有关机关
'you'guan'ji'guan'ying'dang'an'zhao'ren'min'zheng'fu'de'pi'fu 有关机关应当按照人民政府的批复
'you'guan'qing'kuang 有关情况
'you'guan'ren'yuan 有关人员
'you'guan'she'shi'she'bei'shang 有关设施设备上
'you'guan'shi'gu'xin'xi 有关事故信息
'you'guan'zheng'ju'cai'liao 有关证据材料
'you'guan'zheng'zhao 有关证照
'you'jian'cha'ji'guan'dui'you'guan'ze'ren'ren'yuan'yi'fa'ji'yu'chu'fen 由监察机关对有关责任人员依法给予处分
'you'qi'shang'ji'ji'guan'huo'zhe'jian'cha'ji'guan'ze'ling'gai'zheng 由其上级机关或者监察机关责令改正
'you'qian'kuan'wei'fa'xing'wei'de 有前款违法行为的
'you'quan'dui'ben'dan'wei'an'quan'sheng'chan'gong'zuo'zhong'cun'zai'de'wen'ti'ti'chu'pi'ping'jian'ju'kong'gao 有权对本单位安全生产工作中存在的问题提出批评检举控告
'you'quan'dui'ben'dan'wei'de'an'quan'sheng'chan'gong'zuo'ti'chu'jian'yi 有权对本单位的安全生产工作提出建议
'you'quan'ju'jue'wei'zhang'zhi'hui 有权拒绝违章指挥
'you'quan'ju'jue'wei'zhang'zhi'hui'he'qiang'ling'mao'xian'zuo'ye 有权拒绝违章指挥和强令冒险作业
'you'quan'liao'jie 有权了解
'you'quan'ti'chu'jie'jue'de'jian'yi 有权提出解决的建议
'you'quan'ting'zhi'zuo'ye'huo'zhe'zai'cai'qu'ke'neng'de'ying'ji'cuo'shi'hou'che'li'zuo'ye'chang'suo 有权停止作业或者在采取可能的应急措施后撤离作业场所
'you'quan'xiang'ben'dan'wei'ti'chu'pei'chang'yao'qiu 有权向本单位提出赔偿要求
'you'quan'yao'qiu'jiu'zheng 有权要求纠正
'you'sheng'chan'jing'ying'dan'wei'gei'yu'pi'ping'jiao'yu 由生产经营单位给予批评教育
'you'shi'gu'fa'sheng'di'ren'min'zheng'fu'fu'ze'diao'cha 由事故发生地人民政府负责调查
'you'xia'lie'xing'wei'zhi'yi'de 有下列行为之一的
'you'xiao'de'jian'du'zhi'fa'zheng'jian 有效的监督执法证件
'you'xiao'shi'shi 有效实施
'you'you'guan'bu'men'yi'fa'zan'kou'huo'zhe'diao'xiao'qi'you'guan'zheng'zhao'ji'qi'xiang'guan'ren'yuan'de'zhi'ye'zi'ge 由有关部门依法暂扣或者吊销其有关证照及其相关人员的执业资格
'you'zhuan'ye'sheng'chan'dan'wei'sheng'chan 由专业生产单位生产
'yu'an'quan'sheng'chan'you'guan'de'zhi'ye'zi'ge'gang'wei'zheng'shu 与安全生产有关的执业资格岗位证书
'yu'cheng'bao'fang'cheng'zu'fang'cheng'dan'lian'dai'pei'chang'ze'ren 与承包方承租方承担连带赔偿责任
'yu'lun'jian'du 舆论监督
'yu'qi'wei'gai'zheng 逾期未改正
'yu'qi'wei'gai'zheng'de 逾期未改正的
'yu'qi'wei'gai'zheng'de'ze'ling'sheng'chan'jing'ying'dan'wei'ting'chan'ting'ye'zheng'dun 逾期未改正的责令生产经营单位停产停业整顿
'yu'qi'wei'gai'zheng'de'ze'ling'ting'chan'ting'ye'zheng'dun 逾期未改正的责令停产停业整顿
'yu'qi'wei'gai'zheng'de'ze'ling'ting'zhi'jian'she'huo'zhe'ting'chan'ting'ye'zheng'dun 逾期未改正的责令停止建设或者停产停业整顿
'yu'yi'bao'zheng 予以保证
'yu'yi'cha'feng 予以查封
'yu'yi'guan'bi 予以关闭
'yu'yi'guan'bi'de'xing'zheng'chu'fa'you'fu'ze'an'quan'sheng'chan'jian'du'guan'li'de'bu'men 予以关闭的行政处罚由负责安全生产监督管理的部门
'yu'yi'pi'zhun'yan'shou'tong'guo 予以批准验收通过
'yu'yuan'gong'su'she'de'ju'li'bu'fu'he'an'quan'yao'qiu 与员工宿舍的距离不符合安全要求
'yu'yuan'gong'su'she'zai'tong'yi'zuo'jian'zhu'nei 与员工宿舍在同一座建筑内
'yuan'gong'su'she 员工宿舍
'yuan'gong'su'she'chu'kou 员工宿舍出口
'yuan'ze 原则
'yue'ji'shang'bao 越级上报
'yun'shu'gong'ju 运输工具
'zai'ci'fa'sheng 再次发生
'zai'dui'an'quan'sheng'chan'shi'xiang'de'shen'cha'yan'shou'zhong'shou'qu'fei'yong'de 在对安全生产事项的审查验收中收取费用的
'zai'jin'ji'qing'kuang'xia'ting'zhi'zuo'ye'huo'zhe'cai'qu'jin'ji'che'li'cuo'shi 在紧急情况下停止作业或者采取紧急撤离措施
'zai'shi'gu'diao'cha'chu'li'qi'jian 在事故调查处理期间
'zai'shi'gu'diao'cha'chu'li'qi'jian'shan'li'zhi'shou'de 在事故调查处理期间擅离职守的
'zai'shi'gu'diao'cha'zhong'zuo'wei'zheng'huo'zhe'zhi'shi'ta'ren'zuo'wei'zheng'de 在事故调查中作伪证或者指使他人作伪证的
'zai'tong'yi'zuo'jian'zhu'nei 在同一座建筑内
'zai'tong'yi'zuo'ye'qu'yu'nei 在同一作业区域内
'zai'tong'yi'zuo'ye'qu'yu'nei'jin'xing'ke'neng'wei'ji'dui'fang'an'quan'sheng'chan'de'sheng'chan'jing'ying'huo'dong 在同一作业区域内进行可能危及对方安全生产的生产经营活动
'zan'kou 暂扣
'zan'xing'gui'ding 暂行规定
'zao'cheng'ren'shen'shang'wang'zhi'jie'jing'ji'sun'shi'de 造成人身伤亡直接经济损失的
'zao'cheng'ren'yuan'shang'wang'he'zhi'jie'jing'ji'sun'shi 造成人员伤亡和直接经济损失
'zao'cheng'yan'zhong'hou'guo'gou'cheng'fan'zui'de'yi'zhao'xing'fa'you'guan'gui'ding'zhui'jiu'xing'shi'ze'ren 造成严重后果构成犯罪的依照刑法有关规定追究刑事责任
'zao'cheng'zhong'da'shi'gu 造成重大事故
'zao'cheng'zhong'da'shi'gu'gou'cheng'fan'zui'de'yi'zhao'xing'fa'you'guan'gui'ding'zhui'jiu'xing'shi'ze'ren 造成重大事故构成犯罪的依照刑法有关规定追究刑事责任
'ze'ling'cong'wei'xian'qu'yu'nei'che'chu'zuo'ye'ren'yuan 责令从危险区域内撤出作业人员
'ze'ling'gai'zheng 责令改正
'ze'ling'li'ji'pai'chu 责令立即排除
'ze'ling'sheng'chan'jing'ying'dan'wei'ting'chan'ting'ye'zheng'dun 责令生产经营单位停产停业整顿
'ze'ling'ting'chan'ting'ye'zheng'dun 责令停产停业整顿
'ze'ling'ting'zhi'jian'she 责令停止建设
'ze'ling'ting'zhi'wei'fa'xing'wei 责令停止违法行为
'ze'ling'ting'zhi'wei'fa'xing'wei'huo'zhe'yu'yi'guan'bi 责令停止违法行为或者予以关闭
'ze'ling'tui'huan 责令退还
'ze'ling'tui'huan'shou'qu'de'fei'yong 责令退还收取的费用
'ze'ling'xian'qi'gai'zheng 责令限期改正
'ze'ling'xian'qi'gai'zheng'mo'shou'wei'fa'suo'de 责令限期改正没收违法所得
'ze'ling'xian'qi'gai'zheng'ti'gong'bi'xu'de'zi'jin 责令限期改正提供必需的资金
'ze'ling'xian'qi'gai'zheng'yu'qi'wei'gai'zheng'de'ze'ling'ting'chan'ting'ye'zheng'dun 责令限期改正逾期未改正的责令停产停业整顿
'ze'ling'zan'shi'ting'chan'ting'ye 责令暂时停产停业
'ze'ling'zan'shi'ting'chan'ting'ye'huo'zhe'ting'zhi'shi'yong 责令暂时停产停业或者停止使用
'ze'ren'ren'ding 责任认定
'ze'ren'shi'gu 责任事故
'zeng'qiang'shi'gu'yu'fang 增强事故预防
'zhang'wo'ben'zhi'gong'zuo'suo'xu'de'an'quan'sheng'chan'zhi'shi 掌握本职工作所需的安全生产知识
'zhen'cha'cuo'shi 侦查措施
'zheng'chang'sheng'chan'jing'ying'huo'dong 正常生产经营活动
'zheng'chang'yun'zhuan 正常运转
'zheng'gai'cuo'shi 整改措施
'zheng'ju'cai'liao 证据材料
'zheng'que'pei'dai'shi'yong 正确佩戴使用
'zhi'an'guan'li'chu'fa 治安管理处罚
'zhi'ban'zhi'du 值班制度
'zhi'chi'du'cu'ge'you'guan'bu'men'yi'fa'lv'xing'an'quan'sheng'chan'jian'du'guan'li'zhi'ze 支持督促各有关部门依法履行安全生产监督管理职责
'zhi'chi'pei'he 支持配合
'zhi'chi'pei'he'shi'gu'qiang'jiu 支持配合事故抢救
'zhi'ding 指定
'zhi'ding'ben'xing'zheng'qu'yu'nei'te'da'sheng'chan'an'quan'shi'gu'ying'ji'jiu'yuan'yu'an 制定本行政区域内特大生产安全事故应急救援预案
'zhi'ding'jian'zhi'de'ying'ji'jiu'yuan'ren'yuan 指定兼职的应急救援人员
'zhi'ding'sheng'chan'xiao'shou'dan'wei 指定生产销售单位
