'a'bei'qi'nuo 阿贝奇诺
'ba'zheng'he'ji 八正合剂
'ba'zheng'jiao'nang 八正胶囊
'ba'zheng'ke'li 八正颗粒
'ba'zheng'pian 八正片
'bai'a'si'pi'ling 拜阿司匹灵
'bai'ai'jiao'nang 柏艾胶囊
'bai'ai'xi'ye 百艾洗液
'bai'an'xi'ye 百安洗液
'bai'ao 百奥
'bai'bai'kang'lao'ke'li 白百抗痨颗粒
'bai'bang'li'wei 百邦力威
'bai'bang'ti'ke 百帮替可
'bai'bei 佰备
'bai'bei'yi'fei'jiao'nang 百贝益肺胶囊
'bai'bian'dou 白扁豆
'bai'bian'dou'yuan'liao 白扁豆原料
'bai'bu 百部
'bai'bu'sha 白布沙
'bai'bu'wan 百部丸
'bai'bu'zeng'li'wan 百补增力丸
'bai'chang 百畅
'bai'ci'yi 百赐益
'bai'da'tu 佰达图
'bai'dai'jing'jiao'nang 白带净胶囊
'bai'dai'jing'wan 白带净丸
'bai'dai'pian 白带片
'bai'dai'wan 白带丸
'bai'de 百德
'bai'de'ping 拜德平
'bai'di 拜迪
'bai'dian'feng'jiao'nang 白癜风胶囊
'bai'dian'feng'pi'fu'yi'zhi'shu 白癜风皮肤移植术
'bai'dian'feng'wan 白癜风丸
'bai'dian'jing 白癜净
'bai'ding 百定
'bai'dou'kou 白豆蔻
'bai'dou'kou'hua 白豆蔻花
'bai'duo'bang 百多邦
'bai'duo'rui 柏多瑞
'bai'fan 白矾
'bai'fu'gan 百扶苷
'bai'fu'le 拜复乐
'bai'fu'li 百扶力
'bai'fu'pian 白附片
'bai'fu'qing 百扶青
'bai'fu'xin 百扶欣
'bai'guo 白果
'bai'guo'ren 白果仁
'bai'he 百合
'bai'he'gu'jin'ke'li 百合固金颗粒
'bai'he'gu'jin'kou'fu'ye 百合固金口服液
'bai'he'gu'jin'pian 百合固金片
'bai'he'gu'jin'wan 百合固金丸
'bai'hong 百宏
'bai'hong'you 百红优
'bai'hou'bang'zhuang'gan'jun'pei'yang'ji'jian'ding 白喉棒状杆菌培养及鉴定
'bai'hou'bang'zhuang'gan'jun'pei'yang'ji'jian'ding'yi'qi'fa 白喉棒状杆菌培养及鉴定仪器法
'bai'hu'jiao 白胡椒
'bai'hua'feng'bu'dong 白花风不动
'bai'hua'she'she'cao 白花蛇舌草
'bai'hua'she'she'cao'zhu'she'ye 白花蛇舌草注射液
'bai'hua'you 白花油
'bai'ji 白及
'bai'ji'ceng'liu'jie'jing'bing'fang'chuang'wei'fei 百级层流洁净病房床位费
'bai'ji'fen 白及粉
'bai'ji'fen 白芨粉
'bai'ji'jiao'jiang'ren'min 白及胶浆人民
'bai'ji'jiao'jiang'xie'he 白及胶浆协和
'bai'ji'ke'li 白及颗粒
'bai'ji'li 白蒺藜
'bai'jia'hei 白加黑
'bai'jiang'cao 败酱草
'bai'jiang'pian 败酱片
'bai'jie'xi'ji 柏洁洗剂
'bai'jie'yi 百杰依
'bai'jie'zi 白芥子
'bai'jun'kang 拜君康
'bai'ke'jing'ke'li 百咳静颗粒
'bai'ke'jing'ke'li'er'tong'xing 百咳静颗粒儿童型
'bai'ke'jing'ke'li'wu'tang'xing 百咳静颗粒无糖型
'bai'ke'jing'tang'jiang 百咳静糖浆
'bai'ke'kang'di 百科康迪
'bai'ke'li'kang 百科力康
'bai'ke'li'ping 百科力平
'bai'ke'luo'wei 百科洛维
'bai'ke'ning'ke'li 百咳宁颗粒
'bai'ke'qi 拜科奇
'bai'ke'sha 百科沙
'bai'kou'tiao'zhong'wan 白蔻调中丸
'bai'lang'lin 百朗林
'bai'le'mian'jiao'nang 百乐眠胶囊
'bai'li'te 百力特
'bai'li'wei'ke 柏力维可
'bai'li'xiao 白立消
'bai'lian 白蔹
'bai'ling 柏灵
'bai'ling'jiao'nang 白灵胶囊
'bai'ling'jiao'nang 百令胶囊
'bai'ling'pian 白灵片
'bai'ling'pian 百令片
'bai'lu'da 百路达
'bai'luo'lin 百洛林
'bai'ma'gu 白马骨
'bai'mai'ruan'gao 白脉软膏
'bai'mao'gen 白茅根
'bai'mao'teng 白毛藤
'bai'mei 白眉
'bai'mei'hua 白梅花
'bai'mi'da 百泌达
'bai'mo'shu 百沫舒
'bai'mo'ting 佰莫亭
'bai'mo'ting 百莫亭
'bai'na'li 柏纳力
'bai'nei'ting 白内停
'bai'nei'zhang'chao'sheng'ru'hua'zhai'chu'shu 白内障超声乳化摘除术
'bai'nei'zhang'jie'nang'xi'qu'shu 白内障截囊吸取术
'bai'nei'zhang'nang'mo'qie'chu'shu 白内障囊膜切除术
'bai'nei'zhang'nang'nei'zhai'chu'shu 白内障囊内摘除术
'bai'nei'zhang'nang'wai'zhai'chu'ren'gong'jing'ti'zhi'ru'shu 白内障囊外摘除人工晶体植入术
'bai'nei'zhang'nang'wai'zhai'chu'shu 白内障囊外摘除术
'bai'nei'zhang'qing'guang'yan'lian'he'shou'shu 白内障青光眼联合手术
'bai'nei'zhang'zhai'chu'lian'he'bo'li'ti'qie'ge'shu 白内障摘除联合玻璃体切割术
'bai'nei'zhang'zhen'bo'shu 白内障针拨术
'bai'nei'zhang'zhen'bo'tao'chu'shu 白内障针拨套出术
'bai'nei'zhang'zhen'bo'xi'chu'shu 白内障针拨吸出术
'bai'neng 百能
'bai'ni'duo 拜尼多
'bai'nian'le 百年乐
'bai'ning 百宁
'bai'nuo'te 柏诺特
'bai'peng 拜朋
'bai'ping 百平
'bai'pu'le 百普乐
'bai'pu'li 百普力
'bai'pu'nai'shi'jun 白葡奈氏菌
'bai'pu'su 百普素
'bai'pu'tao'qiu'jun 白葡萄球菌
'bai'qi'ke 白奇克
'bai'qian 白前
'bai'qie'gen 白茄根
'bai'qu'cai 白屈菜
'bai'quan 百泉
'bai'ri'ke'gan'jun'pei'yang 百日咳杆菌培养
'bai'ri'ke'gan'jun'pei'yang'yi'qi'fa 百日咳杆菌培养仪器法
'bai'rong'zhi'ke'tang'jiang 白绒止咳糖浆
'bai'rui 柏芮
'bai'rui 百瑞
'bai'rui 百蕊
'bai'rui'de 百锐得
'bai'rui'jiao'nang 百蕊胶囊
'bai'rui'ke'li 百蕊颗粒
'bai'rui'ke'li'wu'tang'xing 百蕊颗粒无糖型
'bai'rui'pian 百蕊片
'bai'rui'tuo 拜瑞妥
'bai'sai'nuo 百赛诺
'bai'san'ping 白三平
'bai'se'xi'ji'fu'yi 白色洗剂附一
'bai'shao 白芍
'bai'sheng'ji'xiang'cheng'yi'yuan 白生肌芗城医院
'bai'shi'xin 百士欣
'bai'shu'fei 白舒非
'bai'si'ping 佰思平
'bai'tang'ping 拜唐苹
'bai'tang'ping 拜糖平
'bai'te'xi 白特喜
'bai'tou'weng 白头翁
'bai'wei 白薇
'bai'wei'ha 百为哈
'bai'wei'le 百为乐
'bai'wei'qing 百为晴
'bai'wei'tan 百为坦
'bai'xi 柏西
'bai'xi'bao'chu'lv'quan'xue 白细胞除滤全血
'bai'xi'bao'chu'lv'xuan'fu'hong'xi'bao 白细胞除滤悬浮红细胞
'bai'xi'bao'chu'lv'xue'jiang 白细胞除滤血浆
'bai'xi'bao'chu'lv'xue'xiao'ban 白细胞除滤血小板
'bai'xi'bao'nian'fu'yi'zhi'shi'yan 白细胞粘附抑制试验
'bai'xi'bao'qu'hua'gong'neng'jian'cha 白细胞趋化功能检查
'bai'xi'bao'sha'jun'gong'neng'shi'yan 白细胞杀菌功能试验
'bai'xi'bao'tun'shi'gong'neng'shi'yan 白细胞吞噬功能试验
'bai'xian'pi 白鲜皮
'bai'xiao'an 白消安
'bai'xiao'an'ma'li'lan 白消安马利兰
'bai'xin'tong 拜新同
'bai'xuan'xia'ta're 百癣夏塔热
'bai'xuan'xia'ta're'jiao'nang 百癣夏塔热胶囊
'bai'xuan'xia'ta're'pian 百癣夏塔热片
'bai'xue'bing'can'liu'bing'zao'jian'ce 白血病残留病灶检测
'bai'xue'bing'kang'yuan'jian'ce 白血病抗原检测
'bai'xue'bing'mian'yi'fen'xing 白血病免疫分型
'bai'xue'bing'mian'yi'fen'xing'liu'shi'xi'bao'yi'fa 白血病免疫分型流式细胞仪法
'bai'xue'bing'mian'yi'fen'xing'mei'mian'fa 白血病免疫分型酶免法
'bai'xue'bing'rong'he'ji'yin'fen'xing 白血病融合基因分型
'bai'xue'bing'rong'he'ji'yin'jian'ce 白血病融合基因检测
'bai'ye'xing 百夜星
'bai'yi'wei'ke 百亿威克
'bai'yin'zhi 百因止
'bai'ying 白英
'bai'you'jie 百优解
'bai'you'jie 百忧解
'bai'yun'tian 白云天
'bai'zhi 白芷
'bai'zhi'ke'li 白芝颗粒
'bai'zhi'shan'gan'mao'ke'li 白纸扇感冒颗粒
'bai'zhu 白术
'bai'zi'ren 柏子仁
'bai'zi'yang'xin'jiao'nang 柏子养心胶囊
'bai'zi'yang'xin'pian 柏子养心片
'bai'zi'yang'xin'wan 柏子养心丸
'bai'zi'zi'xin'wan 柏子滋心丸
'ban'bian'lian 半边莲
'ban'ce'yan'mian'wei'suo'zheng'xing'shu 半侧颜面萎缩整形术
'ban'chang 板长
'ban'cheng'xing'huan'dai 瓣成形环带
'ban'duan 板短
'ban'gan'qie'chu'shu 半肝切除术
'ban'gu'pen'qie'chu'ren'gong'ban'gu'pen'zhi'huan'shu 半骨盆切除人工半骨盆置换术
'ban'gu'pen'qie'chu'shu 半骨盆切除术
'ban'guan'gang'ban 半管钢板
'ban'guan'gang'ban'bu'xiu'gang 半管钢板不锈钢
'ban'guan'gang'ban'chun'tai 半管钢板纯钛
'ban'guan'suo'ding'gang'ban 半管锁定钢板
'ban'guan'xing'gang'ban'bu'xiu'gang 半管型钢板不锈钢
'ban'guan'xing'tai'ban 半管型钛板
'ban'hen'ji'xing'jiao'zheng'shu 瘢痕畸形矫正术
'ban'huan 半环
'ban'huan'gong'hu'xing'gong 半环弓弧形弓
'ban'huan'lian'jie'gan'da'hao 半环连接杆大号
'ban'huan'lian'jie'gan'xiao'hao 半环连接杆小号
'ban'huan'lian'jie'gan'zhong'hao 半环连接杆中号
'ban'huan'qiao'tou 半环翘头
'ban'huan'xing'gan 半环形杆
'ban'huan'xing'gan'bu'xiu'gang 半环形杆不锈钢
'ban'huan'xing'wai'gu'ding'zhi'jia 半环型外固定支架
'ban'kong'xin'lian'jie'bang 半空心连接棒
'ban'kuan'huo'tou 半髋活头
'ban'kuan'jiu'nei'chen 半髋臼内衬
'ban'kuan'jiu'wai'mao 半髋臼外帽
'ban'kuan'jiu'zhi'ru'wu'shuang'ji'tou 半髋臼植入物双极头
'ban'kuan'shuang'dong'tou 半髋双动头
'ban'lan'ao'sha 板蓝奥沙
'ban'lan'da'qing'ke'li 板蓝大青颗粒
'ban'lan'gen 板兰根
'ban'lan'gen 板蓝根
'ban'lan'gen'cha 板蓝根茶
'ban'lan'gen'chong'ji 板兰根冲剂
'ban'lan'gen'di'wan 板蓝根滴丸
'ban'lan'gen'di'yan'ye 板蓝根滴眼液
'ban'lan'gen'fen'san'pian 板蓝根分散片
'ban'lan'gen'han'pian 板蓝根含片
'ban'lan'gen'jiao'nang 板蓝根胶囊
'ban'lan'gen'ju'jue'pian 板蓝根咀嚼片
'ban'lan'gen'ke'li 板兰根颗粒
'ban'lan'gen'ke'li 板蓝根颗粒
'ban'lan'gen'ke'li'wu'tang'xing 板蓝根颗粒无糖型
'ban'lan'gen'kou'fu'ye 板蓝根口服液
'ban'lan'gen'pian 板蓝根片
'ban'lan'gen'tang'jiang 板蓝根糖浆
'ban'lan'gen'zhu'she'ye 板蓝根注射液
'ban'luo'wen'kong'xin'luo'ding 半螺纹空心螺钉
'ban'luo'wen'kong'xin'luo'ding'mie'jun 半螺纹空心螺钉灭菌
'ban'luo'wen'kong'xin'suo'ding'luo'ding 半螺纹空心锁定螺钉
'ban'luo'wen'kong'xin'suo'ding'luo'ding'mie'jun 半螺纹空心锁定螺钉灭菌
'ban'luo'wen'kong'xin'zhui'xing'luo'ding 半螺纹空心锥形螺钉
'ban'luo'wen'kong'xin'zhui'xing'luo'ding'mie'jun 半螺纹空心锥形螺钉灭菌
'ban'luo'wen'luo'ding 半螺纹螺钉
'ban'luo'wen'song'zhi'gu'luo'ding 半螺纹松质骨螺钉
'ban'luo'wen'song'zhi'gu'luo'ding'bu'xiu'gang 半螺纹松质骨螺钉不锈钢
'ban'luo'wen'song'zhi'gu'luo'ding'mie'jun 半螺纹松质骨螺钉灭菌
'ban'luo'wen'song'zhi'gu'luo'ding'tai'he'jin'huo'chun'tai 半螺纹松质骨螺钉钛合金或纯钛
'ban'luo'wen'suo'ding'luo'ding 半螺纹锁定螺钉
'ban'luo'wen'zhong'kong'luo'ding'bu'xiu'gang 半罗纹中空螺钉不锈钢
'ban'luo'wen'zhong'kong'luo'ding'tai 半罗纹中空螺钉钛
'ban'luo'ya'song'zhi'gu'luo'ding 半螺牙松质骨螺钉
'ban'ma'dao'si 斑马导丝
'ban'mao 斑蝥
'ban'mao'suan'na 斑蝥酸钠
'ban'mo'cheng'xing'dai'huan 瓣膜成型带环
'ban'mo'cheng'xing'huan 瓣膜成型环
'ban'mo'cheng'xing'qiu'nang'dao'guan 瓣膜成形球囊导管
'ban'mo'dao 瓣膜刀
'ban'qiu'dian'pian'tai'he'jin 半球垫片钛合金
'ban'ru'gan'lu'ju'tang'jian'ce 半乳甘露聚糖检测
'ban'ru'tang'ce'ding 半乳糖测定
'ban'sai 班赛
'ban'shen'zhao'she 半身照射
'ban'shi'hua'tuo'ben'ti'tai'he'jin 板式滑脱本体钛合金
'ban'shui'he'ci'er'chun 半水合雌二醇
'ban'su 板苏
'ban'tie'shi'yan 斑贴试验
'ban'tu'wan 斑秃丸
'ban'xi'dai'gu'gu 半膝带股骨
'ban'xi'dai'jing'gu 半膝带胫骨
'ban'xi'ke'tiao'dai'gu'gu 半膝可调带股骨
'ban'xi'ke'tiao'dai'jing'gu 半膝可调带胫骨
'ban'xia'lu'chong'ji 半夏露冲剂
'ban'xia'lu'tang'jiang 半夏露糖浆
'ban'xia'tang'jiang 半夏糖浆
'ban'xia'tian'ma'wan 半夏天麻丸
'ban'xia'zhi'ke'tang'jiang 半夏止咳糖浆
'ban'xie'xing'jing'gu'dian'kuai 半楔形胫骨垫块
'ban'ya'qie'chu'shu 半牙切除术
'ban'you'ling 板有领
'ban'yuan 半圆
'ban'yue'ban'jia'ti 半月板假体
'ban'yue'ban'qie'chu'shu 半月板切除术
'ban'yue'ban'qie'chu'shu'ji'guang 半月板切除术激光
'ban'zhen 半针
'ban'zhen'shang'han'kang'ti'ce'ding 斑疹伤寒抗体测定
'ban'zhi'lian 半枝莲
'ban'zhou'lou'xiu'bu'shu 瓣周漏修补术
'bang'bang'jia 棒棒夹
'bang'bang'lian'jie'qi 棒棒连接器
'bang'bang'lian'jie'zhou'lian'jie'qi 棒棒连接轴连接器
'bang'bei 帮备
'bang'bei'yi 邦贝益
'bang'da 邦达
'bang'de'mei 邦德美
'bang'di 邦迪
'bang'di'zi'gao'fen'zi'beng'dai 邦帝兹高分子绷带
'bang'ji 邦奇
'bang'jing'zhui'hou'lu 棒颈椎后路
'bang'ke'shu 邦可舒
'bang'lai 邦莱
'bang'lai'li'xin 邦来立欣
'bang'lian'jie'qi 棒连接器
'bang'lin 棒林
'bang'luo'li'bo'li'an'bu 邦罗力玻璃安瓿
'bang'na 邦纳
'bang'neng 邦能
'bang'ni 邦尼
'bang'ni'duo 邦尼多
'bang'ni'yan'xiao 邦尼严消
'bang'ning'sha'ji 邦宁沙吉
'bang'nuo 邦诺
'bang'ping 邦平
'bang'qi 邦齐
'bang'rui'de 邦瑞得
'bang'sai 邦赛
'bang'tai'he'jin 棒钛合金
'bang'tan 邦坦
'bang'te'lin 邦特林
'bang'ting 邦亭
'bang'xiao'an 邦消安
'bang'xing'gu'gan'jia'xia'zhi'xing 棒形骨干架下肢型
'bang'xing'gu'pen'jia'xia'zhi'xing 棒形骨盆架下肢型
'bang'xing'huai'jia'xia'zhi'xing 棒形踝架下肢型
'bang'xing'jian'jia'shang'zhi'xing 棒形肩架上肢型
'bang'xing'li'bi'jia'shang'zhi'xing 棒形力臂架上肢型
'bang'xing'shou'gu'jia'shou'zu'xing 棒形手骨架手足型
'bang'xing'wan'jia'shang'zhi'xing 棒形腕架上肢型
'bang'xing'zu'gu'jia'shou'zu'xing 棒形足骨架手足型
'bang'yue 邦悦
'bang'zhen'jia 棒针夹
'bang'zhuang'shui'nang'qian'lie'xian'kuo'lie'dao'guan 棒状水囊前列腺扩裂导管
'bao'an 宝安
'bao'bao'le 宝宝乐
'bao'bi'jia 胞必佳
'bao'da'xin 保达新
'bao'dan'jian'su 保胆健素
'bao'er'an'ke'li 保儿安颗粒
'bao'er'kang'tang'jiang 宝儿康糖浆
'bao'er'lin 葆尔林
'bao'er'ning'ke'li 保儿宁颗粒
'bao'er'ning'tang'jiang 保儿宁糖浆
'bao'fa'zhi 保法止
'bao'fa'zhi 宝发治
'bao'fu'ci 保福赐
'bao'fu'kang'ning'jiao 保妇康凝胶
'bao'fu'kang'pao'mo'ji 保妇康泡沫剂
'bao'fu'kang'shuan 保妇康栓
'bao'fu'kang'yin'dao'pao'teng'pian 保妇康阴道泡腾片
'bao'fu'le 宝服乐
'bao'gong'zhi'xue'ke'li 葆宫止血颗粒
'bao'gou'heng'lian 抱钩横连
'bao'he'ju'jue'pian 保和咀嚼片
'bao'he'ke'li 保和颗粒
'bao'he'pian 保和片
'bao'he'wan 保和丸
'bao'hu'ji 保护剂
'bao'hu'mao 保护帽
'bao'hu'san'zhuan'yong'dao'yin'dao'si 保护伞专用导引导丝
'bao'hu'xing'zhi'chi'jie'gu'ban'san'ye'cao'xing'chun'tai 保护性支持接骨板三叶草型纯钛
'bao'ji'kou'fu'ye 保济口服液
'bao'ji'wan 保济丸
'bao'jia'wei 保甲维
'bao'ke'ning'ke'li 宝咳宁颗粒
'bao'le'an 宝乐安
'bao'le'hui 葆乐辉
'bao'li'an 葆利安
'bao'li'er'jiao'nang 保利尔胶囊
'bao'li'jin 保力津
'bao'li'ting 宝丽婷
'bao'liang 宝亮
'bao'lie'zhi 保列治
'bao'lin 包林
'bao'lin'dan'jian 胞磷胆碱
'bao'lin'dan'jian'na 胞磷胆碱钠
'bao'lin'dan'jian'na'lv'hua'na 胞磷胆碱钠氯化钠
'bao'lin'dan'jian'na'pu'tao'tang 胞磷胆碱钠葡萄糖
'bao'liu'ban'mo'de'zhu'dong'mai'gen'bu'ti'huan'shu 保留瓣膜的主动脉根部替换术
'bao'liu'gu'gu'jing'wei'kong'pen'tu'bing 保留股骨颈微孔喷涂柄
'bao'liu'xing'chen'dian 保留型衬垫
'bao'liu'xing'gu'gu'jia'ti 保留型股骨假体
'bao'lu'liao'fa'he'ban'bao'lu'liao'fa 暴露疗法和半暴露疗法
'bao'nuo'da 宝诺达
'bao'nuo'de 宝诺得
'bao'pi'huan'qie'shu 包皮环切术
'bao'pi'qie'ge'feng'he'qi 包皮切割缝合器
'bao'quan 保泉
'bao'quan'yang 包醛氧
'bao'quan'yang'dian'fen 包醛氧淀粉
'bao'shen'kang 保肾康
'bao'shen'kang'pian 保肾康片
'bao'shen'kou'fu'ye'ren'min 保肾口服液人民
'bao'shi'tai 保施泰
'bao'shi'ting 保仕婷
'bao'tai'ling 保胎灵
'bao'tai'ling'jiao'nang 保胎灵胶囊
'bao'tai'ling'pian 保胎灵片
'bao'tai'song 保泰松
'bao'tai'wan 保胎丸
'bao'tai'wu'you'jiao'nang 保胎无忧胶囊
'bao'tai'wu'you'pian 保胎无忧片
'bao'tai'wu'you'san 保胎无忧散
'bao'tai'yin'zhang'zhou'shi'zhong'yi'yuan 保胎饮漳州市中医院
'bao'tuo'shi 保妥适
'bao'wei'jiao'nang 保胃胶囊
'bao'xin'ning 保欣宁
'bao'xin'ning'jiao'nang 保心宁胶囊
'bao'xin'ning'pian 保心宁片
'bao'yi'ning 保益宁
'bao'yi'su 宝益苏
'bao'ying 保英
'bao'ying'san 保婴散
'bao'zhi'neng 葆至能
'bao'zi'si'jun'xue'qing'xue'shi'yan 孢子丝菌血清学试验
'bei'bang 贝邦
'bei'bei'jia 贝贝佳
'bei'bing'zhi 棓丙酯
'bei'bing'zhi'lv'hua'na 棓丙酯氯化钠
'bei'bo 蓓博
'bei'bo'te 倍博特
'bei'ce'ban 背侧板
'bei'chai'hu 北柴胡
'bei'chang 蓓畅
'bei'de'fen 倍得芬
'bei'di 贝迪
'bei'di'ning 倍迪宁
'bei'dou'gen 北豆根
'bei'dou'gen'jiao'nang 北豆根胶囊
'bei'dou'gen'pian 北豆根片
'bei'en 倍恩
'bei'en'fen'san'pian 倍恩分散片
'bei'en'yuan 贝恩元
'bei'er'fen 贝尔芬
'bei'er'ping 贝尔平
'bei'er'wei 贝尔渭
'bei'fa'zhu'dan'kang 贝伐珠单抗
'bei'fei'da 贝飞达
'bei'fen 贝分
'bei'fu 倍福
'bei'fu 蓓芙
'bei'fu 贝赋
'bei'fu'ji 贝复济
'bei'fu'shu 贝复舒
'bei'fu'xin 贝复新
'bei'guan'chang'da'chang'zao'ying 钡灌肠大肠造影
'bei'he 贝和
'bei'he'jian 贝合健
'bei'heng 贝恒
'bei'jia 倍佳
'bei'jia 贝加
'bei'jie'ning 倍洁宁
'bei'jing'jiang'ya'hao 北京降压号
'bei'ju'zhi'ke 贝桔止咳
'bei'kang'ting 贝康亭
'bei'ke 蓓克
'bei'ke 贝可
'bei'ke'le 贝可乐
'bei'ke'neng 贝科能
'bei'la'xin 倍拉新
'bei'lai 贝莱
'bei'lan'de 贝兰德
'bei'le'fen 贝乐芬
'bei'le'xin 倍乐信
'bei'le'xin 蓓乐新
'bei'li'de 贝立德
'bei'lin 贝林
'bei'lin'da 倍林达
'bei'ling 贝灵
'bei'ling'jiao'yuan'dan'bai'hai'mian 倍菱胶原蛋白海绵
'bei'liu'ji'nu 北刘寄奴
'bei'luo'na 贝络纳
'bei'lv'mi'song'fu'mo'te'luo 倍氯米松福莫特罗
'bei'mei 贝美
'bei'mei'ge 贝美格
'bei'mei'li 倍美力
'bei'mei'luo 倍美罗
'bei'mei'qian'lie'su 贝美前列素
'bei'mei'su'sai'ma'luo'er 贝美素噻吗洛尔
'bei'mi'gan'su'na 贝米肝素钠
'bei'min'wei'ma 贝敏伪麻
'bei'mu'hua'pian 贝母花片
'bei'mu'li'gao 贝母梨膏
'bei'na'pu'li'qing'lv'sai'qin 贝那普利氢氯噻嗪
'bei'neng 倍能
'bei'ni 倍尼
'bei'ni'te 贝尼特
'bei'ning 倍宁
'bei'ning 贝宁
'bei'nuo'xi 倍诺喜
'bei'nuo'zhi 贝诺酯
'bei'ou 倍欧
'bei'ping 倍平
'bei'qian'lie'su 贝前列素
'bei'qian'lie'su'na 贝前列素钠
'bei'qing'xing 倍清星
'bei'ran 倍然
'bei'rong 倍溶
'bei'rui'ning 贝瑞宁
'bei'sha 倍沙
'bei'sha'shen 北沙参
'bei'shan'zha 北山楂
'bei'shi'li 贝施利
'bei'shu 备疏
'bei'shu'lin 倍舒林
'bei'shu'tong 倍枢通
'bei'shu'tong 倍舒通
'bei'shun 倍顺
'bei'shun 贝顺
'bei'si'er'tong'xing 贝思儿童型
'bei'si'te 贝斯特
'bei'si'te'ke 倍司特克
'bei'song 倍松
'bei'su'qing 贝速清
'bei'ta'ding 倍他啶
'bei'ta'gen 贝他根
'bei'ta'hu'luo'bo'su 倍他胡萝卜素
'bei'ta'le'ke 倍他乐克
'bei'ta'mi'song 倍他米松
'bei'ta'mi'song'ca'ji'nan'ping'shi'pi 倍他米松擦剂南平市皮
'bei'ta'mi'song'lin'suan'na 倍他米松磷酸钠
'bei'tai 倍泰
'bei'tang'ning 贝唐宁
'bei'te 倍特
'bei'te'ling 贝特令
'bei'tong 备通
'bei'tong 贝通
'bei'wan'ye'sheng'pi 倍万液省皮
'bei'xi 倍希
'bei'xi 贝希
'bei'xi'di 贝西迪
'bei'xian 贝先
'bei'xin 倍欣
'bei'xin 蓓欣
'bei'xing 倍兴
'bei'xue 贝雪
'bei'yi'zi 贝乙子
'bei'you 贝优
'bei'yu 贝玉
'bei'yuan'le 贝元乐
'bei'zhi'gao 贝智高
'bei'zhong'jie 贝众捷
'ben'ba'bi'tuo 苯巴比妥
'ben'ba'bi'tuo'dong'lang'dang'jian 苯巴比妥东莨菪碱
'ben'ba'bi'tuo'na 苯巴比妥钠
'ben'bing'an'zhi 苯丙氨酯
'ben'bing'chun 苯丙醇
'ben'bing'suan'nuo'long 苯丙酸诺龙
'ben'ding'suan'dan'jie 苯丁酸氮芥
'ben'fen'di'er'ye'nan'ping'shi'yi 苯酚滴耳液南平市一
'ben'fen'di'er'ye'ning'de'shi'zhong'yi'yuan 苯酚滴耳液宁德市中医院
'ben'fen'di'er'ye'sheng'er 苯酚滴耳液省二
'ben'fen'di'er'ye'shi'yi 苯酚滴耳液市一
'ben'fen'di'er'ye'xia'men'shi'er 苯酚滴耳液厦门市二
'ben'fen'di'er'ye'xia'men'shi'si'ming'qu'yi'yuan 苯酚滴耳液厦门市思明区医院
'ben'fen'di'er'ye'xie'he 苯酚滴耳液协和
'ben'fen'fu'yi 苯酚附一
'ben'fen'gan'you'yi'qi'wu 苯酚甘油一七五
'ben'fen'gan'you'zong'yuan 苯酚甘油总院
'ben'fen'rong'ye'yi'qi'wu 苯酚溶液一七五
'ben'fen'shi'er 苯酚市二
'ben'fen'xiao'du'ye'xie'he 苯酚消毒液协和
'ben'hai'la'ming 苯海拉明
'ben'hai'la'ming'bo'he'nao'tang'jiang 苯海拉明薄荷脑糖浆
'ben'hai'suo 苯海索
'ben'huang'bei'ta'si'ting 苯磺贝他斯汀
'ben'huang'shun'a'qu'ku'an 苯磺顺阿曲库铵
'ben'huang'suan'a'qu'ku'an 苯磺酸阿曲库铵
'ben'huang'suan'an'lv'di'ping 苯磺酸氨氯地平
'ben'huang'suan'zuo'xuan'an'lv'di'ping 苯磺酸左旋氨氯地平
'ben'jia'suan'a'ge'lie'ting 苯甲酸阿格列汀
'ben'jia'suan'ci'er'chun 苯甲酸雌二醇
'ben'jia'suan'li'zha'qu'pu'tan 苯甲酸利扎曲普坦
'ben'jia'suan'liu'huang'ruan'gao'sheng'li 苯甲酸硫磺软膏省立
'ben'li 本力
'ben'men'ai'kuo'da'gen'zhi'shu 贲门癌扩大根治术
'ben'men'ai'qie'chu'shu 贲门癌切除术
'ben'men'chi'huan'qiu'nang'kuo'zhang'dao'guan 贲门迟缓球囊扩张导管
'ben'men'jing'luan'shi'chi'huan'zheng'ji'ceng'qie'kai'shu 贲门痉挛失弛缓症肌层切开术
'ben'sai'ding 苯噻啶
'ben'shen'shang'xian'su 苯肾上腺素
'ben'tuo'ying'na 苯妥英钠
'ben'xiu'ma'long 苯溴马隆
'ben'yue 本悦
'ben'zha'bei'te 苯扎贝特
'ben'zha'lv'an 苯扎氯铵
'ben'zha'lv'an'tie 苯扎氯铵贴
'ben'zha'xiu'an 苯扎溴胺
'ben'zuo'xi'lin 苯唑西林
'ben'zuo'xi'lin'na 苯唑西林钠
'beng'guan 泵管
'bi'a'pei'nan 比阿培南
'bi'ai'de 必艾得
'bi'ba 荜茇
'bi'bai'ke'jiao'nang'xiong'dan'jiang're'jiao'nang 比拜克胶囊熊胆降热胶囊
'bi'bei'di'er 吡贝地尔
'bi'bu'fen'que'sun'xiu'fu'shu 鼻部分缺损修复术
'bi'bu'shen'jing'feng'bi'shu 鼻部神经封闭术
'bi'bu'te'shu'zhi'liao 鼻部特殊治疗
'bi'bu'te'shu'zhi'liao'ci'leng'dong 鼻部特殊治疗次冷冻
'bi'bu'te'shu'zhi'liao'ji'guang 鼻部特殊治疗激光
