'ai'ai'duo'shi 蔼蔼多士
'chuan'ti'er'song'wen 传体而颂文
'chuan'wen'er'yu'wei'qi'shi 传闻而欲伟其事
'chuan'yun 传云
'chuan'zao'bang'shuo 穿凿傍说
'chuan'zao'hui'qiao 穿凿会巧
'chuan'zhe 传者
'chuan'zhe'zhuan'shi 传者转师
'chuang'ding'ya'ge 创定雅歌
'chuang'wei'chuan'ti 创为传体
'chui'fan'hou'dai 垂范后代
'chui'lv'xiong'yi 吹律胸臆
'chui'mao'qu'xia 吹毛取瑕
'chui'shuang'xu'lu 吹霜煦露
'chui'wei'zhi'sheng 垂帷制胜
'chui'yi'bu'fei 垂翼不飞
'chui'yue'zhi'tiao'ye 吹籥之调也
'chui'zi'jian'er'nan'yi 捶字坚而难移
'chun'qiu'bian'li 春秋辨理
'chun'qiu'dai'xu 春秋代序
'chun'qiu'guan'zhi 春秋观志
'chun'qiu'pin'fan 春秋聘繁
'chun'qiu'shi'song 春秋释宋
'chun'qiu'si'ji 春秋司籍
'chun'qiu'wu'li 春秋五例
'chun'qiu'yi'hou 春秋以后
'chun'qiu'ze'guan'ci'li'xiao 春秋则观辞立晓
'chun'qiu'zhi'mo 春秋之末
'chun'ri'chi'chi 春日迟迟
'chun'wen'bu'zhi 唇吻不滞
'chun'wen'er'yi 唇吻而已
'chun'zao'bu'neng'cheng'qi'yan 春藻不能程其艳
'ci'bei'zhi'zhi'ye 此碑之制也
'ci'bi'qing'shuo 辞必清铄
'ci'bi'qiong'li'er'zhui'xin 辞必穷力而追新
'ci'bi'sheng'zhi'lei'ye 此比声之类也
'ci'bian'zhe 辞辨者
'ci'bing'guang'yu'ji'zhuang 此并广寓极状
'ci'bo'wen'yi'gai'qing'ye 此博文以该情也
'ci'bu'li'yu'ai'si 辞不离于哀思
'ci'cai'jiu'bian 辞采九变
'ci'cai'ku'za 辞采苦杂
'ci'cai'wei'ji'fu 辞采为肌肤
'ci'cai'yi'bian 辞裁以辨
'ci'cheng'lian'e 辞成廉锷
'ci'cheng'wu'hao'yi'zhi'you 辞成无好异之尤
'ci'chuan'bo'zhi'lei'ye 此踳驳之类也
'ci'chun'cui'zhi'lei'ye 此纯粹之类也
'ci'da'er'yi 辞达而已
'ci'dong'you'pei 辞动有配
'ci'duo'zhi'za 辞多枝杂
'ci'e'lan'zhi'ben'yuan 此讹滥之本源
'ci'fan'dui'zhi'lei'ye 此反对之类也
'ci'fan'nan'jie 辞繁难节
'ci'fan'zheng'wei'qi 辞反正为奇
'ci'feng'gu'zhi'li'ye 此风骨之力也
'ci'fu'er'yan'zhong 辞敷而言重
'ci'fu'gao'yu 辞富膏腴
'ci'fu'hui'zhi'shu'ye 此附会之术也
'ci'fu'jin'shi 辞赋近事
'ci'fu'shan'hai 辞富山海
'ci'fu'suo'xian 辞赋所先
'ci'gai'dao'zhi'wen'ye 此盖道之文也
'ci'gai'yu'wen'zhi'shou'shu 此盖驭文之首术
'ci'gang'er'yi'bian 辞刚而义辨
'ci'gang'ling'zhi'da'yao'ye 此纲领之大要也
'ci'gao'er'li'shu 辞高而理疏
'ci'gong'ti'bing 辞共体并
'ci'gong'xin'mi 辞共心密
'ci'gu'ren'suo'yi'gui'hu'shi'ye 此古人所以贵乎时也
'ci'gu'wei'li 次骨为戾
'ci'guan'yuan'tong 辞贯圆通
'ci'gui'fang'zhi'bei'ji'ye 此闺房之悲极也
'ci'han'lin'cui 辞翰鳞萃
'ci'hou'nai'jian 伺候乃见
'ci'huo'fan'za 辞或繁杂
'ci'ji'lv'zhi'yuan'qu'ye 此羁旅之怨曲也
'ci'ji'shi'peng 辞忌失朋
'ci'ji'song'dai'guo'xiang 次及宋岱郭象
'ci'ji'zhi'sui 辞忌枝碎
'ci'jian'yan'yi'da'zhi'ye 此简言以达旨也
'ci'jian'yi'bai 辞翦荑稗
'ci'jiang'he'suo'yi'teng'yong 此江河所以腾涌
'ci'jin'shi'zhi'suo'jing'ye 此近世之所竞也
'ci'jiu'shi'duo 疵咎实多
'ci'jue'yi'zhen 辞谲义贞
'ci'lai'qie'jin 辞来切今
'ci'li'fu'zhi'da'ti'ye 此立赋之大体也
'ci'li'ti'zhi'da'yao'ye 此立体之大要也
'ci'li'wen'zhi'ben'yuan'ye 此立文之本源也
'ci'li'xia'gen 辞理遐亘
'ci'ling'you'fei 辞令有斐
'ci'mi'lv'diao 辞靡律调
'ci'mi'yu'er 辞靡于耳
'ci'ming'li'yi'li'ti'ye 此明理以立体也
'ci'ming'pian'zhi'jing'lue'ye 此命篇之经略也
'ci'nei'wai'zhi'shu'fen'ye 此内外之殊分也
'ci'pi'fu'zhi'wu'liao'ye 此匹妇之无聊也
'ci'qi'cong'za'er'zhi 辞气丛杂而至
'ci'qi'da'jiao'ye 此其大较也
'ci'qi'da'lue'ye 此其大略也
'ci'qi'da'yao'ye 此其大要也
'ci'qi'fen'yun 辞气纷纭
'ci'qi'shi'ye 此其事也
'ci'qi'suo'tong'ye 此其所同也
'ci'qi'ti'ye 此其体也
'ci'qi'yan'ye 此其验也
'ci'qi'yao'ye 此其要也
'ci'qi'zhi'su 辞气质素
'ci'qi'zhi'ye 此其旨也
'ci'qian'hui'su 辞浅会俗
'ci'qiao'li'zhuo 辞巧理拙
'ci'qing'er'li'ai 辞清而理哀
'ci'qing'er'zhi'xian 辞清而志显
'ci'qu'yu'zhi'da'ji 此取与之大际
'ci'quan'yin'cheng'ci'yi'ming'li'zhe'ye 此全引成辞以明理者也
'ci'ren'ai'qi 辞人爱奇
'ci'ren'fu'song 辞人赋颂
'ci'ren'jiu'bian 辞人九变
'ci'ren'li'yin'er'fan'ju'ye 辞人丽淫而繁句也
'ci'ru'chuan'liu 辞如川流
'ci'ru'wei'ye 辞入炜烨
'ci'ru'zhu'yu 辞如珠玉
'ci'ruo'dui'mian 辞若对面
'ci'ruo'zhe'shang'luan 辞弱者伤乱
'ci'shang'shu'zhi'shan'shuo'ye 此上书之善说也
'ci'shang'ti'yao 辞尚体要
'ci'shao'xia'lei 辞少瑕累
'ci'shen'ren'tian 词深人天
'ci'sheng'hu'ti 辞生互体
'ci'sheng'wen'zhi'shu'zhi 此圣文之殊致
'ci'shi'dui'zhi'lei'ye 此事对之类也
'ci'shi'ji'gui'wen'zhi'zheng'ye 此事迹贵文之征也
'ci'shuo'zhi'ben'ye 此说之本也
'ci'sui'dian'wen 辞虽典文
'ci'sui'yi'shen 辞虽已甚
'ci'sui'zu'ai 辞虽足哀
'ci'suo'bu'zai 辞所不载
'ci'tao'zi'ju 次讨字句
'ci'ting'jian'zhi'hui'zhou 此庭间之回骤
'ci'wan'fen'zhi'yi'hui'ye 此万分之一会也
'ci'wei'bi'luan 辞味必乱
'ci'wei'ji'fu 辞为肌肤
'ci'wei'ji'wen 辞未极文
'ci'wei'qing'er'zao'wen'ye 此为情而造文也
'ci'wei'wen'er'zao'qing'ye 此为文而造情也
'ci'wu'fang'zhi'shu'ye 此无方之数也
'ci'wu'ri'xin 辞务日新
'ci'wu'suo'guang 辞务索广
'ci'wu'ze'yan 词无择言
'ci'xing'qing'zhi'shu'ye 此性情之数也
'ci'xiu'shen'gui'wen'zhi'zheng'ye 此修身贵文之征也
'ci'xun'ti'er'cheng'shi 此循体而成势
'ci'xun'zhi'ao 辞训之奥
'ci'yan'dui'zhi'lei'ye 此言对之类也
'ci'yang'zi'suo'yi'zhui'hui'yu'diao'chong 此扬子所以追悔于雕虫
'ci'yi'duo'wei 辞义多伟
'ci'yi'jiang'yu'wen'li 辞亦匠于文理
'ci'yi'qing'fa 辞以情发
'ci'yi'ran'zhi'yan'ye 此已然之验也
'ci'yi'rong'bi'wu'zhe'ye 此以容比物者也
'ci'yi'sheng'bi'xin'zhe'ye 此以声比心者也
'ci'yi'tong'bian 辞亦通辨
'ci'yi'wen'ya 辞义温雅
'ci'yi'wu'bi'li'zhe'ye 此以物比理者也
'ci'yi'xiang'bi'bian'zhe'ye 此以响比辩者也
'ci'yi'zhi'xuan 辞以治宣
'ci'yi'zui'shen 辞义最深
'ci'yin'shi'zhi'shi'miu'ye 此引事之实谬也
'ci'yin'yi'yi'cang'yong'ye 此隐义以藏用也
'ci'you'chang'zhi'ti'ye 此有常之体也
'ci'you'feng'gui 辞有风轨
'ci'you'quan'pei'zhi'wei'yi'ye 此又铨配之未易也
'ci'you'tong'shi'zhi'wang 此又同时之枉
'ci'yu'kua'qi'wei'er'shi'qi'shi 此欲夸其威而饰其事
'ci'yu'qiao 辞欲巧
'ci'yu'yin'er'xian 辞欲隐而显
'ci'yuan'jin'zhi'jian'bian'ye 此远近之渐变也
'ci'yuan'zhi'shen 词怨旨深
'ci'yue'er'jing 辞约而精
'ci'yue'er'zhi'feng 辞约而旨丰
'ci'yun'er'bu'lan 辞运而不滥
'ci'zao'jing'wu 辞藻竞骛
'ci'ze'bi'mao'zhi'lei'ye 此则比貌之类也
'ci'zhang'fu'zhi'bu'sui'ye 此丈夫之不遂也
'ci'zhao'ce'zhi'da'lue'ye 此诏策之大略也
'ci'zhe 刺者
'ci'zhe 辞者
'ci'zhe'li'zhi'wei 辞者理之纬
'ci'zheng'dui'zhi'lei'ye 此正对之类也
'ci'zheng'hua'gui'wen'zhi'zheng'ye 此政化贵文之征也
'ci'zhi'er'yi'jin 辞质而义近
'ci'zhi'suo'ai 辞之所哀
'ci'zhi'suo'yi'neng'gu'tian'xia'zhe 辞之所以能鼓天下者
'ci'zhi'yi'chang 辞直义畅
'ci'zhou'yi'suo'wei'tun'wu'fu 此周易所谓臀无肤
'ci'zhuang'zhou'suo'yi'xiao'zhe'yang 此庄周所以笑折扬
'ci'zi'he'chang 辞自和畅
'ci'zi'ji'zuo 词自己作
'ci'zi'le'yu 辞自乐豫
'ci'zong'qiu'ming 辞宗邱明
'cong'heng'can'mou 从横参谋
'cong'qin'zhi'sheng 从禽之盛
'cong'rong'an'jie 从容按节
'cong'wen'yi'zhi'ying 从文衣之媵
'cong'zhi'ji'e 从质及讹
'cong'zi'xu'yi'zi'shi 从子胥以自适
'cou'li'wu'zhi 腠理无滞
'cu'er'bu'guang 促而不广
'cu'jie'si'yan 促节四言
'cu'po'he'qi 蹙迫和气
'cu'qi'yin'jie 促其音节
'cuan'chun'ji'chi'zhi'yi 攒唇激齿之异
'cuan'za'yong'ge 攒杂咏歌
'cui'fu'zhi'mo'liu'ye 崔傅之末流也
'cui'shi'da'ji 崔寔答讥
'cui'shi'zheng'lun 崔实政论
'cui'shi'zou'ji'yu'gong'fu 崔寔奏记于公府
'cui'ya'jing'ni 摧压鲸鲵
'cui'yin'da'zhi 崔骃达旨
'cui'yin'pin'wu 崔骃品物
'cui'yin'qi'yi 崔骃七依
'cui'yuan'ai'ci 崔瑗哀辞
'cui'yuan'qi'li 崔瑗七厉
'cui'zhe'yu'zhi'shu 摧折于咫书
'cun'er'bu'lun 存而不论
'cuo'e'jie'ye 嵯峨揭业
'cuo'ju'tong'yi 撮举同异
'cuo'qi'chu'zhi'qi 撮齐楚之气
'cuo'ti'jin'yi 撮题近意
'cuo'yin'li'si'zhi'shu 撮引李斯之书
'da'chu'zhi'xiang 大畜之象
'da'ci'mei'pian 大疵美篇
'da'di'suo'gui 大抵所归
'da'guan'zai'shang 大观在上
'da'ming'chu'dong 大明出东
'da'ming'yu'guai 大明迂怪
'da'ming'zhi'dao 大明治道
'da'pan'tiao'li 大判条例
'da'sheng'suo'lu 大圣所录
'da'shun'xun'yue 大舜巡岳
'da'shun'yun 大舜云
'da'ti'zhi'sheng'ji 怛惕之盛疾
'da'wang'zhi'hua'chun 大王之化淳
'da'xiao'shu'gong 大小殊功
'da'ya'yun'ren'yi'you'yan'wei'you'yong'lao 大雅云人亦有言惟忧用老
'da'ye 达也
'da'yu'le'sun'ju'er'zhao'jian 大禹勒笋虡而招谏
'da'zai 大哉
'da'ze'feng'shi'yi'cheng'ji 达则奉时以骋绩
'da'zhe'xing'zhi'ji'shen 大者兴治济身
'dai'bu'ke'sheng 殆不可胜
'dai'chu'guo'feng'yuan 逮楚国讽怨
'dai'fu'cheng'fa 大夫称伐
'dai'fu'lian'ci 大夫联辞
'dai'fu'zhi'cai 大夫之材
'dai'guang'wu'bo'luan 逮光武拨乱
'dai'han'cheng'liu'si 逮汉成留思
'dai'hou'han'shu'ji 逮后汉书记
'dai'ji'qi'guo'li'zheng 逮及七国力政
'dai'ji'shang'zhou 逮及商周
'dai'ji'wen'zhi'de'sheng 逮姬文之德盛
'dai'jiang'zuo'qun'tan 逮江左群谈
'dai'jin'chu'bi'zha 逮晋初笔札
'dai'jin'xuan'shi'ji 逮晋宣始基
'dai'ming'di'bing'zhe 逮明帝秉哲
'dai'ni'fu'zhi'zu 逮尼父之卒
'dai'shi'er'dong 待时而动
'dai'wei'ci'ye 殆谓此也
'dai'xiang'jie'yi'wei'yong 待相接以为用
'dai'xiao'wu'chong'ru 逮孝武崇儒
'dai'yu'jin'shi 逮于晋世
'dai'yuan'duo'wei 代远多伪
'dan'ben'ti'bu'ya 但本体不雅
'dan'er'wu 旦而寤
'dan'fu'zhe 单复者
'dan'miu'ci'di'xi 但谬辞诋戏
'dan'qing'chu'bing'er'hou'yu 丹青初炳而后渝
'dan'shi'xiong'wen'yin 但世夐文隐
'dan'shu'yue 丹书曰
'dan'si'nong'cai 澹思浓采
'dan'su'qing'yi'yang 但俗情抑扬
'dan'tan'chao'xi 但谈嘲戏
'dan'wen'lv'die'zhi'hua 丹文绿牒之华
'dan'yan'bu'jin'yi 但言不尽意
'dang'zhe 谠者
'dang'zhi'shi'er'yu 当指事而语
'dao'fei'ze'yu'shi 道废则渝始
'dao'ge'li'piao'chu'zhi'lun 倒戈立漂杵之论
'dao'hai'tan'zhu 倒海探珠
'dao'qi'ai'ye 道其哀也
'dao'shen'ji'gu 道深稽古
'dao'wei'xiang'fu 道味相附
'dao'xin'wei'wei 道心惟微
'de'gui'qi'bie 德贵其别
'de'lian'zong'qi'fei'ran'zhi'si 德琏综其斐然之思
'de'qi'huan'zhong 得其环中
'de'qi'jie'shen 得其戒慎
'de'qi'yi'yi 得其宜矣
'de'sheng'hua'jun 德盛化钧
'de'shi'yao'yi 得事要矣
'de'xi'zhi'ti'yi 得檄之体矣
'de'yi'zi'zhi'zhu'yi 得一字之助矣
'de'yin'da'huai 德音大坏
'deng'gao'neng'fu 登高能赋
'deng'guan'shu'yun 登观书云
'deng'shan'ze'qing'man'yu'shan 登山则情满于山
'deng'su'ru'zhi'wu'xue 等宿儒之无学
'di'dai'wu'dian 帝代五典
'di'ji'yu'liu'zhi 底绩于流制
'di'li'qi'qi 砥砺其气
'di'lu'dai'zhao 底禄待诏
'di'luo'feng'chai 抵落蜂虿
'di'ren'bu'zhi'suo'cheng 敌人不知所乘
'di'shang'er'zuo'shi 帝伤而作诗
'di'shi'shi'wen 帝世始文
'di'wang'shi'ji'yun'lie'feng'yin'yu 帝王世纪云列风淫雨
'di'xi'gong'qing'zhi'xi 抵戏公卿之席
'di'ze'fan'yi 帝则藩仪
'dian'gao'zhi'ti'ye 典诰之体也
'dian'gu'xian'xiao'yu'nong 佃谷先晓于农
'dian'lun'bian'yao 典论辩要
'dian'ya'yi'qun 典雅逸群
'dian'ya'zhe 典雅者
'dian'yin'suo'xu 典引所叙
'dian'zhang'yi'ye 典章一也
'dian'zhui'yu'yi'xi'zhe'ye 颠坠于一檄者也
'diao'er'bu'qi 雕而不器
'diao'xue'qu'qiao 雕削取巧
'diao'zhe 吊者
'diao'zhi'suo'she'ye 吊之所设也
'diao'zhou'qi'ci 雕昼奇辞
'diao'zhuo'xing'qing 雕琢性情
'die'xiang'zhao'yao 迭相照耀
'die'xiang'zhen'zhuo 迭相斟酌
'die'yong'duan'chang 迭用短长
'die'yong'ji'ou 迭用奇偶
'die'yun'za'ju'er'bi'kui 迭韵杂句而必睽
'die'zhe 牒者
'die'zhi'you'mi 牒之尤密
'ding'lu'zhi'pin'bo'zai 丁路之贫薄哉
'ding'shan'he'zhi'shi 定山河之誓
'ding'shi'di'san'shi 定势第三十
'ding'xin'shen'zhi'xin 订信慎之心
'ding'yi'han'dan 丁仪邯郸
'ding'yi'tan'lan'yi'qi'huo 丁仪贪婪以乞货
'ding'yu'duo 定与夺
'dong'bu'shi'zheng 动不失正
'dong'fang'shuo'xiao'er'guang'zhi 东方朔效而广之
'dong'fang'shuo'you'ma'gui'zhi'shu 东方朔有骂鬼之书
'dong'fang'shuo'zhi'jie'zi 东方朔之戒子
'dong'fang'zhi'ye'gong'sun 东方之谒公孙
'dong'ji'shen'yuan 动极神源
'dong'jiao'hui'yu 动角挥羽
'dong'ping'shan'qi'yi'wen 东平擅其懿文
'dong'ru'kua'yan 洞入夸艳
'dong'ru'shi'ce 动入史策
'dong'xi'an'suo'zhi 东西安所之
'dong'xiao'qing'bian 洞晓情变
'dong'xin'jing'er 动心惊耳
'dong'xing'ling'zhi'ao'qu 洞性灵之奥区
'dong'xu'mi'bao 东序秘宝
'dong'yan'cheng'lun 动言成论
'dong'yan'zhong'wu 动言中务
'dong'ye'bai'jia 东野败驾
'dong'yin'yi'fa 东音以发
'dong'zhi'bi'zan 动植必赞
'dong'zhi'jie'wen 动植皆文
'dong'zhi'yi'wu'shi'zhe'ye 董之以武师者也
'du'biao'xing'ti 独标兴体
'du'du'jia'kui 杜笃贾逵
'du'du'jia'kui'zhi'cao 杜笃贾逵之曹
'du'du'zhi'lei 杜笃之诔
'du'du'zhi'qing'qiu'wu'yan 杜笃之请求无厌
'du'guan'gu'jin 独冠古今
'du'guan'qun'cai 独冠群才
'du'lei'ding'shi 读诔定谥
'du'li'bu'ju 独立不惧
'du'qin'wen'bian 杜钦文辨
'du'qin'zhi'dui 杜钦之对
'du'ru'gao'di 独入高第
'du'si'chan'ji 黩祀谄祭
'du'xin'si'shu 笃信斯术
'du'xiu'qian'zhe 独秀前哲
'du'yi'you'qiu 杜夷幽求
'du'you'ci'lv 独有此律
'du'zhao'zhi'jiang 独照之匠
'du'zhe'fei'shi'chuan'bu'neng'xi'qi'ci 读者非师传不能析其辞
'du'zhe'tan'xi 读者叹息
'du'zhi'wen'yan 独制文言
'duan'bi'gan'chen 短笔敢陈
'duan'ci'bi'gan 断辞必敢
'duan'ci'bian'yue'zhe 断辞辨约者
'duan'ci'yi'feng 短辞以讽
'duan'ci'ze'bei 断辞则备
'duan'er'neng'bei'ye 断而能悲也
'duan'jian'bian'die 短简编牒
'duan'li'bi'gang 断理必刚
'duan'mu'chu'er'cun'lu 端木出而存鲁
'duan'song'wu'jing'yu'lv 断讼务精于律
'duan'sui'lian'nian 锻岁炼年
'duan'xu'feng'shan'zhi'gong 端绪丰赡之功
'duan'zhang'you'jian 断章有检
'duan'zhang'zhi'gong 断章之功
'duan'zhe'yue'ai 短折曰哀
'dui'ce'suo'xuan 对策所选
'dui'ce'wang'ting 对策王庭
'dui'ce'yu'yang 对策揄扬
'dui'ce'zhe'yi'di'yi'deng'yong 对策者以第一登庸
'dui'wei'kou'she 兑为口舌
'dui'yang'xiu'ming 对扬休命
'dui'yue'tian'xiu 对越天休
'dun'ci'yi'yin'yi 遁辞以隐意
'duo'bei'han'mo'yi 多被翰墨矣
'duo'fu'feng'shi 多附封事
'duo'fu'wu'jiang 多福无疆
'duo'guan'yu'mu 多贯鱼目
'duo'jian'tong'er'si'gu 多贱同而思古
'duo'lue'han'pian 多略汉篇
'duo'shi'zhe'zhong 多失折衷
'duo'shu'chi'du 多疏尺牍
'duo'yi'bu'zhi'suo'shan 多亦不知所删
'duo'yi'cai'er'bu'ke'xue 多役才而不课学
'duo'yu'lian'ci 多欲练辞
'duo'zhe'ze'yi'jian'zhi 多者则宜减之
'e'hu'yi'duan 恶乎异端
'e'shi'suo'bian 讹势所变
'e'wen'tai'zhang 恶文太章
'e'yin'zhi'zuo 讹音之作
'er'an'ci'jian'shen 而按辞坚深
'er'ba'shi'yi'pian'jie'tuo'yu'kong'zi 而八十一篇皆托于孔子
'er'ban'liang'liu 二班两刘
'er'ben'ti'yi'zong 而本体易总
'er'bi'cai'lue'tong 而笔彩略同
'er'bian'li'ben'yu'qing'xing 而辩丽本于情性
'er'bing'chang'yu'feng'yu 而并长于讽谕
'er'bing'zong'ru'yue'fu 而并总入乐府
'er'bo'zhen'yu'xia'zhe'ye 而波震于下者也
'er'bu'bian'zhi'qu 而不变旨趣
'er'bu'da'yu'zheng'shi'zai 而不达于政事哉
'er'bu'mian'yu'miu 而不免于谬
'er'bu'neng'fen'fei 而不能奋飞
'er'bu'ru'hua'chi'zhi'qu 而不入华侈之区
'er'bu'shi'suo'tiao 而不识所调
'er'bu'zhi'mao'se'pin'mu'ye 而不知毛色牝牡也
'er'cai'li'chen'zhui 而才力沉膇
'er'cai'si'zhi'shen'gao'ye 而才思之神皋也
'er'cai'zhang'zhi'ju 而裁章置句
'er'chang'wu'fan'yan'zhe 而常务反言者
'er'chen'xie'ke'jian 而陈谢可见
'er'cheng'qing'xin'xiang'jie 而称清新相接
'er'chong'ji'yi'ren'zhe 而崇己抑人者
'er'chu'ren'zhi'duo'cai'hu 而楚人之多才乎
'er'chun'yu'shuo'gan'jiu 而淳于说甘酒
'er'ci'fu'zhi'ying'jie'ye 而词赋之英杰也
'er'ci'ling'guan'qi'shu'ji 而辞令管其枢机
'er'ci'qi'zhi'da'lue'ye 而辞气之大略也
'er'ci'qiong'hu'ai'xi 而辞穷乎爱惜
'er'ci'qu'yi'kui 而辞趣一揆
'er'ci'ren'kua'pi 而辞人夸毗
'er'ci'ren'wu'yong 而辞人勿用
'er'ci'ren'yi'han 而辞人遗翰
'er'ci'yi'yi'tai 而辞意夷泰
'er'ci'zhi'zhi'shi'tiao'ye 而词旨之失调也
'er'cui'yuan'zhi'lei'li'gong 而崔瑗之诔李公
'er'da'bao'xian'yao 而大宝咸耀
'er'da'di'suo'gui 而大抵所归
'er'da'jiao'wen'yi 而大浇文意
'er'de'shi'xu'yan 而得事序焉
'er'di'man'xie'nong 而诋曼媟弄
'er'du'de'hu'you'xian 而独得乎优闲
'er'duo'chou'qian'xu'yi 而多抽前绪矣
'er'duo'hang'jie'jing'zhe 而多行捷径者
'er'fa'jia'shao'wen 而法家少文
'er'fan'yong'gao'rang 而泛咏皋壤
'er'fang'yi'fang'yin 而访义方隐
'er'fei'ke'bo'zhi'wei'lun 而非刻薄之伪论
'er'fei'yu'huan'zhi'gao'tan 而非迂缓之高谈
'er'feng'za'yu'zhan'guo 而风杂于战国
'er'fu'jian'hu'bi'xing 而复兼乎比兴
'er'fu'zao'zhi'suo'hu'ye 而浮藻之所忽也
'er'gai'pan'qian'jin'zai 而改盼千金哉
'er'gan'long'jiao'bian 而甘龙交辩
'er'gang'ling'zhi'yao'ke'ming'yi 而纲领之要可明矣
'er'gao'yao'zan'yun 而皋陶赞云
'er'gong'cheng'ji'he 而功成计合
'er'gou'chen'wei'rui 而钩谶葳蕤
'er'gu'chi'yi'yun'xia'bi'bu'neng'zi'xiu 而固嗤毅云下笔不能自休
'er'guan'yu'zhou'bu 而关于州部
'er'guan'zhi'ci 二观置辞
'er'gui'gu'jian'jin'zhe 而贵古贱今者
'er'han'chao'bu'yu 而汉朝不与
'er'han'fei'li'tian 而翰飞戾天
'er'han'wu'tan'qi 而汉武叹奇
'er'he'wen'kuo'lue 而劾文阔略
'er'hou'yuan'nan'ji 而后援难继
'er'hou'zhi'zuo'zhe 而后之作者
'er'hua'cheng'si'xiang 而化成四象
'er'hua'ci'mo'zao 而华辞末造
'er'huai'nan'zuo'chuan 而淮南作传
'er'huo'shan'bao'wang 而霍嬗暴亡
'er'huo'tong'qian'gu 而惑同迁固
'er'ji'fu'zheng'lun 而季父争论
'er'ji'ling'zhu'fu 而集灵诸赋
'er'ji'ruan'ying'miu 而嵇阮应缪
'er'ji'yuan'cheng 迩及元成
'er'ji'zhi'you'ze'ye 而稽之有则也
'er'jian'ji'zhi'wang 而检迹知妄
'er'jian'yan'xiu'ci 而建言修辞
'er'jian'yue'hu'pian 而简约乎篇
'er'jiang'shen'wu'shi 而降神务实
'er'jiao'xu'pian'zhang 而胶序篇章
'er'jie'cai'yi'zuan'si 而竭才以钻思
'er'jin'dai'ci'ren 而近代词人
'er'jin'mo'pian'zhang 而晋末篇章
'er'jin'shi'ji'tong 而近世忌同
'er'jin'wei'duo'yu'jing 而今纬多于经
'er'jing'jie'shi'tong 而警戒实同
'er'jing'zi'yi'liu'yi 而经子异流矣
'er'jiu'zhun'fu'cha 而旧准弗差
'er'ju'bo'yi'zhi'zhong 而居博奕之中
'er'ju'shi'hu'zhuang'cai 而俱适乎壮采
'er'jun'jiang'feng'jian 而郡将奉笺
'er'jun'xing'yu'qian 而麏兴于前
'er'jun'zi'chao'yin 而君子嘲隐
'er'kan'lan'sheng'shi 而坎壈盛世
'er'kua'lue'jiu'gui 而跨略旧规
'er'kuo'lue'si'ju'hu 而阔略四句乎
'er'lan'biao'fang'yuan 而澜表方圆
'er'lan'zhi'ze'bu'zu'yi 而揽之则不足矣
'er'le'song'zhi'tu 而乐松之徒
'er'lei'duo'yi'cai 而类多依采
'er'li'dai'mo'wu 而历代莫悟
'er'li'di'hou'shi 而历诋后世
'er'li'ru'cheng'wen 而丽缛成文
'er'liu'pei'ru'qin 而六辔如琴
'er'lu'shi'zhi'cheng'shuo'wei'ye'yi'jue'kuang 而陆氏直称说炜晔以谲诳
'er'lv'dong'nan'yuan 而虑动难圆
'er'lv'fei'kui'kuang 而律非夔旷
'er'ma'zheng'zhu'ru 而马郑诸儒
'er'meng'jian'wei'bu'he'chuan 而孟坚谓不合传
'er'ming'sui'shu 二名虽殊
'er'miu'yu'lun'wen 而谬欲论文
'er'mo'qu'jiu'ci 而莫取旧辞
'er'nian'shi'miao'miao 而年世渺邈
'er'ou'yi'yi'ye 而偶意一也
'er'pan'qian'sheng'yu'shu'zi 而盼倩生于淑姿
'er'po'xi'qin'jiu 而颇袭秦旧
'er'qi'biao'quan'yu 尔其表权舆
'er'qi'jin'shen'zhi'lin 尔其缙绅之林
'er'qi'shi'lu'wu'yin'zhi'zhi 尔其实录无隐之旨
'er'qi'zheng'you'xiang 而奇正有象
'er'qian'kun'liang'wei 而乾坤两位
'er'qian'li'zhi'cha 而千里致差
'er'qing'bian'zhi'shu'ke'jian 而情变之数可监
'er'qu'lu'jiao'tong'yi 而衢路交通矣
'er'qu'sheng'jiu'yuan 而去圣久远
'er'qu'song'yi'bu 而屈宋逸步
'er'qu'xie'hao'jie 而曲写毫芥
'er'quan'guan'you'xu 而铨贯有叙
'er'ri'xin'qi'cai'zhe 而日新其采者
'er'ru'xing'gui'xian 而入兴贵闲
'er'san'lv'zhong'lie 而三闾忠烈
'er'se'zi'dan'qi 而色资丹漆
'er'shan'shui'fang'zi 而山水方滋
'er'shan'yu'zi'dai 而善于资代
'er'sheng'lian'bian 二省联边
'er'sheng'xian'shi'shu 而圣贤诗书
'er'shi'chu'yu'ji'ji 而事出于机急
'er'shi'fei'qi'wu 而事非其物
'er'shi'jian'ju'si 而石建惧死
'er'shi'qi'suo'shi 而失其所施
'er'shi'qing'li'hai 而世情利害
'er'shi'shu'zhi'jin'dai'ye 而诗书之襟带也
'er'shi'ti'wei'gai 而实体未该
'er'shi'zhi'xia'liu 而施之下流
'er'shi'zhou'zhi'yi'ti'ye 而史籀之遗体也
'er'shi'zu'nan'ming 而氏族难明
'er'shu'ci'zhi'fan 而属辞枝繁
'er'shu'ren'fen'gong 而数人分功
'er'shu'yuan'zhi'ju'du'ye 而述远之巨蠹也
'er'shui'huo'jing'zao 而水火井灶
'er'si'wu'ding'jian 而思无定检
'er'song'huai'yu'qian'zai'zhi'xia 而送怀于千载之下
'er'song'lai'cai'ying 而宋来才英
