'a'ba'ye'ka'luo'ji'duo 阿巴耶卡罗笈多
'chen'jian'min 陈健民
'chen'lao 尘劳
'chen'lu'he'zhu 晨露荷珠
'chen'lv'an 陈履安
'chen'qi'qi'yuan'wen 晨起祈愿文
'chen'qi'yao 陈弃药
'chen'qing'xiang 陈清香
'chen'rong'bo 陈荣波
'chen'rong'zhuo 陈荣灼
'chen'sha'huo 尘沙惑
'chen'shen'ci 陈神赐
'chen'xiang'shu 沈香树
'chen'ying'shan 陈英善
'chen'you'xin 陈又新
'chen'yu'jiao 陈玉蛟
'chen'zhong'ji 晨钟偈
'chen'zuo'long 陈祚龙
'cheng'cheng 承澄
'cheng'dao 成道
'cheng'fo 成佛
'cheng'fo'zhi'lu 成佛之路
'cheng'gong'jiu'shi'zhan'sheng'zi'ji 成功就是战胜自己
'cheng'guan 澄观
'cheng'jiu 成就
'cheng'jiu'fa'man 成就法鬘
'cheng'ming'nian'fo 称名念佛
'cheng'nian 称念
'cheng'shi'lun 成实论
'cheng'shi'shi 成实师
'cheng'shi'wu'qi 诚实无欺
'cheng'shi'zong 成实宗
'cheng'shou'xin'wu 承受信物
'cheng'tian'si 承天寺
'cheng'wei'shi'lun 成唯识论
'cheng'wei'shi'lun'shu'ji 成唯识论述记
'cheng'xin'ji 呈心偈
'cheng'yi 成一
'cheng'yuan 承远
'cheng'yuan 澄远
'cheng'zan'jing'tu'fo'she'shou'jing 称赞净土佛摄受经
'cheng'zhu 承珠
'chi 痴
'chi'cha'qu 吃茶去
'chi'cha'yang'sheng'ji 喫茶养生记
'chi'feng'gen'pei'miao 赤峰根佩庙
'chi'feng'han'miao 赤峰罕庙
'chi'guo'tian 持国天
'chi'jie 持戒
'chi'lv 持律
'chi'ming'zhou'cang 持明咒藏
'chi'mu 齿木
'chi'sheng'guang'fo'ding 炽盛光佛顶
'chi'shi'jing 持世经
'chi'song 持松
'chi'tuo'tai'zi 祇陀太子
'chi'ye 祇夜
'chi'ye'duo 祇夜多
'chi'yuan'hui 祇园会
'chi'yuan'jing'she 祇园精舍
'chi'yuan'si 祇园寺
'chi'zhai 持斋
'chong'fu'si 崇福寺
'chong'qing'hua'yan'si 重庆华岩寺
'chong'qing'liang'ping'ming'zhong'si 重庆梁平鸣钟寺
'chong'qing'shi'ba'nan'qu'yun'huo'si 重庆市巴南区云豁寺
'chong'qing'shi'dian'jiang'xian'tai'ping'si 重庆市垫江县太平寺
'chong'qing'tai'ping'chan'yuan 重庆太平禅院
'chong'shan'si 崇善寺
'chong'sheng'si'san'ta 崇圣寺三塔
'chou 筹
'chu 处
'chu'cao'zhan'she 锄草斩蛇
'chu'ding 出定
'chu'ding'hou'yu 出定后语
'chu'ding'xiao'yu 出定笑语
'chu'fa'ming'dao 初法明道
'chu'jia 出家
'chu'jin 楚金
'chu'jun 楚俊
'chu'li 出离
'chu'li'yi 出离依
'chu'qu 出去
'chu'que'xin'tou'huo 除却心头火
'chu'san'zang'ji'ji 出三藏记集
'chu'sheng'dao 畜生道
'chu'shi 出世
'chu'shi'chan'shi'yu'lu 楚石禅师语录
'chu'shi'jian 出世间
'chu'shi'mi'jue 处事秘诀
'chu'wang'ying 楚王英
'chu'wu'ni'er'bu'ran 出污泥而不染
'chu'xing'hui 出行会
'chu'yao'jing 出曜经
'chu'ye 初夜
'chu'yi'qie'ji'bing'zhou 除一切疾病咒
'chu'yuan 楚圆
'chu'zhuan'fa'lun 初转法轮
'chu'zu'an 初祖庵
'chu'zu'da'mo 初祖达摩
'chuan'dao 传道
'chuan'deng 传灯
'chuan'deng'lu 传灯录
'chuan'deng'yu'ying'ji 传灯玉英集
'chuan'fa 传法
'chuan'fa'bao'ji 传法宝纪
'chuan'fa'guan'ding 传法灌顶
'chuan'fa'yuan 传法院
'chuan'fa'zheng'zong'ji 传法正宗记
'chuan'gong 传供
'chuan'guang'lu 传光录
'chuan'hui 传悔
'chuan'jie 传戒
'chuan'xiao 传孝
'chuan'yi 传衣
'chuan'yi 传顗
'chuan'yi'chi'fan 穿衣吃饭
'chuan'zhao'fa'hui 传召法会
'chui'shi 垂示
'chun'ri'ban 春日版
'chun'ri'man'tu'luo 春日曼荼罗
'ci'bei 慈悲
'ci'bei'dao'chang'chan'fa 慈悲道场忏法
'ci'bei'shui'chan'fa 慈悲水忏法
'ci'cang 慈藏
'ci'chang 慈昌
'ci'di'san'guan 次第三观
'ci'en'chan'si 慈恩禅寺
'ci'guan 慈观
'ci'hang 慈航
'ci'hang'si 慈航寺
'ci'hui 慈惠
'ci'jing 慈经
'ci'jing'si 慈静寺
'ci'min'pai 慈愍派
'ci'ming'si 慈明寺
'ci'rong 慈蓉
'ci'shan'si 慈善寺
'ci'sheng'bu'neng'bu'ren'shi'de'yi'ge'ren 此生不能不认识的一个人
'ci'shi'ji 辞世偈
'ci'xi'gao'shan'si 慈溪高山寺
'ci'xin'san'mei 慈心三昧
'ci'yi 慈怡
'ci'yun'si 慈云寺
'ci'zhou 慈舟
'ci'zhuang 慈庄
'cong'lin'ji 丛林集
'cong'ling 葱岭
'cong'rong'lu 从容录
'cong'xin'liu'chu 从心流出
'cui'zhong'zhen 崔忠镇
'cun'cai'yu'xin'tu 存财于信徒
'cun'jiang 存奖
'cun'niu 存牛
'cun'si'bu'gua 寸丝不挂
'cun'yi 存易
'da'a'mi'tuo'jing 大阿弥陀经
'da'ai'dao'bi'qiu'ni'jing 大爱道比丘尼经
'da'an'ban'shou'yi'jing 大安般守意经
'da'an'si 大安寺
'da'an'si'liu 大安寺流
'da'bai'san'gai'fo'mu'fa 大白伞盖佛母法
'da'ban'nie'pan'jing 大般涅槃经
'da'ban'ruo'bo'luo'mi'duo'jing 大般若波罗蜜多经
'da'ban'ruo'bo'luo'mi'duo'jing'xu 大般若波罗蜜多经叙
'da'ban'ruo'hui 大般若会
'da'bao'en'si 大报恩寺
'da'bao'fa'wang 大宝法王
'da'bao'fa'wang'chuan'qi 大宝法王传奇
'da'bao'ji'jing 大宝积经
'da'bao'ji'jing'lun 大宝积经论
'da'bei 大悲
'da'bei'chan'fa 大悲忏法
'da'bei'chan'ti 大悲阐提
'da'bei'kong'zhi'jin'gang'da'jiao'wang'yi'gui'jing 大悲空智金刚大教王仪轨经
'da'bei'xin'tuo'luo'ni 大悲心陀罗尼
'da'bei'zhou 大悲咒
'da'bin'yu'si 达彬瑜寺
'da'bu'shan'de'fa 大不善地法
'da'cao'wang'si 大曹王寺
'da'cha'shi'luo 呾叉始罗
'da'chao 达超
'da'chen 达嚫
'da'cheng'a'pi'da'mo'ji'lun 大乘阿毗达磨集论
'da'cheng'a'pi'da'mo'za'ji'lun 大乘阿毗达磨杂集论
'da'cheng'bai'fa'ming'men'lun 大乘百法明门论
'da'cheng'bao'yao'yi'lun 大乘宝要义论
'da'cheng'ben'sheng'xin'di'guan'jing 大乘本生心地观经
'da'cheng'cheng'ye'lun 大乘成业论
'da'cheng'dao'gan'jing 大乘稻秆经
'da'cheng'er'shi'er'wen 大乘二十二问
'da'cheng'fa'jie'wu'cha'bie'lun 大乘法界无差别论
'da'cheng'fa'wang 大乘法王
'da'cheng'fa'xiang'yan'shen'zhang 大乘法相研神章
'da'cheng'fa'yuan'yi'lin'zhang 大乘法苑义林章
'da'cheng'fei'fo'shuo'lun 大乘非佛说论
'da'cheng'fo'jiao 大乘佛教
'da'cheng'ga'ye'shan'ding'jing 大乘伽耶山顶经
'da'cheng'ji'pu'sa'xue'lun 大乘集菩萨学论
'da'cheng'jing 大乘经
'da'cheng'li'qu'liu'bo'luo'mi'duo'jing 大乘理趣六波罗蜜多经
'da'cheng'li'wen'zi'pu'guang'ming'cang'jing 大乘离文字普光明藏经
'da'cheng'lun 大乘论
'da'cheng'lv 大乘律
'da'cheng'mi'yan'jing 大乘密严经
'da'cheng'pu'sa'ru'dao'san'zhong'guan 大乘菩萨入道三种观
'da'cheng'qi'xin'lun 大乘起信论
'da'cheng'san'xi 大乘三系
'da'cheng'shang'zuo'bu 大乘上座部
'da'cheng'si'guo 大乘四果
'da'cheng'wei'shi'lun 大乘唯识论
'da'cheng'wu'men'shi'di'shi'xiang'lun 大乘五门十地实相论
'da'cheng'wu'sheng'fang'bian'men 大乘无生方便门
'da'cheng'wu'xiang'wang'zhi 大乘无相妄执
'da'cheng'wu'yun'lun 大乘五蕴论
'da'cheng'xian'shi'jing 大乘显识经
'da'cheng'xiu'xin'qi'yi'lun'shi 大乘修心七义论释
'da'cheng'xuan'lun 大乘玄论
'da'cheng'yao'dao'mi'ji 大乘要道密集
'da'cheng'yi'zhang 大乘义章
'da'cheng'zao'xiang'gong'de'jing 大乘造像功德经
'da'cheng'zhang'zhen'lun 大乘掌珍论
'da'cheng'zhi'guan'fa'men 大乘止观法门
'da'cheng'zhong'guan'shi'lun 大乘中观释论
'da'cheng'zhuang'yan'bao'wang'jing 大乘庄严宝王经
'da'cheng'zhuang'yan'jing'lun 大乘庄严经论
'da'chuan'long'fa 大川隆法
'da'ci'da'bei 大慈大悲
'da'ci'en'si 大慈恩寺
'da'ci'en'si'san'zang'fa'shi'chuan 大慈恩寺三藏法师传
'da'ci'fa'wang 大慈法王
'da'ci'si 大慈寺
'da'cun'xi'ya 大村西崖
'da'dao'chang'an 大道长安
'da'de 大德
'da'de'si 大德寺
'da'de'si'pai 大德寺派
'da'deng'guo'shi'yu'lu 大灯国师语录
'da'di'fa 大地法
'da'dian'yu'han'yu 大颠与韩愈
'da'ding 大定
'da'er'ka 达尔喀
'da'fa'gu'jing 大法鼓经
'da'fa'gu'si 大法鼓寺
'da'fan'nao'de'fa 大烦恼地法
'da'fan'tian 大梵天
'da'fan'tian'wang'wen'fo'jue'yi'jing 大梵天王问佛决疑经
'da'fang'deng'da'ji'jing 大方等大集经
'da'fang'deng'da'ji'ri'cang'jing 大方等大集日藏经
'da'fang'deng'da'ji'yue'cang'jing 大方等大集月藏经
'da'fang'deng'wu'xiang'jing 大方等无想经
'da'fang'guang'fo'hua'yan'jing 大方广佛华严经
'da'fang'guang'fo'hua'yan'jing'xiu'ci'fen 大方广佛华严经修慈分
'da'fang'guang'ru'lai'cang'jing 大方广如来藏经
'da'feng'shan 大峰山
'da'fo 大佛
'da'fo'si 大佛寺
'da'gu 大鼓
'da'gu'da'xue 大谷大学
'da'gu'guang'rui 大谷光瑞
'da'gu'shi'fo 大谷石佛
'da'gu'tan'xian'dui 大谷探险队
'da'guan 大观
'da'he 达和
'da'hei'tian 大黑天
'da'huan'hua'wang'dao'yin'fa 大幻化网导引法
'da'hui'dao 大慧刀
'da'hui'pai 大慧派
'da'hui'pu'jue'chan'shi'nian'pu 大慧普觉禅师年谱
'da'hui'pu'jue'chan'shi'yu'lu 大慧普觉禅师语录
'da'hui'xiang'wen 大回向文
'da'ji'da'yong 大机大用
'da'ji'xiang'tian'nv'zhou 大吉祥天女咒
'da'jia'ye'zun'zhe 大迦叶尊者
'da'jian'chan'shi'xiao'qing'gui 大鉴禅师小清规
'da'jian'fu'si 大荐福寺
'da'jiao'chan'shi'yu'lu 大觉禅师语录
'da'jiu'hua'shan'xi'lai'chan'si 大九华山西来禅寺
'da'jue'si 大觉寺
'da'kai'jing 大开静
'da'kong'que'ming'wang'xin'zhou 大孔雀明王心咒
'da'ku'wang'sheng'yu'da'xiao'wang'sheng 大哭往生与大笑往生
'da'lai'la'ma 达赖喇嘛
'da'li'bai 大礼拜
'da'li'fo'jiao 大理佛教
'da'li'guo'fan'xiang'juan 大理国梵像卷
'da'lian'bao'hua'si'da'xiong'bao'dian'shang'liang 大连宝华寺大雄宝殿上梁
'da'lian'sheng'shui'si 大连圣水寺
'da'lian'shi'lian'hua'shan'si 大连市莲花山寺
'da'lian'wa'fang'dian'long'shan'yong'quan'si 大连瓦房店龙山涌泉寺
'da'lian'wa'fang'dian'shi'guan'hai'si 大连瓦房店市观海寺
'da'lin'jing'she 大林精舍
'da'long'ga'ju'pai 达垄噶举派
'da'long'gong'si 大龙宫寺
'da'long'si 达垄寺
'da'luo'pi'tu'guo 达罗毗荼国
'da'ma'yu'te'pai 达玛瑜特派
'da'ming'gao'seng'chuan 大明高僧传
'da'ming'ren'xiao'huang'hou'meng'gan'fo'shuo'di'yi'xi'you'da'gong'de'jing 大明仁孝皇后梦感佛说第一希有大功德经
'da'ming'san'zang'fa'shu 大明三藏法数
'da'ming'si 大明寺
'da'ming'ta 大明塔
'da'mo'bo'luo 达摩波罗
'da'mo'duo'luo 达摩多罗
'da'mo'duo'luo'chan'jing 达磨多罗禅经
'da'mo'ji 达磨忌
'da'mo'ji'duo 达摩笈多
'da'mo'yi'jin'jing'shi'er'shi 达摩易筋经十二式
'da'mo'zhe'ti 达磨遮提
'da'mo'zu'shi 达摩祖师
'da'mu'gan'lian'ming'jian'jiu'mu'bian'wen 大目干连冥间救母变文
'da'nian'fo'si 大念佛寺
'da'pi'lu'zhe'na'cheng'fo'jing'shu 大毗卢遮那成佛经疏
'da'pi'lu'zhe'na'jing'guang'da'yi'gui 大毗卢遮那经广大仪轨
'da'pi'po'sha'lun 大毗婆沙论
'da'pin'bo're'jing 大品般若经
'da'po'wan 打破碗
'da'qi 打七
'da'qian'wei'chuang 大千为床
'da'qin'guo 大秦国
'da'qin'jing'jiao'liu'xing'zhong'guo'bei 大秦景教流行中国碑
'da'qin'si 大秦寺
'da'quan'xiu'li'pu'sa 大权修理菩萨
'da'ri'ben'fo'jiao'hui 大日本佛教会
'da'ri'ben'fo'jiao'quan'shu 大日本佛教全书
'da'ri'ben'guo'fa'hua'jing'yan'ji 大日本国法华经验记
'da'ri'jing 大日经
'da'ri'ru'lai 大日如来
'da'sa'zhe'ni'gan'zi'suo'shuo'jing 大萨遮尼干子所说经
'da'shan'di'fa 大善地法
'da'sheng'huan'xi'tian 大圣欢喜天
'da'shi 大事
'da'shi 大史
'da'shi 大师
'da'shi'jiang'jing 大士讲经
'da'shi'si 大石寺
'da'shi'zhi'pu'sa 大势至菩萨
'da'shi'zhi'pu'sa'xin'zhou 大势至菩萨心咒
'da'shou'yin 大手印
'da'shou'yin'chuan'cheng'zu'shi'qi'qing'wen 大手印传承祖师祈请文
'da'shu'jin'na'luo'wang 大树紧那罗王
'da'shu'jin'na'luo'wang'suo'wen'jing 大树紧那罗王所问经
'da'si 达斯
'da'si 大寺
'da'si'ji'duo 达斯笈多
'da'song'seng'shi'lue 大宋僧史略
'da'sui'qiu'pu'sa 大随求菩萨
'da'sui'qiu'tuo'luo'ni 大随求陀罗尼
'da'tang'nei'dian'lu 大唐内典录
'da'tang'xi'you'ji 大唐西游记
'da'tang'xi'yu'ji 大唐西域记
'da'tang'xi'yu'qiu'fa'gao'seng'chuan 大唐西域求法高僧传
'da'te'luo 怛特罗
'da'te'luo'bu'ji'cheng 怛特罗部集成
'da'te'luo'fo'jiao 怛特罗佛教
'da'tian 大天
'da'tian'wu'shi 大天五事
'da'tong 大同
'da'tong'zhi'sheng'fo 大通智胜佛
'da'wei'de'ming'wang 大威德明王
'da'wo 大我
'da'wu'wei 大无畏
'da'xi 大訢
'da'xian 大贤
'da'xian'si 大仙寺
'da'xiao'bu'er 大小不二
'da'xiao'fen'tong 大小粪桶
'da'xiao'xie'jian'zhi'duo'shao 大小邪见知多少
'da'xin'wang 达信王
'da'xing 大醒
'da'xing'shan'si 大兴善寺
'da'xing'shi 大行事
'da'xing'si 大兴寺
'da'xiong 大雄
'da'xiong'bao'dian 大雄宝殿
'da'yan'li 大衍历
'da'yan'ta 大雁塔
'da'yi'yi'shi 撘衣仪式
'da'ying'pai 大应派
'da'yong 大勇
'da'you 大佑
'da'yuan'jing'zhi 大圆镜智
'da'yuan'jue'si 大圆觉寺
'da'yuan'man 大圆满
'da'yuan'man'long'qin'xin'sui'qian'xing'yin'dao'wen 大圆满龙钦心髓前行引导文
'da'yuan'man'wu'shang'zhi'guang'da'xin'yao 大圆满无上智广大心要
'da'yuan'man'xin'yao'zong'ji 大圆满心要总集
'da'yuan'man'xu'huan'xiu'xi'miao'che'shu 大圆满虚幻休息妙车疏
'da'yuan'man'zhong'yin'shen'wen'ji'jie'tuo'cheng'fo'zhou 大圆满中阴身闻即解脱成佛咒
'da'yuan'man'zhong'yin'sheng'wen'jie'tuo'ji'cheng'fo'zhou 大圆满中阴声闻解脱即成佛咒
'da'yuan'wen'da 大原问答
'da'yun'lun'qing'yu'jing 大云轮请雨经
'da'yun'si 大云寺
'da'zang'jing 大藏经
'da'zang'jing'bu'bian 大藏经补编
'da'zang'jing'gang'mu'zhi'yao'lu 大藏经纲目指要录
'da'zang'jing'suo'yin 大藏经索引
'da'zang'sheng'jiao'fa'bao'biao'mu 大藏圣教法宝标目
'da'zang'yi'lan'ji 大藏一览集
'da'zhang'fu'lun 大丈夫论
'da'zhao 大召
'da'zhao'qing'lv'si'zhi 大昭庆律寺志
'da'zhao'si 大昭寺
'da'zheng'da'xue 大正大学
'da'zheng'jue'si 大正觉寺
'da'zheng'xin'xiu'da'zang'jing 大正新修大藏经
'da'zhi'du'lun 大智度论
'da'zhong'bu 大众部
'da'zhong'si 大钟寺
'da'zhong'xiang'fu'fa'bao'lu 大中祥符法宝录
'da'zhou'kan'ding'zhong'jing'mu'lu 大周刊定众经目录
'da'zhuang'yan'lun'jing 大庄严论经
'da'zi'zai'qi'qing'wen 大自在祈请文
'da'zi'zai'she'shou'qi'dao'wen 大自在摄受祈祷文
'da'zi'zai'tian 大自在天
'da'zong'di'xuan'wen'ben'lun 大宗地玄文本论
'da'zu'shi'ke 大足石刻
'da'zuo'fei'chan 打坐非禅
'dai'chuan'xian 戴传贤
'dai'ke'zhi'dao 待客之道
'dai'kui 戴逵
'dai'mi'wei 戴密微
'dai'wei'si 戴维斯
'dai'ye'wang'sheng 带业往生
'dai'zu'fo'jiao 傣族佛教
'dan 单
'dan'ba 胆巴
'dan'dang 担当
'dan'nian'e'mi'tuo'fo 但念阿弥陀佛
'dan'tian 丹田
'dan'xia'shao'fo 丹霞烧佛
'dan'xia'tian'ran 丹霞天然
'dan'zhou'er 丹周尔
'dang'ba'sang'jie 当巴桑结
'dang'ma'man'tu'luo 当麻曼荼罗
'dao 道
'dao'an 道安
'dao'bai 道白
'dao'chang 道场
'dao'chang'si 道场寺
'dao'cheng'si 道成寺
'dao'chong 道宠
'dao'chuo 道绰
'dao'di 道谛
'dao'di'you'mei'you'yin'guo'bao'ying 到底有没有因果报应
'dao'duan'liang'xiu 道端良秀
'dao'ji 道机
'dao'ji 道济
'dao'jie 道阶
'dao'kai 道开
'dao'kai 道楷
'dao'lang 道朗
'dao'le'long'tan 到了龙潭
'dao'li 倒离
'dao'li'tian 忉利天
'dao'lin 道林
'dao'long 道隆
'dao'lun 道伦
'dao'min 道忞
'dao'pei 道霈
'dao'qin 道钦
'dao'rong 道融
'dao'shen 道诜
'dao'shen'si 道诜寺
'dao'sheng 道生
'dao'sheng 道盛
'dao'shi 道世
'dao'shi 岛史
'dao'sui 道邃
'dao'wu 道悟
'dao'xin 道信
'dao'xuan 道宣
'dao'xuan 道璇
'dao'yan 道衍
'dao'yi 道一
'dao'yi 道义
'dao'ying 道膺
'dao'yu'lu 道余录
'dao'yuan 道元
'dao'yuan 道源
'dao'zai'he'chu 道在何处
'dao'zai'ping'chang'ri'yong'zhong 道在平常日用中
'dao'zhao 道昭
'dao'zhong 道忠
'de'ge'yin'jing'yuan 德格印经院
'de'guang 德光
'de'hui 德慧
'de'hui'si 德惠寺
'de'jian 德俭
'de'qing 德清
'de'seng 德僧
'de'shan'chan'shi'yi'shi 德山禅师轶事
'de'shan'si 德山寺
'de'shao 德韶
'de'yi 德异
'de'yuan'chan'si 德源禅寺
'de'yuan'si 德源寺
'de'zheng'chan'si 德政禅寺
'deng'ga'er'ma'mu'lu 登噶尔玛目录
'deng'guang'cheng 灯光城
'deng'huo'di'yu 等活地狱
'deng'jue 等觉
'deng'ke'ming 邓克铭
'deng'liu'xi'qi 等流习气
'deng'ming 灯明
'deng'ming'si 登明寺
'deng'xian'ji'sui'xu'kong'gu 等闲击碎虚空骨
'deng'xin'jiang'can 灯芯将残
'deng'yin'feng'can'shi'tou'chan'shi'gong'an 邓隐峰参石头禅师公案
'di 谛
'di'guan 谛观
'di'hua 地华
'di'ju'tian 地居天
'di'lun'zong 地论宗
'di'sha'fo 底沙佛
'di'shi 帝师
'di'shi'luo'cha 帝失罗叉
'di'shi'tian 帝释天
'di'shui'he'shang 滴水和尚
'di'shui'kai'wu 滴水开悟
'di'tian 地天
'di'xian 谛闲
'di'yi'yi'di 第一义谛
'di'yi'yi'kong 第一义空
'di'yu 地狱
'di'yu'bian 地狱变
'di'yu'de'dao 地狱得道
'di'yu'yu'ji'le 地狱与极乐
'di'zang'pu'sa 地藏菩萨
'di'zang'pu'sa'ben'yuan'jing 地藏菩萨本愿经
'di'zang'pu'sa'fa'xin'yin'yuan'shi'wang'jing 地藏菩萨发心因缘十王经
'di'zang'pu'sa'gu'shi 地藏菩萨故事
'di'zang'pu'sa'li'zan'ge 地藏菩萨礼赞歌
'di'zang'pu'sa'ling'gan'ge 地藏菩萨灵感歌
'di'zang'pu'sa'tuo'luo'ni 地藏菩萨陀罗尼
'di'zang'pu'sa'xin'zhou 地藏菩萨心咒
'di'zang'shi'lun'jing 地藏十轮经
'di'zang'wang 地藏王
'di'zang'wang'pu'sa'chao'du'xin'zhou 地藏王菩薩超度心咒
'dian'dao 颠倒
'dian'jiang'xian'bao'en'si 垫江县报恩寺
'dian'jiang'xian'tai'ping'si'nian'fo'tang 垫江县太平寺念佛堂
'dian'nao'fo'dian 电脑佛典
'dian'shi'ji 滇释记
'dian'tang 殿堂
'dian'zuo 典座
'diao'ju 掉举
'ding 定
'ding'bin 定宾
'ding'chao 定朝
'ding'chen 定琛
'ding'fu'bao 丁福保
'ding'gong'jie 定共戒
'ding'hui'si 定慧寺
'ding'li 顶礼
'ding'lin'si 定林寺
'ding'min 丁敏
'ding'san 定散
'ding'shi'fo'xue'cong'shu 丁氏佛学丛书
'ding'xi 定西
'ding'ye 定业
'ding'yin 定印
'dong'chan'yuan 东禅院
'dong'chu 东初
'dong'da'si 东大寺
'dong'fang'ba'fo 东方八佛
'dong'fang'sheng'shu 东方圣书
'dong'fu'si 东福寺
'dong'guo'da'xue 东国大学
'dong'guo'gao'seng'chuan 东国高僧传
'dong'guo'seng'ni'lu 东国僧尼录
'dong'hai'guan'yin'si 东海观音寺
'dong'han'fo'jiao 东汉佛教
'dong'he'si 东鹤寺
'dong'jin'fo'jiao 东晋佛教
'dong'jing'si 东净寺
'dong'lin'shi'ba'gao'xian'chuan 东林十八高贤传
'dong'lin'si 东林寺
'dong'mi 东密
'dong'ming'pai 东明派
'dong'ming'si 东明寺
'dong'ran'ming'bai 洞然明白
'dong'shan'liang'jia 洞山良价
'dong'shan'si 东山寺
'dong'shan'wu'ben'da'shi'yu'lu 洞山悟本大师语录
'dong'shan'wu'wei 洞山五位
'dong'shang'zu'xian'lu 洞上祖宪录
'dong'ta'zong 东塔宗
'dong'yang'da'xue 东洋大学
'dou'ba'pi'sha'men 兜跋毗沙门
'dou'jiang 都讲
'dou'lv'tian 兜率天
'dou'sha'jing 兜沙经
'du'bu'ba 笃补巴
'du'die 度牒
'du'gu 毒鼓
'du'huo'luo'guo 睹货逻国
'du'jing 读经
'du'lan'da'luo'guo 闍烂达罗国
'du'le'si 独乐寺
'du'men'si 度门寺
'du'mu'zan 度母赞
'du'na'jue'duo 闍那崛多
'du'seng'zhi'du 度僧制度
'du'ye'ba'mo'qi'shi 闍耶跋摩七世
'du'zi'bu 犊子部
'duan'huo 断惑
'duan'mei'san'pu'ti 端美三菩提
'duan'mie'lun 断灭论
'duan'mo'mo 断末摩
'duan'su'si 断俗寺
'duan'wen'zhou 断瘟咒
'duan'zheng'de'nan'tuo 端正的难陀
'dui'lv 兑律
'dui'zhi'li 对治离
'dun'hua'zheng'jue'si 敦化正觉寺
'dun'huang'shi'ku 敦煌石窟
'dun'jian'er'jiao 顿渐二教
'dun'wu 顿悟
'dun'wu'da'cheng'zheng'li'jue 顿悟大乘正理决
'dun'wu'ru'dao'yao'men'lun 顿悟入道要门论
'duo'bao'fo 多宝佛
'duo'chi'le'liu'ge'bing 多吃了六个饼
'duo'er'jie 朵尔杰
'duo'jian'yi'xie 多捡一些
'duo'jie'jue'ba 多杰觉拔
'duo'jie'luo'xiang'shu 多揭罗香树
'duo'lun'si 多伦寺
'duo'luo'bo'di'guo 堕罗钵底国
'duo'luo'na'ta 多罗那他
'duo'luo'na'ta'fo'jiao'shi 多罗那他佛教史
'duo'luo'pu'sa 多罗菩萨
'duo'luo'shu 多罗树
'duo'ma'shi'zi 多玛食子
'duo'ma'si 多玛斯
'duo'mo'luo'ba'xiang'shu 多摩罗跋香树
'duo'nian'yi 多念义
'duo'shao'zhong 多少重
'duo'wen 多闻
'duo'wen'bu 多闻部
'duo'yi'si'te'pu'si 朵依斯特普寺
'duo'zi'ta 多子塔
'e 恶
'e'cha'ju 恶叉聚
'e'jian 恶见
'e'lan'chan'yuan 莪阑婵院
'e'mei'shan 峨眉山
'e'mi'tuo'fo 阿弥陀佛
'e'mi'tuo'fo'ge 阿弥陀佛歌
'e'mi'tuo'fo'lai'jie'yin 阿弥陀佛来接引
'e'mi'tuo'fo'song 阿弥陀佛颂
'e'mi'tuo'fo'xie'xie'ni 阿弥陀佛谢谢你
'e'mi'tuo'fo'xin'zhou 阿弥陀佛心咒
'e'mi'tuo'fo'zai'xin'jian 阿弥陀佛在心间
'e'nian'e'guo 恶念恶果
'e'qu'kong 恶取空
'e'ren'zheng'ji 恶人正机
'e'xian'che'da'luo'guo 恶酰掣呾逻国
'e'zhi'shi 恶知识
'e'zuo 恶作
'en 恩
'er'bian 二边
'er'bu'seng'shou'jie'gui'fan 二部僧授戒轨范
'er'cheng 二乘
'er'cheng'zuo'fo 二乘作佛
'er'chong'zhong'dao 二重中道
'er'dang 耳璫
'er'di 二谛
'er'di'yi 二谛义
'er'gen 耳根
'er'gen 二根
'er'he'bai'dao 二河白道
'er'hu 二护
'er'jiao 二教
'er'jiao'liu'li 二教六理
'er'jiao'lun 二教论
'er'kong 二空
'er'li 二力
'er'qu 二取
'er'ru'si'hang 二入四行
'er'ru'si'hang'lun 二入四行论
'er'shi 耳识
'er'shi'ba'bu'zhong 二十八部众
'er'shi'ba'xiu 二十八宿
'er'shi'er'gen 二十二根
'er'shi'er'yu 二十二愚
'er'shi'jian'du 二十犍度
'er'shi'si'yuan 二十四缘
'er'shi'tian 二十天
'er'shi'wu'di 二十五谛
'er'shi'wu'fang'bian 二十五方便
'er'shi'wu'shen 二十五神
'er'shi'wu'you 二十五有
'er'shi'wu'yuan'tong 二十五圆通
'er'shi'wu'zhong 二十五众
'er'shi'yi'er 二十亿耳
'er'shou'hu 二守护
'er'shu'nie'teng 二鼠啮藤
'er'tu 二土
'er'tu'hong'jing 二土弘经
'er'xing 二形
'er'yin 二因
'er'yin'mi'chan'shi'yu'lu 二隐谧禅师语录
'er'yue'tang 二月堂
'er'zhang 二障
'er'zhang'yi 二障义
'er'zhi 二智
'er'zhong'sheng'si 二种生死
'er'zu'shan 二祖山
'er'zun'yuan 二尊院
'fa 法
'fa'bao 法宝
'fa'cang 法藏
'fa'cang'bu 法藏部
'fa'cang'he'shang'chuan 法藏和尚传
'fa'cang'sui'jin'lu 法藏碎金录
'fa'cha'bie'xiang'wei'yin 法差别相违因
'fa'chang 法常
'fa'cheng 法成
'fa'cheng 法称
'fa'chi 法持
'fa'chong 法冲
'fa'chu'suo'she'se 法处所摄色
'fa'er'zi'ran 法尔自然
'fa'fang 法舫
'fa'ge'chong'bai 法格崇拜
'fa'gong 法恭
'fa'gu 法鼓
'fa'guang'si 法光寺
