'ai'ci'qiong'du 哀此茕独
'tui'er'you'qu'zhi 退而有去志
'wai'ren'jie'cheng'fu'zi'hao'bian 外人皆称夫子好辩
'wai'wu'kuang'fu 外无旷夫
'wai'ze'jun'chen 外则君臣
'wan'qu'qian'yan 万取千焉
'wan'sheng'zhi'guo 万乘之国
'wan'sheng'zhi'guo'shi'qi'jun'zhe 万乘之国弑其君者
'wan'zhang'shang 万章上
'wan'zhang'wen'yue 万章问曰
'wan'zhang'yue 万章曰
'wang'bian'hu'se 王变乎色
'wang'bu'dai'da 王不待大
'wang'chang'yu'zhuang'zi'yi'hao'le 王尝语庄子以好乐
'wang'chao'mu'jian 王朝暮见
'wang'chi'er'zhi'xun 枉尺而直寻
'wang'dao'er'wei'zhi'jian 望道而未之见
'wang'dao'zhi'shi'ye 王道之始也
'wang'gu'zuo'you'er'yan'ta 王顾左右而言他
'wang'hao'zhan 王好战
'wang'he'bi'yue'li 王何必曰利
'wang'he'si'nu 王赫斯怒
'wang'ji'zhe'wei'you'neng'zhi'ren'zhe'ye 枉己者未有能直人者也
'wang'jian'jin'yi'bai'er'bu'shou 王兼金一百而不受
'wang'jian'zhi 王见之
'wang'jiu'jian'meng'zi'yue 王就见孟子曰
'wang'li'yu'zhao'shang 王立於沼上
'wang'min'er'ke'wei'ye 罔民而可为也
'wang'qing'da'zhi 王请大之
'wang'qing'du'zhi 王请度之
'wang'qing'wu'hao'xiao'yong 王请无好小勇
'wang'qing'wu'yi 王请勿疑
'wang'ru'gai'zhu'ze'bi'fan'yu 王如改诸则必反予
'wang'ru'hao'huo 王如好货
'wang'ru'hao'se 王如好色
'wang'ru'shan'zhi 王如善之
'wang'ru'shi'ren'zheng'yu'min 王如施仁政於民
'wang'ru'yong'yu 王如用予
'wang'ru'zhi'ci 王如知此
'wang'ruo'yin'qi'wu'zui'er'jiu'si'di 王若隐其无罪而就死地
'wang'shei'yu'wei'bu'shan 王谁与为不善
'wang'shei'yu'wei'shan 王谁与为善
'wang'shi'gai'dai'fu'wang'wei'fu'xing 王使盖大夫王为辅行
'wang'shi'ren'fu'zi 王使人夫子
'wang'shi'ren'lai'yue 王使人来曰
'wang'shi'ren'wen'ji 王使人问疾
'wang'shu'ji'gai'zhi 王庶几改之
'wang'shuo'yue 王说曰
'wang'song'zhi'men 往送之门
'wang'su'chu'ling 王速出令
'wang'wang'er'zheng'zhi 王往而征之
'wang'wang'ran'qu'zhi 望望然去之
'wang'wei'shi'zi'yue 王谓时子曰
'wang'wu'huan'yan 王无患焉
'wang'wu'qin'chen'yi 王无亲臣矣
'wang'wu'yi'yu'bai'xing'zhi'yi'wang'wei'ai'ye 王无异於百姓之以王为爱也
'wang'wu'zui'sui 王无罪岁
'wang'xiao'er'bu'yan 王笑而不言
'wang'xiao'yue 王笑曰
'wang'yi 亡矣
'wang'yi'yue'ren'yi'er'yi'yi 王亦曰仁义而已矣
'wang'you'zu'yong'wei'shan 王由足用为善
'wang'yu'bao'yi'hao'le 王语暴以好乐
'wang'yu'xing'wang'zheng 王欲行王政
'wang'yu'xing'zhi 王欲行之
'wang'yue 王曰
'wang'zai'ling'you 王在灵囿
'wang'zai'ling'zhao 王在灵沼
'wang'zhe'zhi'tang'ye 王者之堂也
'wang'zhe'zhi'xi'er'shi'wang 王者之熄而诗亡
'wang'zheng'ke'de'wen'yu 王政可得闻与
'wang'zhi'bu'si'ren'jun 望之不似人君
'wang'zhi'bu'wang 王之不王
'wang'zhi'chen 王之臣
'wang'zhi'fu'miao'hu 王知夫苗乎
'wang'zhi'hao'le'shen 王之好乐甚
'wang'zhi'nv'jia 往之女家
'wang'zhi'suo'da'yu 王之所大欲
'wang'zhi'wei'dou'zhe 王之为都者
'wang'zhi'zhu'chen 王之诸臣
'wang'zi'bi'gan 王子比干
'wang'zi'yi'wei'yu'zhou'gong 王自以为与周公
'wang'zuo'yu'tang'shang 王坐於堂上
'wei 洧
'wei'bu'chu 为不畜
'wei'bu'shun'yu'fu'mu 为不顺於父母
'wei'bu'yong'en'yan 为不用恩焉
'wei'bu'yong'li'yan 为不用力焉
'wei'bu'yong'ming'yan 为不用明焉
'wei'chang'wen'shi'ru'ci'qi'ji 未尝闻仕如此其急
'wei'chang'yu'zhi'yan'xing'shi'ye 未尝与之言行事也
'wei'chen'fu'yu'da'yi'zhou 惟臣附於大邑周
'wei'ci'shi'wei'ran 惟此时为然
'wei'ci'shi'zhe 为此诗者
'wei'cong'jue'zhe 为丛爵者
'wei'da'ren'wei'neng'ge'jun'xin'zhi'fei 惟大人为能格君心之非
'wei'de'zui'yu'fu 为得罪於父
'wei'er'qu'zhi 委而去之
'wei'fei'gan'bu'zu'yi'kou'yu 为肥甘不足以口与
'wei'fu'bu'ren'yi 为富不仁矣
'wei'gao'bi'yin'qiu'ling 为高必因丘陵
'wei'guan'guo'yi'qin'zhi'mei'ye 谓棺椁衣衾之美也
'wei'guo 为国
'wei'hou'yi'er'xian'li 为後义而先利
'wei'jian'suo'yi'jing'wang'ye 未见所以敬王也
'wei'jing'yu'guo'zhong 为阱於国中
'wei'jiu'ye 未久也
'wei'ju'shi 为巨室
'wei'jun'suo'hang'ye 惟君所行也
'wei'ke'ji'ye 为可继也
'wei'ke'ye 未可也
'wei'ke'yi'yan'yu 未可以言与
'wei'kong'bu'shun'yan 惟恐不顺焉
'wei'kong'ju'xin 惟孔距心
'wei'min'fu'mu 为民父母
'wei'min'fu'mu'xing'zheng 为民父母行政
'wei'min'shang'er'bu'yu'min'tong'le'zhe 为民上而不与民同乐者
'wei'neng'huo'zhi'xian'ye 未能或之先也
'wei'pi'fu'pi'fu'fu'chou'ye 为匹夫匹妇复雠也
'wei'qi'dai'fu'yue 谓其大夫曰
'wei'qi'jun'bu'neng'zhe 谓其君不能者
'wei'qi'ke'yi'yan'ye 为其可以言也
'wei'qi'ren'yue 谓其人曰
'wei'qi'sha'shi'tong'zi'er'zheng'zhi 为其杀是童子而征之
'wei'qi'tai'yue'ling'tai 谓其台曰灵台
'wei'qi'xiang'ren'er'yong'zhi'ye 为其象人而用之也
'wei'qi'zao'ye 为其凿也
'wei'qi'zhao'yue'ling'zhao 谓其沼曰灵沼
'wei'ran'you'yue 谓然友曰
'wei'ren'bu'fu'yi 为仁不富矣
'wei'ruo'qin'qi'lin'zhi'chi'zi'hu 为若亲其邻之赤子乎
'wei'shan 为善
'wei'shan'er'yi'yi 为善而已矣
'wei'shi'chen 危士臣
'wei'shi'shi'ze'ke'yi'sha'zhi 为士师则可以杀之
'wei'shi'wei'neng 惟士为能
'wei'shi'wu'tian 惟士无田
'wei'shi'yu'gong'zhi'si'zhui'zhi 卫使庾公之斯追之
'wei'shun'wei'ran 惟舜为然
'wei'shun'yu'fu'mu 惟顺於父母
'wei'song'si'ke'yi'dang'da'shi 惟送死可以当大事
'wei'tang 为汤
'wei'tian'li'ze'ke'yi'fa'zhi 为天吏则可以伐之
'wei'tian'wei'da 惟天为大
'wei'tian'xia'bu'yi'bing'ge'zhi'li 威天下不以兵革之利
'wei'tian'xia'de'ren'nan 为天下得人难
'wei'tian'xia'de'ren'zhe'wei'zhi'ren 为天下得人者谓之仁
'wei'tian'zhe'bao'qi'guo 畏天者保其国
'wei'tian'zhe'ye 畏天者也
'wei'tian'zhi'wei 畏天之威
'wei'tong'er'yan 未同而言
'wei'wang'liang 谓王良
'wei'wang'song'zhi 为王诵之
'wei'wei'hu'you'tian'xia'er'bu'yu'yan 巍巍乎有天下而不与焉
'wei'wen'bian'yu'yi'zhe'ye 未闻变於夷者也
'wei'wen'dao'ye 未闻道也
'wei'wen'shi'jun'ye 未闻弑君也
'wei'wen'xia'qiao'mu'er'ru'yu'you'gu'zhe 未闻下乔木而入於幽谷者
'wei'wen'yi'qian'li'wei'ren'zhe'ye 未闻以千里畏人者也
'wei'wo'zai 为我在
'wei'wo'zuo'jun'chen'xiang'shuo'zhi'le 为我作君臣相说之乐
'wei'wu'ben 为无本
'wei'wu'bu'neng'qu 威武不能屈
'wei'wu'hou'ye 为无後也
'wei'xia'bi'yin'chuan'ze 为下必因川泽
'wei'yao'ze'zhi 惟尧则之
'wei'ye 微也
'wei'ye 未也
'wei'yi'suo'zai 惟义所在
'wei'you'bu'shi'sha'ren'zhe'ye 未有不嗜杀人者也
'wei'you'fu'zi'ye 未有夫子也
'wei'you'kong'zi'ye 未有孔子也
'wei'you'ming'jie 未有命戒
'wei'you'neng'dong'zhe'ye 未有能动者也
'wei'you'neng'fu'ren'zhe'ye 未有能服人者也
'wei'you'neng'ji'zhe'ye 未有能济者也
'wei'you'ren'er'yi'qi'qin'zhe'ye 未有仁而遗其亲者也
'wei'you'shen'yu'ci'shi'zhe'ye 未有甚於此时者也
'wei'you'sheng'yu'kong'zi'ye 未有盛於孔子也
'wei'you'shu'yu'ci'shi'zhe'ye 未有疏於此时者也
'wei'you'yi'er'hou'qi'jun'zhe'ye 未有义而後其君者也
'wei'you'yu'yan 未有与焉
'wei'yue 惟曰
'wei'zhang'zhe'zhe'zhi'yu'ren'yue 为长者折枝语人曰
'wei'zheng'bu'nan 为政不难
'wei'zheng'bu'yin'xian'wang'zhi'dao 为政不因先王之道
'wei'zhi'gui'yu 为之诡遇
'wei'zhi'huang 谓之荒
'wei'zhi'lian 谓之连
'wei'zhi'qi'shu'xian 未知其孰贤
'wei'zhi'shan'she'zhe'ye 卫之善射者也
'wei'zhi'wang 谓之亡
'wei'zhi'yi'fu 谓之一夫
'wei'zhi'you'ye 未之有也
'wei'zhi'zhe'wei'neng'yi'xiao'shi'da 惟智者为能以小事大
'wei'zhi'zhong 谓之忠
'wei'zhi'zi'bao'ye 谓之自暴也
'wei'zhi'zi'qi'ye 谓之自弃也
'wei'zhong 微仲
'wei'zhu'hou'du 为诸侯度
'wei'zhu'hou'you 为诸侯忧
'wei'zhu'wei'you'gong'tian 惟助为有公田
'wei'zi'chen'shu 惟兹臣庶
'wen 问
'wen'gong'yu'zhi'chu 文公与之处
'wen'guo'zhi'da'jin 问国之大禁
'wen'jie 闻戒
'wen'jun'xing'ren'zheng 闻君行仁政
'wen'jun'xing'sheng'ren'zhi'zheng 闻君行圣人之政
'wen'meng'zi 问孟子
'wen'qi'le'er'zhi'qi'de 闻其乐而知其德
'wen'qi'pu'yue 问其仆曰
'wen'qi'sheng 闻其声
'wen'qi'yu'yin'shi'zhe 问其与饮食者
'wen'wang'fa'zheng'shi'ren 文王发政施仁
'wen'wang'he'ke'dang'ye 文王何可当也
'wen'wang'ming'er'sui'bu'guo 闻王命而遂不果
'wen'wang'sheng'yu'qi'zhou 文王生於岐周
'wen'wang'shi'kun'yi 文王事昆夷
'wen'wang'shi'min'ru'shang 文王视民如伤
'wen'wang'shi'ye 文王是也
'wen'wang'wo'shi'ye 文王我师也
'wen'wang'yi'bai'li 文王以百里
'wen'wang'yi'min'li'wei'tai'wei'zhao 文王以民力为台为沼
'wen'wang'yi'nu'er'an'tian'xia'zhi'min 文王一怒而安天下之民
'wen'wang'zhi'wei'ye 文王之谓也
'wen'wang'zhi'you 文王之囿
'wen'wen'wang'zuo'xing 闻文王作兴
'wen'yu'meng'zi 问於孟子
'wen'yue 问曰
'wen'zhu'yi'fu'zhou'yi 闻诛一夫纣矣
'wo'bi'bu'ren'ye 我必不仁也
'wo'bi'bu'zhong 我必不忠
'wo'bu'gan'fei 我不敢废
'wo'bu'guan'yu'xiao'ren'cheng 我不贯与小人乘
'wo'bu'neng 我不能
'wo'bu'ren'yi'fu'zi'zhi'dao 我不忍以夫子之道
'wo'bu'shi'neng'zhi'fou'hu 我不识能至否乎
'wo'bu'yi'zi'xue'gu'zhi'dao 我不意子学古之道
'wo'fei'ai'qi'cai'er'yi'zhi'yi'yang'ye 我非爱其财而易之以羊也
'wo'fei'yao'shun'zhi'dao 我非尧舜之道
'wo'gu'yue 我故曰
'wo'hou 我后
'wo'jiang'fan 我将反
'wo'jiang'qu'zhi 我将去之
'wo'jie'li'geng'tian 我竭力耕田
'wo'ming'gao'zi 我明告子
'wo'ming'yu'zi 我明语子
'wo'qie'wang'jian 我且往见
'wo'qie'zhi'zhi 我且直之
'wo'shan'yang'wu'hao'ran'zhi'qi 我善养吾浩然之气
'wo'shi'zhang'yu'nv'cheng 我使掌与女乘
'wo'si'shi'bu'dong'xin 我四十不动心
'wo'sui'bu'min 我虽不敏
'wo'wei'wo 我为我
'wo'wu'guan'shou 我无官守
'wo'wu'wei'yang 我武惟扬
'wo'wu'yan'ze'ye 我无言责也
'wo'xue'bu'yan'er'jiao'bu'juan'ye 我学不厌而教不倦也
'wo'yi'ren'ye 我亦人也
'wo'yi'wu'ren 我以吾仁
'wo'yi'wu'yi 我以吾义
'wo'yi'yu'zheng'ren'xin 我亦欲正人心
'wo'you'wei'mian'wei'xiang'ren'ye 我由未免为乡人也
'wo'yu'ci'ming 我於辞命
'wo'yu'xing'li 我欲行礼
'wo'yu'zhong'guo'er'shou'meng'zi'shi 我欲中国而授孟子室
'wo'zhang'fu'ye 我丈夫也
'wo'zhi'yan 我知言
'wu'bai'nian'bi'you'wang'zhe'xing 五百年必有王者兴
'wu'bao'qi'qi 无暴其气
'wu'bao'qi'qi'zhe 无暴其气者
'wu'bi'yi'zhong'zi'wei'ju'bo'yan 吾必以仲子为巨擘焉
'wu'bu'neng'jin'yu'shi'yi 吾不能进於是矣
'wu'bu'ren'qi'hu'su 吾不忍其觳觫
'wu'bu'wei'shi'ye 吾不为是也
'wu'bu'wei'yi 无不为已
'wu'bu'xiao'ye 五不孝也
'wu'bu'zhi'e'qi'suo'hao 污不至阿其所好
'wu'bu'zhui'yan 吾不惴焉
'wu'cai 无财
'wu'ce'yin'zhi'xin 无恻隐之心
'wu'chang'wen'da'yong'yu'fu'zi'yi 吾尝闻大勇於夫子矣
'wu'chang'wen'zhi'yi 吾尝闻之矣
'wu'chu'er'zhi 无处而之
'wu'ci'rang'zhi'xin 无辞让之心
'wu'dao'huan'wen'zhi'shi'zhe 无道桓文之事者
'wu'di'yu'tian'xia'zhe 无敌於天下者
'wu'ding'chao'zhu'hou 武丁朝诸侯
'wu'dui'yue 吾对曰
'wu'duo'qi'shi 勿夺其时
'wu'duo'ren'zhi'jun 侮夺人之君
'wu'duo'yu'shi 勿夺於时
'wu'fei'qu'yu'ren'zhe 无非取於人者
'wu'fei'shi'zhe 无非事者
'wu'fu'li'zhi'bu 无夫里之布
'wu'fu'wu'jun 无父无君
'wu'gu'bu'deng 五谷不登
'wu'gu'duo'gua'tong 五谷多寡同
'wu'gu'shu'er'min'ren'yu 五谷熟而民人育
'wu'gu'yuan'jian 吾固愿见
'wu'he'ai'yi'niu 吾何爱一牛
'wu'he'kuai'yu'shi 吾何快於是
'wu'he'qian'hu'zai 吾何慊乎哉
'wu'he'wei'bi'zai 吾何畏彼哉
'wu'he'wei'bu'yu'zai 吾何为不豫哉
'wu'he'wei'du'bu'ran 吾何为独不然
'wu'he'xiu'er'ke'yi'bi'yu'xian'wang'guan'ye 吾何修而可以比於先王观也
'wu'he'yi'shi'qi'bu'cai'er'she'zhi 吾何以识其不才而舍之
'wu'he'yi'xiu 吾何以休
'wu'he'yi'zhu 吾何以助
'wu'heng'chan'er'you'heng'xin'zhe 无恒产而有恒心者
'wu'heng'chan'zhe'wu'heng'xin 无恒产者无恒心
'wu'heng'xin 无恒心
'wu'hou'wei'da 无後为大
'wu'hou'zai 无後灾
'wu'jiang'liang'ren'zhi'suo'zhi'ye 吾将良人之所之也
'wu'jiang'yi'ran 巫匠亦然
'wu'jie'ran 物皆然
'wu'jin'ze'ke'yi'jian'yi 吾今则可以见矣
'wu'jun'bu'neng'wei'zhi'zei 吾君不能谓之贼
'wu'jun'zi'mo'zhi'ye'ren 无君子莫治野人
'wu'li'wu'yi 无礼无义
'wu'li'zu'yi'ju'bai'jun 吾力足以举百钧
'wu'min'zhe 武民者
'wu'mu'zhi'zhai 五亩之宅
'wu'neng'gai'yu'qi'de 无能改於其德
'wu'qing'er'yi 无青耳矣
'wu'qiu'yu'qi 勿求於气
'wu'qiu'yu'xin 勿求於心
'wu'ran'xie'xie 无然泄泄
'wu'ren'hu'mu'gong'zhi'ce 无人乎缪公之侧
'wu'ru'gua'ren'zhi'yong'xin'zhe 无如寡人之用心者
'wu'ruo'song'ren'ran 无若宋人然
'wu'shang'ye 无伤也
'wu'shen'bu'neng'ju'ren'you'yi 吾身不能居仁由义
'wu'shen'can'yu'meng'zi 吾甚惭於孟子
'wu'shen'kong 吾甚恐
'wu'sheng 吾生
'wu'sheng'yi 吾生矣
'wu'shi 无是
'wu'shi'er'mu'zhe 五十而慕者
'wu'shi'er'zhan 五世而斩
'wu'shi'fei'zhi'xin 无是非之心
'wu'shi'qi'shi 无失其时
'wu'shi'tu'qin'fu 无使土亲肤
'wu'shi'yi'er'shou 五十镒而受
'wu'shi'zhe'ke'yi'yi'bo'yi 五十者可以衣帛以
'wu'shi'zhe'ke'yi'yi'bo'yi 五十者可以衣帛矣
'wu'si'bu'fu 无思不服
'wu'si'yi'fu 吾死矣夫
'wu'ta 无他
'wu'ta'ri'wei'chang'xue'wen 吾他日未尝学问
'wu'ting 勿听
'wu'tu'di'ye 吾土地也
'wu'wang 武王
'wu'wang'bu'xie'er 武王不泄迩
'wu'wang'bu'you 吾王不游
'wu'wang'bu'yu 吾王不豫
'wu'wang'chi'zhi 武王耻之
'wu'wang'fa'zhou 武王伐纣
'wu'wang'shi'ye 武王是也
'wu'wang'shu'ji'wu'ji'bing'yu 吾王庶几无疾病与
'wu'wang'zhi'hao'gu'yue 吾王之好鼓乐
'wu'wang'zhi'hao'tian'lie 吾王之好田猎
'wu'wei'ci'ju 五为此惧
'wu'wei'fu'zi 无违夫子
'wu'wei'neng'you'xing'yan 吾未能有行焉
'wu'wei'zhi'wen'ye 吾未之闻也
'wu'wei'zhi'wo'chi'qu 吾为之我驰驱
'wu'wei'zhi'xue'ye 吾未之学也
'wu'wen'chu'yu'you'gu 吾闻出於幽谷
'wu'wen'xi'bo'shan'yang'lao'zhe 吾闻西伯善养老者
'wu'wen'yi'zi'mo'zhe 吾闻夷子墨者
'wu'wen'yong'xia'bian'yi'zhe 吾闻用夏变夷者
'wu'wen'zhi'ye 吾闻之也
'wu'wen'zhi'yi 吾闻之矣
'wu'xian'jun'yi'mo'zhi'xing'ye 吾先君亦莫之行也
'wu'xian'zi'zhi'suo'wei'ye 吾先子之所畏也
'wu'xiu'wu'zhi'xin 无羞恶之心
'wu'xun'er'ju'zhi 五旬而举之
'wu'yan'zhu'hou 无严诸侯
'wu'ye'ren'mo'yang'jun'zi 无野人莫养君子
'wu'yi 无以
'wu'yi 无已
'wu'yi'gong'xi'sheng'ye 无以供牺牲也
'wu'yi'gong'zi'sheng'ye 无以供粢盛也
'wu'yi'yi'ye 无以异也
'wu'yi'zhao'zhi'huan'ye 无一朝之患也
'wu'ying'zhi'yue 吾应之曰
'wu'you'si'si'zhe'san'shi'san'ren 吾有司死者三十三人
'wu'you'suo'shou'zhi'ye 吾有所受之也
'wu'yu'guan'yu'zhuan'fu'chao 吾欲观於转附朝
'wu'yu'ren'yu'wo'shi 无寓人於我室
'wu'yu'shi'zi'wen'yu'meng'zi 吾欲使子问於孟子
'wu'yue'ju'lu 五月居庐
'wu'zhi'bu'yu'lu'hou 吾之不遇鲁侯
'wu'zhi'qing'ye 物之情也
'wu'zhu'zhang'ye 勿助长也
'wu'zi'yu'zi'lu'shu'xian 吾子与子路孰贤
'wu'zong'guo'lu'xian'jun'mo'zhi'xing 吾宗国鲁先君莫之行
'wu'zu'yi'jie'you'zhe 无足以解忧者
'wu'zui'er'lu'min 无罪而戮民
'wu'zui'er'sha'shi 无罪而杀士
'xi'er'bu'wang 喜而不忘
'xi'er'bu'zhi'ye 奚而不知也
'xi'guan 奚冠
'xi'lei'qi'zi'di 系累其子弟
'xi'qi'jing'gong'tian 昔齐景公田
'xi'sang'di'yu'qin'qi'bai'li 西丧地於秦七百里
'xi'shen'you'you'fu'chu'zhi'huo 昔沈犹有负刍之祸
'xi'sheng'bu'cheng 牺牲不成
'xi'wei'hou'wo 奚为後我
'xi'xia'zhi'li'yi'zai 奚暇治礼义哉
'xi'xie'shuo 息邪说
'xi'yi'zhi'ren'ye 西夷之人也
'xi'zhe 昔者
'xi'zhe'ci'yi'bing 昔者辞以病
'xi'zhe'da'wang'hao'se 昔者大王好色
'xi'zhe'da'wang'ju 昔者大王居
'xi'zhe'gong'liu'hao'huo 昔者公刘好货
'xi'zhe'ji 昔者疾
'xi'zhe'kong'zi'mei 昔者孔子没
'xi'zhe'lu'mu'gong'wu'ren'hu'zi'si'zhi'ce 昔者鲁缪公无人乎子思之侧
'xi'zhe'meng'zi'chang'yu'wo'yan'yu'song 昔者孟子尝与我言於宋
'xi'zhe'qi'jing'gong'wen'yu'yan'zi'yue 昔者齐景公问於晏子曰
'xi'zhe'qie'wen'zhi 昔者窃闻之
'xi'zhe'suo'jin 昔者所进
'xi'zhe'wen'wang'zhi'zhi'qi'qi'ye 昔者文王之治其岐也
'xi'zhe'you'kui'sheng'yu'yu'zheng'zi'chan 昔者有馈生鱼於郑子产
'xi'zhe'you'wang'ming 昔者有王命
'xi'zhe'yu'yi'hong'shui 昔者禹抑洪水
'xi'zhe'ze'wo'chu'ci'yan'ye 昔者则我出此言也
'xi'zhe'zeng'zi'wei'zi'rang'zi'xiang'yue 昔者曾子谓子让子襄曰
'xi'zhe'zhao'jian'zi 昔者赵简子
'xi'zhe'zi'gong'wen'yu'kong'zi'yue 昔者子贡问於孔子曰
'xi'zi'meng'bu'jie 西子蒙不洁
'xia'bi'you'shen'yan'zhe'yi 下必有甚焉者矣
'xia'hou 夏后
'xia'hou'shi'wu'shi'er'gong 夏后氏五十而贡
'xia'wu'fa'shou'ye 下无法守也
'xia'wu'xue 下无学
'xia'yan'yue 夏谚曰
'xia'yin'huang'quan 下饮黄泉
'xia'yue'xiao 夏曰校
'xia'zhe'wei'chao 下者为巢
'xian'jun'bi'gong'jian 贤君必恭俭
'xian'sheng'he'wei'chu'ci'yan'ye 先生何为出此言也
'xian'sheng'hou'sheng 先圣後圣
'xian'sheng'zhi'jun'liu'qi'zuo 贤圣之君六七作
'xian'wang'wu'liu'lian'zhi'le 先王无流连之乐
'xian'wang'you'bu'ren'ren'zhi'xin 先王有不忍人之心
'xian'wo'xu 咸我续
'xian'xian'sheng'zhi'dao 闲先圣之道
'xian'yi'zheng'wu'que 咸以正无缺
'xian'yu'yao 贤於尧
'xian'zhe'er'hou'le'ci 贤者而後乐此
'xian'zhe'yi'le'ci'hu 贤者亦乐此乎
'xian'zhe'yi'you'ci'le'hu 贤者亦有此乐乎
'xian'zhe'yu'min'bing'geng'er'shi 贤者与民并耕而食
'xian'zhe'zai'wei 贤者在位
'xian'zhi'ye 先之也
'xian'zu'ji'yuan 险阻既远
'xiang'dang'mo'ru'chi 乡党莫如齿
'xiang'lin'you'zhe 乡邻有者
'xiang'lv'er'wei'zhe'ye 相率而为者也
'xiang'tian'tong'jing 乡田同井
'xiang'wang'ru'shun'gong 象往入舜宫
'xiang'xi'yi'xi 象喜亦喜
'xiang'xiang'er'ku 相向而哭
'xiang'you'yi'you 象忧亦忧
'xiang'yu'fu'xiang'zhi 相与辅相之
'xiang'yue 象曰
'xiang'zhe'yang'ye 庠者养也
'xiao'de'yi'da'de 小德役大德
'xiao'er'suo 宵尔索
'xiao'guo'qi'nian 小国七年
'xiao'guo'ye 小国也
'xiao'min'qin'yu'xia 小民亲於下
'xiao'ren'chu 校人出
'xiao'ren'fan'xing 小人犯刑
'xiao'ren'peng'zhi 校人烹之
'xiao'ren'xue'she'yu'yin'gong'zhi'ta 小人学射於尹公之他
'xiao'ren'zhi'de'cao'ye 小人之德草也
'xiao'ren'zhi'ze 小人之泽
'xiao'si'er'fu'qu 效死而弗去
'xiao'si'wu'qu 效死勿去
'xiao'xian'yi'da'xian 小贤役大贤
'xiao'yi'da 小役大
'xiao'ze'yi'ba 小则以霸
'xiao'zhe'jiao'ye 校者教也
'xiao'zi'ming'gu'er'gong'zhi 小子鸣鼓而攻之
'xiao'zi'ting'zhi 小子听之
'xie'ci'zhi'qi'suo'li 邪辞知其所离
'xie'jian'chan'xiao 胁肩谄笑
'xie'liu'bi'men'er'bu'nei 泄柳闭门而不内
'xie'liu'shen'xiang 泄柳申详
'xie'shuo'bao'xing'you'zuo 邪说暴行又作
'xie'shuo'bao'xing'you'zuo 邪说暴行有作
'xie'shuo'zhe'bu'de'zuo 邪说者不得作
'xie'tai'shan'yi'chao'bei'hai 挟太山以超北海
'xie'xie 泄泄
'xin'neng'xing'ci'wu'zhe 信能行此五者
'xin'si'yan'ye 信斯言也
'xin'wei'shen 心为甚
'xin'wu'wang 心勿忘
'xin'yu'you'you'dao 信於友有道
'xing'bu'bi'guo 行不必果
'xing'bu'ren'ren'zhi'zheng 行不忍人之政
'xing'chen'zhi'yuan'ye 星辰之远也
'xing'er'dei'zhi 幸而得之
'xing'hu'guo'zheng'ru'bi'qi'jiu'ye 行乎国政如彼其久也
'xing'huo'shi'zhi 行或使之
'xing'lv'jie'yu'chu'yu'wang'zhi'tu 行旅皆欲出於王之涂
'xing'pi'ren'ke'ye 行辟人可也
'xing'qi'suo'wu'shi'ye 行其所无事也
'xing'ren'zheng 行仁政
'xing'ren'zheng'er'wang 行仁政而王
'xing'wang'zheng 行王政
'xing'xing'ran'jian'yu'qi'mian 悻悻然见於其面
'xing'yan'ting 行言听
'xing'ye 幸也
'xing'yi'bu'yi 行一不义
'xing'you'bu'de'zhe 行有不得者
'xing'you'bu'qian'yu'xin 行有不慊於心
'xing'yu'gua'qi 刑於寡妻
'xing'zhe'bi'yi'jin 行者必以赆
'xing'zhe'you'guo'liang'ye 行者有裹粮也
'xing'zhi'fei'ren'suo'neng'ye 行止非人所能也
'xiong'di'qi'zi'li'san 兄弟妻子离散
'xiong'nian'bu'mian'yu'si'wang 凶年不免於死亡
'xiong'nian'fen'qi'tian'er'bu'zu 凶年粪其田而不足
'xiong'nian'mian'yu'si'wang 凶年免於死亡
'xiong'nian'sui 凶年岁
'xiong'zai 兄载
'xiong'zhong'bu'zheng 胸中不正
'xiong'zhong'zheng 胸中正
'xiu'wo'qiang'wu 修我墙屋
'xiu'wu'zhi'xin 羞恶之心
'xu'chan 胥谗
'xu'di'shi'ying 戌狄是膺
'xu'di'shi'ying'jing 戌狄是膺荆
'xu'zhe'she'ye 序者射也
'xu'zi'bi'zhi'bu'er'hou'yi'hu 许子必织布而後衣乎
'xu'zi'bi'zhong'su'er'hou'shi'hu 许子必种粟而後食乎
'xu'zi'guan'hu 许子冠乎
'xu'zi'xi'wei'bu'zi'zhi 许子奚为不自织
'xu'zi'yi'fu'zeng'cuan 许子以釜甑爨
'xu'zi'yi'gao'meng'zi 徐子以告孟子
'xu'zi'yi'gao'yi'zi 徐子以告夷子
'xu'zi'yi'he 许子衣褐
'xu'zi'yue 徐子曰
'xuan'wang'wen'yue 宣王问曰
'xuan'wang'yue 宣王曰
'xuan'ze'er'shi'zi 选择而使子
'xue'bu'yan 学不厌
'xue'yan'er'hou'chen'zhi 学焉而後臣之
'xue'ze'san'dai'gong'zhi 学则三代共之
'xun'shou'zhe 巡狩者
'xun'suo'shou'ye 巡所守也
'ya'miao'zhe'ye 揠苗者也
'yan 严
'yan'bi'cheng'yao 言必称尧
'yan'bu'bi'xin 言不必信
'yan'de'ren'ren'er'ji'zhi 焉得人人而济之
'yan'de'zhi 焉得智
'yan'fei'li'yi 言非礼义
'yan'hui'tong'dao 颜回同道
'yan'ju'si'xin'jia'zhu'bi'er'yi 言举斯心加诸彼而已
'yan'ke'fa'yu 燕可伐与
