'an'cha'xiao 暗插销
'wu'ding'chu'ru'kong 屋顶出入孔
'wu'ding'hua'yuan 屋顶花园
'wu'ding'ji'fang 屋顶机房
'wu'ding'tian'xian 屋顶天线
'wu'ding'tong'feng'guan 屋顶通风管
'wu'ding'you'yong'chi 屋顶游泳池
'wu'feng'gang'guan 无缝钢管
'wu'liang'lou'gai 无梁楼盖
'wu'mian'ban 屋面板
'wu'mian'fu'gai'ban 屋面覆盖板
'wu'shui'an'guan 污水暗管
'wu'shui'beng 污水泵
'wu'shui'beng'fang 污水泵房
'wu'shui'chi 污水池
'wu'shui'chu'li 污水处理
'wu'shui'chu'li'chang 污水处理厂
'wu'shui'guan 污水管
'wu'shui'guan'dao 污水管道
'wu'shui'guan'xian 污水管线
'wu'tai'biao'gao 舞台标高
'wu'tai'bu'jing 舞台布景
'wu'tai'bu'jing'sheng'jiang'ji 舞台布景升降机
'wu'tai'deng 舞台灯
'wu'tai'deng'guang 舞台灯光
'wu'tai'deng'guang'xiao'guo 舞台灯光效果
'wu'tai'deng'guang'zhuang'zhi 舞台灯光装置
'wu'tai'diao'suo 舞台吊索
'wu'tai'ji'xie'she'bei 舞台机械设备
'wu'tai'jiao'deng 舞台脚灯
'wu'tai'kou 舞台口
'wu'tai'she'bei 舞台设备
'wu'tai'sheng'jiang'ji 舞台升降机
'wu'tai'zhao'ming 舞台照明
'wu'xian'dian 无线电
'wu'xian'dian'bao 无线电报
'wu'xian'dian'chuan'zhen 无线电传真
'wu'xian'dian'guang'bo 无线电广播
'wu'xian'dian'guang'bo'she'bei 无线电广播设备
'wu'xian'dian'hu'jiao'xi'tong 无线电呼叫系统
'wu'xian'dian'hua 无线电话
'wu'xian'dian'tai 无线电台
'wu'xian'dian'tong'xin 无线电通信
'wu'xian'zhi 五线制
'wu'xin'dian'lan 五芯电缆
'wu'zhang'ai'she'ji 无障碍设计
'xi'bu'she'ji 细部设计
'xi'cai'chi 洗菜池
'xi'che'tai 洗车台
'xi'chen'qi 吸尘器
'xi'di'chi 洗涤池
'xi'di'jian 洗涤间
'xi'di'pen 洗涤盆
'xi'ding'an'deng 吸顶暗灯
'xi'ding'deng 吸顶灯
'xi'ding'xiao'deng 吸顶小灯
'xi'li'mian 西立面
'xi'lian'pen 洗脸盆
'xi'lie 系列
'xi'lie'hua 系列化
'xi'mian'qi 洗面器
'xi'qi'zhao 吸气罩
'xi'shou'jian 洗手间
'xi'shou'pen 洗手盆
'xi'shou'shi'bing'xiang 吸收式冰箱
'xi'shou'shi'zhi'leng'xi'tong 吸收式制冷系统
'xi'shu 系数
'xi'ti 熙提
'xi'tong 系统
'xi'tong'kong'zhi 系统控制
'xi'tong'she'ji 系统设计
'xi'tong'tu 系统图
'xi'wan'ji 洗碗机
'xi'wan'jian 洗碗间
'xi'wen'di'ban 细纹地板
'xi'wen'tu'an 细纹图案
'xi'yan'shi 吸烟室
'xi'yi'fang 洗衣房
'xi'yi'fang'she'bei 洗衣房设备
'xi'yi'ji 洗衣机
'xi'yin'ban 吸音板
'xi'yin'cai'liao 吸音材料
'xi'yuan 戏院
'xi'zao'jian 洗澡间
'xia'ceng'di'xia'shi 下层地下室
'xia'ling'shi 夏令时
'xia'pi 下皮
'xia'shui'dao'ren'kong 下水道人孔
'xia'shui'dao'ru'kou 下水道入口
'xia'shui'dao'xi'tong 下水道系统
'xia'shui'guan 下水管
'xia'xian 下弦
'xia'zhi 夏至
'xian'cao 线槽
'xian'chang'an'zhuang 现场安装
'xian'chang'gong'cheng'shi 现场工程师
'xian'chang'tiao'jian 现场条件
'xian'chang'zhi'zuo 现场制作
'xian'dian'ya 线电压
'xian'jian'dian'ya 线间电压
'xian'jiao'gang'jin'hun'ning'tu'jie'gou 现浇钢筋混凝土结构
'xian'jiao'hun'ning'tu 现浇混凝土
'xian'jiao'hun'ning'tu'dian'ceng 现浇混凝土垫层
'xian'jiao'hun'ning'tu'lu'mian 现浇混凝土路面
'xian'lu 线路
'xian'lu'kai'guan 线路开关
'xian'lu'tu 线路图
'xian'qi'deng 氙气灯
'xian'quan 线圈
'xian'wei'ban 纤维板
'xian'xing'biao'zhun 现行标准
'xian'xing'guang'yuan 线形光源
'xian'xing'gui'fan 现行规范
'xian'zhi'shui'mo'shi 现制水磨石
'xian'zhi'shui'mo'shi'mian 现制水磨石面
'xian'zhi'su'liao'lou'di'mian 现制塑料楼地面
'xiang'dian'ya 相电压
'xiang'dui'biao'gao 相对标高
'xiang'jiao'ban 橡胶板
'xiang'jiao'di'mian 橡胶地面
'xiang'jiao'dian 橡胶垫
'xiang'mu 项目
'xiang'mu'gong'cheng'shi 项目工程师
'xiang'mu'yi'lan'biao 项目一览表
'xiang'pi 橡皮
'xiang'pi'dian 橡皮垫
'xiang'pi'dian'lan 橡皮电缆
'xiang'pi'dian'quan 橡皮垫圈
'xiang'pi'jian'zhen'qi 橡皮减震器
'xiang'pi'jue'yuan 橡皮绝缘
'xiang'pi'jue'yuan'xian 橡皮绝缘线
'xiang'pi'xian 橡皮线
'xiang'ru'shi'ying'guang'deng 镶入式荧光灯
'xiang'ru'shi'ying'guang'deng'dai 镶入式荧光灯带
'xiang'tu 详图
'xiao'bi'li'tu 小比例图
'xiao'can'ting 小餐厅
'xiao'chi'dian 小吃店
'xiao'chu'fang 小厨房
'xiao'chu'jing'dian 消除静电
'xiao'ding 销钉
'xiao'du'she'bei 消毒设备
'xiao'du'shi 消毒室
'xiao'fang 消防
'xiao'fang'beng 消防泵
'xiao'fang'dian'ti 消防电梯
'xiao'fang'gan'guan 消防干管
'xiao'fang'gong'shui 消防供水
'xiao'fang'li'guan 消防立管
'xiao'fang'long'tou 消防龙头
'xiao'fang'lou'ti 消防楼梯
'xiao'fang'ru'kou 消防入口
'xiao'fang'she'bei 消防设备
'xiao'fang'she'shi 消防设施
'xiao'fang'ti 消防梯
'xiao'fang'tong'dao 消防通道
'xiao'fang'xi'tong 消防系统
'xiao'fang'zhan 消防站
'xiao'huo'shuan 消火栓
'xiao'leng'ku 小冷库
'xiao'qu 小区
'xiao'shi 小时
'xiao'yan'hui'ting 小宴会厅
'xiao'yan'qian'shi 消烟前室
'xiao'yin'shi 消音室
'xiao'zi 销子
'xie'du 斜度
'xie'po'dao 斜坡道
'xie'wu'ding 斜屋顶
'xie'zhao'xing'zhao'ming'qi 斜照型照明器
'xie'zi'lou 写字楼
'xie'zi'tai 写字台
'xin'ban 锌板
'xin'dian'tu 心电图
'xin'feng 新风
'xin'hao'zhi'shi'qi 信号指示器
'xin'hao'zhong'yang'kong'zhi'shi 信号中央控制室
'xin'hao'zhuang'zhi 信号装置
'xin'jian'gong'cheng 新建工程
'xin'jian'zhu'cai'liao 新建筑材料
'xin'xian'kong'qi 新鲜空气
'xin'xian'kong'qi'ru'kou 新鲜空气入口
'xin'xiang 信箱
'xing'cheng'kai'guan 行程开关
'xing'gang 型钢
'xing'hao 型号
'xing'li'cun'fang'chu 行李存放处
'xing'li'fang 行李房
'xing'li'jia 行李架
'xing'luo'shuan 形螺栓
'xiu'li'che'jian 修理车间
'xiu'xi'shi 休息室
'xiu'xi'ting 休息厅
'xiu'yang'suo 休养所
'xiu'zheng'xi'shu 修正系数
'xu'dian'chi 蓄电池
'xu'shui'chi 蓄水池
'xuan'chuang 旋床
'xuan'chui'shi'zhao'ming 悬垂式照明
'xuan'gua'shi'zhao'ming'qi 悬挂式照明器
'xuan'guang 眩光
'xuan'liang 悬梁
'xuan'niu'kai'guan 旋钮开关
'xuan'suo 悬索
'xuan'ze'kai'guan 选择开关
'xuan'ze'qi 选择器
'xuan'ze'xing 选择性
'xuan'zhuan'can'ting 旋转餐厅
'xuan'zhuan'kai'guan 旋转开关
'xuan'zhuan'men 旋转门
'xuan'zhuan'wu'tai 旋转舞台
'xue'sheng'shi'tang 学生食堂
'xue'sheng'su'she 学生宿舍
'xue'shu'jiao'liu 学术交流
'xue'shu'tao'lun 学术讨论
'xue'xiao 学校
'xun'huan'beng 循环泵
'xun'huan'shui'beng 循环水泵
'xun'huan'shui'xi'tong 循环水系统
'ya'ding 压顶
'ya'jiang 压降
'ya'ke 牙科
'ya'ke'zhen'shi 牙科诊室
'ya'li'an'quan'zhuang'zhi 压力安全装置
'ya'li'beng 压力泵
'ya'li'cao'zong'kai'guan 压力操纵开关
'ya'li'guan 压力罐
'ya'li'kai'guan 压力开关
'ya'li'kong'zhi 压力控制
'ya'li'kong'zhi'qi 压力控制器
'ya'li'rong'qi 压力容器
'ya'li'shi'yan 压力试验
'ya'li'shui'xiang 压力水箱
'ya'shi'gan'guang 压实赶光
'ya'suo'ji'fang 压缩机房
'ya'suo'ji'zu 压缩机组
'ya'suo'kong'qi 压缩空气
'ya'suo'kong'qi'guan'dao 压缩空气管道
'ya'suo'kong'qi'ji 压缩空气机
'ya'suo'kong'qi'she'bei 压缩空气设备
'ya'suo'kong'qi'xi'tong 压缩空气系统
'ya'suo'kong'qi'zhan 压缩空气站
'yan'bo'shi 演播室
'yan'bo'zhong'xin 演播中心
'yan'cong 烟囱
'yan'cong'ding'bu 烟囱顶部
'yan'cong'gao'du 烟囱高度
'yan'dao 烟道
'yan'gan'qi 烟感器
'yan'gan'xi'tong 烟感系统
'yan'hui'ting 宴会厅
'yan'jiang'ting 演讲厅
'yan'jiu'bao'gao 研究报告
'yan'jiu'shi'yan 研究实验
'yan'jiu'yuan 研究院
'yan'ke 眼科
'yan'luo'shuan 眼螺栓
'yan'shi 延时
'yan'shi'ji'dian'qi 延时继电器
'yan'shi'kai'guan 延时开关
'yan'shou'jian'cha 验收检查
'yan'shou'shi'yan 验收试验
'yan'shou'zheng'shu 验收证书
'yan'wei'luo'shuan 燕尾螺栓
'yan'wei'mao'ju 燕尾锚具
'yan'yuan'xiu'xi'shi 演员休息室
'yan'zou'tai 演奏台
'yan'zou'ting 演奏厅
'yang'ban 样板
'yang'ban'gong'cheng 样板工程
'yang'ban'zhu'zhai 样板住宅
'yang'guang 阳光
'yang'hua'mo 氧化膜
'yang'hua'wu 氧化物
'yang'ji'ban 阳极板
'yang'jiao 仰角
'yang'lao'yuan 养老院
'yang'pin'shi 样品室
'yang'sheng'qi 扬声器
'yang'sheng'qi'xiang 扬声器箱
'yang'shi'tou'shi 仰视透视
'yang'shi'tu 仰视图
'yang'shui'beng 扬水泵
'yang'yan 羊眼
'yang'yan'luo'shuan 羊眼螺栓
'yang'yan'luo'si 羊眼螺丝
'yang'yan'quan 羊眼圈
'yao'ce 遥测
'yao'fang 药房
'yao'kong 遥控
'yao'kong'kai'guan 遥控开关
'yao'kong'she'bei 遥控设备
'yao'kong'zhuang'zhi 遥控装置
'yao'pin'gui 药品柜
'yao'xian 腰线
'ye'ban 夜班
'ye'jian'biao'zhi 夜间标志
'yi'ban'zhao'ming 一般照明
'yi'ban'zhao'ming'she'ji 一般照明设计
'yi'biao'shi 仪表室
'yi'bu'dian'dong'ji 异步电动机
'yi'bu'fa'dian'ji 异步发电机
'yi'ceng 一层
'yi'ci'hui'lu 一次回路
'yi'fang 乙方
'yi'gui 衣柜
'yi'lan'biao 一览表
'yi'liao'jian'zhu 医疗建筑
'yi'liao'zhan 医疗站
'yi'liao'zhong'xin 医疗中心
'yi'mao'jian 衣帽间
'yi'ran'qi'ti 易燃气体
'yi'ran'wu 易燃物
'yi'ran'ye'ti 易燃液体
'yi'shi'hu 一室户
'yi'shui'guan 溢水管
'yi'shui'kou 溢水口
'yi'xiang'shu 意向书
'yi'xing'gou'jian 异性构件
'yi'xing'luo'mu 翼形螺母
'yi'xing'luo'si 翼型螺丝
'yi'yuan 医院
'yi'yuan'bing'chuang 医院病床
'yi'yuan'bing'chuang'dian'ti 医院病床电梯
'yi'yuan'bing'fang 医院病房
'yi'yuan'jian'zhu 医院建筑
'yin'bi'gong'cheng'ji'lu 隐蔽工程记录
'yin'bi'gong'cheng'yan'shou 隐蔽工程验收
'yin'bi'gong'cheng'yan'shou'ji'lu 隐蔽工程验收记录
'yin'feng'ji 引风机
'yin'gou 阴沟
'yin'ji'ban 阴极板
'yin'jiao 阴角
'yin'liang 音量
'yin'liang'kong'zhi 音量控制
'yin'luo'wen 阴螺纹
'yin'mu 银幕
'yin'pin'kong'zhi 音频控制
'yin'ru'xian 引入线
'yin'xiang 音响
'yin'yong'shui 饮用水
'yin'yue'can'ting 音乐餐厅
'yin'yue'shi 音乐室
'yin'yue'ting 音乐厅
'ying'cun 英寸
'ying'guang'deng 荧光灯
'ying'guang'deng'dai 荧光灯带
'ying'guang'deng'qi'dong'qi 荧光灯启动器
'ying'guang'deng'zhao'ming 荧光灯照明
'ying'guang'deng'zhen'liu'qi 荧光灯镇流器
'ying'guang'fan'guang'deng 荧光反光灯
'ying'guang'ping 荧光屏
'ying'guo'biao'zhun 英国标准
'ying'guo'gong'cheng'biao'zhun'xie'hui 英国工程标准协会
'ying'guo'huang'jia'jian'zhu'shi'xie'hui 英国皇家建筑师协会
'ying'jian 硬件
'ying'she'bei 硬设备
'ying'ye'ting 营业厅
'ying'yong'ke'xue 应用科学
'ying'yong'wu'li 应用物理
'ying'zhi'su'liao 硬质塑料
'yong'jiu'xing'jian'zhu 永久性建筑
'you'dian'ju 邮电局
'you'er'yuan 幼儿园
'you'ji'bo'li 有机玻璃
'you'ju 邮局
'you'le'chang 游乐场
'you'leng'que'bian'ya'qi 油冷却变压器
'you'qi'che'jian 油漆车间
'you'ting 邮亭
'you'tong 邮筒
'you'xian'dian'bao 有线电报
'you'xian'dian'hua 有线电话
'you'xian'dian'shi 有线电视
'you'xian'guang'bo 有线广播
'you'xian'guang'bo'zhan 有线广播站
'you'xiang 邮箱
'you'xiao'ban'jing 有效半径
'you'xiao'fan'wei 有效范围
'you'xiao'shou'ming 有效寿命
'you'xiu'she'ji 优秀设计
'you'yin'ji 油印机
'you'yin'ji'shi 油印机室
'you'yong'chang 游泳场
'you'yong'chi 游泳池
'you'zheng'xin'xiang 邮政信箱
'yu'bei'shi 预备室
'yu'chi 浴池
'yu'gang 浴缸
'yu'le'chang 娱乐场
'yu'le'she'shi 娱乐设施
'yu'le'ting 娱乐厅
'yu'le'zhong'xin 娱乐中心
'yu'mai'diao'jian 欲埋吊件
'yu'mai'gang'jin 预埋钢筋
'yu'mai'guan'xian'gong'cheng 预埋管线工程
'yu'mai'jian 预埋件
'yu'mai'luo'shuan 预埋螺栓
'yu'mai'mu'zhuan 预埋木砖
'yu'shi 浴室
'yu'shui'guan 雨水管
'yu'shui'jing 雨水井
'yu'shui'kou 雨水口
'yu'shui'pai'shui'dao 雨水排水道
'yu'shui'xi'tong 雨水系统
'yu'suan'bian'zhi 预算编制
'yu'suan'kong'zhi 预算控制
'yu'suan'shu 预算书
'yu'suan'wen'jian 预算文件
'yu'suan'xiang'mu 预算项目
'yu'suan'zao'jia 预算造价
'yu'suan'zhuan'ye 预算专业
'yu'suan'zong'zao'jia 预算总造价
'yu'wei'luo'shuan 鱼尾螺栓
'yu'zhi'ban 预制板
'yu'zhi'gou'jian 预制构件
'yu'zhi'hun'ning'tu'gai'ban 预制混凝土盖板
'yu'zhi'hun'ning'tu'gou'jian 预制混凝土构件
'yu'zhi'hun'ning'tu'guo'liang 预制混凝土过梁
'yu'zhi'kong'xin'lou'ban 预制空心楼板
'yu'zhi'lou'ban 预制楼板
'yu'zhi'lou'ti 预制楼梯
'yu'zhi'shui'mo'shi'di'mian 预制水磨石地面
'yu'zhi'zhuang'pei'shi'jie'gou 预制装配式结构
'yuan'bao'luo'mu 元宝螺母
'yuan'bao'luo'si 元宝螺丝
'yuan'jian 元件
'yuan'qiu'deng'zhao 圆球灯罩
'yuan'she'ji 原设计
'yuan'shi'shu'ju 原始数据
'yuan'tu 原图
'yuan'xing'ying'guang'deng 圆形荧光灯
'yuan'you'fang'wu 原有房屋
'yuan'zi'neng'fa'dian'chang 原子能发电厂
'yue'bao'shi 阅报室
'yue'chi 乐池
'yue'lan'shi 阅览室
'yun'dong'chang 运动场
'yun'dong'yuan'cun 运动员村
'yun'xu'pian'cha 允许偏差
'yun'xu'zai'he 允许载荷
'za'ji'chang 杂技场
'za'yong'shi 杂用室
'za'zhi'shi 杂志室
'zai'bo 载波
'zai'bo'dian'liu 载波电流
'zai'he 载荷
'zai'huo'dian'ti 载货电梯
'zai'liu'rong'liang 载流容量
'zai'zhong'liang 载重量
'zai'zhong'qi'che 载重汽车
'zan'she'gong'cheng 暂设工程
'zao'pen 澡盆
'zao'qiang'hun'ning'tu 早强混凝土
'zao'sheng 噪声
'zao'sheng'ji 噪声级
'zao'yin 噪音
'zao'yin'kong'zhi 噪音控制
'zao'yin'wu'ran 噪音污染
'zeng'ya'bian'ya'qi 增压变压器
'zha'dao'kai'guan 闸刀开关
'zha'lan 栅栏
'zha'liu'guan 闸流管
'zhai'lu 摘录
'zhan'jia'shi'zuo'fa 斩假石做法
'zhan'jie'jie'he 粘接接合
'zhan'jie'qiang'du 粘接强度
'zhan'jie'shi'yan 粘接试验
'zhan'kai'tu 展开图
'zhan'lan'guan 展览馆
'zhan'lan'pin 展览品
'zhan'lan'shi 展览室
'zhan'lan'zhong'xin 展览中心
'zhan'tu'ceng 粘土层
'zhan'zhi'sha'tu 粘质砂土
'zhang'ai'deng 障碍灯
'zhang'guan'luo'shuan 胀管螺栓
'zhang'quan 胀圈
'zhao'biao'wen'jian 招标文件
'zhao'dai'suo 招待所
'zhao'du'biao'zhun 照度标准
'zhao'du'ji'suan 照度计算
'zhao'du'qu'xian 照度曲线
'zhao'ming'bian'ya'qi 照明变压器
'zhao'ming'bu'xian 照明布线
'zhao'ming'chu'xian'kou 照明出线口
'zhao'ming'dian'lu 照明电路
'zhao'ming'dian'yuan 照明电源
'zhao'ming'gong'cheng 照明工程
'zhao'ming'kong'zhi 照明控制
'zhao'ming'kong'zhi'shi 照明控制室
'zhao'ming'pei'dian'pan 照明配电盘
'zhao'ming'pei'dian'xiang 照明配电箱
'zhao'ming'qi 照明器
'zhao'ming'qi'cai 照明器材
'zhao'ming'she'ji 照明设计
'zhao'ming'xi'tong 照明系统
'zhao'ping'ceng 找平层
'zhao'qi'shi 沼气室
'zhao'xiang'shi 照相室
'zhe'die'men 折叠门
'zhen'dang'dian'lu 振荡电路
'zhen'dang'qi 振荡器
'zhen'dong'ban 振动板
'zhen'dong'shi'yan 振动试验
'zhen'kong'beng 真空泵
'zhen'kong'chu'li 真空处理
'zhen'kong'zhen'duan'shi 真空诊断室
'zhen'liao'shi 诊疗室
'zhen'liu'qi 镇流器
'zhen'shi 诊室
'zheng'chang'shui'wei 正常水位
'zheng'chang'wen'du 正常温度
'zheng'chang'ya'li 正常压力
'zheng'chang'zhao'ming 正常照明
'zheng'fa'leng'ning'qi 蒸发冷凝器
'zheng'fa'qi 蒸发器
'zheng'liu'qi 整流器
'zheng'liu'shui 蒸馏水
'zheng'liu'zhuang'zhi 整流装置
'zheng'men 正门
'zheng'mian'ru'kou 正面入口
'zheng'qi'beng 蒸汽泵
'zheng'qi'gong'nuan'she'bei 蒸汽供暖设备
'zheng'qi'gong'nuan'xi'tong 蒸汽供暖系统
'zheng'qi'guan 蒸汽管
'zheng'qi'guan'xian 蒸汽管线
'zheng'qi'ya'li 蒸汽压力
'zheng'rong'shi 整容室
'zheng'ting 正厅
'zhi'ban'shi 值班室
'zhi'bei'zhen 指北针
'zhi'biao 指标
'zhi'gong'shi'tang 职工食堂
'zhi'gong'su'she 职工宿舍
'zhi'gong'zhu'zhai 职工住宅
'zhi'hui'fa 止回阀
'zhi'jing 直径
'zhi'leng'gong'cheng 制冷工程
'zhi'leng'she'bei 制冷设备
'zhi'leng'xi'tong 制冷系统
'zhi'liang 质量
'zhi'liang'jian'cha 质量检查
'zhi'ling'xi'tong 指令系统
'zhi'liu'dian'dong'ji 直流电动机
'zhi'liu'dian'yuan 直流电源
'zhi'liu'fa'dian'ji 直流发电机
'zhi'lu 支路
'zhi'shi'deng 指示灯
'zhi'shi'pai 指示牌
'zhi'xian 支线
'zhi'xing'diao'deng 枝形吊灯
'zhi'xing'diao'deng'jia 枝形吊灯架
'zhong'bing'bing'fang 重病病房
'zhong'bing'hu'li'dan'yuan 重病护理单元
'zhong'dian'gong'cheng 重点工程
'zhong'dian'zhao'ming 重点照明
'zhong'duan 终端
'zhong'duan'she'bei 终端设备
'zhong'guo'shi 中国式
'zhong'pin'bian'ya'qi 中频变压器
'zhong'su'dian'ti 中速电梯
'zhong'xin'kong'zhi 中心控制
'zhong'yang'da'ting 中央大厅
'zhong'yang'kong'zhi 中央控制
'zhong'yang'kong'zhi'shi 中央控制室
'zhong'yang'kong'zhi'tai 中央控制台
'zhong'yao'fang 中药房
'zhong'yi'ke 中医科
'zhou'liu'beng 轴流泵
'zhou'liu'feng'shan 轴流风扇
'zhou'xian 轴线
'zhou'zhuan'fang 周转房
'zhu'bian'dian'suo 主变电所
'zhu'bian'ya'qi 主变压器
'zhu'cang'shi 贮藏室
'zhu'dian'yuan 主电源
'zhu'fang'shi'yong'mian'ji 住房使用面积
'zhu'gong'che'jian 铸工车间
'zhu'kong'zhi'qi 主控制器
'zhu'li'gong'cheng'shi 助理工程师
'zhu'li'jian'zhu'shi 助理建筑师
'zhu'pei'xian'jia 主配线架
'zhu'she 猪舍
'zhu'shui'chi 贮水池
'zhu'tie'guan 铸铁管
'zhu'xi'tai 主席台
'zhu'yuan'bu 住院部
'zhu'zhai'biao'zhun 住宅标准
'zhu'zhai'lv'guan 住宅旅馆
'zhuan'huan'kai'guan 转换开关
'zhuan'men 转门
'zhuan'tai 转台
'zhuang'jia'dian'lan 装甲电缆
'zhuang'pei 装配
'zhuang'pei'che'jian 装配车间
'zhuang'pei'tu 装配图
'zhuang'shi'bi'deng 装饰壁灯
'zhuang'shi'deng 装饰灯
'zhuang'shi'ding 装饰钉
'zhuang'shi'zhao'ming 装饰照明
'zhuang'xiu'gong'cheng 装修工程
'zhuang'zhi 装置
'zhui'guang'deng 追光灯
'zhun'bei'gong'zuo 准备工作
'zhuo'qiu'fang 桌球房
'zi'dong'bao'hu'xi'tong 自动保护系统
'zi'dong'bao'jing'qi 自动报警器
'zi'dong'cao'zuo 自动操作
'zi'dong'dian'hua 自动电话
'zi'dong'duan'dian'qi 自动断电器
'zi'dong'duan'lu'qi 自动断路器
'zi'dong'fu'ti 自动扶梯
'zi'dong'gan'ying'hong'shou'qi 自动感应烘手器
'zi'dong'gan'ying'men 自动感应门
'zi'dong'guan'men'zhuang'zhi 自动关门装置
'zi'dong'hua'che'jian 自动化车间
'zi'dong'huo'zai'bao'jing'xi'tong 自动火灾报警系统
'zi'dong'ji'lu'qi 自动记录器
'zi'dong'ji'shui'kong'zhi 自动给水控制
'zi'dong'kai'guan 自动开关
'zi'dong'kai'guan'zhuang'zhi 自动开关装置
'zi'dong'kong'zhi 自动控制
'zi'dong'kong'zhi'xi'tong 自动控制系统
'zi'dong'kong'zhi'zhuang'zhi 自动控制装置
'zi'dong'men'kai'guan 自动门开关
'zi'dong'pai'qi'kou 自动排气口
'zi'dong'pai'yan'kou 自动排烟口
'zi'dong'pen'shui'xi'tong 自动喷水系统
'zi'dong'qi'dong 自动起动
'zi'dong'qi'dong'qi 自动启动器
'zi'dong'tiao'jie'zhuang'zhi 自动调节装置
'zi'dong'xiao'fang'beng 自动消防泵
'zi'leng'shi'bian'ya'qi 自冷式变压器
'zi'liao'ku 资料库
'zi'liao'shi 资料室
'zi'ou'bian'ya'qi 自耦变压器
'zi'ran'bo'wu'guan 自然博物馆
'zi'xing'che'ku 自行车库
'zi'xing'che'peng 自行车棚
'zi'xuan'shang'dian 自选商店
'zi'xun'shi 咨询室
'zong'gai'suan 总概算
'zong'gong'cheng'shi 总工程师
'zong'gong'lv 总功率
'zong'he'zhao'ming 综合照明
'zong'ji 总机
'zong'jian'zhu'shi 总建筑师
'zong'kai'guan 总开关
'zong'kong'zhi'shi 总控制室
'zong'pei'dian'pan 总配电盘
'zong'pei'xian'jia 总配线架
'zong'ping'mian 总平面
'zong'ping'mian'tu 总平面图
'zong'pou'tu 纵剖图
'zong'shuo'ming 总说明
'zong'ti'bu'zhi'tu 总体布置图
'zong'ti'gui'hua 总体规划
'zong'ti'she'ji 总体设计
'zong'zao'jia 总造价
'zong'ze 总则
'zong'zhuang'pei'qi 总装配器
'zong'zhuang'pei'tu 总装配图
'zou'dao 走道
'zou'lang 走廊
'zu'chi'da'yang 足尺大样
'zu'he 组合
'zu'ni'xian'quan 阻尼线圈
'zu'qiu'chang 足球场
'zu'zhuang 组装
'zu'zhuang'chi'cun 组装尺寸
'zu'zhuang'lian'jie'jian 组装连接件
'zui'da'chi'cun 最大尺寸
'zui'di'shui'wei 最低水位
'zui'di'wen'du 最低温度
'zui'di'zhao'du 最低照度
'zui'gao'shui'wei 最高水位
'zuo'biao 坐标
'zuo'jiang 坐浆
'zuo'shi'da'bian'qi 坐式大便器
'zuo'wei 座位
'zuo'yu'pen 坐浴盆
