'ai'e'xiang'gong'er'ji'xiong'sheng 爱恶相攻而吉凶生
'wei'xue'gua 为血卦
'wei'xun'xin'ye 危薰心也
'wei'yang 为羊
'wei'ye 为曳
'wei'yi'dong 危以动
'wei'yin'fu 为隐伏
'wei'yong'fa'yi 维用伐邑
'wei'you'gong'ye 未有功也
'wei'you'yu'ye 未有与也
'wei'yu 为玉
'wei'yue 为月
'wei'zhan'you'fu 未占有孚
'wei'zhang 为长
'wei'zhang'nv 为长女
'wei'zhang'zi 为长子
'wei'zhe 危者
'wei'zhe'shi'ping 危者使平
'wei'zheng'dang'ye 位正当也
'wei'zheng'zhong'ye 位正中也
'wei'zhi 为指
'wei'zhi'fa 谓之法
'wei'zhi'huo'zhi'ye 未之或知也
'wei'zhi'shen 谓之神
'wei'zhi'sheng 谓之升
'wei'zhi'shi'ye 谓之事业
'wei'zhong 为众
'wei'zhong'nv 为中女
'wei'zhu'zu 为馵足
'wei'zi'mu'niu 为子母牛
'wei'zuo'zu 为作足
'wen'bu'dang 文不当
'wen'ming'yi'jian 文明以健
'wen'ming'yi'shuo 文明以说
'wen'ming'yi'zhi 文明以止
'wen'wang'yi'zhi 文王以之
'wen'yan'bu'xin 闻言不信
'wen'yan'er'yi'yan 问焉而以言
'wen'yan'yue 文言曰
'wen'yi'bian'zhi 问以辩之
'wen'zai'zhong'ye 文在中也
'weng'bi'lou 瓮敝漏
'wo'chou'you'ji 我仇有疾
'wo'xin'bu'kuai 我心不快
'wo'you'hao'jue 我有好爵
'wu'bi'gui'yan 物必归焉
'wu'bu'ke'qiong'ye 物不可穷也
'wu'bu'ke'yi'gou'he'er'yi 物不可以苟合而已
'wu'bu'ke'yi'jiu'ju'qi'suo 物不可以久居其所
'wu'bu'ke'yi'zhong'dong 物不可以终动
'wu'bu'ke'yi'zhong'fou 物不可以终否
'wu'bu'ke'yi'zhong'guo 物不可以终过
'wu'bu'ke'yi'zhong'jin 物不可以终尽
'wu'bu'ke'yi'zhong'li 物不可以终离
'wu'bu'ke'yi'zhong'tong 物不可以终通
'wu'bu'ke'yi'zhong'zhi 物不可以终止
'wu'bu'ke'yi'zhong'zhuang 物不可以终壮
'wu'bu'ke'zhong'dun 物不可终遯
'wu'bu'ke'zhong'nan 物不可终难
'wu'bu'li 无不利
'wu'cheng 无成
'wu'cheng'you'zhong 无成有终
'wu'chu'ran'hou'ke'yang 物畜然后可养
'wu'chu'ran'hou'you'li 物畜然后有礼
'wu'chu'you'zhong 无初有终
'wu'da'jiu 无大咎
'wu'da'ran'hou'ke'guan 物大然后可观
'wu'duo'gong 五多功
'wu'gan'zhe'yu 无敢折狱
'wu'hao 无号
'wu'hao'zhi'xiong 无号之凶
'wu'hui 无悔
'wu'jiao'er'qiu 无交而求
'wu'jiao'hai 无交害
'wu'jiao'hai'ye 无交害也
'wu'jiu 无咎
'wu'jiu'wu'yu 无咎无誉
'wu'jiu'ye 无咎也
'wu'jiu'zhe 无咎者
'wu'ping'bu'bei 无平不陂
'wu'ren'wei'yu'da'jun 武人为于大君
'wu'sang'wu'de 无丧无得
'wu'shan'zhi'ren'qi'ci'you 诬善之人其辞游
'wu'sheng 无眚
'wu'sheng'bi'meng 物生必蒙
'wu'shi'you'wu 五十有五
'wu'suo'rong'ye 无所容也
'wu'suo'wang 无所往
'wu'suo'yi'ye 无所疑也
'wu'suo'zhong'ye 无所终也
'wu'wang 无妄
'wu'wang'bu'fu 无往不复
'wu'wang'gua'zhong 无妄卦终
'wu'wang'zai'ye 无妄灾也
'wu'wang'zhi'ji 无妄之疾
'wu'wang'zhi'wang 无妄之往
'wu'wang'zhi'xing 无妄之行
'wu'wang'zhi'yao 无妄之药
'wu'wang'zhi'zai 无妄之灾
'wu'wei'xiang'de'er'ge'you'he 五位相得而各有合
'wu'wei'ye 无为也
'wu'wen'yuan'ji 勿问元吉
'wu'wen'zhi'yi 勿问之矣
'wu'xiang'yu'er'hou'ju 物相遇而后聚
'wu'xiang'za 物相杂
'wu'xu 勿恤
'wu'xu'ji 勿恤吉
'wu'xu'qi'fu 勿恤其孚
'wu'yao'you'xi 勿药有喜
'wu'yi 勿疑
'wu'yi'qun'fen 物以群分
'wu'yong 勿用
'wu'yong'qu'nv 勿用取女
'wu'yong'qu'nv 勿用娶女
'wu'yong'shi 勿用师
'wu'yong'yong'zhen 勿用永贞
'wu'yong'you'you'wang 勿用有攸往
'wu'you 勿忧
'wu'you'li 无攸利
'wu'you'shuai'bao 无有帅保
'wu'you'sui 无攸遂
'wu'you'yi'ri'zhong 勿忧宜日中
'wu'you'yuan'jin'you'shen 无有远近幽深
'wu'yu 无誉
'wu'yu'er'mi'zhi 吾与尔靡之
'wu'yu'wu'wang 物与无妄
'wu'yu'ye 无与也
'wu'yu'zhi'xiong 无鱼之凶
'wu'zhi'bu'ke'bu'yang'ye 物穉不可不养也
'wu'zhi'hui 无只悔
'wu'zhi'zhi'ye 物之穉也
'wu'zhu 勿逐
'xi'ci'shang'chuan 系辞上传
'xi'ci'xia'chuan 系辞下传
'xi'ci'yan 系辞焉
'xi'ci'yan'er'ming'ji'xiong 系辞焉而明吉凶
'xi'ci'yan'er'ming'zhi 系辞焉而命之
'xi'ci'yan'yi'jin'qi'yan 系辞焉以尽其言
'xi'dun 系遯
'xi'dun'zhi'li 系遯之厉
'xi'jiao'shi 习教事
'xi'kan 习坎
'xi'kan'ru'kan 习坎入坎
'xi'nan'de'peng 西南得朋
'xi'ren 咥人
'xi'ren'zhi'xiong 咥人之凶
'xi'ti'ruo 夕惕若
'xi'xiao'zi 系小子
'xi'yong'bai'mao 席用白茅
'xi'zhang'fu 系丈夫
'xi'zhe 昔者
'xi'zhe'sheng'ren'zhi'zuo'yi'ye 昔者圣人之作易也
'xia'bu'hou'shi'ye 下不厚事也
'xia'bu'zai'tian 下不在田
'xia'guan'er'hua'ye 下观而化也
'xia'shun'cong'ye 下顺从也
'xia'ye 下也
'xian'bi 显比
'xian'bi'you'suo'li 陷必有所丽
'xian'bi'zhi'ji 显比之吉
'xian'dao'shen'de'xing 显道神德行
'xian'er'jian'song 险而健讼
'xian'er'zhi 险而止
'xian'fou'hou'xi 先否后喜
'xian'geng'san'ri 先庚三日
'xian'gua'zhong 咸卦终
'xian'hao'tao'er'hou'xiao 先号啕而后笑
'xian'jia'san'ri 先甲三日
'xian'lin 咸临
'xian'lin'zhen'ji 咸临贞吉
'xian'lu'jue'jue 苋陆夬夬
'xian'mi'hou'de'zhu 先迷后得主
'xian'mi'shi'dao 先迷失道
'xian'mu'wei'hu 弦木为弧
'xian'nan'er'hou'yi 先难而后易
'xian'qi'fei 咸其腓
'xian'qi'fu 咸其辅
'xian'qi'gu 咸其股
'xian'qi'mei 咸其脢
'xian'qi'mu 咸其拇
'xian'qie'zhen 险且枕
'xian'ren'yin 贤人隐
'xian'ren'zai'xia'er'wu'fu 贤人在下而无辅
'xian'ren'zai'xia'wei'er'wu'fu 贤人在下位而无辅
'xian'su'ye 咸速也
'xian'tian'xia'er'tian'fu'wei 先天下而天弗违
'xian'wang'yi'jian'wan'guo 先王以建万国
'xian'wang'yi'mao'dui'shi 先王以茂对时
'xian'wang'yi'ming'fa'chi'fa 先王以明罚敕法
'xian'wang'yi'sheng'fang 先王以省方
'xian'wang'yi'xiang'yu'di'li'miao 先王以享于帝立庙
'xian'wang'yi'zhi'ri'bi'guan 先王以至日闭关
'xian'wang'yi'zuo'yue'chong'de 先王以作乐崇德
'xian'xie'cun'qi'cheng 闲邪存其诚
'xian'ye 陷也
'xian'yi'dong 险以动
'xian'yi'shuo 险以说
'xian'you'jia 闲有家
'xian'zai'qian'ye 险在前也
'xian'zhang'zhi'hu 先张之弧
'xian'zhu'ren 显诸仁
'xiang'cheng'ye 相承也
'xiang'ci'zhe'ye 像此者也
'xiang'jian'hu'li 相见乎离
'xiang'ming'er'zhi 向明而治
'xiang'qi'wu'yi 象其物宜
'xiang'shi'zhi'qi 象事知器
'xiang'ye 像也
'xiang'ye 象也
'xiang'ye'zhe 象也者
'xiang'yue 象曰
'xiang'zai'qi'zhong'yi 象在其中矣
'xiao'bu'fu'ye 消不富也
'xiao'bu'jiu'ye 消不久也
'xiao'cheng'er'da'jie 小惩而大诫
'xiao'chu 小畜
'xiao'chu'gua'ye 小畜寡也
'xiao'chu'gua'zhong 小畜卦终
'xiao'ci'zhe'ye 效此者也
'xiao'er'bian'yu'wu 小而辨於物
'xiao'fa'zhi'wei'kun 效法之谓坤
'xiao'guo 小过
'xiao'guo'gua'zhong 小过卦终
'xiao'guo'guo'ye 小过过也
'xiao'heng 小亨
'xiao'hu'qi'ji 小狐汔济
'xiao'li'you'suo'wang 小利有所往
'xiao'li'zhen 小利贞
'xiao'lin 小吝
'xiao'ren'bo'lu 小人剥庐
'xiao'ren'bu'chi'bu'ren 小人不耻不仁
'xiao'ren'chang'ye 小人长也
'xiao'ren'dao'xiao'ye 小人道消也
'xiao'ren'dao'ye 小人道也
'xiao'ren'dao'you'ye 小人道忧也
'xiao'ren'dao'zhang 小人道长
'xiao'ren'er'cheng'jun'zi'zhi'qi 小人而乘君子之器
'xiao'ren'fou 小人否
'xiao'ren'fou'ye 小人否也
'xiao'ren'fu'ke 小人弗克
'xiao'ren'ge'mian 小人革面
'xiao'ren'hai'ye 小人害也
'xiao'ren'ji 小人吉
'xiao'ren'tui'ye 小人退也
'xiao'ren'wu'jiu 小人无咎
'xiao'ren'wu'yong 小人勿用
'xiao'ren'yi'xiao'shan'wei'wu'yi 小人以小善为无益
'xiao'ren'yong'zhuang 小人用壮
'xiao'ren'zhi'dao'ye 小人之道也
'xiao'ren'zhi'shi'ye 小人之事也
'xiao'shi'ji 小事吉
'xiao'tian'xia'zhi'dong'ye 效天下之动也
'xiao'wang'da'lai 小往大来
'xiao'yan'ya'ya 笑言哑哑
'xiao'you'yan 小有言
'xiao'zhe'guo'er'heng'ye 小者过而亨也
'xiao'zhe'heng'ye 小者亨也
'xiao'zhen'ji 小贞吉
'xiao'zi'li 小子厉
'xiao'zi'zhi'li 小子之厉
'xin'ji'tun'yu'ye 信及豚鱼也
'xin'ru'he'ye 信如何也
'xin'wei'kuai'ye 心未快也
'xin'ye 信也
'xin'yi'fa'zhi'ye 信以发志也
'xin'zhi'ye 信志也
'xing'bu'shun'ye 行不顺也
'xing'ce'ye 行恻也
'xing'di'wu'jiang 行地无疆
'xing'er'shang'zhe'wei'zhi'dao 形而上者谓之道
'xing'er'wei'cheng 行而未成
'xing'er'xia'zhe'wei'zhi'qi 形而下者谓之器
'xing'fa'hu'yuan 行发乎远
'xing'nai'wei'zhi'qi 形乃谓之器
'xing'qi'ting 行其庭
'xing'qi'ting'bu'jian'qi'ren 行其庭不见其人
'xing'qing'ye 性情也
'xing'ren'de'niu 行人得牛
'xing'ren'zhi'de 行人之得
'xing'shi'lei'ye 行失类也
'xing'shi'ye 行事也
'xing'wei'qian'ye 行未牵也
'xing'wei'yi'ye 行未疑也
'xing'xian'er'bu'shi'qi'xin 行险而不失其信
'xing'xian'er'shun 行险而顺
'xing'ye 行也
'xing'yi'zai 行矣哉
'xing'you'jia'ye 行有嘉也
'xing'you'shang 行有尚
'xing'you'sheng 行有眚
'xing'zhong'zhi'wei'ye 行中之谓也
'xiong'ru'he'ye 凶如何也
'xiong'san'sui'ye 凶三岁也
'xiong'xiong 兄兄
'xiu'ci'li'qi'cheng 修辞立其诚
'xiu'fou 休否
'xiu'fu 休复
'xiu'fu'zhi'ji 休复之吉
'xiu'jing'ye 修井也
'xu'bu'jin'ye 需不进也
'xu'gua'chuan 序卦传
'xu'gua'zhong 需卦终
'xu'ye 须也
'xu'you'fu 需有孚
'xu'yu 盱豫
'xu'yu'jiao 需于郊
'xu'yu'jiu'shi 需于酒食
'xu'yu'ni 需于泥
'xu'yu'sha 需于沙
'xu'yu'xue 需于血
'xu'yu'you'hui 盱豫有悔
'xu'zhe'yin'shi'zhi'dao'ye 需者饮食之道也
'xuan'xiang'zhu'ming'mo'zai'hu'ri'yue 悬象著明莫在乎日月
'xue'qu'ti'chu 血去惕出
'xun'dong'nan'ye 巽东南也
'xun'er'dong 巽而动
'xun'er'er'mu'cong'ming 巽而耳目聪明
'xun'er'shun 巽而顺
'xun'er'shuo'xing 巽而说行
'xun'er'zhi 巽而止
'xun'gua'zhong 巽卦终
'xun'hu'shui'er'shang'shui 巽乎水而上水
'xun'shang'dui'xia 巽上兑下
'xun'shang'gen'xia 巽上艮下
'xun'shang'kan'xia 巽上坎下
'xun'shang'kun'xia 巽上坤下
'xun'shang'li'xia 巽上离下
'xun'shang'qian'xia 巽上乾下
'xun'shang'xun'xia 巽上巽下
'xun'shang'zhen'xia 巽上震下
'xun'wei'feng 巽为风
'xun'wei'gu 巽为股
'xun'wei'ji 巽为鸡
'xun'wei'mu 巽为木
'xun'yi'suo'er'de'nv 巽一索而得女
'xun'zai'chuang'xia 巽在牀下
'xun'zhe'ru'ye 巽者入也
'xun'zhi'qi'dao 驯致其道
'yan'bu'jin'yi 言不尽意
'yan'hu'bian'zhe'ye 言乎变者也
'yan'hu'dui 言乎兑
'yan'hu'qi'shi'de'ye 言乎其失得也
'yan'hu'qi'xiao'ci'ye 言乎其小疵也
'yan'hu'xiang'ye 言乎象也
'yan'tian'xia'zhi'zhi'dong 言天下之至动
'yan'tian'xia'zhi'zhi'ze 言天下之至赜
'yan'wan'wu'zhi'jie'qi'ye 言万物之洁齐也
'yan'xiang'ke'ye 言相克也
'yan'xing 言行
'yan'xing'jun'zi'zhi'shu'ji 言行君子之枢机
'yan'yin'yang'xiang'bo'ye 言阴阳相薄也
'yan'you'xu 言有序
'yan'zai'zhong'ye 衍在中也
'yan'zhi'yi'ye 言致一也
'yang'gua'duo'yin 阳卦多阴
'yang'gua'qi 阳卦奇
'yang'qi'qian'cang 阳气潜藏
'yang'xian'ye 养贤也
'yang'yi'guan'yu'tian'wen 仰以观於天文
'yang'yi'jun'er'er'min 阳一君而二民
'yang'yu'wang'ting 扬于王庭
'yang'zai'xia'ye 阳在下也
'yang'ze'guan'xiang'yu'tian 仰则观象於天
'yang'zheng'ze'ji'ye 养正则吉也
'yao'tuan'yi'qing'yan 爻彖以情言
'yao'xiang'dong'hu'nei 爻象动乎内
'yao'ye'zhe 爻也者
'yao'you'deng 爻有等
'yao'zai'qi'zhong'yi 爻在其中矣
'yao'zhe 爻者
'yao'zhi'ci'ye 爻之辞也
'ye'ge'zhi'qi'suo'zhi 也各指其所之
'ye'qi'lun 曳其轮
'ye'rong'hui'yin 冶容诲淫
'ye'zhi'yi'si'yi'xiang'si'shi 揲之以四以象四时
'yi'bian'yi 以辨义
'yi'bu'chu'ye 亦不处也
'yi'bu'ji'bin'ye 义不及宾也
'yi'bu'ke'jian 易不可见
'yi'bu'shi'ye 义不食也
'yi'bu'shi'zhe'shang'qi'zhan 以卜筮者尚其占
'yi'bu'zhi'ji'ye 亦不知极也
'yi'bu'zhi'jie'ye 亦不知节也
'yi'bu'zi'shi'ye 亦不自失也
'yi'bu'zu'gui'ye 亦不足贵也
'yi'bu'zu'jing'ye 亦不足敬也
'yi'cha'shi'bian 以察时变
'yi'cheng'kao'ye 意承考也
'yi'chong'de'ye 以崇德也
'yi'chu'qi'de 以畜其德
'yi'ci'du'tian'xia 以此毒天下
'yi'cong'dao'ye 以从道也
'yi'cong'gui'ye 以从贵也
'yi'cong'shang'ye 以从上也
'yi'cong'wang'shi 以从王事
'yi'cong'ze'you'gong 易从则有功
'yi'cun'shen'ye 以存身也
'yi'da'zhong'ye 以大终也
'yi'dai'bao'ke 以待暴客
'yi'dai'feng'yu 以待风雨
'yi'dai'ye 宜待也
'yi'de'xing 议德行
'yi'dian'yi'yu 以佃以渔
'yi'ding'tian'xia'zhi'ji'xiong 以定天下之吉凶
'yi'ding'tian'xia'zhi'ye 以定天下之业
'yi'dong'er'xun 益动而巽
'yi'dong'zhe'shang'qi'bian 以动者尚其变
'yi'duan'qi'ji'xiong 以断其吉凶
'yi'duan'tian'xia'zhi'yi 以断天下之疑
'yi'er'bu'yi 益而不已
'yi'er'wu'bei'ye 易而无备也
'yi'fu'cheng'ye 义弗乘也
'yi'fu'ke'ye 义弗克也
'yi'gang'zhong'ye 以刚中也
'yi'gong'ren'chong 以宫人宠
'yi'gua'yuan 以寡怨
'yi'gua'zhong 益卦终
'yi'gua'zhong 颐卦终
'yi'guang'da'ye 以光大也
'yi'gui'hang'ye 以贵行也
'yi'gui'xia'jian 以贵下贱
'yi'han'yi'shu 一寒一暑
'yi'he'xing 以和行
'yi'he'yi'pi'wei'zhi'bian 一阖一辟谓之变
'yi'heng'xing'shi'zhong'ye 以亨行时中也
'yi'heng'ye 以恒也
'yi'hou'zhong'ye 以厚终也
'yi'hua'cheng'tian'xia 以化成天下
'yi'ji'bu'tong 以济不通
'yi'ji'wan'min 以及万民
'yi'jian 易简
'yi'jian'hou'er'bu'ning 宜建侯而不宁
'yi'jiao'tian'xia 以教天下
'yi'jie'bei'ye 以解悖也
'yi'jing 易经
'yi'kang'ye 已亢也
'yi'ke'chou'ye 亦可丑也
'yi'ke'xi'ye 亦可喜也
'yi'lei'wan'wu'zhi'qing 以类万物之情
'yi'li'tian'xia 以利天下
'yi'lv'yu'xia 以旅与下
'yi'lv'zai'shang 以旅在上
'yi'meng'da'nan 以蒙大难
'yi'mie'xia'ye 以灭下也
'yi'ming 以明
'yi'ming'shi'de'zhi'bao 以明失得之报
'yi'mu'xun'huo 以木巽火
'yi'ni'shu'ye 易逆数也
'yi'pei'zu'kao 以配祖考
'yi'pi'jiu'ye 以辟咎也
'yi'qi'bao'gua 以杞包瓜
'yi'qi'guo'jun 以其国君
'yi'qi'lin 以其邻
'yi'qi'xin'er'hou'yu 易其心而后语
'yi'qi'yin 以其夤
'yi'qi'zhi'yi'hu 易其至矣乎
'yi'qiong'ze'bian 易穷则变
'yi'qiu'xin'ye 以求信也
'yi'ren'bu'jie 邑人不诫
'yi'ren'xing 一人行
'yi'ren'zai'ye 邑人灾也
'yi'ren'zhi'zai 邑人之灾
'yi'ri'zhong 宜日中
'yi'sang'bei 亿丧贝
'yi'shang'ye 已上也
'yi'shen'ming'qi'de'fu 以神明其德夫
'yi'shi'chuan'wang 已事遄往
'yi'shi'fa'ye 以时发也
'yi'song'shou'fu 以讼受服
'yi'ti'tian'di'zhi'zhuan 以体天地之撰
'yi'tong'shen'ming'zhi'de 以通神明之德
'yi'wang'lin 以往吝
'yi'wei'ji'zhu'ye 以为祭主也
'yi'wei'jue'jing 亦未繘井
'yi'wei'tian'xia 以威天下
'yi'wei'zhi'ye 以为质也
'yi'wu'jiu'ye 义无咎也
'yi'wu'sang 亿无丧
'yi'wu'si'ye 易无思也
'yi'xi'sui'ren'zhe 以喜随人者
'yi'xia'ren'ye 以下仁也
'yi'xing'li 以兴利
'yi'xing'qi'dian'li 以行其典礼
'yi'xing'qi'li 以行其礼
'yi'xing'quan 以行权
'yi'xiu'shen'ye 以修身也
'yi'yan'hu'er 以言乎迩
'yi'yan'hu'tian'di'zhi'jian 以言乎天地之间
'yi'yan'hu'yuan 以言乎远
'yi'yan'zhe'shang'qi'ci 以言者尚其辞
'yi'yang'zheng'ye 颐养正也
'yi'yao'cun'wang'ji'xiong 亦要存亡吉凶
'yi'yi'de 以一德
'yi'yi'fang'wai 义以方外
'yi'yi'gong 易以贡
'yi'yi'shang'yi 亦以伤矣
'yi'yi'zhi'xian 易以知险
'yi'yi'zhi'ye 以益志也
'yi'yin'yi'yang'zhi'wei'dao 一阴一阳之谓道
'yi'yong'xiong'shi 益用凶事
'yi'you'sheng'ren'zhi'dao'si'yan 易有圣人之道四焉
'yi'you'si'xiang 易有四象
'yi'you'tai'ji 易有太极
'yi'yu'tian'di'zhun 易与天地准
'yi'yu'tian'ye 以御天也
'yi'yu'zuo'gu 夷于左股
'yi'yuan'hai 以远害
'yi'yue 劓刖
'yi'yue 易曰
'yi'ze'yi'zhi 易则易知
'yi'zhao'tian'xia'ye 宜照天下也
'yi'zhe'shang'ye 夷者伤也
'yi'zhe'shi'qing 易者使倾
'yi'zhe'xiang'ye 易者象也
'yi'zhe'yang'ye 颐者养也
'yi'zhen'ji 颐贞吉
'yi'zheng'bang'ye 以正邦也
'yi'zheng'fa'ye 以正法也
'yi'zheng'gong'ye 以正功也
'yi'zheng'zhi'ye 以正志也
'yi'zheng'zhong'ye 以正中也
'yi'zhi'er'bai'lv 一致而百虑
'yi'zhi'er'hou'dong 议之而后动
'yi'zhi'he'ye 义之和也
'yi'zhi'li 以制礼
'yi'zhi'qi'zhe'shang'qi'xiang 以制器者尚其象
'yi'zhi'shi'yi'da'yi'zai 颐之时义大矣哉
'yi'zhi'wei'shu'ye 易之为书也
'yi'zhi'xing'ye 易之兴也
'yi'zhi'xu'ye 易之序也
'yi'zhi'ye 疑之也
'yi'zhi'yong'xiong'shi 益之用凶事
'yi'zhi'yong'ye 以致用也
'yi'zhi'yu'ming 以至於命
'yi'zhi'yuan'ji 以祉元吉
'yi'zhi'ze'you'qin 易知则有亲
'yi'zhong'dao'ye 以中道也
'yi'zhong'hang'ye 以中行也
'yi'zhong'ji'ye 以终吉也
'yi'zhong'jie'ye 以中节也
'yi'zhong'ye 以中也
'yi'zhong'you'wu 颐中有物
'yi'zhong'zheng'ye 以中正也
'yi'zhong'zhi'ye 以中直也
'yi'zi'zhi 以自知
'yi'zong'qin'ye 以纵禽也
'yi'zuo'you'min 以左右民
'yin'dui 引兑
'yin'er'jun'er'yi'min 阴二君而一民
'yin'er'shen'zhi 引而伸之
'yin'er'wei'jian 隐而未见
'yin'er'yi'ji'min'xing 因贰以济民行
'yin'er'zhong'zhi 因而重之
'yin'gua'duo'yang 阴卦多阳
'yin'gua'ou 阴卦耦
'yin'ji 引吉
'yin'ji'wu'jiu 引吉无咎
'yin'jian'zhi'shang'di 殷荐之上帝
'yin'jiu'ru'shou 饮酒濡首
'yin'qi'shi'er'ti 因其时而惕
'yin'shi'bi'you'song 饮食必有讼
'yin'shi'kan'kan 饮食衎衎
'yin'shi'ning'ye 阴始凝也
'yin'sui'you'mei 阴虽有美
'yin'yang'bu'ce'zhi'wei'shen 阴阳不测之谓神
'yin'yang'he'de 阴阳合德
'yin'yi'yu'yang 阴疑於阳
'yin'zhong'zhi'yuan 引重致远
'ying'bu'ke'jiu'ye 盈不可久也
'ying'di'wu'jiang 应地无疆
'ying'hu'tian'er'shi'xing 应乎天而时行
'ying'hu'tian'ye 应乎天也
'ying'tian'di'zhi'jian'zhe 盈天地之间者
'yong'da'sheng'ji 用大牲吉
'yong'feng'he 用冯河
'yong'fou 用缶
'yong'guo'hu'jian 用过乎俭
'yong'hui'er'ming 用晦而明
'yong'hui'mo 用徽纆
'yong'jian'da'ren 用见大人
'yong'jiu 用九
'yong'liu 用六
'yong'liu'yong'zhen 用六永贞
'yong'she'da'chuan 用涉大川
'yong'shi'wu'fen'ruo 用史巫纷若
'yong'shuo'zhi'gu 用说桎梏
'yong'xing'shi 用行师
'yong'xing'zhi'jin 庸行之谨
'yong'yan'zhi'xin 庸言之信
'yong'yu 用誉
'yong'zhen'ji 永贞吉
'yong'zhen'zhi'ji 永贞之吉
'yong'zheng'ma'zhuang 用拯马壮
'you'bian'zhi'bu'zao'bian'ye 由辩之不早辩也
'you'bu'ming'ye 幽不明也
'you'bu'su'zhi'ke'san'ren'lai 有不速之客三人来
'you'da'er'neng'qian 有大而能谦
'you'da'zhe'bu'ke'yi'ying 有大者不可以盈
'you'dai'er'xing'ye 有待而行也
'you'di'dao'yan 有地道焉
'you'fei'niao'wei'zhi'yin 有飞鸟遗之音
'you'fei'niao'zhi'xiang'yan 有飞鸟之象焉
'you'fu 有孚
'you'fu'bi'zhi 有孚比之
'you'fu'bu'zhong 有孚不终
'you'fu'fa'ruo 有孚发若
'you'fu'fu 有夫妇
'you'fu'gai'ming 有孚改命
'you'fu'hui'wo'de 有孚惠我德
'you'fu'hui'xin 有孚惠心
'you'fu'luan'ru 有孚挛如
'you'fu'shi'shi 有孚失是
'you'fu'ti'chu 有孚惕出
'you'fu'wei'ru 有孚威如
'you'fu'wu'ji 有孚无吉
'you'fu'ying'fou 有孚盈缶
'you'fu'yong'ruo 有孚颙若
'you'fu'yu'xiao'ren 有孚于小人
'you'fu'yu'yin'jiu 有孚于饮酒
'you'fu'zai'dao 有孚在道
'you'fu'zhong'hang 有孚中行
'you'fu'zi'ran'hou'you'jun'chen 有父子然后有君臣
'you'gong'er'bu'de 有功而不德
'you'gong'ye 有功也
'you'gong'ze'ke'da 有功则可大
'you'guo'wu'zhe 有过物者
'you'guo'ze'gai 有过则改
'you'he'zhi'yi 又何之矣
'you'hui 有悔
'you'hui'ji 有悔吉
'you'hui'lin'zhe 忧悔吝者
'you'hun'wei'bian 游魂为变
'you'ji'bei'ye 有疾惫也
'you'ji'li 有疾厉
'you'jia'zhe'shou 有嘉折首
'you'jun'chen 有君臣
'you'li 有厉
'you'li'li'yi 有厉利已
'you'ming'wu'jiu 有命无咎
'you'ming'yu'you'huan'yu'gu 又明於忧患与故
'you'nan'nv 有男女
'you'qi'xin'zhe 有其信者
'you'qi'zhi'zhe'ye 有其治者也
'you'qin'ze'ke'jiu 有亲则可久
'you'qing'ye 有庆也
'you'qing'yu 有庆誉
'you'ren'dao'yan 有人道焉
'you'ren'zhen'ji 幽人贞吉
'you'shang'xia 有上下
'you'shi 有事
'you'shi'er'hou'ke'da 有事而后可大
'you'shui'jiu'ye 又谁咎也
'you'suo'yi'ye 有所疑也
'you'ta'bu'yan 有他不燕
'you'ta'ji'ye 有他吉也
'you'ta'lin 有它吝
'you'tian'dao'yan 有天道焉
'you'tian'di 有天地
'you'wan'wu 有万物
'you'wei'li'qi'lei'ye 犹未离其类也
'you'wu'wang'ran'hou'ke'chu 有无妄然后可畜
'you'xi'ye 有喜也
'you'xiong 有凶
'you'yan 有言
'you'yan'bu'xin 有言不信
'you'yi 由颐
'you'yi'li'ji 由颐厉吉
'you'yi'shang'xian'ye 又以尚贤也
'you'you'wang 有攸往
'you'you'wang'su'ji 有攸往夙吉
'you'yu 由豫
'you'yu'ye 有与也
'you'yu'zhi'xiang'ye 忧虞之象也
'you'yun'zi'tian 有陨自天
'you'zai'sheng 有灾眚
'you'zan'shen'ming'er'sheng'shi 幽赞神明而生蓍
'you'ze'wei'zhi 忧则违之
'you'zhe'zhu'ye 佑者助也
'you'zhong 有终
'you'zhong'ji 有终吉
'you'zi 有子
'yu'an'zhen 渝安贞
'yu'bi'you'sui 豫必有随
'yu'cheng'qi'er'dong'zhe'ye 语成器而动者也
'yu'di'zhi'yi 与地之宜
'yu'du 遇毒
'yu'fu'zhi'gu 裕父之蛊
'yu'gang'ye 遇刚也
'yu'gao'yong'zhi'shang 于高墉之上
'yu'gua'zhong 豫卦终
'yu'gui'shen'he'qi'ji'xiong 与鬼神合其吉凶
'yu'ji 虞吉
'yu'ji'qi'lei 於稽其类
'yu'ji'shi'ye 欲及时也
'yu'nie'wu 于臲卼
'yu'qi'bi 遇其妣
'yu'qi'chen 遇其臣
'yu'qi'lin 于其邻
'yu'qi'pei'zhu 遇其配主
'yu'qi'wang'mu 于其王母
'yu'qi'yi'zhu 遇其夷主
'yu'qiu'yi 于丘颐
'yu'ren'tong'zhe 与人同者
'yu'ri'yue'he'qi'ming 与日月合其明
'yu'shang'xing'ye 与上兴也
'yu'shi'shi'zuo'ba'gua 於是始作八卦
'yu'shi'xiao'xi 与时消息
'yu'shi'xie'ji 与时偕极
'yu'shi'xie'xing 与时偕行
'yu'shi'xing'ye 与时行也
'yu'shi'you'fu 于食有福
'yu'shuo'fu 舆说辐
'yu'si'shi'he'qi'xu 与四时合其序
'yu'tian'di'he'qi'de 与天地合其德
