'ai'er'bu'shang 哀而不伤
'ze'min'yi'shi'ye 则民易使也
'ze'qi'shan'zhe'er'cong'zhi 择其善者而从之
'ze'quan 则劝
'ze'shei'yu 则谁与
'ze'shi'bu'cheng 则事不成
'ze'shu'ren'bu'yi 则庶人不议
'ze'si'fang'zhi'min'qiang'fu'qi'zi'er'zhi'yi 则四方之民襁负其子而至矣
'ze'wang 则罔
'ze'wei'zhi 则为之
'ze'wei'zhi'ye'nan 则为之也难
'ze'wu'bi'zai'wen 则吾必在汶
'ze'wu'cong'xian'jin 则吾从先进
'ze'wu'qi'gan 则吾岂敢
'ze'wu'wei'zhi'you'de 则吾未之有得
'ze'xiao'zi'he'shu'yan 则小子何述焉
'ze'xing'fa'bu'zhong 则刑罚不中
'ze'xiu'wen'de'yi'lai'zhi 则修文德以来之
'ze'yan'bu'shun 则言不顺
'ze'yi'wei'li'ji'ye 则以为厉己也
'ze'yi'xue'wen 则以学文
'ze'yin 则隐
'ze'you'si'cun 则有司存
'ze'yuan'yuan'yi 则远怨矣
'ze'zheng'bu'zai'dai'fu 则政不在大夫
'ze'zhong 则忠
'zei'fu'ren'zhi'zi 贼夫人之子
'zeng'zi'yan'yue 曾子言曰
'zeng'zi'you'ji 曾子有疾
'zeng'zi'yue 曾子曰
'zhai'zhan'ji 斋战疾
'zhan'zhan'jing'jing 战战兢兢
'zhan'zhi'zai'qian 瞻之在前
'zhang'ren'yue 丈人曰
'zhang'you'zhi'jie 长幼之节
'zhang'zhe'chu 杖者出
'zhao'gong'zhi'li'hu 昭公知礼乎
'zhao'hu'si'zhi 召忽死之
'zhao'men'di'zi'yue 召门弟子曰
'zhao'wen'dao 朝闻道
'zhen'chi'xi 袗絺绤
'zhen'gong'you'zui 朕躬有罪
'zheng'dai'yu'dai'fu'si'shi'yi 政逮于大夫四世矣
'zheng'qi'yi'guan 正其衣冠
'zheng'sheng'yin 郑声淫
'zheng'shi 政事
'zheng'wei'di'zi'bu'neng'xue'ye 正唯弟子不能学也
'zheng'yan'shai 正颜色
'zheng'ye 正也
'zheng'zhe 政者
'zhi'bin'ke 治宾客
'zhi'dao'er'shi'ren 直道而事人
'zhi'de'bu'hong 执德不弘
'zhi'de'zhe'xian'yi 知德者鲜矣
'zhi'er'wu'li'ze'jiao 直而无礼则绞
'zhi'gui 执圭
'zhi'he 知和
'zhi'ji'zhi 知及之
'zhi'li 知礼
'zhi'liu'xia'hui'zhi'xian 知柳下惠之贤
'zhi'min'gui'xin'yan 之民归心焉
'zhi'qi'shuo'zhe'zhi'yu'tian'xia'ye 知其说者之于天下也
'zhi'qi'zhang 指其掌
'zhi'qi'zhang'er'yun 植其杖而芸
'zhi'ren 知人
'zhi'san'zi'gao 之三子告
'zhi'she'hu 执射乎
'zhi'sheng'wen'ze'ye 质胜文则野
'zhi'shi'jing 执事敬
'zhi'shi'ren'ren 志士仁人
'zhi'suo'yi'zhi'dao'er'xing'ye 之所以直道而行也
'zhi'wo'zhe'qi'tian'hu 知我者其天乎
'zhi'ye 知也
'zhi'you'wen'ye 质犹文也
'zhi'yu'dao 至于道
'zhi'yu'dao 志于道
'zhi'yu'hu 执御乎
'zhi'yu'lu 至于鲁
'zhi'yu'quan'ma 至于犬马
'zhi'yuan'kong'ni 致远恐泥
'zhi'zai'qi'zhong'yi 直在其中矣
'zhi'zai'shi'yu 直哉史鱼
'zhi'ze'min'bu'fu 直则民不服
'zhi'ze'xing'yi 至则行矣
'zhi'zhe'bu'huo 知者不惑
'zhi'zhe'bu'shi'ren 知者不失人
'zhi'zhe'dong 知者动
'zhi'zhe'le 知者乐
'zhi'zhe'le'shui 知者乐水
'zhi'zhe'li'ren 知者利仁
'zhi'zheng 之政
'zhi'zhi'ci'ye 知之次也
'zhi'zhi'er'hao'yi 质直而好义
'zhi'zhi'wei'zhi'zhi 知之为知之
'zhi'zhi'zhe 知之者
'zhi'zhi'zhe'yi'yu'shi 之直者异于是
'zhi'zi'lu'su 止子路宿
'zhong'dao'er'fei 中道而废
'zhong'e'zhi 众恶之
'zhong'gao'er'shan'dao'zhi 忠告而善道之
'zhong'gong'wei'ji'shi'zai 仲弓为季氏宰
'zhong'gong'wen'ren 仲弓问仁
'zhong'gong'wen'zi'sang'bo'zi 仲弓问子桑伯子
'zhong'gong'yue 仲弓曰
'zhong'gu'yun'hu'zai 钟鼓云乎哉
'zhong'hao'zhi 众好之
'zhong'ni 仲尼
'zhong'ni'bu'ke'hui'ye 仲尼不可毁也
'zhong'ni'qi'xian'yu'zi'hu 仲尼岂贤于子乎
'zhong'ni'yan'xue 仲尼焉学
'zhong'ren'yi'shang 中人以上
'zhong'ren'yi'xia 中人以下
'zhong'shu'er'yi'yi 忠恕而已矣
'zhong'shu'yu 仲叔圉
'zhong'xiang'huan'gong 仲相桓公
'zhong'yan 忠焉
'zhong'ye'bu'qin 终夜不寝
'zhong'yi 中矣
'zhong'yong'zhi'wei'de'ye 中庸之为德也
'zhong'you'ke'shi'cong'zheng'ye'yu 仲由可使从政也与
'zhong'you'ran'qiu 仲由冉求
'zhong'zhi'li'hu 仲知礼乎
'zhou'gong'wei'lu'gong'yue 周公谓鲁公曰
'zhou'jian'yu'er'dai 周监于二代
'zhou'ren'yi'li 周人以栗
'zhou'ren'you'yan'yue 周任有言曰
'zhou'yin'yu 周因于
'zhou'you'ba'shi 周有八士
'zhou'you'da'lai 周有大赉
'zhou'zhi'bu'shan 纣之不善
'zhou'zhi'de 周之德
'zhu'pian'yan'ke'yi'zhe'yu'zhe 诸片言可以折狱者
'zhu'tuo'zhi'zong'miao 祝鮀治宗庙
'zhu'zhong'xin 主忠信
'zhuang'yi'li'zhi 庄以莅之
'zi'bu'yu'guai'li'luan'shen 子不语怪力乱神
'zi'da'fu'chu 自大夫出
'zi'diao'er'bu'gang 子钓而不纲
'zi'du'yu'qin 子笃于亲
'zi'er'shun 咨尔舜
'zi'fu'jing'bo'yi'gao 子服景伯以告
'zi'fu'jing'bo'yi'gao'zi'gong 子服景伯以告子贡
'zi'gao'zhi'yue 子告之曰
'zi'gong 子贡
'zi'gong'fang'ren 子贡方人
'zi'gong'wen 子贡问
'zi'gong'wen'jun'zi 子贡问君子
'zi'gong'wen'wei'ren 子贡问为仁
'zi'gong'wen'you 子贡问友
'zi'gong'wen'yue 子贡问曰
'zi'gong'wen'zheng 子贡问政
'zi'gong'xian'yu'zhong'ni 子贡贤于仲尼
'zi'gong'yu'qu'gao'shuo'zhi'xi'yang 子贡欲去告朔之饩羊
'zi'gong'yue 子贡曰
'zi'gu'jie'you'si 自古皆有死
'zi'gu'qiong 子固穷
'zi'han'di'jiu 子罕第九
'zi'han'yan'li'yu'ming'yu'ren 子罕言利与命与仁
'zi'hua'shi'yu'qi 子华使于齐
'zi'ji'bing 子疾病
'zi'ji'qing'yu'wei 子击磬于卫
'zi'jian'fu'zi'hu 子见夫子乎
'zi'jian'nan'zi 子见南子
'zi'jian'qi'shuai'zhe'mian'yi'shang'zhe'yu'gu'zhe 子见齐衰者冕衣裳者与瞽者
'zi'jiang'xi'xian 子将奚先
'zi'jing'yu'gou'du'er'mo'zhi'zhi'ye 自经于沟渎而莫之知也
'zi'jue'si 子绝四
'zi'kong'shi 自孔氏
'zi'ku'zhi'tong 子哭之恸
'zi'le 子乐
'zi'lu 子路
'zi'lu'bu'dui 子路不对
'zi'lu'bu'shuo 子路不说
'zi'lu'ceng'xi'ran'you'gong'xi'hua'shi'zuo 子路曾皙冉有公西华侍坐
'zi'lu'cong'er'hou 子路从而后
'zi'lu'di'shi'san 子路第十三
'zi'lu'dui'yue 子路对曰
'zi'lu'gong'er'li 子路拱而立
'zi'lu'gong'zhi 子路共之
'zi'lu'qing'dao 子路请祷
'zi'lu'shi'men'ren'wei'chen 子路使门人为臣
'zi'lu'shi'zi'gao'wei'fei'zai 子路使子羔为费宰
'zi'lu'shuai'er'er'dui'yue 子路率尔而对曰
'zi'lu'su'yu'shi'men 子路宿于石门
'zi'lu'wen 子路问
'zi'lu'wen'cheng'ren 子路问成人
'zi'lu'wen'jun'zi 子路问君子
'zi'lu'wen'shi'jun 子路问事君
'zi'lu'wen'yue 子路问曰
'zi'lu'wen'zheng 子路问政
'zi'lu'wu'su'nuo 子路无宿诺
'zi'lu'xing'yi'gao 子路行以告
'zi'lu'yue 子路曰
'zi'lu'yun'jian'yue 子路愠见曰
'zi'lu'zhong'shen'song'zhi 子路终身诵之
'zi'qin'wen'yu'zi'gong'yue 子禽问于子贡曰
'zi'ru'bu'yan 子如不言
'zi'ru'tai'miao 子入太庙
'zi'sheng'san'nian 子生三年
'zi'shi'wei 子适卫
'zi'shi'yu'you'sang'zhe'zhi'ce 子食于有丧者之侧
'zi'shuai'yi'zheng 子帅以正
'zi'suo'ya'yan 子所雅言
'zi'tong'yi 子恸矣
'zi'tui'chao 子退朝
'zi'wei'bo'yu'yue 子谓伯鱼曰
'zi'wei'fu'yin 子为父隐
'zi'wei'gong'ye 子为恭也
'zi'wei'ke'yi'qu'hu 子未可以去乎
'zi'wei'ran'you'yue 子谓冉有曰
'zi'wei'shao 子谓韶
'zi'wei'shui 子为谁
'zi'wei'wei'gong'zi'jing 子谓卫公子荆
'zi'wei'yan'yuan'yue 子谓颜渊曰
'zi'wei'yu'kuang 子畏于匡
'zi'wei'zheng 子为政
'zi'wei'zhong'gong'yue 子谓仲弓曰
'zi'wei'zi'xia'yue 子谓子夏曰
'zi'wen'er'li 子温而厉
'zi'wen'gong'shu'wen'zi'yu'gong'ming'jia'yue 子问公叔文子于公明贾曰
'zi'wen'zhi 子问之
'zi'wen'zhi 子闻之
'zi'wen'zhi'yue 子闻之曰
'zi'xi'bu'wei'zheng 子奚不为政
'zi'xia'wei'ju'fu'zai 子夏为莒父宰
'zi'xia'wen'xiao 子夏问孝
'zi'xia'wen'yue 子夏问曰
'zi'xia'wen'zhi 子夏闻之
'zi'xia'yue 子夏曰
'zi'xia'yun'he 子夏云何
'zi'xia'zhi'men'ren'wen'jiao'yu'zi'zhang 子夏之门人问交于子张
'zi'xia'zhi'men'ren'xiao'zi 子夏之门人小子
'zi'xing'san'jun 子行三军
'zi'xing'shu'xiu'yi'shang 自行束修以上
'zi'yan'wei'ling'gong'zhi'wu'dao'ye 子言卫灵公之无道也
'zi'ye 子也
'zi'yi 缁衣
'zi'yi'si'jiao 子以四教
'zi'yi'you'yi'wen'hu 子亦有异闻乎
'zi'you'dui'yue 子游对曰
'zi'you'wei'wu'cheng'zai 子游为武城宰
'zi'you'wen'xiao 子游问孝
'zi'you'yue 子游曰
'zi'you'zhi'qi'shou 自牖执其手
'zi'you'zi'xia 子游子夏
'zi'yu'ju'jiu'yi 子欲居九夷
'zi'yu'lu'da'shi'le 子语鲁大师乐
'zi'yu'ren'ge'er'shan 子与人歌而善
'zi'yu'shan'er'min'shan'yi 子欲善而民善矣
'zi'yu'shi'ri'ku 子于是日哭
'zi'yu'wang 子欲往
'zi'yue 子曰
'zi'yun 子云
'zi'zai 子在
'zi'zai'chuan'shang'yue 子在川上曰
'zi'zai'qi 子在齐
'zi'zhang'di'shi'jiu 子张第十九
'zi'zhang'dui'yue 子张对曰
'zi'zhang'shu'zhu'shen 子张书诸绅
'zi'zhang'wen 子张问
'zi'zhang'wen'chong'de'bian'huo 子张问崇德辨惑
'zi'zhang'wen'ming 子张问明
'zi'zhang'wen'ren'yu'kong'zi 子张问仁于孔子
'zi'zhang'wen'shan'ren'zhi'dao 子张问善人之道
'zi'zhang'wen'xing 子张问行
'zi'zhang'wen'yu'kong'zi'yue 子张问于孔子曰
'zi'zhang'wen'yue 子张问曰
'zi'zhang'wen'zheng 子张问政
'zi'zhang'xue'gan'lu 子张学干禄
'zi'zhang'yue 子张曰
'zi'zhi'ju'sang 子之居丧
'zi'zhi'suo'shen 子之所慎
'zi'zhi'wang'ye 子之往也
'zi'zhi'wu'cheng 子之武城
'zi'zhi'yan'ju 子之燕居
'zi'zhi'yu'ye 子之迂也
'zi'zhu'hou'chu 自诸侯出
'zong'miao'hui'tong 宗庙会同
'zong'miao'zhi'shi 宗庙之事
'zong'ye 宗也
'zong'zu'cheng'xiao'yan 宗族称孝焉
'zu'bing 足兵
'zu'dou'zhi'shi 俎豆之事
'zu'jue 足躩
'zu'jue'ru'ye 足躩如也
'zu'shi 足食
'zu'su'ru'you'xun 足蹜如有循
'zu'ze'wu'neng'zheng'zhi'yi 足则吾能征之矣
'zuan'sui'gai'huo 钻燧改火
'zuan'zhi'mi'jian 钻之弥坚
'zui'zai'zhen'gong 罪在朕躬
'zun'qi'zhan'shi 尊其瞻视
'zun'wu'mei 尊五美
'zuo'you'shou 左右手
'zuo'zhe'qi'ren'yi 作者七人矣
