'a'bi'liu'you 阿比留优
'an'liu'zhi'zhu 闇流之主
'an'ma'liu'lang 鞍马六郎
'an'na'ke'shi 安娜柯史
'an'na'yu'guo'wang 安娜与国王
'an'na'yu'wu'lin 安娜与武林
'an'ni'de'yi'qian'ri 安妮的一千日
'an'ni'huo'er 安妮霍尔
'an'pei'la'xing'ren 安培拉星人
'an'ping'zhui'xiang'qu 安平追想曲
'an'qi'er 安琪儿
'an'qi'li'ke 安琪莉可
'an'qi'mei'xu 安齐美绪
'an'qi'mei'xu 安奇美绪
'an'qi'yu'mei 安齐裕美
'an'quan'gan 安全感
'an'quan'kuang 安全框
'an'quan'kuang'zhi'shi 安全框指示
'an'ren'wu'hui'yi 安仁屋惠壹
'an'sha'ye'xiang 岸沙耶香
'an'shang'feng'yun 岸上风云
'an'shi'ai'mei'hui 安室爱美惠
'an'shi'zhong'ze 安室中泽
'an'shu'mei'you 安树美优
'an'tan'yun'zhen'li 安昙云真理
'an'tang'wen'mei 安堂文美
'an'teng'cai'sui 安藤菜穂
'an'teng'cheng'zi 安藤成子
'an'teng'jia'dai'zi 安藤佳代子
'an'teng'li'nai 安藤里奈
'an'teng'ling 安藤绫
'an'teng'ma'chui 安藤麻吹
'an'teng'meng 安藤盟
'an'teng'sha'mi'xiang 安藤沙弥香
'an'teng'sha'ye 安藤沙耶
'an'teng'sha'ye'xiang 安藤沙耶香
'an'teng'xi 安藤希
'an'teng'yao 安腾遥
'an'teng'you'ji'zi 安藤由纪子
'an'teng'you'li 安藤有里
'an'teng'you'li'zi 安藤由利子
'an'teng'yu'zi 安藤裕子
'an'teng'zheng'xin 安藤政信
'an'teng'zhi'mei 安藤直美
'an'tian'cheng'mei 安田成美
'an'tian'jian'jie 安田健介
'an'tian'mei'he 安田美和
'an'tian'mei'sha'zi 安田美沙子
'an'tian'nai'yang 安田奈央
'an'tian'sen 岸田森
'an'tian'sha'ye'xiang 安田沙耶香
'an'tian'sha'zhi 安田纱枝
'an'tian'shu'li 安田树里
'an'tian'wei'yang 安田未央
'an'tian'xiang'zhi 岸田香织
'an'tian'xiao'xue 岸田小雪
'an'tian'zao'xi 安田早希
'an'tian'zhang'da 安田章大
'an'tou'hua'hui 案头花卉
'an'tu'ci'lang 安土次郎
'an'tu'sheng 安徒生
'an'tu'xiang'li 安土香里
'an'tu'xiao'er 安土孝二
'an'tu'xing'hui 安土幸惠
'an'tu'yi'lang 安土一郎
'an'tuo'luo 闇陀罗
'an'tuo'luo'mo'a'guan 闇陀罗墨阿官
'an'wei'da'fu 岸尾大辅
'an'wu'si'zhong 安吴四种
'an'wu'zhi 暗物质
'an'xi'ai'hai 安西爱海
'an'xi'cheng'mei 安西成美
'an'xi'da'zhi'lang 安西大治郎
'an'xi'guang'zi 安西广子
'an'xi'kuang'zi 安西纩子
'an'xi'li'xiang 安西梨香
'an'xi'mei'you 安西美优
'an'xi'xing'jia 安西杏加
'an'xi'ya'ji 安西亚纪
'an'xi'ying'mei 安西英美
'an'xi'you'mei'zi 安西由美子
'an'xing'yu'shi 闇行狱使
'an'yao'shen 犴妖神
'an'ye'di'liu'gan 暗夜第六感
'an'ye'mo'fa'shi 暗夜魔法使
'an'ye'mo'shi'lu 暗夜默示录
'an'ye'xin'huang'huang 暗夜心慌慌
'an'ye'xing'zheng 岸野幸正
'an'ye'xiu'ming 庵野秀明
'an'ye'xun'bao 暗夜寻宝
'an'ye'zhen'yi 岸野真一
'an'ye'zhi'zi 安野智子
'an'ying'bian'nian'shi 暗影编年史
'an'you'er 岸祐二
'an'yuan'li'zi 安原丽子
'an'yuan'you'hua 安原优花
'an'yuan'zhen'mei 安原真美
'an'yuan'zi 安原子
'an'zhi'bi'zhang 暗之壁障
'an'zhu'you'ji 安住友纪
'an'zu'mo'nv 闇族魔女
'an'zuo'jian'mei'you 安座间美优
'ang'zang'de'ha'li 肮脏的哈里
'ao'bai'shou 奥柏兽
'ao'bao'xiang'hui 敖包相会
'ao'bei'si'tan 奥贝斯坦
'ao'bo'luo'mo'fu 奥勃洛莫夫
'ao'cai'hui 奥菜惠
'ao'cai'qian'chun 奥菜千春
'ao'cai'ya'mei 奥菜亚美
'ao'cai'yi 奥菜翼
'ao'chuan'xi'mei 奥川希美
'ao'cun'ai 奥村爱
'ao'cun'ai'zi 奥村爱子
'ao'cun'lai'li'xiang 奥村濑里香
'ao'cun'xia'wei 奥村夏未
'ao'dao'cang'lei 傲刀苍雷
'ao'dao'huan'ying 傲刀缳莺
'ao'dao'qing'lin 傲刀青麟
'ao'dao'xuan'long 傲刀玄龙
'ao'de'lan 奥德兰
'ao'de'li 奥德莉
'ao'die'kuang'hua 傲蝶狂花
'ao'du'zhu'shou 奥赌注兽
'ao'er'mi 奥尔米
'ao'fei'li'ya 奥菲莉娅
'ao'gu'si'ding'shu 奥古斯丁书
'ao'gu'xiong'xin 傲骨雄心
'ao'gu'you'jia 奥谷侑加
'ao'guan'xun 奥贯薰
'ao'hua'zi 奥华子
'ao'hui'li 奥绘里
'ao'jian'zhi'zun 傲剑至尊
'ao'jing'ai'lin 奥井爱磷
'ao'jing'ya'mei 奥井雅美
'ao'jing'you'mei 奥井由美
'ao'ju'xiang 奥居香
'ao'lai'hui 奥莱惠
'ao'li'fu 奥利弗
'ao'li'fu'si'tong 奥利弗斯通
'ao'li'hua'li'xian'ji 奥丽华历险记
'ao'man'yu'pian'jian 傲慢与偏见
'ao'qi'bi'tian'gao 傲气比天高
'ao'shan'feng'yan 奥山丰彦
'ao'shan'jia'hui 奥山佳惠
'ao'shan'mei'xia 奥山美夏
'ao'shan'mi'sheng 奥山弥生
'ao'shan'qian'shi 奥山千世
'ao'shan'qin'mei 奥山琴美
'ao'shan'wei'zi 奥山唯子
'ao'shan'xiang 奥山香
'ao'shan'yao 奥山遥
'ao'shan'zhen'cheng 奥山真澄
'ao'shen'zhou 傲神州
'ao'shuang'jian'xue'zhong'lian 傲霜剑雪中莲
'ao'si'ka'jiang 奥斯卡奖
'ao'si'ka'jin'xiang'jiang 奥斯卡金像奖
'ao'si'ka'ying'di 奥斯卡影帝
'ao'si'ting'shu'hui 奥斯汀书会
'ao'te'man 奥特曼
'ao'te'zhi'fu 奥特之父
'ao'te'zhi'mu 奥特之母
'ao'te'zhi'wang 奥特之王
'ao'tian'gui'zhi 奥田贵之
'ao'tian'gui'zi 奥田圭子
'ao'tian'mei'he'zi 奥田美和子
'ao'tian'min'yi 奥田民义
'ao'tian'wei 奥田唯
'ao'tian'ying'er 奥田瑛二
'ao'xiang'de'xiao'niao 翱翔的小鸟
'ao'xiao'hong'chen 傲笑红尘
'ao'ye'jing'xiang 奥野静香
'ao'yi'shu 奥义书
'ao'you'le'ni'cai'zi 奥有了你菜子
'ao'yuan'ya'zhi 奥园雅之
'ao'ze'cai'sui'zi 奥泽菜穗子
'ao'zhen'ji'zi 奥真纪子
'ao'zhen'nai'mei 奥真奈美
'ba'ai'chuan'chu'lai 把爱传出来
'ba'ai'fang'kai 把爱放开
'ba'ai'fang'zai'xin'li 把爱放在心里
'ba'ai'zhao'hui'lai 把爱找回来
'ba'ba'de'cao'xie 爸爸的草鞋
'ba'ba'de'nv'er'men 爸爸的女儿们
'ba'ba'de'zhu'fu 爸爸的祝福
'ba'ba'er'xing'ren 巴巴尔星人
'ba'ba'ma'ma 爸爸妈妈
'ba'ba'shi'gao'shou 爸爸是高手
'ba'bai'zhuang'shi 八百壮士
'ba'bao'qi 八宝齐
'ba'bei'fu'wen'xuan 巴贝夫文选
'ba'bi'de'sheng'yan 芭比的盛宴
'ba'bi'lun'hua'yuan 巴比伦花园
'ba'bi'lun'wu'hao 巴比伦五号
'ba'bo'mi 八亳米
'ba'bu'ban 八部半
'ba'bu'jiang'shou 八部将首
'ba'chi'niao'shou 八尺鸟兽
'ba'da'qi'ren 八大奇人
'ba'dai'cai'cai'xiang 八代菜菜香
'ba'dai'ya'ji 八代亚纪
'ba'dao'zhi'ren 八岛智人
'ba'dun'jiang'jun 巴顿将军
'ba'duo'la'shou 巴多拉兽
'ba'er'duo'jiao'xing 把耳朵叫醒
'ba'er'ji'xing'ren 巴尔吉星人
'ba'fan'an'wei'guo 八反安未果
'ba'fan'yue'zi 八幡悦子
'ba'fang'heng'ye 八方横野
'ba'fen'yi 八分仪
'ba'ge'he'liao'ge 八哥和鹩哥
'ba'gen'liu'zhu 把根留住
'ba'gong'xue 坝工学
'ba'gua'feng'yin 八卦封印
'ba'gua'jian 八卦箭
'ba'heng'ju'zi 八衡巨子
'ba'hu'yi'lang 八户一郎
'ba'hu'you 八户优
'ba'ji'lu'lu 芭基露露
'ba'jiao'long 八蛟龙
'ba'jiao'lou'de'deng'guang 八角楼的灯光
'ba'jin'man 八津蛮
'ba'jing'zi 巴菁子
'ba'kai'wu'shi'dao 八开武士刀
'ba'lang'zai 巴郎仔
'ba'lei'quan'ji 巴累全集
'ba'lei'ren'sheng 芭蕾人生
'ba'lei'wu'dao'jia 芭蕾舞蹈家
'ba'lei'zhi'meng 芭蕾之梦
'ba'li'de'lai'xin 巴黎的来信
'ba'li'de'yue'hui 巴黎的约会
'ba'li'feng'dao 八里峰道
'ba'li'jia'qi 巴黎假期
'ba'li'kuang'lian 巴黎狂恋
'ba'li'lang'zu 巴黎浪族
'ba'li'lian'ren 巴黎恋人
'ba'li'liang'ri'qing 巴黎两日情
'ba'li'mi 八厘米
'ba'li'nei'bu 巴黎内部
'ba'li'zhan'huo 巴黎战火
'ba'li'zhi'chun 巴黎之春
'ba'lu'shou 巴鲁兽
'ba'ma'xiu'dao'yuan 巴马修道院
'ba'mei'la 芭美拉
'ba'men'cai'xiang'pian 巴门猜想篇
'ba'men'dun'jia 八门遁甲
'ba'men'er'kai'kai 把门儿开开
'ba'meng'shao'guang 把梦烧光
'ba'mian'lang'ji 八面狼姬
'ba'mian'sha'xing 疤面煞星
'ba'mo'zhan 拔魔斩
'ba'mo'zhan'shi 拔魔战士
'ba'mu'guang'sheng 八木光生
'ba'mu'jiao'guang 八木教广
'ba'mu'mei'xiang 八木美香
'ba'mu'nai'xu'zi 八木奈绪子
'ba'mu'ta'zi 八木塔子
'ba'mu'tian'zhen'shu 八木田真树
'ba'mu'xiao'zhi 八木小织
'ba'mu'ya'xi 八木亚希
'ba'mu'ya'xi'zi 八木亚希子
'ba'mu'you'xi 八木优希
'ba'mu'yuan'ma'you 八木原麻优
'ba'mu'ze 八木泽
'ba'mu'ze'jing'yi 八木泽景一
'ba'mu'ze'li'hua 八木泽梨花
'ba'mu'ze'li'nai 八木泽丽奈
'ba'mu'ze'li'yang 八木泽莉央
'ba'na'ma'die'bian 巴拿马谍变
'ba'nai'jian'cheng'er 八奈见乘儿
'ba'qi'tai'sui 八岐太岁
'ba'qi'tong'zhi 八旗通志
'ba'qian'cao'xun 八千草薫
'ba'qian'cao'xun 八千草熏
'ba'qin'wang 八亲王
'ba'quan'san'ji 八拳散击
'ba'sa'shou 巴萨兽
'ba'shen'guang 八神光
'ba'shen'he'ma 八神和麻
'ba'shen'ji'feng 八神疾风
'ba'shen'jia'er 八神嘉儿
'ba'shen'lian 八神莲
'ba'shen'tai'yi 八神太一
'ba'shen'yao 八神遥
'ba'shi'dao'zhang 八十岛彰
'ba'shi'gu'huang 八世古皇
'ba'shi'li'xue 八十里雪
'ba'ta'huan'zuo'ni 把他换作你
'ba'wang'ai'ren 霸王爱人
'ba'wang'bie'ji 霸王别姬
'ba'wang'shen'jian 霸王神剑
'ba'wang'zhi 霸王指
'ba'wei'guang 八尾光
'ba'wo'hui'lai'le 爸我回来了
'ba'xian'guo'hai 八仙过海
'ba'xin'gei'ni 把心给你
'ba'ye'lian 八叶莲
'ba'yi'cai'dao 八一菜刀
'ba'yi'chu'tou 八一锄头
'ba'yi'nv'guang 八乙女光
'ba'yi'yong'lin 八意永琳
'ba'yin'dao 八音刀
'ba'yu'da'she 八俣大蛇
'ba'yue'guang'she'xia'lai 把月光射下来
'ba'yue'gui'hua'xiang 八月桂花香
'ba'yue'kuang'xiang'qu 八月狂想曲
'ba'yue'mi'qing 八月迷情
'ba'yue'qiu 八月秋
'ba'yue'qiu'feng 八月秋风
'ba'yun'cheng 八云橙
'ba'yun'lan 八云蓝
'ba'yun'zi 八云紫
'ba'zhao'nv 八爪女
'ba'zhao'zhang 八爪鱆
'ba'zhong'fa 八重法
'ba'zhong'zi 八重子
'ba'zhou'qiang'shen'fa 八周强身法
'ba'zu'ma'shou 八足马兽
'bai'ai'ling'zuo 白霭灵座
'bai'ba'fan'nao'feng 百八烦恼风
'bai'ba'fan'nao'feng 百八烦恼凤
'bai'bai'ma'zi 百百麻子
'bai'ban'bai'he 白坂百合
'bai'ban'dao'zi 白坂道子
'bai'bang'mei'sui 白浜美穗
'bai'bian'li'mao 百变狸猫
'bai'bian'ling'mao 百变灵猫
'bai'bian'xing'jun 百变星君
'bai'bian'zhi'xing 百变之星
'bai'bu'ting 白卜廷
'bai'cang'ma 白仓麻
'bai'cang'ma'zi 白仓麻子
'bai'cang'yang'zi 柏仓阳子
'bai'chao'chen 百朝臣
'bai'cheng'yu 白城舆
'bai'chuan'hui 白川恵
'bai'chuan'hui 白川慧
'bai'chuan'lai'he 白川莱和
'bai'chuan'lai'li'nai 白川濑里奈
'bai'chuan'mei'nai'mei 白川美奈美
'bai'chuan'mo'zhi 白川茉知
'bai'chuan'nai'liu'mei 白川奈琉美
'bai'chuan'nai'xu 白川奈绪
'bai'chuan'nan 白川南
'bai'chuan'ri'cai 白川日菜
'bai'chuan'sha'ye'jia 白川沙也加
'bai'chuan'sheng'mei 白川胜美
'bai'chuan'shu'zhi 百川书志
'bai'chuan'xue'hai 百川学海
'bai'chuan'you'mei 白川由美
'bai'da'nian 拜大年
'bai'dao'zhi'hui'zi 白岛智惠子
'bai'di'zi 白滴子
'bai'di'zi 百地紫
'bai'du'ren'de'ge 摆渡人的歌
'bai'fa'jian'sheng 白髪剑生
'bai'fa'jian'sheng 白发剑生
'bai'fa'jian'zhe 白发剑者
'bai'fa'mo'nv 白发魔女
'bai'fa'qin'niang 白发亲娘
'bai'fa'sha'fo 白发杀佛
'bai'fei'ying 白妃樱
'bai'fen'bai'gan'jue 百分百感觉
'bai'fen'bai'xing'jing 百分百刑警
'bai'fen'zhi'bai'nv'hai 百分之百女孩
'bai'gai'tou 白盖头
'bai'gong'feng'yun 白宫风云
'bai'gu'niao 白骨鸟
'bai'gu'xiong'tai 柏谷雄太
'bai'gui'jiao'shan 百鬼焦闪
'bai'gui'ye'xing'chao 百鬼夜行抄
'bai'hao'zi'bing 白毫子兵
'bai'he'hua'qing'si 百合花情思
'bai'he'jing'liu 白河静流
'bai'he'xiao'niao 白河小鸟
'bai'he'ying 白河莹
'bai'he'zhen'you 白河真由
'bai'hei'lun 白黑论
'bai'hu'guo 白狐国
'bai'hu'li 白狐狸
'bai'hu'mo'li 白户茉莉
'bai'hu'qi'xue 百狐泣血
'bai'hu'shou 白虎兽
'bai'hua'lin 白桦林
'bai'hua'shu 白桦树
'bai'hua'xi'chun 百花嬉春
'bai'hua'you'long'chuan 百花游龙传
'bai'hui'rong'mei 百惠栄美
'bai'hui'zhen'zhi'zi 百惠真知子
'bai'jia'li 白佳莉
'bai'jia'zi 败家子
'bai'jiang'shan 拜江山
'bai'jin'lu'na 白金露娜
'bai'jin'nv'hai 拜金女孩
'bai'jin'yi'zu 拜金一族
'bai'jin'zhen'bai 拜金真白
'bai'jin'zhi'xing 白金之星
'bai'jing'gong'zi 白井恭子
'bai'jing'hui 白井惠
'bai'jing'ji 白鲸记
'bai'jing'jing'zi 白井京子
'bai'jing'li'nai 白井利奈
'bai'jing'lou'cong'shu 拜经楼丛书
'bai'jing'mei'ji 白井美纪
'bai'jing'qi 白景琦
'bai'jing'qian'xun 白井千寻
'bai'jing'ye 白敬业
'bai'jing'yu'ji 白井裕纪
'bai'jing'zhu'xi 白井珠希
'bai'lai'ai'li 百濑爱里
'bai'lai'gui 百濑圭
'bai'lai'ma'you 百濑麻由
'bai'lai'qian 百濑茜
'bai'lan'ge 白兰鸽
'bai'lao'hui'de'xuan'lv 百老汇的旋律
'bai'li'bao'xin 百里抱信
'bai'li'fei'shou 百里飞首
'bai'li'huang'quan 百里黄泉
'bai'li'shen'jun 百里神骏
'bai'li'yan'xiu 百里衍秀
'bai'ling'jian'kang'chuang 白领健康窗
'bai'ling'liu'yun 白岭流云
'bai'ling'nv'ren 白领女人
'bai'lu'ye'li'zi 白鹿野梨子
'bai'lu'you'gui 白鹭优贵
'bai'ma'diao'long 白马雕龙
'bai'ma'lun 白马论
'bai'ma'tan 白马探
'bai'ma'zong'heng 白马纵横
'bai'meng'tang 白萌堂
'bai'mian'ru'lai 白面如来
'bai'mu'chun'nai 柏木纯奈
'bai'mu'hong'mei 柏木弘美
'bai'mu'lian'yi 柏木怜一
'bai'mu'lin 百亩林
'bai'mu'liu'hua 柏木留华
'bai'mu'nai'chun 柏木奈纯
'bai'mu'tong'yi'lang 柏木瞳一郎
'bai'mu'xing'nai 白木杏奈
'bai'mu'xue'nai 柏木雪乃
'bai'mu'ya'xi 柏木亚希
'bai'mu'you'ji 柏木由纪
'bai'nai'hao 百奈好
'bai'nian'gu'ji 百年孤寂
'bai'nian'wu'yu 百年物语
'bai'niao'bai'he'zi 白鸟百合子
'bai'niao'guo'bu 白鸟果步
'bai'niao'ma'yi'zi 白鸟麻衣子
'bai'niao'mei'mei 白鸟美美
'bai'niao'mei'xiang 白鸟美香
'bai'niao'mei'you'ji 白鸟美由纪
'bai'niao'nai'wei 白鸟奈未
'bai'niao'qing'zi 白鸟庆子
'bai'niao'ren'san'lang 白鸟任三郎
'bai'niao'ying 白鸟樱
'bai'niao'ying'mei'zi 白鸟英美子
'bai'niao'you'jia 白鸟优佳
'bai'niao'you'li 白鸟由里
'bai'niao'you'xiang 白鸟优香
'bai'niao'zhe 白鸟哲
'bai'niao'zhen'zi 白鸟真子
'bai'niao'zhi'hui'zi 白鸟智惠子
'bai'niao'zhi'xiang'zi 白鸟智香子
'bai'niao'zhi'zi 白鸟智子
'bai'pao'zhi'lian 白袍之恋
'bai'pu'ting 白普廷
'bai'qi'can'hong 百泣残红
'bai'qi'hui 白崎惠
'bai'qi'ling'yu 白崎令于
'bai'qi'lu'mei 白崎露美
'bai'qi'qiu 白汽球
'bai'qiu'en 白求恩
'bai'qiu'shui 白秋水
'bai'ri'fei'sheng 白日飞昇
'bai'ri'sheng'huo'tiao'kuan 百日生活条款
'bai'san'guan'tian'lei 白伞管天雷
'bai'se'feng'che 白色风车
'bai'se'hun'li 白色婚礼
'bai'se'ju'ta 白色巨塔
'bai'se'lian'ge 白色恋歌
'bai'se'lian'qu 白色恋曲
'bai'se'lian'ren 白色恋人
'bai'se'pu'gong'ying 白色蒲公英
'bai'se'qing'mi 白色情迷
'bai'se'qing'nong 白色情浓
'bai'se'rong'guang 白色荣光
'bai'se'yu'mao 白色羽毛
'bai'sha'chuang 白纱窗
'bai'sha'ji 白沙集
'bai'sha'qing'ren'meng 白纱情人梦
'bai'sha'song'mu 白沙宋墓
'bai'sha'zi'quan'ji 白沙子全集
'bai'shan'shan 白姗姗
'bai'sheng'ai 白圣爱
'bai'shi'dong'mei 白石冬美
'bai'shi'feng 白石枫
'bai'shi'hui 白石惠
'bai'shi'jie'geng 白石桔梗
'bai'shi'jing'lun 百世经纶
'bai'shi'jiu'mei 白石久美
'bai'shi'kui 白石葵
'bai'shi'lang 白侍郎
'bai'shi'liang'zi 白石凉子
'bai'shi'ma'li'zi 白石麻梨子
'bai'shi'ma'yi 白石麻衣
'bai'shi'mei'fan 白石美帆
'bai'shi'mei'shu 白石美树
'bai'shi'mei'xue 白石美雪
'bai'shi'mei'you'ji 白石美由纪
'bai'shi'mei'yue 白石美月
'bai'shi'nai'xu 白石奈绪
'bai'shi'qin'zi 白石琴子
'bai'shi'ren 白石稔
'bai'shi'ri'he 白石日和
'bai'shi'tao'zi 白石桃子
'bai'shi'tong 白石瞳
'bai'shi'tong'yi'zong 百世同一宗
'bai'shi'xi'you'li 白石希由丽
'bai'shi'xiao'bai'he 白石小百合
'bai'shi'ya'li'sha 白石亚梨沙
'bai'shi'ya'ye 白石亚也
'bai'shu'tu 百树图
'bai'song'yi'chan'fu 百宋一廛赋
'bai'sui'de'ji'yi 白穗的记忆
'bai'tian'zhi'xiang 白畑知香
'bai'tie'jun 白铁军
'bai'tong'zi 白童子
'bai'tu'ma'zi 白土麻子
'bai'tui'wu'gong 百腿蜈蚣
'bai'wan 百万
'bai'wan'bao'bei 百万宝贝
'bai'wan'duo'mei'gui 百万朵玫瑰
'bai'wan'mei'yuan'bao'bei 百万美元宝贝
'bai'wan'xin'niang 百万新娘
'bai'wang'ji 白忘机
'bai'wang'jin'sheng'lu 白往今生路
'bai'wei 白玮
'bai'wei'shi'sha 柏尾实沙
'bai'wen'cai 白文采
'bai'wen'shi 白文氏
'bai'wen'shou 百问兽
'bai'wen'tai 白文泰
'bai'wu'gou 白无垢
'bai'xian'ci'shen 百线刺身
'bai'xiang'li 白香礼
'bai'xiao'chu'nai 百咲雏乃
'bai'xiao'shou 百晓兽
'bai'xiao'yi 白啸衣
'bai'xing'da'guan'si 百姓打官司
'bai'xing'nai 柏幸奈
'bai'xiong'kuan'si 白熊宽嗣
'bai'xu'tong'de'lun 白虚通德论
'bai'xue'cai 白雪彩
'bai'xue'gong'zhu 白雪公主
'bai'xue'lin'qin 白雪林檎
'bai'xue'mei'yin 白雪美音
'bai'xue'mo'hou 白雪魔后
'bai'xue'piao 白雪飘
'bai'xue'ran 白雪染
'bai'ya'ping 白雅萍
'bai'ya'shi 白亚实
'bai'yang'nv 白杨女
'bai'yang'shou 白羊兽
'bai'ye'ba 柏叶巴
'bai'ye'mi'zong 白夜迷踪
'bai'ye'ni'qian 白夜妮茜
'bai'ye'tao'wang 白夜逃亡
'bai'ye'xiong'ying 白夜雄鹰
'bai'yi'jian'shao 白衣剑少
'bai'yi'tian'shi 白衣天使
'bai'yi'xin'lun 百一新论
'bai'yin'shi'dai 白银时代
'bai'ying'xuan 白颖轩
'bai'ying'yu 白颖宇
'bai'ying'yuan 白颖园
'bai'yu'fen 白玉芬
'bai'yu'ling'zi 白羽玲子
'bai'yu'ting 白玉婷
'bai'yuan'fang'hui 柏原芳惠
'bai'yuan'shou'shi 柏原收史
'bai'yuan'zuo'bao 柏原佐保
'bai'yue'guang 拜月光
'bai'yue'guang 白月光
'bai'yue'you'jian 拜月幽剑
'bai'yun'jiao'niang 白云娇娘
'bai'yun'jiao'shuang 白云骄霜
'bai'yun'yin'shi'sheng 白云隐世生
'bai'ze'wei'xu 白泽未绪
'bai'zhai'ji 柏斋集
'bai'zhan'kuang'shi 百战狂狮
'bai'zhan'qi'fa 百战奇法
'bai'zhan'ying'xiong 百战英雄
'bai'zhang'tao'chan 百丈逃禅
'bai'zhi'hei'zi 白纸黑字
'ban'bei'niu'nai 半杯牛奶
'ban'ben'chang'xing 坂本昌行
'ban'ben'dong'mei 坂本冬美
'ban'ben'he'mi 坂本和弥
'ban'ben'hui'mei 坂本绘美
'ban'ben'jia'shou 坂本加兽
'ban'ben'jing 坂本静
'ban'ben'jing 坂本晶
'ban'ben'li'na 阪本丽娜
'ban'ben'li'na 坂本丽娜
'ban'ben'li'nai 坂本里奈
'ban'ben'long'ma 坂本龙马
'ban'ben'long'yi 坂本龙一
'ban'ben'mei'xiang 坂本美香
'ban'ben'mei'yu 坂本美雨
'ban'ben'nai'xu'zi 坂本奈绪子
'ban'ben'qian'xia 坂本千夏
'ban'ben'san'jia 坂本三佳
'ban'ben'wei'ming 坂本未明
'ban'ben'zhen 坂本真
'ban'ben'zhen'ling 坂本真绫
'ban'ben'zhi'mi 坂本直弥
'ban'ben'zi'ma 坂本梓马
'ban'bian'fen 半边分
'ban'bian'lian 版边连
'ban'bu'chan 半部禅
'ban'cang'guang'long 板仓光隆
'ban'cang'you'li'zi 坂仓由里子
'ban'chang'xiu'fu 坂场秀夫
'ban'chang'you'hui 半场友惠
'ban'ci'xin 半慈心
'ban'dao'tie'he 半岛铁盒
'ban'dong'ai 板东爱
'ban'dou'xing 半斗星
'ban'du'mei'zi 伴都美子
'ban'fen'zhi'jian 半分之间
'ban'gao'bai 半告白
'ban'ge'hai'yang 半个海洋
'ban'ge'yue'liang 半个月亮
'ban'gong'shi 办公室
'ban'gong'shi'lian'ai'shi 办公室恋爱史
'ban'gu'san'zi 坂谷三子
'ban'gu'you'san'zi 坂谷佑三子
'ban'gu'you'xia 板谷由夏
'ban'gui'ban'ma 扮鬼扮马
'ban'hua'rong 半花容
'ban'jian'hui 坂间惠
'ban'jie'gui'zhi 坂诘贵之
'ban'jie'zhi'zun 半截至尊
'ban'jing'hui'li'nai 坂井绘里奈
'ban'jing'mei'ji 坂井美纪
'ban'jing'qian'cao 坂井千草
'ban'jing'you'er 坂井悠二
'ban'jing'you'mei 坂井优美
'ban'jing'zhen'gong 坂井真弓
'ban'jing'zhen'ji 坂井真纪
'ban'jing'zhen'li'hui 坂井真理绘
'ban'jing'zhen'li'hui 坂惊真理绘
'ban'juan'li'ou'na 坂卷丽欧娜
'ban'juan'li'xu'cai 坂卷里绪菜
'ban'juan'liang'you 坂卷亮祐
'ban'juan'ming'ri'xiang 坂卷明日香
'ban'juan'xiang'zhi 坂卷香织
'ban'jue'xing 半觉醒
'ban'jun'xie 半君邪
'ban'ke'li'lun 板壳理论
'ban'kou'da'zhu 阪口大助
'ban'kou'da'zhu 坂口大助
'ban'kou'feng 坂口枫
'ban'kou'hou'yi 坂口候一
'ban'kou'hua'nai 坂口华奈
'ban'kou'jian'zi 坂口茧子
'ban'kou'liang'zi 坂口良子
'ban'kou'ma'li'ya 坂口玛利亚
'ban'kou'xian'er 坂口宪二
'ban'kou'zhe'fu 坂口哲夫
'ban'kou'zhou'ping 阪口周平
'ban'kou'zhou'ping 坂口周平
'ban'lu'fu'qi 半路夫妻
'ban'lu'tian'cheng 半路天程
'ban'ma'ren 斑马人
'ban'ma'xian 斑马线
'ban'meng'ban'xing 半梦半醒
'ban'meng'ban'xing'zhi'jian 半梦半醒之间
'ban'mu'qing'xin 斑目晴信
'ban'mu'you'zi 坂木优子
'ban'ni'gao'fei 伴你高飞
'ban'ni'tong'hang 伴你同行
'ban'qi'liang 坂崎良
'ban'qi'you'li 坂崎由莉
'ban'qi'zuo'mo 坂崎琢磨
'ban'qiao'chun'shu 板桥春树
'ban'qing'ge 半情歌
'ban'qu'shen 半屈身
'ban'ri'hong 半日红
'ban'ri'jia'qi 半日假期
'ban'shang'jun 坂上俊
'ban'shang'jun'hui 坂上俊惠
'ban'shang'li 坂上理
'ban'shang'li'hui 坂上理惠
'ban'shang'ling 坂上绫
'ban'shang'qian'li 坂上千里
'ban'shang'xiang'zhi 坂上香织
'ban'shang'ya'yi 坂上亚衣
'ban'shang'yong'jie 坂上庸介
'ban'shang'you'hui 坂上友惠
'ban'shang'you'xiang 坂上友香
'ban'shang'zhen'qin 坂上真琴
'ban'shang'zhi'dai 坂上智代
'ban'sheng'fu 半生浮
'ban'sheng'yuan 半生缘
'ban'shou'ren 半兽人
'ban'tang'zhu'yi 半糖主义
'ban'tian'gai 半天垓
'ban'tian'hao'er 半田浩二
'ban'tian'jia 半天假
'ban'tian'jia'dai 阪田佳代
'ban'tian'ma'yi'zi 坂田麻衣子
'ban'tian'xian 半天仙
'ban'tian'ya'he 半田雅和
'ban'tian'yi'dou 坂田伊都
'ban'tian'yin'shi 坂田银时
'ban'tian'you'xi 坂田有希
'ban'tuo'fei 半驼废
'ban'wo'tong'hang 伴我同行
'ban'wo'xiong'xin 伴我雄心
'ban'wo'zong'heng 伴我纵横
