'a'ba'shi'fan'xue'yuan 阿坝师范学院
'nan'chong'wen'hua'lv'you'zhi'ye'xue'yuan 南充文化旅游职业学院
'nan'chong'zhi'ye'ji'shu'xue'yuan 南充职业技术学院
'nan'fang'ke'ji'da'xue 南方科技大学
'nan'fang'yi'ke'da'xue 南方医科大学
'nan'hua'da'xue 南华大学
'nan'hua'da'xue'chuan'shan'xue'yuan 南华大学船山学院
'nan'jing'cai'jing'da'xue 南京财经大学
'nan'jing'cai'jing'da'xue'hong'shan'xue'yuan 南京财经大学红山学院
'nan'jing'cheng'shi'zhi'ye'xue'yuan 南京城市职业学院
'nan'jing'chuan'mei'xue'yuan 南京传媒学院
'nan'jing'da'xue 南京大学
'nan'jing'da'xue'jin'ling'xue'yuan 南京大学金陵学院
'nan'jing'gong'cheng'xue'yuan 南京工程学院
'nan'jing'gong'ye'da'xue 南京工业大学
'nan'jing'gong'ye'da'xue'pu'jiang'xue'yuan 南京工业大学浦江学院
'nan'jing'gong'ye'zhi'ye'ji'shu'da'xue 南京工业职业技术大学
'nan'jing'hang'kong'hang'tian'da'xue 南京航空航天大学
'nan'jing'hang'kong'hang'tian'da'xue'jin'cheng'xue'yuan 南京航空航天大学金城学院
'nan'jing'ji'dian'zhi'ye'ji'shu'xue'yuan 南京机电职业技术学院
'nan'jing'jiao'tong'zhi'ye'ji'shu'xue'yuan 南京交通职业技术学院
'nan'jing'ke'ji'zhi'ye'xue'yuan 南京科技职业学院
'nan'jing'li'gong'da'xue 南京理工大学
'nan'jing'li'gong'da'xue'tai'zhou'ke'ji'xue'yuan 南京理工大学泰州科技学院
'nan'jing'li'gong'da'xue'zi'jin'xue'yuan 南京理工大学紫金学院
'nan'jing'lin'ye'da'xue 南京林业大学
'nan'jing'lv'you'zhi'ye'xue'yuan 南京旅游职业学院
'nan'jing'nong'ye'da'xue 南京农业大学
'nan'jing'sen'lin'jing'cha'xue'yuan 南京森林警察学院
'nan'jing'shen'ji'da'xue 南京审计大学
'nan'jing'shen'ji'da'xue'jin'shen'xue'yuan 南京审计大学金审学院
'nan'jing'shi'fan'da'xue 南京师范大学
'nan'jing'shi'fan'da'xue'tai'zhou'xue'yuan 南京师范大学泰州学院
'nan'jing'shi'fan'da'xue'zhong'bei'xue'yuan 南京师范大学中北学院
'nan'jing'shi'jue'yi'shu'zhi'ye'xue'yuan 南京视觉艺术职业学院
'nan'jing'te'shu'jiao'yu'shi'fan'xue'yuan 南京特殊教育师范学院
'nan'jing'ti'yu'xue'yuan 南京体育学院
'nan'jing'tie'dao'zhi'ye'ji'shu'xue'yuan 南京铁道职业技术学院
'nan'jing'xiao'zhuang'xue'yuan 南京晓庄学院
'nan'jing'xin'xi'gong'cheng'da'xue 南京信息工程大学
'nan'jing'xin'xi'zhi'ye'ji'shu'xue'yuan 南京信息职业技术学院
'nan'jing'yi'ke'da'xue 南京医科大学
'nan'jing'yi'ke'da'xue'kang'da'xue'yuan 南京医科大学康达学院
'nan'jing'yi'shu'xue'yuan 南京艺术学院
'nan'jing'you'dian'da'xue 南京邮电大学
'nan'jing'you'dian'da'xue'tong'da'xue'yuan 南京邮电大学通达学院
'nan'jing'zhong'yi'yao'da'xue 南京中医药大学
'nan'jing'zhong'yi'yao'da'xue'han'lin'xue'yuan 南京中医药大学翰林学院
'nan'kai'da'xue 南开大学
'nan'kai'da'xue'bin'hai'xue'yuan 南开大学滨海学院
'nan'ning'li'gong'xue'yuan 南宁理工学院
'nan'ning'shi'fan'da'xue 南宁师范大学
'nan'ning'shi'fan'da'xue'shi'yuan'xue'yuan 南宁师范大学师园学院
'nan'ning'xue'yuan 南宁学院
'nan'ning'zhi'ye'ji'shu'xue'yuan 南宁职业技术学院
'nan'tong'da'xue 南通大学
'nan'tong'da'xue'xing'lin'xue'yuan 南通大学杏林学院
'nan'tong'ke'ji'zhi'ye'xue'yuan 南通科技职业学院
'nan'tong'li'gong'xue'yuan 南通理工学院
'nan'tong'shi'fan'gao'deng'zhuan'ke'xue'xiao 南通师范高等专科学校
'nan'tong'zhi'ye'da'xue 南通职业大学
'nan'yang'ke'ji'zhi'ye'xue'yuan 南阳科技职业学院
'nan'yang'li'gong'xue'yuan 南阳理工学院
'nan'yang'nong'ye'zhi'ye'xue'yuan 南阳农业职业学院
'nan'yang'shi'fan'xue'yuan 南阳师范学院
'nan'yang'yi'xue'gao'deng'zhuan'ke'xue'xiao 南阳医学高等专科学校
'nan'yang'zhi'ye'xue'yuan 南阳职业学院
'nei'jiang'shi'fan'xue'yuan 内江师范学院
'nei'jiang'wei'sheng'yu'jian'kang'zhi'ye'xue'yuan 内江卫生与健康职业学院
'nei'jiang'zhi'ye'ji'shu'xue'yuan 内江职业技术学院
'nei'meng'gu'bei'fang'zhi'ye'ji'shu'xue'yuan 内蒙古北方职业技术学院
'nei'meng'gu'cai'jing'da'xue 内蒙古财经大学
'nei'meng'gu'da'xue 内蒙古大学
'nei'meng'gu'da'xue'chuang'ye'xue'yuan 内蒙古大学创业学院
'nei'meng'gu'dian'zi'xin'xi'zhi'ye'ji'shu'xue'yuan 内蒙古电子信息职业技术学院
'nei'meng'gu'feng'zhou'zhi'ye'xue'yuan 内蒙古丰州职业学院
'nei'meng'gu'gong'ye'da'xue 内蒙古工业大学
'nei'meng'gu'gong'ye'zhi'ye'xue'yuan 内蒙古工业职业学院
'nei'meng'gu'hong'de'wen'li'xue'yuan 内蒙古鸿德文理学院
'nei'meng'gu'hua'gong'zhi'ye'xue'yuan 内蒙古化工职业学院
'nei'meng'gu'ji'dian'zhi'ye'ji'shu'xue'yuan 内蒙古机电职业技术学院
'nei'meng'gu'jian'zhu'zhi'ye'ji'shu'xue'yuan 内蒙古建筑职业技术学院
'nei'meng'gu'jiao'tong'zhi'ye'ji'shu'xue'yuan 内蒙古交通职业技术学院
'nei'meng'gu'jing'cha'zhi'ye'xue'yuan 内蒙古警察职业学院
'nei'meng'gu'jing'mao'wai'yu'zhi'ye'xue'yuan 内蒙古经贸外语职业学院
'nei'meng'gu'ke'ji'da'xue 内蒙古科技大学
'nei'meng'gu'ke'ji'zhi'ye'xue'yuan 内蒙古科技职业学院
'nei'meng'gu'mei'shu'zhi'ye'xue'yuan 内蒙古美术职业学院
'nei'meng'gu'min'zu'da'xue 内蒙古民族大学
'nei'meng'gu'neng'yuan'zhi'ye'xue'yuan 内蒙古能源职业学院
'nei'meng'gu'nong'ye'da'xue 内蒙古农业大学
'nei'meng'gu'shang'mao'zhi'ye'xue'yuan 内蒙古商贸职业学院
'nei'meng'gu'shi'fan'da'xue 内蒙古师范大学
'nei'meng'gu'ti'yu'zhi'ye'xue'yuan 内蒙古体育职业学院
'nei'meng'gu'yi'ke'da'xue 内蒙古医科大学
'nei'meng'gu'yi'shu'xue'yuan 内蒙古艺术学院
'ning'bo'cai'jing'xue'yuan 宁波财经学院
'ning'bo'cheng'shi'zhi'ye'ji'shu'xue'yuan 宁波城市职业技术学院
'ning'bo'da'xue 宁波大学
'ning'bo'da'xue'ke'xue'ji'shu'xue'yuan 宁波大学科学技术学院
'ning'bo'gong'cheng'xue'yuan 宁波工程学院
'ning'bo'nuo'ding'han'da'xue 宁波诺丁汉大学
'ning'bo'wei'sheng'zhi'ye'ji'shu'xue'yuan 宁波卫生职业技术学院
'ning'bo'you'er'shi'fan'gao'deng'zhuan'ke'xue'xiao 宁波幼儿师范高等专科学校
'ning'bo'zhi'ye'ji'shu'xue'yuan 宁波职业技术学院
'ning'de'shi'fan'xue'yuan 宁德师范学院
'ning'de'zhi'ye'ji'shu'xue'yuan 宁德职业技术学院
'ning'xia'cai'jing'zhi'ye'ji'shu'xue'yuan 宁夏财经职业技术学院
'ning'xia'da'xue 宁夏大学
'ning'xia'da'xue'xin'hua'xue'yuan 宁夏大学新华学院
'ning'xia'gong'shang'zhi'ye'ji'shu'xue'yuan 宁夏工商职业技术学院
'ning'xia'gong'ye'zhi'ye'xue'yuan 宁夏工业职业学院
'ning'xia'jian'she'zhi'ye'ji'shu'xue'yuan 宁夏建设职业技术学院
'ning'xia'jing'guan'zhi'ye'xue'yuan 宁夏警官职业学院
'ning'xia'li'gong'xue'yuan 宁夏理工学院
'ning'xia'min'zu'zhi'ye'ji'shu'xue'yuan 宁夏民族职业技术学院
'ning'xia'shi'fan'xue'yuan 宁夏师范学院
'ning'xia'ti'yu'zhi'ye'xue'yuan 宁夏体育职业学院
'ning'xia'yi'ke'da'xue 宁夏医科大学
'ning'xia'yi'shu'zhi'ye'xue'yuan 宁夏艺术职业学院
'ning'xia'you'er'shi'fan'gao'deng'zhuan'ke'xue'xiao 宁夏幼儿师范高等专科学校
'ning'xia'zhi'ye'ji'shu'xue'yuan 宁夏职业技术学院
'pan'jin'zhi'ye'ji'shu'xue'yuan 盘锦职业技术学院
'pan'zhi'hua'pan'xi'zhi'ye'xue'yuan 攀枝花攀西职业学院
'pan'zhi'hua'xue'yuan 攀枝花学院
'pei'li'zhi'ye'xue'yuan 培黎职业学院
'ping'ding'shan'gong'ye'zhi'ye'ji'shu'xue'yuan 平顶山工业职业技术学院
'ping'ding'shan'wen'hua'yi'shu'zhi'ye'xue'yuan 平顶山文化艺术职业学院
'ping'ding'shan'xue'yuan 平顶山学院
'ping'ding'shan'zhi'ye'ji'shu'xue'yuan 平顶山职业技术学院
'ping'liang'zhi'ye'ji'shu'xue'yuan 平凉职业技术学院
'ping'xiang'wei'sheng'zhi'ye'xue'yuan 萍乡卫生职业学院
'ping'xiang'xue'yuan 萍乡学院
'pu'er'xue'yuan 普洱学院
'pu'tian'xue'yuan 莆田学院
'pu'yang'shi'you'hua'gong'zhi'ye'ji'shu'xue'yuan 濮阳石油化工职业技术学院
'pu'yang'yi'xue'gao'deng'zhuan'ke'xue'xiao 濮阳医学高等专科学校
'pu'yang'zhi'ye'ji'shu'xue'yuan 濮阳职业技术学院
'qi'lu'gong'ye'da'xue 齐鲁工业大学
'qi'lu'li'gong'xue'yuan 齐鲁理工学院
'qi'lu'shi'fan'xue'yuan 齐鲁师范学院
'qi'lu'yi'yao'xue'yuan 齐鲁医药学院
'qi'qi'ha'er'da'xue 齐齐哈尔大学
'qi'qi'ha'er'gao'deng'shi'fan'zhuan'ke'xue'xiao 齐齐哈尔高等师范专科学校
'qi'qi'ha'er'gong'cheng'xue'yuan 齐齐哈尔工程学院
'qi'qi'ha'er'li'gong'zhi'ye'xue'yuan 齐齐哈尔理工职业学院
'qi'qi'ha'er'yi'xue'yuan 齐齐哈尔医学院
'qi'tai'he'zhi'ye'xue'yuan 七台河职业学院
'qian'dong'nan'min'zu'zhi'ye'ji'shu'xue'yuan 黔东南民族职业技术学院
'qian'nan'min'zu'shi'fan'xue'yuan 黔南民族师范学院
'qian'nan'min'zu'yi'xue'gao'deng'zhuan'ke'xue'xiao 黔南民族医学高等专科学校
'qian'nan'min'zu'you'er'shi'fan'gao'deng'zhuan'ke'xue'xiao 黔南民族幼儿师范高等专科学校
'qian'nan'min'zu'zhi'ye'ji'shu'xue'yuan 黔南民族职业技术学院
'qian'xi'nan'min'zu'zhi'ye'ji'shu'xue'yuan 黔西南民族职业技术学院
'qin'huang'dao'zhi'ye'ji'shu'xue'yuan 秦皇岛职业技术学院
'qin'zhou'you'er'shi'fan'gao'deng'zhuan'ke'xue'xiao 钦州幼儿师范高等专科学校
'qing'dao'bin'hai'xue'yuan 青岛滨海学院
'qing'dao'cheng'shi'xue'yuan 青岛城市学院
'qing'dao'da'xue 青岛大学
'qing'dao'dian'ying'xue'yuan 青岛电影学院
'qing'dao'fei'yang'zhi'ye'ji'shu'xue'yuan 青岛飞洋职业技术学院
'qing'dao'gang'wan'zhi'ye'ji'shu'xue'yuan 青岛港湾职业技术学院
'qing'dao'gong'cheng'zhi'ye'xue'yuan 青岛工程职业学院
'qing'dao'gong'xue'yuan 青岛工学院
'qing'dao'hang'kong'ke'ji'zhi'ye'xue'yuan 青岛航空科技职业学院
'qing'dao'heng'xing'ke'ji'xue'yuan 青岛恒星科技学院
'qing'dao'huang'hai'xue'yuan 青岛黄海学院
'qing'dao'jiu'dian'guan'li'zhi'ye'ji'shu'xue'yuan 青岛酒店管理职业技术学院
'qing'dao'ke'ji'da'xue 青岛科技大学
'qing'dao'li'gong'da'xue 青岛理工大学
'qing'dao'nong'ye'da'xue 青岛农业大学
'qing'dao'nong'ye'da'xue'hai'du'xue'yuan 青岛农业大学海都学院
'qing'dao'qiu'shi'zhi'ye'ji'shu'xue'yuan 青岛求实职业技术学院
'qing'dao'you'er'shi'fan'gao'deng'zhuan'ke'xue'xiao 青岛幼儿师范高等专科学校
'qing'dao'yuan'yang'chuan'yuan'zhi'ye'xue'yuan 青岛远洋船员职业学院
'qing'dao'zhi'ye'ji'shu'xue'yuan 青岛职业技术学院
'qing'hai'chai'da'mu'zhi'ye'ji'shu'xue'yuan 青海柴达木职业技术学院
'qing'hai'da'xue 青海大学
'qing'hai'da'xue'kun'lun'xue'yuan 青海大学昆仑学院
'qing'hai'gao'deng'zhi'ye'ji'shu'xue'yuan 青海高等职业技术学院
'qing'hai'jian'zhu'zhi'ye'ji'shu'xue'yuan 青海建筑职业技术学院
'qing'hai'jiao'tong'zhi'ye'ji'shu'xue'yuan 青海交通职业技术学院
'qing'hai'jing'guan'zhi'ye'xue'yuan 青海警官职业学院
'qing'hai'min'zu'da'xue 青海民族大学
'qing'hai'shi'fan'da'xue 青海师范大学
'qing'hai'wei'sheng'zhi'ye'ji'shu'xue'yuan 青海卫生职业技术学院
'qing'hai'xu'mu'shou'yi'zhi'ye'ji'shu'xue'yuan 青海畜牧兽医职业技术学院
'qing'hua'da'xue 清华大学
'qing'yang'zhi'ye'ji'shu'xue'yuan 庆阳职业技术学院
'qing'yuan'zhi'ye'ji'shu'xue'yuan 清远职业技术学院
'qiong'tai'shi'fan'xue'yuan 琼台师范学院
'qu'fu'shi'fan'da'xue 曲阜师范大学
'qu'fu'yuan'dong'zhi'ye'ji'shu'xue'yuan 曲阜远东职业技术学院
'qu'jing'shi'fan'xue'yuan 曲靖师范学院
'qu'jing'yi'xue'gao'deng'zhuan'ke'xue'xiao 曲靖医学高等专科学校
'qu'jing'zhi'ye'ji'shu'xue'yuan 曲靖职业技术学院
'qu'zhou'xue'yuan 衢州学院
'qu'zhou'zhi'ye'ji'shu'xue'yuan 衢州职业技术学院
'quan'zhou'fang'zhi'fu'zhuang'zhi'ye'xue'yuan 泉州纺织服装职业学院
'quan'zhou'gong'cheng'zhi'ye'ji'shu'xue'yuan 泉州工程职业技术学院
'quan'zhou'gong'yi'mei'shu'zhi'ye'xue'yuan 泉州工艺美术职业学院
'quan'zhou'hai'yang'zhi'ye'xue'yuan 泉州海洋职业学院
'quan'zhou'hua'guang'zhi'ye'xue'yuan 泉州华光职业学院
'quan'zhou'jing'mao'zhi'ye'ji'shu'xue'yuan 泉州经贸职业技术学院
'quan'zhou'qing'gong'zhi'ye'xue'yuan 泉州轻工职业学院
'quan'zhou'shi'fan'xue'yuan 泉州师范学院
'quan'zhou'xin'xi'gong'cheng'xue'yuan 泉州信息工程学院
'quan'zhou'yi'xue'gao'deng'zhuan'ke'xue'xiao 泉州医学高等专科学校
'quan'zhou'you'er'shi'fan'gao'deng'zhuan'ke'xue'xiao 泉州幼儿师范高等专科学校
'quan'zhou'zhi'ye'ji'shu'da'xue 泉州职业技术大学
'ri'zhao'hang'hai'gong'cheng'zhi'ye'xue'yuan 日照航海工程职业学院
'ri'zhao'zhi'ye'ji'shu'xue'yuan 日照职业技术学院
'ru'zhou'zhi'ye'ji'shu'xue'yuan 汝州职业技术学院
'san'jiang'xue'yuan 三江学院
'san'men'xia'she'hui'guan'li'zhi'ye'xue'yuan 三门峡社会管理职业学院
'san'men'xia'zhi'ye'ji'shu'xue'yuan 三门峡职业技术学院
'san'ming'xue'yuan 三明学院
'san'ming'yi'xue'ke'ji'zhi'ye'xue'yuan 三明医学科技职业学院
'san'xia'da'xue 三峡大学
'san'xia'da'xue'ke'ji'xue'yuan 三峡大学科技学院
'san'xia'dian'li'zhi'ye'xue'yuan 三峡电力职业学院
'san'xia'lv'you'zhi'ye'ji'shu'xue'yuan 三峡旅游职业技术学院
'san'ya'cheng'shi'zhi'ye'xue'yuan 三亚城市职业学院
'san'ya'hang'kong'lv'you'zhi'ye'xue'yuan 三亚航空旅游职业学院
'san'ya'li'gong'zhi'ye'xue'yuan 三亚理工职业学院
'san'ya'xue'yuan 三亚学院
'san'ya'zhong'rui'jiu'dian'guan'li'zhi'ye'xue'yuan 三亚中瑞酒店管理职业学院
'sha'zhou'zhi'ye'gong'xue'yuan 沙洲职业工学院
'shan'dong'cai'jing'da'xue 山东财经大学
'shan'dong'cai'jing'da'xue'dong'fang'xue'yuan 山东财经大学东方学院
'shan'dong'cai'jing'da'xue'yan'shan'xue'yuan 山东财经大学燕山学院
'shan'dong'cheng'shi'jian'she'zhi'ye'xue'yuan 山东城市建设职业学院
'shan'dong'chuan'mei'zhi'ye'xue'yuan 山东传媒职业学院
'shan'dong'da'xue 山东大学
'shan'dong'di'yi'yi'ke'da'xue 山东第一医科大学
'shan'dong'dian'li'gao'deng'zhuan'ke'xue'xiao 山东电力高等专科学校
'shan'dong'dian'zi'zhi'ye'ji'shu'xue'yuan 山东电子职业技术学院
'shan'dong'fu'zhuang'zhi'ye'xue'yuan 山东服装职业学院
'shan'dong'gong'cheng'zhi'ye'ji'shu'da'xue 山东工程职业技术大学
'shan'dong'gong'shang'xue'yuan 山东工商学院
'shan'dong'gong'ye'zhi'ye'xue'yuan 山东工业职业学院
'shan'dong'gong'yi'mei'shu'xue'yuan 山东工艺美术学院
'shan'dong'guan'li'xue'yuan 山东管理学院
'shan'dong'hai'shi'zhi'ye'xue'yuan 山东海事职业学院
'shan'dong'hua'gong'zhi'ye'xue'yuan 山东化工职业学院
'shan'dong'hua'yu'gong'xue'yuan 山东华宇工学院
'shan'dong'jian'zhu'da'xue 山东建筑大学
'shan'dong'jiao'tong'xue'yuan 山东交通学院
'shan'dong'jiao'tong'zhi'ye'xue'yuan 山东交通职业学院
'shan'dong'jing'cha'xue'yuan 山东警察学院
'shan'dong'jing'mao'zhi'ye'xue'yuan 山东经贸职业学院
'shan'dong'ke'ji'da'xue 山东科技大学
'shan'dong'ke'ji'zhi'ye'xue'yuan 山东科技职业学院
'shan'dong'lao'dong'zhi'ye'ji'shu'xue'yuan 山东劳动职业技术学院
'shan'dong'li'gong'da'xue 山东理工大学
'shan'dong'li'gong'zhi'ye'xue'yuan 山东理工职业学院
'shan'dong'li'ming'ke'ji'zhi'ye'xue'yuan 山东力明科技职业学院
'shan'dong'lv'ye'zhi'ye'xue'yuan 山东铝业职业学院
'shan'dong'lv'you'zhi'ye'xue'yuan 山东旅游职业学院
'shan'dong'nong'ye'da'xue 山东农业大学
'shan'dong'nong'ye'gong'cheng'xue'yuan 山东农业工程学院
'shan'dong'nv'zi'xue'yuan 山东女子学院
'shan'dong'qing'gong'zhi'ye'xue'yuan 山东轻工职业学院
'shan'dong'qing'nian'zheng'zhi'xue'yuan 山东青年政治学院
'shan'dong'shang'wu'zhi'ye'xue'yuan 山东商务职业学院
'shan'dong'shang'ye'zhi'ye'ji'shu'xue'yuan 山东商业职业技术学院
'shan'dong'sheng'han'cai'mao'zhi'ye'xue'yuan 山东圣翰财贸职业学院
'shan'dong'sheng'li'zhi'ye'xue'yuan 山东胜利职业学院
'shan'dong'shi'fan'da'xue 山东师范大学
'shan'dong'shi'you'hua'gong'xue'yuan 山东石油化工学院
'shan'dong'shui'li'zhi'ye'xue'yuan 山东水利职业学院
'shan'dong'si'fa'jing'guan'zhi'ye'xue'yuan 山东司法警官职业学院
'shan'dong'te'shu'jiao'yu'zhi'ye'xue'yuan 山东特殊教育职业学院
'shan'dong'ti'yu'xue'yuan 山东体育学院
'shan'dong'wai'guo'yu'zhi'ye'ji'shu'da'xue 山东外国语职业技术大学
'shan'dong'wai'mao'zhi'ye'xue'yuan 山东外贸职业学院
'shan'dong'wai'shi'zhi'ye'da'xue 山东外事职业大学
'shan'dong'wen'hua'chan'ye'zhi'ye'xue'yuan 山东文化产业职业学院
'shan'dong'xian'dai'xue'yuan 山东现代学院
'shan'dong'xie'he'xue'yuan 山东协和学院
'shan'dong'xin'xi'zhi'ye'ji'shu'xue'yuan 山东信息职业技术学院
'shan'dong'xing'lin'ke'ji'zhi'ye'xue'yuan 山东杏林科技职业学院
'shan'dong'xu'mu'shou'yi'zhi'ye'xue'yuan 山东畜牧兽医职业学院
'shan'dong'yao'pin'shi'pin'zhi'ye'xue'yuan 山东药品食品职业学院
'shan'dong'yi'shu'she'ji'zhi'ye'xue'yuan 山东艺术设计职业学院
'shan'dong'yi'shu'xue'yuan 山东艺术学院
'shan'dong'yi'xue'gao'deng'zhuan'ke'xue'xiao 山东医学高等专科学校
'shan'dong'ying'cai'xue'yuan 山东英才学院
'shan'dong'zheng'fa'xue'yuan 山东政法学院
'shan'dong'zhi'ye'xue'yuan 山东职业学院
'shan'dong'zhong'yi'yao'da'xue 山东中医药大学
'shan'dong'zhong'yi'yao'gao'deng'zhuan'ke'xue'xiao 山东中医药高等专科学校
'shan'tou'da'xue 汕头大学
'shan'tou'zhi'ye'ji'shu'xue'yuan 汕头职业技术学院
'shan'wei'zhi'ye'ji'shu'xue'yuan 汕尾职业技术学院
'shan'xi'cai'jing'da'xue 山西财经大学
'shan'xi'cai'jing'da'xue'hua'shang'xue'yuan 山西财经大学华商学院
'shan'xi'cai'jing'zhi'ye'ji'shu'xue'yuan 陕西财经职业技术学院
'shan'xi'cai'mao'zhi'ye'ji'shu'xue'yuan 山西财贸职业技术学院
'shan'xi'chuan'mei'xue'yuan 山西传媒学院
'shan'xi'da'tong'da'xue 山西大同大学
'shan'xi'da'xue 山西大学
'shan'xi'dian'li'zhi'ye'ji'shu'xue'yuan 山西电力职业技术学院
'shan'xi'dian'zi'xin'xi'zhi'ye'ji'shu'xue'yuan 陕西电子信息职业技术学院
'shan'xi'fu'zhuang'gong'cheng'xue'yuan 陕西服装工程学院
'shan'xi'gong'cheng'ji'shu'xue'yuan 山西工程技术学院
'shan'xi'gong'cheng'ke'ji'zhi'ye'da'xue 山西工程科技职业大学
'shan'xi'gong'cheng'zhi'ye'xue'yuan 山西工程职业学院
'shan'xi'gong'shang'xue'yuan 山西工商学院
'shan'xi'gong'shang'zhi'ye'xue'yuan 陕西工商职业学院
'shan'xi'gong'xue'yuan 山西工学院
'shan'xi'gong'ye'zhi'ye'ji'shu'xue'yuan 陕西工业职业技术学院
'shan'xi'guan'li'zhi'ye'xue'yuan 山西管理职业学院
'shan'xi'guo'fang'gong'ye'zhi'ye'ji'shu'xue'yuan 陕西国防工业职业技术学院
'shan'xi'guo'ji'shang'mao'xue'yuan 陕西国际商贸学院
'shan'xi'guo'ji'shang'wu'zhi'ye'xue'yuan 山西国际商务职业学院
'shan'xi'hang'kong'zhi'ye'ji'shu'xue'yuan 陕西航空职业技术学院
'shan'xi'hua'ao'shang'mao'zhi'ye'xue'yuan 山西华澳商贸职业学院
'shan'xi'ji'dian'zhi'ye'ji'shu'xue'yuan 山西机电职业技术学院
'shan'xi'ji'dian'zhi'ye'ji'shu'xue'yuan 陕西机电职业技术学院
'shan'xi'jiao'tong'zhi'ye'ji'shu'xue'yuan 陕西交通职业技术学院
'shan'xi'jin'rong'zhi'ye'xue'yuan 山西金融职业学院
'shan'xi'jin'zhong'li'gong'xue'yuan 山西晋中理工学院
'shan'xi'jing'cha'xue'yuan 山西警察学院
'shan'xi'jing'guan'zhi'ye'xue'yuan 山西警官职业学院
'shan'xi'jing'guan'zhi'ye'xue'yuan 陕西警官职业学院
'shan'xi'jing'ji'guan'li'zhi'ye'ji'shu'xue'yuan 陕西经济管理职业技术学院
'shan'xi'jing'mao'zhi'ye'xue'yuan 山西经贸职业学院
'shan'xi'ke'ji'da'xue 陕西科技大学
'shan'xi'ke'ji'da'xue'hao'jing'xue'yuan 陕西科技大学镐京学院
'shan'xi'ke'ji'xue'yuan 山西科技学院
'shan'xi'lao'qu'zhi'ye'ji'shu'xue'yuan 山西老区职业技术学院
'shan'xi'li'gong'da'xue 陕西理工大学
'shan'xi'lin'ye'zhi'ye'ji'shu'xue'yuan 山西林业职业技术学院
'shan'xi'lv'you'peng'ren'zhi'ye'xue'yuan 陕西旅游烹饪职业学院
'shan'xi'lv'you'zhi'ye'xue'yuan 山西旅游职业学院
'shan'xi'neng'yuan'xue'yuan 山西能源学院
'shan'xi'neng'yuan'zhi'ye'ji'shu'xue'yuan 陕西能源职业技术学院
'shan'xi'nong'ye'da'xue 山西农业大学
'shan'xi'qing'nian'zhi'ye'xue'yuan 山西青年职业学院
'shan'xi'qing'nian'zhi'ye'xue'yuan 陕西青年职业学院
'shan'xi'sheng'cai'zheng'shui'wu'zhuan'ke'xue'xiao 山西省财政税务专科学校
'shan'xi'shi'fan'da'xue 山西师范大学
'shan'xi'shi'fan'da'xue 陕西师范大学
'shan'xi'shi'fan'da'xue'xian'dai'wen'li'xue'yuan 山西师范大学现代文理学院
'shan'xi'shui'li'zhi'ye'ji'shu'xue'yuan 山西水利职业技术学院
'shan'xi'ti'yu'zhi'ye'xue'yuan 山西体育职业学院
'shan'xi'tie'dao'zhi'ye'ji'shu'xue'yuan 山西铁道职业技术学院
'shan'xi'tie'lu'gong'cheng'zhi'ye'ji'shu'xue'yuan 陕西铁路工程职业技术学院
'shan'xi'tong'wen'zhi'ye'ji'shu'xue'yuan 山西同文职业技术学院
'shan'xi'tong'yong'hang'kong'zhi'ye'ji'shu'xue'yuan 山西通用航空职业技术学院
'shan'xi'wei'sheng'jian'kang'zhi'ye'xue'yuan 山西卫生健康职业学院
'shan'xi'xin'xi'zhi'ye'ji'shu'xue'yuan 山西信息职业技术学院
'shan'xi'xue'qian'shi'fan'xue'yuan 陕西学前师范学院
'shan'xi'yao'ke'zhi'ye'xue'yuan 山西药科职业学院
'shan'xi'yi'ke'da'xue 山西医科大学
'shan'xi'yi'ke'da'xue'jin'ci'xue'yuan 山西医科大学晋祠学院
'shan'xi'yi'shu'zhi'ye'xue'yuan 山西艺术职业学院
'shan'xi'yi'shu'zhi'ye'xue'yuan 陕西艺术职业学院
'shan'xi'ying'yong'ke'ji'xue'yuan 山西应用科技学院
'shan'xi'you'dian'zhi'ye'ji'shu'xue'yuan 陕西邮电职业技术学院
'shan'xi'yun'cheng'nong'ye'zhi'ye'ji'shu'xue'yuan 山西运城农业职业技术学院
'shan'xi'zhi'ye'ji'shu'xue'yuan 山西职业技术学院
'shan'xi'zhi'ye'ji'shu'xue'yuan 陕西职业技术学院
'shan'xi'zhong'yi'yao'da'xue 山西中医药大学
'shan'xi'zhong'yi'yao'da'xue 陕西中医药大学
'shang'hai'bang'de'zhi'ye'ji'shu'xue'yuan 上海邦德职业技术学院
'shang'hai'cai'jing'da'xue 上海财经大学
'shang'hai'cai'jing'da'xue'zhe'jiang'xue'yuan 上海财经大学浙江学院
'shang'hai'cheng'jian'zhi'ye'xue'yuan 上海城建职业学院
'shang'hai'chu'ban'yin'shua'gao'deng'zhuan'ke'xue'xiao 上海出版印刷高等专科学校
'shang'hai'da'xue 上海大学
'shang'hai'di'er'gong'ye'da'xue 上海第二工业大学
'shang'hai'dian'ji'xue'yuan 上海电机学院
'shang'hai'dian'li'da'xue 上海电力大学
'shang'hai'dian'ying'yi'shu'zhi'ye'xue'yuan 上海电影艺术职业学院
'shang'hai'dian'zi'xin'xi'zhi'ye'ji'shu'xue'yuan 上海电子信息职业技术学院
'shang'hai'dong'hai'zhi'ye'ji'shu'xue'yuan 上海东海职业技术学院
'shang'hai'dui'wai'jing'mao'da'xue 上海对外经贸大学
'shang'hai'gong'an'xue'yuan 上海公安学院
