'ai'ai'fu'mu 哀哀父母
'ci'you'bu'lian'zi 此有不敛穧
'ci'you'zhi'sui 此有滞穗
'ci'zhi'ji'yi 辭之輯矣
'ci'zhi'yi'yi 辭之懌矣
'cong'gong'yu'shou 从公于狩
'cong'qi'qun'chou 从其群丑
'cong'sun'zi'zhong 从孙子仲
'cong'xia'nan'xi 从夏南兮
'cong'yi'xing'mu 从以骍牡
'cong'zi'yu'hu 从子于鹄
'cong'zi'yu'wo 从子于沃
'cu'cu'mi'suo'cheng 蹙蹙靡所骋
'cu'cu'zhou'dao 踧踧周道
'cu'lai'xiao'sun 徂赉孝孙
'cu'lai'zhi'song 徂來之松
'cu'xi'cu'zhen 徂隰徂畛
'cui'yi'ru'men 毳衣如璊
'cui'yi'ru'tan 毳衣如菼
'cui'zhi'mo'zhi 摧之秣之
'cuo'xi'cuo'xi 瑳兮瑳兮
'da'bang'wei'chou 大邦为仇
'da'bang'wei'ping 大邦维屏
'da'bang'you'zi 大邦有子
'da'che 大车
'da'che'dui'dui 大车啍啍
'da'che'kan'kan 大车槛槛
'da'chi'shi'cheng 大糦是承
'da'dong 大东
'da'feng'you'sui 大風有隧
'da'fu'jun'zi 大夫君子
'da'hou'ji'kang 大侯既抗
'da'ku 大苦
'da'lu'nan'jin 大賂南金
'da'ming 大明
'da'ming'jin'zhi 大命近止
'da'ming'yi'qing 大命以傾
'da'pao'bu'ying 大庖不盈
'da'qi'er'yu 大啟尔宇
'da'ren'you'shen 大任有身
'da'ren'zhan'zhi 大人占之
'da'shi'huang'fu 大師皇父
'da'shi'wei'yuan 大師维垣
'da'shu'yu'tian 大叔于田
'da'si'si'hui'yin 大姒嗣徽音
'da'tian 大田
'da'tian'duo'jia 大田多稼
'da'wang'huang'zhi 大王荒之
'da'wu'xin'ye 大无信也
'da'ya 大雅
'da'zong'wei'han 大宗维翰
'dai'bing'wei'pan 迨冰未泮
'dai'fu'ba'she 大夫跋涉
'dai'fu'bu'jun 大夫不均
'dai'fu'su'tui 大夫夙退
'dai'ji'gong'zi'tong'gui 殆及公子同归
'dai'qi'ji'xi 迨其吉兮
'dai'qi'jin'xi 迨其今兮
'dai'qi'wei'zhi 迨其谓之
'dai'shi'wei'hao 代食维好
'dai'tian'zhi'wei'yin'yu 迨天之未阴雨
'dai'wo'xia'yi 迨我暇矣
'dai'ze'you'yu 带则有余
'dan'bi'liang'mao 髧彼两髦
'dan'bu'cong 亶不聪
'dan'hou'duo'cang 亶侯多藏
'dan'hou'ji'zhi'se 誕后稷之穡
'dan'jiang'jia'zhong 誕降嘉種
'dan'mi'jue'yue 誕彌厥月
'dan'qi'ran'hu 亶其然乎
'dan'shi'pu'fu 誕实匍匐
'dan'wo 惮我
'dan'wo'si'ru'he 誕我祀如何
'dan'xian'deng'yu'an 誕先登于岸
'dan'zhi'zhi'ai'xiang 誕寘之隘巷
'dan'zhi'zhi'han'bing 誕寘之寒冰
'dan'zhi'zhi'ping'lin 誕寘之平林
'dang'dang'shang'di 荡荡上帝
'dang'zhi'shen 荡之什
'dao'yan'kong'gan 盗言孔甘
'dao'zhi'dian'zhi 倒之颠之
'dao'zhi'yun'yuan 道之云远
'dao'zu'qie'chang 道阻且长
'dao'zu'qie'ji 道阻且跻
'dao'zu'qie'you 道阻且右
'de'ci'qi'shi 得此戚施
'de'yin'bu'wang 德音不忘
'de'yin'bu'xia 德音不瑕
'de'yin'bu'yi 德音不已
'de'yin'kong'jiao 德音孔胶
'de'yin'kong'zhao 德音孔昭
'de'yin'lai'kuo 德音来括
'de'yin'mo'wei 德音莫违
'de'yin'shi'mao 德音是茂
'de'yin'wu'liang 德音无良
'de'yin'zhi'zhi 德音秩秩
'de'you'ru'mao 德輶如毛
'de'zui'yu'tian'zi 得罪于天子
'deng'shi'nan'bang 登是南邦
'di'bi'dong'nan 狄彼東南
'di'di'shan'chuan 滌滌山川
'di'dong 蝃蝀
'di'dong'zai'dong 蝃蝀在东
'di'du'qi'xin 帝度其心
'di'li'zi'sheng'shang 帝立子生商
'di'ming'bu'shi 帝命不时
'di'ming'bu'wei 帝命不違
'di'ming'lv'yu 帝命率育
'di'ming'shi'yu'jiu'wei 帝命式于九圍
'di'qian'ming'de 帝遷明德
'di'sheng'qi'shan 帝省其山
'di'wei'wen'wang 帝謂文王
'di'zuo'bang'zuo'dui 帝作邦作對
'dian'dao'shang'yi 颠倒裳衣
'dian'dao'si'yu 颠倒思予
'dian'dao'yi'chang 颠倒衣裳
'dian'fu'cuo'heng 簟茀錯衡
'dian'fu'jue'de 顛覆厥德
'dian'fu'yu'fu 簟茀鱼服
'dian'pei'zhi'jie 顛沛之揭
'dian'tian'zi'zhi'bang 殿天子之邦
'dian'wo'ji'jin 瘨我饑饉
'dian'zhi'dao'zhi 颠之倒之
'ding'shen'bo'zhi'zhai 定申伯之宅
'ding'tun'lu'chang 町畽鹿场
'ding'zhi'fang'zhong 定之方中
'dong'fang'ming'yi 东方明矣
'dong'fang'wei'ming 东方未明
'dong'fang'wei'xi 东方未晞
'dong'fang'zhi'ri 东方之日
'dong'fang'zhi'ri'xi 东方之日兮
'dong'fang'zhi'yue'xi 东方之月兮
'dong'fang'zi'chu 东方自出
'dong'gong'zhi'mei 东宫之妹
'dong'men'zhi'chan 东门之墠
'dong'men'zhi'chi 东门之池
'dong'men'zhi'fen 东门之枌
'dong'men'zhi'li 东门之栗
'dong'men'zhi'yang 东门之杨
'dong'ren'zhi'zi 东人之子
'dong'ri'lie'lie 冬日烈烈
'dong'shan 东山
'dong'you'fu'cao 东有甫草
'dong'you'qi'ming 东有启明
'dong'zhi'ye 冬之夜
'dou'ren'shi 都人士
'du'chu 独处
'du'dan 独旦
'du'gong'liu 篤公刘
'du'mei'wu'ge 独寐寤歌
'du'mei'wu'su 独寐寤宿
'du'mei'wu'yan 独寐寤言
'du'qi'xi'yang 度其夕陽
'du'qi'xi'yuan 度其隰原
'du'qi'xian'yuan 度其鮮原
'du'sheng'wu'wang 篤生武王
'du'wei'fei'min 独为匪民
'du'xi 独息
'du'xing 独行
'du'xing'ju'ju 独行踽踽
'du'zhi'hong'hong 度之薨薨
'dui'yang'wang'xiu 對揚王休
'dui'yue'zai'tian 對越在天
'dun'bi'du'su 敦彼独宿
'dun'bi'xing'wei 敦彼行葦
'dun'dun'wu'wo 蹲蹲舞我
'dun'gong'ji'jian 敦弓既堅
'dun'gong'ji'ju 敦弓既句
'dun'shang'zhi'lv 敦商之旅
'dun'zhuo'qi'lv 敦琢其旅
'duo'du 杕杜
'duo'jiang'he'he 多將熇熇
'duo'qie'zhi 多且旨
'duo'shan'jiao'yue 嶞山喬岳
'duo'wo'gou'min 多我覯痻
'duo'xi'chi'xi 哆兮侈兮
'e'bu'wei'wei 鄂不韡韡
'e'nu'shi'wei 恶怒是违
'en'si'qin'si 恩斯勤斯
'er'bi'hou'huan 而毖後患
'er'bing'yi'lei 而秉義類
'er'bu'er'shi 尔卜尔筮
'er'bu'wo'chu 尔不我畜
'er'de'bu'ming 尔德不明
'er'duo'wei'xu 而多为恤
'er'gong'er'hou 尔公尔侯
'er'hai'er'ru 尔还而入
'er'hou'shou'zhi 二後受之
'er'jiu'ji'duo 尔酒既多
'er'jiu'ji'qing 尔酒既清
'er'jiu'ji'xu 尔酒既湑
'er'jiu'ji'zhi 尔酒既旨
'er'ju'tu'ji'he 尔居徒几何
'er'mao'zhong'gong 二矛重弓
'er'mao'zhong'qiao 二矛重乔
'er'mao'zhong'ying 二矛重英
'er'mu'lai'si 尔牧来思
'er'niu'lai'si 尔牛来思
'er'ren'cong'hang 二人从行
'er'san'qi'de 二三其德
'er'sheng'ze'ju 尔牲则具
'er'shi'hong'da 而式弘大
'er'shou'ming'chang'yi 尔受命长矣
'er'shu'yu'yuan 耳属于垣
'er'tu'yu'gui'zhang 尔土宇皈章
'er'wu'wang'xi 而无望兮
'er'wu'yong'tan 而无詠嘆
'er'yang'lai'si 尔羊来思
'er'yao'ji'fu 尔肴既阜
'er'yao'ji'jia 尔殽既嘉
'er'yao'ji'jia 尔肴既嘉
'er'yao'ji'jiang 尔殽既將
'er'yao'ji'jiang 尔肴既将
'er'yao'ji'shi 尔肴既时
'er'yao'ji'xin 尔殽既馨
'er'yao'yi'pu 尔殽伊脯
'er'yong'yi'he 尔勇伊何
'er'yong'you'xue 尔用憂謔
'er'you'xia'xin 而有遐心
'er'yue'chu'ji 二月初吉
'er'yue'si'zheng 而月斯征
'er'zhi'an'xing 尔之安行
'er'zhi'ji'xing 尔之亟行
'er'zhi'jiao'yi 尔之教矣
'er'zhi'ri'li'lie 二之日栗烈
'er'zhi'ri'qi'tong 二之日其同
'er'zhi'ri'zao'bing'chong'chong 二之日凿冰冲冲
'er'zhi'yuan'yi 尔之远矣
'er'zi'cheng'zhou 二子乘舟
'fa'bi'xiao'ba 发彼小豝
'fa'bi'you'de 发彼有的
'fa'gu'yuan'yuan 伐鼓渊渊
'fa'ke 伐柯
'fa'ke'fa'ke 伐柯伐柯
'fa'ke'ru'he 伐柯如何
'fa'mu 伐木
'fa'mu'ding'ding 伐木丁丁
'fa'mu'ji'yi 伐木掎矣
'fa'mu'xu'xu 伐木许许
'fa'mu'yu'ban 伐木于阪
'fa'qi'tiao'mei 伐其条枚
'fa'qi'tiao'yi 伐其条肄
'fa'yan'ying'ting 发言盈庭
'fa'ze'you'yu 发则有旟
'fan'bai'jun'zi 凡百君子
'fan'bi'bai'zhou 泛彼柏舟
'fan'ci'yin'jiu 凡此饮酒
'fan'fan'hu'ye 幡幡瓠叶
'fan'fan'qi'jing 泛泛其景
'fan'fan'qi'shi 泛泛其逝
'fan'fan'yang'zhou 汎汎杨舟
'fan'fan'yang'zhou 泛泛杨舟
'fan'jin'zhi'ren 凡今之人
'fan'min'you'sang 凡民有丧
'fan'shi'bu'si 反是不思
'fan'wei'si'tu 番维司徒
'fan'yan'ying'ju 蕃衍盈匊
'fan'yan'ying'sheng 蕃衍盈升
'fan'yi'wo'wei'chou 反以我为仇
'fan'yu'lai'he 反予來赫
'fan'zhi'fen'fen 燔炙芬芬
'fan'zhi'pao'zhi 燔之炮之
'fan'zhi'zhi'zhi 燔之炙之
'fan'zhou'zhi'shi 凡周之士
'fang'bao'fang'ti 方苞方體
'fang'bing'jian'xi 方秉蕳兮
'fang'he'wei'qi 方何为期
'fang'huan'huan'xi 方涣涣兮
'fang'jiang'wan'wu 方将万舞
'fang'li 鲂鳢
'fang'luo 访落
'fang'mao'er'e 方茂尔恶
'fang'ming'jue'hou 方命厥後
'fang'she'bu'mo 方社不莫
'fang'shu'li'zhi 方叔涖止
'fang'shu'lv'zhi 方叔率止
'fang'shu'yuan'lao 方叔元老
'fang'you'que'chao 防有鹊巢
'fang'yu'cheng'wei 鲂鱼赪尾
'fang'yu'fu'fu 魴鱮甫甫
'fang'yu'luo'zhi 访予落止
'fang'zhi'zhou'zhi 方之舟之
'fang'zhuo'shi'qian 方斫是虔
'fei'an'fei'shu 匪安匪舒
'fei'an'fei'you 匪安匪游
'fei'bao'ye 匪报也
'fei'che'bu'chi 废彻不迟
'fei'che'bu'dong 匪车不东
'fei'che'ji'xi 匪车偈兮
'fei'che'piao'xi 匪车嘌兮
'fei'chun'fei'yuan 匪鹑匪鸢
'fei'da'you'shi'jing 匪大犹是经
'fei'dong'fang'ze'ming 匪东方则明
'fei'e'yi'hao 匪莪伊蒿
'fei'e'yi'wei 匪莪伊蔚
'fei'feng 匪风
'fei'feng'fa'xi 匪风发兮
'fei'feng'piao'xi 匪风飘兮
'fei'fu'bu'ke 匪斧不克
'fei'ji'fei'ke 匪饥匪渴
'fei'ji'qi'yu 匪棘其欲
'fei'ji'ze'ming 匪鸡则鸣
'fei'jiang'zi'tian 匪降自天
'fei'jiao'fei'hui 匪教匪誨
'fei'jin'si'jin 匪今斯今
'fei'jiu'fei'ji 匪疚匪棘
'fei'ju'fei'kang 匪居匪康
'fei'lai'mao'si 匪来贸丝
'fei'mei'bu'de 匪媒不得
'fei'mian'ming'zhi 匪面命之
'fei'nu'yi'jiao 匪怒伊教
'fei'nv'zhi'wei'mei 匪女之为美
'fei'qi'zhi'gong 匪其止共
'fei'qie'you'qie 匪且有且
'fei'shan'fei'wei 匪鳣匪鲔
'fei'shang'di'bu'shi 匪上帝不时
'fei'shao'fei'you 匪紹匪游
'fei'she'shi'chu 匪舌是出
'fei'shi'zhu'lin 匪适株林
'fei'shou'xie'zhi 匪手攜之
'fei'si'fei'hu 匪兕匪虎
'fei'wei'can'zei 废为残贼
'fei'wo'qian'qi 匪我愆期
'fei'wo'si'cun 匪我思存
'fei'wo'si'qie 匪我思且
'fei'wo'yan'mao 匪我言耄
'fei'xian'min'shi'cheng 匪先民是程
'fei'yan'bu'neng 匪言不能
'fei'yan'wu'yan 匪言勿言
'fei'yang'bu'xi 匪阳不晞
'fei'yi'chui'zhi 匪伊垂之
'fei'yi'juan'zhi 匪伊卷之
'fei'yong'qi'liang 匪用其良
'fei'yong'wei'jiao 匪用为教
'fei'you'wu'yu 匪由勿语
'fei'zai'fei'lai 匪载匪来
'fei'zhi'ye'ren 匪直也人
'fen'fa'jing'chu 奮伐荊楚
'fen'ju'ru 汾沮洳
'fen'wang'zhi'sheng 汾王之甥
'feng'bi'zhi'nu 逢彼之怒
'feng'ci'bai'li 逢此百罹
'feng'ci'bai'xiong 逢此百凶
'feng'ci'bai'you 逢此百忧
'feng'huang'ming'yi 鳳皇鳴矣
'feng'huang'yu'fei 鳳皇于飞
'feng'jian'jue'fu 封建厥福
'feng'nian 丰年
'feng'nian'duo'shu'duo'tu 丰年多黍多稌
'feng'nian'rang'rang 丰年穰穰
'feng'qi'chui'nv 风其吹女
'feng'qi'piao'nv 风其漂女
'feng'shi'chen'mu 奉时辰牡
'feng'shui'dong'zhu 丰水東注
'feng'shui'you'qi 丰水有芑
'feng'tian'chan'nu 逢天僤怒
'feng'yu 风雨
'feng'yu'qi'qi 风雨凄凄
'feng'yu'ru'hui 风雨如晦
'feng'yu'suo'piao'yao 风雨所漂摇
'feng'yu'xiao'xiao 风雨潇潇
'feng'yu'you'chu 风雨攸除
'feng'zhang'e'e 奉璋峨峨
'fo'shi'zi'jian 佛时仔肩
'fou'nan'zhi'ye 否难知也
'fu'bei'shan'li 覆背善詈
'fu'bi'wo'bei 覆俾我悖
'fu'chi'fu'qu 弗驰弗驱
'fu'chu'wei'e 覆出为恶
'fu'gong'fu'qin 弗躬弗亲
'fu'gu'fu'kao 弗鼓弗考
'fu'ji'liu'jia 副笄六珈
'fu'jiang'zai'yuan 复降在原
'fu'jue'feng'cao 茀厥丰草
'fu'kuang'yi'xi 覆狂以喜
'fu'lu'ai'zhi 福禄艾之
'fu'lu'er'kang'yi 茀祿尔康矣
'fu'lu'ji'tong 福禄既同
'fu'lu'lai'cheng 福祿來成
'fu'lu'lai'chong 福祿來崇
'fu'lu'lai'fan 福祿來反
'fu'lu'lai'wei 福祿來为
'fu'lu'lai'xia 福祿來下
'fu'lu'pi'zhi 福禄膍之
'fu'lu'ru'ci 福禄如茨
'fu'lu'shen'zhi 福禄申之
'fu'lu'sui'zhi 福禄绥之
'fu'lu'yi'zhi 福禄宜之
'fu'lu'you'jiang 福祿攸降
'fu'lv'cheng'zhi 福履成之
'fu'lv'fu'tu 弗虑弗图
'fu'lv'jiang'zhi 福履将之
'fu'lv'sui'zhi 福履绥之
'fu'mu'he'chang 父母何尝
'fu'mu'he'hu 父母何怙
'fu'mu'he'shi 父母何食
'fu'mu'kong'er 父母孔迩
'fu'mu'sheng'wo 父母生我
'fu'mu'xian'zu 父母先祖
'fu'mu'zhi'yan'yi'ke'wei'ye 父母之言亦可畏也
'fu'nian'jue'shao 弗念厥紹
'fu'qi'ming'fu 服其命服
'fu'qiu'fu'di 弗求弗迪
'fu'ru'ning'zhi 肤如凝脂
'fu'sa'fu'sao 弗洒弗扫
'fu'shi'yi'si 敷时繹思
'fu'tan'yu'shi 妇叹于室
'fu'tian 甫田
'fu'tian'zhi'shen 甫田之什
'fu'tian'zhi'xia 敷天之下
'fu'wei'wo'jian 覆謂我僭
'fu'wen'fu'shi 弗问弗仕
'fu'wo'bang'jia 复我邦家
'fu'wo'bang'zu 复我邦族
'fu'wo'chu'wo 抚我畜我
'fu'wo'zhu'fu 复我诸父
'fu'wo'zhu'xiong 复我诸兄
'fu'wu'gong'shi 婦无公事
'fu'xi'mu'xi 父兮母兮
'fu'xi'sheng'wo 父兮生我
'fu'xi'wei'zhi 绋纚维之
'fu'ye'bu'liang 夫也不良
'fu'ye'fu'lou 弗曳弗娄
'fu'yi 芣苡
'fu'yi 鳧鹥
'fu'yi'si'zhi 斧以斯之
'fu'yi'xiu'shang 黻衣绣裳
'fu'yi'zai'jing 鳧鹥在涇
'fu'yi'zai'sha 鳧鹥在沙
'fu'yi'zai'wei 鳧鹥在亹
'fu'yi'zai'zhu 鳧鹥在渚
'fu'yi'zai'zong 鳧鹥在潀
'fu'yong'wei'nue 覆用为虐
'fu'you 蜉蝣
'fu'you'chang'she 婦有长舌
'fu'you'jue'yue 蜉蝣掘阅
'fu'you'zhi'yi 蜉蝣之翼
'fu'you'zhi'yu 蜉蝣之羽
'fu'yu'xia'tu 敷于下土
'fu'yuan'qi'zheng 覆怨其正
'fu'yue 父曰
'fu'yun'ji'chang 幅隕既长
'fu'zheng'you'you 敷政优优
'fu'zheng'yu'wai 賦政于外
'fu'zhi'wu'yi 服之无斁
'fu'zhou'gong'zhi'yu 复周公之宇
'fu'zi'ning'zhi 婦子寧止
'fu'zou'qi'yong 敷奏其勇
'gai'yi'wu'si 盖亦勿思
'gai'yun'gui'chu 盖云归处
'gai'yun'gui'zai 盖云归哉
'gai'zhi'fu'xin 溉之釜鬵
'gan'bu'ting'fang 干不庭方
'gan'ge'qi'yang 干戈戚揚
'gan'hu'lei'zhi 甘瓠累之
'gan'ju'da'bang 敢距大邦
'gan'lu'bai'fu 干祿百福
'gan'lu'qi'di 干祿豈弟
'gan'mao 干旄
'gan'tang 甘棠
'gan'xin'shou'ji 甘心首疾
'gan'yu'zi'tong'meng 甘与子同梦
'gang'ji'si'fang 綱紀四方
'gang'yi'bu'tu 刚亦不吐
'gang'ze'tu'zhi 刚則吐之
'gao'an'wei'gu 高岸为谷
'gao'cheng'yu'wang 告成于王
'gao'er'jiu'zhi 告尔旧止
'gao'er'you'xu 告尔憂恤
'gao'gao'chu'ri 杲杲出日
'gao'gao'zai'shang 高高在上
'gao'gao'zi'zi 皋皋訾訾
'gao'gu'fu'sheng 鼛鼓弗勝
'gao'lang'ling'zhong 高朗令終
'gao'men'you'kang 皋門有伉
'gao'qiu 羔裘
'gao'qiu'ao'xiang 羔裘翱翔
'gao'qiu'bao'qu 羔裘豹祛
'gao'qiu'bao'shi 羔裘豹饰
'gao'qiu'bao'you 羔裘豹褎
'gao'qiu'ru'gao 羔裘如膏
'gao'qiu'ru'ru 羔裘如濡
'gao'qiu'xiao'yao 羔裘逍遥
'gao'qiu'yan'xi 羔裘晏兮
'gao'shan'yang'zhi 高山仰止
'gao'yang 羔羊
'gao'yang'zhi'feng 羔羊之缝
'gao'yang'zhi'ge 羔羊之革
'gao'yang'zhi'pi 羔羊之皮
'gao'yi'qi'jin 缟衣綦巾
'gao'yi'ru'lv 缟衣茹藘
'gao'yu'wen'ren 告于文人
'gao'zhi'hua'yan 告之話言
'ge'jing'er'shen 各敬尔身
'ge'jing'er'yi 各敬尔仪
'ge'ju 葛屦
'ge'ju'wu'liang 葛屦五两
'ge'lei 葛藟
'ge'lei'huang'zhi 葛藟荒之
'ge'lei'lei'zhi 葛藟累之
'ge'lei'ying'zhi 葛藟萦之
'ge'qin 葛覃
'ge'sheng 葛生
'ge'sheng'meng'chu 葛生蒙楚
'ge'sheng'meng'ji 葛生蒙棘
'ge'yi'xun'zhi 歌以讯之
'ge'zhi'qin'xi 葛之覃兮
'ge'zou'er'neng 各奏尔能
'geng'geng'bu'mei 耿耿不寐
'gong'gui'bu'fu 公归不复
'gong'gui'wu'suo 公归无所
'gong'hou'fu'xin 公侯腹心
'gong'hou'gan'cheng 公侯干城
'gong'hou'hao'chou 公侯好仇
'gong'hou'zhi'gong 公侯之宫
'gong'hou'zhi'shi 公侯之事
'gong'ju'qian'sheng 公車千乘
'gong'liu 公刘
'gong'shi'ji'tiao 弓矢既调
'gong'shi'jia'gao 公尸嘉告
'gong'shi'lai'yan'lai'chu 公尸來燕來處
'gong'shi'lai'yan'lai'ning 公尸來燕來寧
'gong'shi'lai'yan'lai'yi 公尸來燕來宜
'gong'shi'lai'yan'lai'zong 公尸來燕來宗
'gong'shi'lai'zhi'xun'xun 公尸來止熏熏
'gong'shi'rong'bing 弓矢戎兵
'gong'shi'si'zhang 弓矢斯张
'gong'shi'yan'yin 公尸燕飲
'gong'sun'shuo'fu 公孙硕肤
'gong'ting'wan'wu 公庭万舞
'gong'tu'san'wan 公徒三万
'gong'wu'zhi'fu 共武之服
'gong'yan'xi'jue 公言锡爵
'gong'yue'zuo'zhi 公曰左之
'gong'zhi'mei'zi 公之媚子
'gong'zhu'zhi'gao 工祝致告
'gong'zi'dao'yi 躬自悼矣
'gou'er'xin'hun 觏尔新婚
'gou'min'ji'duo 觏闵既多
'gou'wo'er'ren 构我二人
'gou'wu'ji'ke 苟无饥渴
'gou'yi'wu'cong 苟亦无从
'gou'yi'wu'ran 苟亦无然
'gou'yi'wu'xin 苟亦无信
'gou'yi'wu'yu 苟亦无与
'gou'ying'lou'yang 鉤膺鏤钖
'gou'ying'tiao'ge 钩膺鞗革
'gou'ying'zhuo'zhuo 鉤膺濯濯
'gu'dan'yu'cha 穀旦于差
'gu'dan'yu'shi 穀旦于逝
'gu'di'ming'wu'tang 古帝命武汤
'gu'feng 谷风
'gu'feng'zhi'shen 谷风之什
'gu'gong'dan'fu 古公亶父
'gu'ren'zhi'wu'yi 古人之无斁
'gu'se'chui'sheng 鼓瑟吹笙
'gu'se'gu'qin 鼓瑟鼓琴
'gu'wo'fu'wo 顾我复我
'gu'wo'ze'xiao 顾我则笑
'gu'xun'shi'shi 古訓是式
'gu'ye'ye 鼓咽咽
'gu'yu'zheng'chang 顧予烝嘗
'gu'ze'yi'shi 谷则异室
'gu'zhan'zhou'dao 顾瞻周道
'gu'zhong 鼓钟
'gu'zhong'fa'gao 鼓钟伐鼛
'gu'zhong'jiang'jiang 鼓钟将将
'gu'zhong'jie'jie 鼓钟喈喈
'gu'zhong'qin'qin 鼓钟钦钦
'gu'zhong'song'shi 鼓钟送尸
'gu'zhong'yu'gong 鼓钟于宫
'gua'die'feng'feng 瓜瓞唪唪
'gua'li'shi'can 騧骊是骖
'guan'guan'ju'jiu 关关雎鸠
'guan'jiang'yu'jing 祼將于京
'guan'ju 关雎
'guan'ming'yu'die 鹳鸣于垤
'guan'qi'liu'quan 觀其流泉
'guan'rui'shuang'zhi 冠緌双止
'gui'bi'ji'zu 圭璧既卒
'gui'fei'ti'ti 归飞提提
'gui'feng 桧风
'gui'ji'song'zhou 桧楫松舟
'gui'ning'fu'mu 归宁父母
'gui'yan'wei'hou 归唁卫侯
'gui'yu'qi'ju 归于其居
'gui'yu'qi'shi 归于其室
'gui'zai'gui'zai 归哉归哉
'gun'yi'xiu'shang 衮衣绣裳
'gun'zhi'you'que 袞職有闕
'guo'bu'mie'zi 国步蔑資
'guo'bu'si'pin 国步斯頻
'guo'feng 国风
'guo'ji'zu'zhan 国既卒斩
'guo'luo'fu'zhi 蜾蠃负之
'guo'luo'zhi'shi 果臝之实
'guo'ren'zhi'zhi 国人知之
'guo'sui'mi'zhi 国虽靡止
'guo'wu'you'can 国无有殘
'hai'che'yan'mai 还车言迈
'hai'er'bu'ru 还而不入
'hai'huan'hai'fou 害浣害否
'hai'wai'you'jie 海外有截
'hai'yu'shou'zi'zhi'can'xi 还予授子之粲兮
'han'ba'wei'nue 旱魃为虐
'han'fei'li'tian 翰飞戾天
'han'guang 汉广
'han'hou'chu'zu 韓侯出祖
'han'hou'gu'zhi 韓侯顧之
'han'hou'qu'qi 韓侯取妻
'han'hou'ru'jin 韓侯入覲
'han'hou'shou'ming 韓侯受命
'han'hou'ying'zhi 韓侯迎止
'han'ji'tai'shen 旱既太甚
'han'ji'yan'yu 韓姞燕譽
'han'lu 旱麓
'han'ru'xiao'hu 闞如虓虎
'han'yi 韓奕
'han'you'you'nv 汉有游女
'han'zhi'guang'yi 汉之广矣
'hao'er'wu'yi 好尔无射
'hao'hao'hao'tian 浩浩昊天
'hao'jing'pi'yong 鎬京辟癰
'hao'le'wu'huang 好乐无荒
'hao'ren'fu'zhi 好人服之
'hao'ren'ti'ti 好人提提
'hao'shi'jia'se 好是稼穡
'hao'shi'yi'de 好是懿德
'hao'shi'zheng'zhi 好是正直
'hao'tian'bu'hui 昊天不惠
'hao'tian'bu'ping 昊天不平
'hao'tian'bu'tei 昊天不忒
'hao'tian'bu'yong 昊天不佣
'hao'tian'da'wu 昊天大幠
'hao'tian'kong'zhao 昊天孔昭
'hao'tian'qi'zi'zhi 昊天其子之
'hao'tian'shang'di 昊天上帝
'hao'tian'wang'ji 昊天罔极
'hao'tian'yi'wei 昊天已威
'hao'tian'you'cheng'ming 昊天有成命
'hao'tian'yue'dan 昊天曰旦
'hao'tian'yue'ming 昊天曰明
'hao'yan'zi'kou 好言自口
'hao'yi'xia'tu 耗斁下土
'he'bi'nong'yi 何彼襛矣
'he'bu'ri'gu'se 何不日鼓瑟
'he'bu'su'yong 曷不肃雍
'he'cao'bu'huang 何草不黄
'he'cao'bu'xuan 何草不玄
'he'dan'zhi'jie'xi 何诞之节兮
'he'duo'ri'ye 何多日也
'he'fu'bu'chu 何福不除
'he'ge'yu'dui 何戈与祋
'he'gu'jin'zhi'ren 何辜今之人
'he'gu'yu'tian 何辜于天
'he'guang 河广
'he'he'jiang'yuan 赫赫姜嫄
'he'he'jue'sheng 赫赫厥声
'he'he'ming'ming 赫赫明明
'he'he'nan'zhong 赫赫南仲
'he'he'shi'yin 赫赫师尹
'he'he'yan'yan 赫赫炎炎
'he'he'ye'ye 赫赫業業
'he'he'zai'shang 赫赫在上
'he'he'zong'zhou 赫赫宗周
'he'hui'qi'ning 曷惠其寧
'he'jie'ji'yi 何嗟及矣
'he'le'qie'ru 和乐且孺
'he'le'qie'zhan 和乐且湛
'he'ling'yang'yang 和鈴央央
'he'luan'yong'yong 和鸾雍雍
'he'ma'shu'mai 禾麻菽麦
'he'ming 鹤鸣
'he'ming'yu'jiu'gao 鹤鸣于九皋
'he'qi'chu'ye 何其处也
'he'qi'jiu'ye 何其久也
'he'qi'mei'yi 曷其没矣
'he'qi'you'chang 曷其有常
'he'qi'you'huo 曷其有佸
'he'qi'you'ji 曷其有极
'he'qi'you'suo 曷其有所
'he'qiu'wei'wo 何求为我
'he'ren'bu'jiang 何人不将
'he'ren'bu'jin 何人不矜
'he'ren'si 何人斯
'he'ri'bu'xing 何日不行
'he'ri'si'ju 何日斯沮
'he'ri'wang'zhi 何日忘之
'he'ru'wo'zhe 赫如渥赭
'he'shang'hu'ao'xiang 河上乎翱翔
'he'shang'hu'xiao'yao 河上乎逍遥
'he'shen'bu'fu 何神不富
'he'shui'mei'mei 河水浼浼
'he'shui'mi'mi 河水瀰瀰
'he'shui'qing'qie'lian'yi 河水清且涟猗
'he'shui'qing'qie'lun'yi 河水清且沦猗
'he'shui'qing'qie'zhi'yi 河水清且直猗
'he'shui'yang'yang 河水洋洋
'he'si'wei'si 何斯违斯
'he'suo'he'li 何蓑何笠
'he'tian'zhi'long 何天之龙
'he'tian'zhi'xiu 何天之休
'he'wei'qi'wang 曷维其亡
'he'wei'qi'yi 曷维其已
'he'xi'xuan'xi 赫兮咺兮
