'ai'jiu 艾灸
'da'nao'bing'sun'qie'chu'shu 大脑病损切除术
'da'nao'pi'ceng'zhan'lian'song'jie'shu 大脑皮层粘连松解术
'da'nao'qing'chuang'shu 大脑清创术
'da'tui'jie'duan'shu 大腿截断术
'da'tui'zai'zhi'shu 大腿再植术
'da'wang'mo'bao'gan'shu 大网膜包肝术
'da'wang'mo'bao'shen'shu 大网膜包肾术
'da'wang'mo'bing'sun'qie'chu'shu 大网膜病损切除术
'da'wang'mo'bu'fen'qie'chu'shu 大网膜部分切除术
'da'wang'mo'dong'mai'jie'za'shu 大网膜动脉结扎术
'da'wang'mo'hai'na'shu 大网膜还纳术
'da'wang'mo'nei'yi'zhi'shu 大网膜内移植术
'da'wang'mo'qie'chu'shu 大网膜切除术
'da'wang'mo'xiu'bu'shu 大网膜修补术
'da'xue'guan'zhuan'wei'jiao'zheng'shu 大血管转位矫正术
'da'yin'chun'bing'sun'qie'chu'shu 大阴唇病损切除术
'da'yin'jing'mai'bo'tuo'shu 大隐静脉剥脱术
'da'yin'jing'mai'cha'guan'shu 大隐静脉插管术
'da'yin'jing'mai'gao'wei'jie'za'bo'tuo'shu 大隐静脉高位结扎剥脱术
'da'yin'jing'mai'gong'dong'mai'da'qiao'shu 大隐静脉肱动脉搭桥术
'da'yin'jing'mai'gu'dong'mai'da'qiao'shu 大隐静脉股动脉搭桥术
'da'yin'jing'mai'jie'za'shu 大隐静脉结扎术
'da'yin'jing'mai'zhu'gan'ji'guang'bi'he'shu 大隐静脉主干激光闭合术
'dai'di'chang'pian'gan'guan'cheng'xing'shu 带蒂肠片肝管成形术
'dai'di'pi'ban'duan'di'shu 带蒂皮瓣断蒂术
'dai'di'pi'ban'qu'zhi'shu 带蒂皮瓣去脂术
'dai'di'pi'ban'xi'qian'shu 带蒂皮瓣徙前术
'dai'di'pi'ban'xiu'zheng'shu 带蒂皮瓣修整术
'dai'di'pi'ban'yan'chi'shu 带蒂皮瓣延迟术
'dai'di'pi'ban'yi'zhi'shu 带蒂皮瓣移植术
'dan'ce'fei'yi'zhi'shu 单侧肺移植术
'dan'ce'fu'gu'gou'shan'wu'zhang'li'xiu'bu'shu 单侧腹股沟疝无张力修补术
'dan'ce'fu'gu'gou'shan'xiu'bu'shu 单侧腹股沟疝修补术
'dan'ce'fu'gu'gou'xie'shan'shan'nang'gao'wei'jie'za'shu 单侧腹股沟斜疝疝囊高位结扎术
'dan'ce'fu'gu'gou'xie'shan'wu'zhang'li'xiu'bu'shu 单侧腹股沟斜疝无张力修补术
'dan'ce'fu'gu'gou'xie'shan'xiu'bu'shu 单侧腹股沟斜疝修补术
'dan'ce'fu'gu'gou'zhi'shan'wu'zhang'li'xiu'bu'shu 单侧腹股沟直疝无张力修补术
'dan'ce'fu'gu'gou'zhi'shan'xiu'bu'shu 单侧腹股沟直疝修补术
'dan'ce'fu'shan'wu'zhang'li'xiu'bu'shu 单侧腹疝无张力修补术
'dan'ce'gao'wan'bu'fen'qie'chu'shu 单侧睾丸部分切除术
'dan'ce'gao'wan'fu'gao'qie'chu'shu 单侧睾丸附睾切除术
'dan'ce'gao'wan'qie'chu'shu 单侧睾丸切除术
'dan'ce'gu'shan'wu'zhang'li'xiu'bu'shu 单侧股疝无张力修补术
'dan'ce'gu'shan'xiu'bu'shu 单侧股疝修补术
'dan'ce'jia'zhuang'xian'bu'fen'qie'chu'shu 单侧甲状腺部分切除术
'dan'ce'jia'zhuang'xian'ci'quan'qie'chu'shu 单侧甲状腺次全切除术
'dan'ce'jia'zhuang'xian'qie'chu'shu 单侧甲状腺切除术
'dan'ce'jing'lin'ba'jie'gen'zhi'xing'qing'sao'shu 单侧颈淋巴结根治性清扫术
'dan'ce'luan'chao'qie'chu'shu 单侧卵巢切除术
'dan'ce'nei'shou'ji'qia'yao'ji'qie'duan'shu 单侧内收肌髂腰肌切断术
'dan'ce'pi'xia'ru'fang'qie'chu'ban'jia'ti'zhi'ru'shu 单侧皮下乳房切除伴假体置入术
'dan'ce'pi'xia'ru'fang'qie'chu'shu 单侧皮下乳房切除术
'dan'ce'ru'fang'gai'liang'gen'zhi'shu 单侧乳房改良根治术
'dan'ce'ru'fang'gen'zhi'xing'qie'chu'shu 单侧乳房根治性切除术
'dan'ce'ru'fang'jia'ti'zhi'ru'shu 单侧乳房假体置入术
'dan'ce'ru'fang'kuo'da'gen'zhi'xing'qie'chu'shu 单侧乳房扩大根治性切除术
'dan'ce'ru'fang'qie'chu'shu 单侧乳房切除术
'dan'ce'ru'fang'suo'xiao'cheng'xing'shu 单侧乳房缩小成形术
'dan'ce'ru'fang'zhu'she'long'xiong'shu 单侧乳房注射隆胸术
'dan'ce'ru'nei'dong'mai'guan'zhuang'dong'mai'da'qiao'shu 单侧乳内动脉冠状动脉搭桥术
'dan'ce'shen'qie'chu'shu 单侧肾切除术
'dan'ce'shen'shang'xian'da'bu'fen'qie'chu'shu 单侧肾上腺大部分切除术
'dan'ce'shen'shang'xian'qie'chu'shu 单侧肾上腺切除术
'dan'ce'shen'shang'xian'qu'tan'cha'shu 单侧肾上腺区探查术
'dan'ce'shu'luan'guan'ji'ya'shu 单侧输卵管挤压术
'dan'ce'shu'luan'guan'jie'za'shu 单侧输卵管结扎术
'dan'ce'shu'luan'guan'luan'chao'qie'chu'shu 单侧输卵管卵巢切除术
'dan'ce'shu'luan'guan'qie'chu'shu 单侧输卵管切除术
'dan'ce'wai'yin'qie'chu'shu 单侧外阴切除术
'dan'ce'yin'gao'qie'chu'shu 单侧隐睾切除术
'dan'chang'wen'he'kou'qie'kai'qu'shi'shu 胆肠吻合口切开取石术
'dan'chun'lin'ba'jie'qie'chu'shu 单纯淋巴结切除术
'dan'dao'nei'jia'ti'zhi'huan'shu 胆道内假体置换术
'dan'dao'qie'kai'tan'cha'shu 胆道切开探查术
'dan'dao'ren'gong'er'wo'zhi'huan'shu 单道人工耳蜗置换术
'dan'dao'ren'gong'er'wo'zhi'ru'shu 单道人工耳蜗置入术
'dan'dao'wen'he'xiu'zheng'shu 胆道吻合修正术
'dan'dao'yin'liu'guan'zhi'huan 胆道引流管置换
'dan'dao'zhi'jia'zhi'huan 胆道支架置换
'dan'gen'dao'guan'guan'zhuang'dong'mai'zao'ying 单根导管冠状动脉造影
'dan'guan'bing'sun'qie'chu'shu 胆管病损切除术
'dan'guan'cheng'xing'shu 胆管成形术
'dan'guan'chong'xi 胆管冲洗
'dan'guan'gan'guan'kong'chang'wen'he'shu 胆管肝管空肠吻合术
'dan'guan'gen'zhi'qie'chu'shu 胆管根治切除术
'dan'guan'jia'ti'zhuang'zhi'qu'chu'shu 胆管假体装置去除术
'dan'guan'kong'chang'wen'he'kou'bi'he'shu 胆管空肠吻合口闭合术
'dan'guan'kong'chang'wen'he'shu 胆管空肠吻合术
'dan'guan'lou'kou'xiu'bu'shu 胆管瘘口修补术
'dan'guan'qie'kai'qu'shi'shu 胆管切开取石术
'dan'guan'shi'er'zhi'chang'wen'he'shu 胆管十二指肠吻合术
'dan'guan'tan'cha'shu 胆管探查术
'dan'guan'ti'wai'sui'shi 胆管体外碎石
'dan'guan'wei'wen'he'shu 胆管胃吻合术
'dan'guan'wen'he'shu 胆管吻合术
'dan'guan'xiu'bu'shu 胆管修补术
'dan'guan'yin'liu'guan'qu'chu 胆管引流管去除
'dan'guan'yin'liu'shu 胆管引流术
'dan'guan'zao'ying 胆管造影
'dan'guan'zhi'jia'qu'chu 胆管支架去除
'dan'guan'zhi'jia'zhi'ru'shu 胆管支架置入术
'dan'ke'hui'zhen 单科会诊
'dan'ke'long'kang'ti'zhi'liao 单克隆抗体治疗
'dan'lie'shen'jing'ci'ji'mai'chong'fa'sheng'qi'zhi'huan'shu 单列神经刺激脉冲发生器置换术
'dan'lie'shen'jing'ci'ji'mai'chong'fa'sheng'qi'zhi'ru'shu 单列神经刺激脉冲发生器置入术
'dan'nang'bu'fen'qie'chu'shu 胆囊部分切除术
'dan'nang'dong'mai'jie'za'shu 胆囊动脉结扎术
'dan'nang'gan'guan'wen'he'shu 胆囊肝管吻合术
'dan'nang'gen'zhi'xing'qie'chu'shu 胆囊根治性切除术
'dan'nang'kong'chang'lou'qie'chu'shu 胆囊空肠瘘切除术
'dan'nang'kong'chang'wen'he'shu 胆囊空肠吻合术
'dan'nang'kuo'da'qie'chu'shu 胆囊扩大切除术
'dan'nang'lou'xiu'bu'shu 胆囊瘘修补术
'dan'nang'po'lie'xiu'bu'shu 胆囊破裂修补术
'dan'nang'qie'chu'shu 胆囊切除术
'dan'nang'qie'kai'yin'liu'shu 胆囊切开引流术
'dan'nang'shi'er'zhi'chang'wen'he'shu 胆囊十二指肠吻合术
'dan'nang'ti'wai'sui'shi 胆囊体外碎石
'dan'nang'wei'lou'xiu'bu'shu 胆囊胃瘘修补术
'dan'nang'wei'wen'he'shu 胆囊胃吻合术
'dan'nang'yin'liu'shu 胆囊引流术
'dan'nang'zao'kou'bi'he'shu 胆囊造口闭合术
'dan'nang'zao'kou'chong'xi 胆囊造口冲洗
'dan'nang'zao'kou'dao'guan'qu'chu 胆囊造口导管去除
'dan'nang'zao'kou'shu 胆囊造口术
'dan'nang'zao'ying 胆囊造影
'dan'qiang'yong'jiu'qi'bo'qi'zhi'huan'shu 单腔永久起搏器置换术
'dan'qiang'yong'jiu'qi'bo'qi'zhi'ru'shu 单腔永久起搏器置入术
'dan'xin'fang'jiao'zhi'shu 单心房矫治术
'dan'yi'xue'guan'de'cao'zuo 单一血管的操作
'dan'yuan'guang'zi'fang'she'zhi'liao 单源光子放射治疗
'dan'zong'guan'bing'sun'qie'chu'shu 胆总管病损切除术
'dan'zong'guan'chang'wen'he'kou'chai'chu'shu 胆总管肠吻合口拆除术
'dan'zong'guan'kong'chang'wen'he'shu 胆总管空肠吻合术
'dan'zong'guan'lou'xiu'bu'shu 胆总管瘘修补术
'dan'zong'guan'qie'chu'shu 胆总管切除术
'dan'zong'guan'qie'kai'qu'shi'shu 胆总管切开取石术
'dan'zong'guan'qie'kai'yi'wu'qu'chu'shu 胆总管切开异物取出术
'dan'zong'guan'qie'kai'yin'liu'shu 胆总管切开引流术
'dan'zong'guan'qiu'nang'kuo'zhang'shu 胆总管球囊扩张术
'dan'zong'guan'shi'er'zhi'chang'hou'bi'wen'he'shu 胆总管十二指肠后壁吻合术
'dan'zong'guan'shi'er'zhi'chang'wen'he'shu 胆总管十二指肠吻合术
'dan'zong'guan'sun'shang'xiu'bu'shu 胆总管损伤修补术
'dan'zong'guan'tan'cha'shu 胆总管探查术
'dan'zong'guan'wei'kong'chang'wen'he'shu 胆总管胃空肠吻合术
'dan'zong'guan'wei'wen'he'shu 胆总管胃吻合术
'dan'zong'guan'xiu'bu'shu 胆总管修补术
'dan'zong'guan'zao'ying 胆总管造影
'dao'fang'she'zhi'liao 刀放射治疗
'dao'lian'jiao'zheng'shu 导联矫正术
'dao'niao'guan'chong'xi 导尿管冲洗
'dao'niao'guan'qu'chu 导尿管去除
'dao'shui'guan'zhan'lian'song'jie'shu 导水管粘连松解术
'deng'che'yun'dong'shi'yan 蹬车运动试验
'deng'fen'lian'ti'shuang'tai'fen'li'shu 等份联体双胎分离术
'deng'gu'ban'zuan'kong'shu 镫骨板钻孔术
'deng'gu'bu'fen'qie'chu'ban'zhi'fang'yi'zhi'shu 镫骨部分切除伴脂肪移植术
'deng'gu'bu'fen'qie'chu'shu 镫骨部分切除术
'deng'gu'qie'chu'ban'zhen'gu'zhi'huan'shu 镫骨切除伴砧骨置换术
'deng'gu'qie'chu'shu 镫骨切除术
'deng'gu'qie'chu'shu'ban'zhen'gu'zhi'huan'de'xiu'zheng'shu 镫骨切除术伴砧骨置换的修正术
'deng'gu'qie'chu'shu'de'xiu'zheng'shu 镫骨切除术的修正术
'deng'gu'song'dong'shu 镫骨松动术
'deng'gu'zai'han'dong'shu 镫骨再撼动术
'di'bu'nong'zhong'qie'kai'yin'liu'shu 骶部脓肿切开引流术
'di'cong'shen'jing'feng'he'shu 骶丛神经缝合术
'di'cong'shen'jing'tan'cha'shu 骶丛神经探查术
'di'gu'bing'sun'qie'chu'shu 骶骨病损切除术
'di'gu'bu'fen'qie'chu'shu 骶骨部分切除术
'di'gu'qie'chu'shu 骶骨切除术
'di'gu'ren'dai'qie'duan'shu 骶骨韧带切断术
'di'qia'guan'jie'bing'sun'qie'chu'shu 骶髂关节病损切除术
'di'qia'guan'jie'gu'ding'shu 骶髂关节固定术
'di'qian'bing'sun'qie'chu'shu 骶前病损切除术
'di'qian'jiao'gan'shen'jing'qie'chu'shu 骶前交感神经切除术
'di'ren'dai'suo'duan'shu 骶韧带缩短术
'di'ren'dai'xuan'diao'shu 骶韧带悬吊术
'di'san'nao'shi'bing'sun'qie'chu'shu 第三脑室病损切除术
'di'shen'jing'ci'ji'dian'ji'qu'chu'shu 骶神经刺激电极取出术
'di'shen'jing'dian'ci'ji'qi'zhi'ru'shu 骶神经电刺激器置入术
'di'shen'jing'song'jie'shu 骶神经松解术
'di'si'nao'shi'bing'sun'qie'chu'shu 第四脑室病损切除术
'di'wei'bu'bing'sun'qie'chu'shu 骶尾部病损切除术
'di'wei'chan'qian'ban'hui'yin'qie'kai'shu 低位产钳伴会阴切开术
'di'wei'chan'qian'shu 低位产钳术
'di'wei'zi'gong'xia'duan'pou'gong'chan 低位子宫下段剖宫产
'di'zhui'bing'sun'qie'chu'shu 骶椎病损切除术
'di'zhui'zhi'gu'shu 骶椎植骨术
'dian'chu'chan 电除颤
'dian'ci'zhu'ting'qi'zhi'ru'shu 电磁助听器置入术
'dian'fang'she'xing'tong'wei'su'jin'ju'li'zhi'liao 碘放射性同位素近距离治疗
'dian'fang'she'xing'tong'wei'su'yuan'ju'li'zhi'liao 碘放射性同位素远距离治疗
'dian'fang'she'xing'tong'wei'su'zhu'she'zhi'liao 碘放射性同位素注射治疗
'dian'li'zi'tou'ru'liao'fa 电离子透入疗法
'dian'xi'gua'gong'shu 电吸刮宫术
'dian'xi'ren'liu'shu 电吸人流术
'dian'zhen'jing'luo'yang'liao'fa 电针经络氧疗法
'dian'zhen'mai'chong'liao'fa 电针脉冲疗法
'dian'zi'chang'jing'xia'jie'chang'xi'rou'qie'chu'shu 电子肠镜下结肠息肉切除术
'dian'zi'jie'chang'jing'jian'cha 电子结肠镜检查
'dian'zi'pang'guang'ci'ji'qi'zhi'ru'shu 电子膀胱刺激器置入术
'dian'zi'shu'niao'guan'ci'ji'qi'qu'chu'shu 电子输尿管刺激器去除术
'dian'zi'shu'niao'guan'ci'ji'qi'zhi'huan'shu 电子输尿管刺激器置换术
'dian'zi'shu'niao'guan'ci'ji'qi'zhi'ru'shu 电子输尿管刺激器置入术
'dian'zi'yuan'ju'li'fang'she'zhi'liao 电子远距离放射治疗
'die'dou'qie'chu'shu 蝶窦切除术
'die'e'shen'jing'jie'qie'chu'shu 蝶腭神经节切除术
'die'gu'dian'ji'cha'ru'shu 蝶骨电极插入术
'ding'ye'bing'sun'qie'chu'shu 顶叶病损切除术
'dong'jing'mai'lou'jia'bi'shu 动静脉瘘夹闭术
'dong'jing'mai'lou'jie'za'shu 动静脉瘘结扎术
'dong'jing'mai'lou'qie'duan'shu 动静脉瘘切断术
'dong'mai'cha'guan'shu 动脉插管术
'dong'mai'chuan'ci'shu 动脉穿刺术
'dong'mai'dao'guan'jie'za'shu 动脉导管结扎术
'dong'mai'dao'guan'san'du'shu 动脉导管伞堵术
'dong'mai'dao'guan'wei'bi'qie'duan'feng'he'shu 动脉导管未闭切断缝合术
'dong'mai'he'cheng'bu'pian'xiu'bu'shu 动脉合成补片修补术
'dong'mai'liu'bao'guo'shu 动脉瘤包裹术
'dong'mai'liu'jia'bi'shu 动脉瘤夹闭术
'dong'mai'liu'po'lie'xiu'bu'shu 动脉瘤破裂修补术
'dong'mai'liu'qie'chu'ban'wen'he'shu 动脉瘤切除伴吻合术
'dong'mai'liu'shuan'jie'shu 动脉瘤栓结术
'dong'mai'nei'mo'bo'tuo'shu 动脉内膜剥脱术
'dong'mai'xiu'bu'shu 动脉修补术
'dong'mai'ying'hua'jian'ce 动脉硬化检测
'dong'mai'zhi'ru'xin'zang'xue'guan'chong'jian'shu 动脉植入心脏血管重建术
'dong'mai'zhu'she'hua'liao'yao'wu 动脉注射化疗药物
'dong'mai'zu'zhi'bu'pian'xiu'bu'shu 动脉组织补片修补术
'duan'bi'zai'jie'shu 断鼻再接术
'duan'er'zai'zhi'shu 断耳再植术
'dui'bi'ji'jing'nang'zao'ying 对比剂精囊造影
'duo'dao'ren'gong'er'wo'zhi'huan'shu 多道人工耳蜗置换术
'duo'dao'ren'gong'er'wo'zhi'ru'shu 多道人工耳蜗置入术
'duo'dao'shui'mian'nao'dian'tu 多导睡眠脑电图
'duo'ge'kuang'bi'jian'ya'shu 多个眶壁减压术
'duo'gen'dao'guan'guan'zhuang'dong'mai'zao'ying 多根导管冠状动脉造影
'duo'ke'long'kang'ti'zhi'liao 多克隆抗体治疗
'duo'kuai'zhui'gu'rong'he 多块椎骨融合
'duo'tai'ren'shen'jian'tai'shu 多胎妊娠减胎术
'duo'tiao'yan'wai'ji'hou'xi'shu 多条眼外肌后徙术
'duo'tiao'yan'wai'ji'suo'duan'shu 多条眼外肌缩短术
'duo'yuan'guang'zi'fang'she'zhi'liao 多源光子放射治疗
'duo'zhi'jie'zhi'shu 多指截指术
'e'bi'guan'kuo'zhang 额鼻管扩张
'e'bu'pi'ban'bi'chong'jian'shu 额部皮瓣鼻重建术
'e'chui'bing'sun'qie'chu'shu 腭垂病损切除术
'e'chui'bu'fen'qie'chu'shu 腭垂部分切除术
'e'chui'huo'zu'zhi'jian'cha 腭垂活组织检查
'e'chui'lie'xiu'bu'shu 腭垂裂修补术
'e'chui'qie'chu'shu 腭垂切除术
'e'chui'qie'kai'shu 腭垂切开术
'e'dou'bing'sun'qie'chu'shu 额窦病损切除术
'e'gu'chong'jian'shu 额骨重建术
'e'ji'ban'jiao'zheng'shu 额肌瓣矫正术
'e'lie'shang'feng'he'shu 腭裂伤缝合术
'e'lie'xiu'bu'shu 腭裂修补术
'e'lie'xiu'bu'shu'ban'e'chui'xiu'bu'shu 腭裂修补术伴腭垂修补术
'e'lie'xiu'bu'shu'hou'xiu'zheng'shu 腭裂修补术后修正术
'e'lou'guan'xiu'bu'shu 腭瘘管修补术
'e'qie'kai'tan'cha'shu 腭切开探查术
'e'yan'cheng'xing'shu 腭咽成形术
'e'ye'bing'sun'qie'chu'shu 额叶病损切除术
'e'ye'qie'chu'shu 额叶切除术
'er'chui'ji'xing'jiao'zheng'shu 耳垂畸形矫正术
'er'chui'nong'zhong'qie'kai'yin'liu'shu 耳垂脓肿切开引流术
'er'chui'zao'kong'shu 耳垂造孔术
'er'da'shen'jing'wen'he'shu 耳大神经吻合术
'er'da'shen'jing'yi'zhi'shu 耳大神经移植术
'er'ding'ning'qu'chu 耳耵聍去除
'er'hou'bing'sun'qie'chu'shu 耳后病损切除术
'er'hou'lou'guan'xiu'bu'shu 耳后瘘管修补术
'er'hou'pi'fu'kuo'zhang'qi'zhi'ru'shu 耳后皮肤扩张器植入术
'er'jia'qiang'cheng'xing'shu 耳甲腔成形术
'er'jian'ban'ban'huan'cheng'xing'shu 二尖瓣瓣环成形术
'er'jian'ban'ban'zhou'lou'xiu'bu'shu 二尖瓣瓣周漏修补术
'er'jian'ban'bi'shi'kuo'zhang'shu 二尖瓣闭式扩张术
'er'jian'ban'ji'xie'ban'mo'zhi'huan'shu 二尖瓣机械瓣膜置换术
'er'jian'ban'sheng'wu'ban'mo'zhi'huan'shu 二尖瓣生物瓣膜置换术
'er'jian'ban'tan'cha'shu 二尖瓣探查术
'er'jing'jian'cha 耳镜检查
'er'kuo'cheng'xing'shu 耳廓成形术
'er'kuo'chong'jian'shu 耳廓重建术
'er'kuo'qie'chu'shu 耳廓切除术
'er'kuo'qing'chuang'shu 耳廓清创术
'er'kuo'que'sun'xiu'bu'shu 耳廓缺损修补术
'er'kuo'zhi'jia'qu'chu'shu 耳廓支架取出术
'er'kuo'zhi'jia'zhi'ru'shu 耳廓支架置入术
'er'kuo'zhi'pi'shu 耳廓植皮术
'er'nei'yi'wu'qu'chu 耳内异物去除
'er'qian'bing'sun'qie'chu'shu 耳前病损切除术
'er'qian'dou'dao'qie'chu'shu 耳前窦道切除术
'er'qian'lou'guan'qie'chu'shu 耳前瘘管切除术
'er'qian'nong'zhong'qie'kai'yin'liu'shu 耳前脓肿切开引流术
'er'qian'pi'fu'kuo'zhang'qi'zhi'ru'shu 耳前皮肤扩张器置入术
'er'wo'dian'ji'xiu'zheng'shu 耳蜗电极修正术
'er'wo'dian'tu 耳蜗电图
'er'you'li'pi'ban'yi'zhi'shu 耳游离皮瓣移植术
'er'yu'ting'li'shi'yan 耳语听力试验
'fa'te'shi'hu'fu'qie'chu'shu 法特氏壶腹切除术
'fa'yin'chong'jian'shu 发音重建术
'fa'yue'shi'si'lian'zheng'gen'zhi'shu 法乐氏四联症根治术
'fan'zui'ze'ren'ping'gu 犯罪责任评估
'fang'jian'ge'que'sun'bi'shi'san'du'xiu'bu'shu 房间隔缺损闭式伞堵修补术
'fang'jian'ge'que'sun'xiu'bu'shu 房间隔缺损修补术
'fang'jian'ge'que'sun'zu'zhi'bu'pian'xiu'bu'shu 房间隔缺损组织补片修补术
'fang'jiao'fen'li'shu 房角分离术
'fang'liao'hou'yan'wo'ao'xian'tian'chong'shu 放疗后眼窝凹陷填充术
'fang'she'fu'tie'qi'qu'chu'shu 放射敷贴器取出术
'fang'she'fu'tie'qi'zhi'ru'shu 放射敷贴器置入术
'fang'she'liao'fa 放射疗法
'fang'she'xing'li'zi'zhi'ru 放射性粒子置入
'fang'she'xing'se'yuan'ju'li'zhi'liao 放射性铯远距离治疗
'fang'she'xing'tong'wei'su'yuan'ju'li'zhi'liao 放射性同位素远距离治疗
'fang'she'xing'tong'wei'su'zhu'she 放射性同位素注射
'fei'bing'sun'qie'chu'shu 肺病损切除术
'fei'bing'sun'ya'hai'dao'leng'dong'shu 肺病损氩氦刀冷冻术
'fei'cai'se'chao'sheng'jian'cha 肺彩色超声检查
'fei'chang'ji'jian'mo'song'jie'shu 腓肠肌腱膜松解术
'fei'chang'shen'jing'yi'zhi'shu 腓肠神经移植术
'fei'chao'sheng'jian'cha 肺超声检查
'fei'chuan'ci'huo'zu'zhi'jian'cha 肺穿刺活组织检查
'fei'chuan'ci'shu 肺穿刺术
'fei'chuan'tou'xing'xiao'liang'qie'chu'shu 非穿透性小梁切除术
'fei'da'pao'feng'zha'shu 肺大泡缝扎术
'fei'dong'jing'mai'lou'shuan'se'shu 肺动静脉瘘栓塞术
'fei'dong'mai'ban'bi'shi'kuo'zhang'shu 肺动脉瓣闭式扩张术
'fei'dong'mai'ban'ji'xie'ban'mo'zhi'huan'shu 肺动脉瓣机械瓣膜置换术
'fei'dong'mai'ban'sheng'wu'ban'mo'zhi'huan'shu 肺动脉瓣生物瓣膜置换术
'fei'dong'mai'ban'tan'cha'shu 肺动脉瓣探查术
'fei'dong'mai'bu'fen'qie'chu'ban'wen'he'shu 肺动脉部分切除伴吻合术
'fei'dong'mai'huan'suo'shu 肺动脉环缩术
'fei'dong'mai'jie'za'shu 肺动脉结扎术
'fei'dong'mai'nei'mo'bo'tuo'shu 肺动脉内膜剥脱术
'fei'dong'mai'qian'ru'ya'jian'ce 肺动脉嵌入压监测
'fei'dong'mai'qiu'nang'kuo'zhang'cheng'xing'shu 肺动脉球囊扩张成形术
'fei'dong'mai'qiu'nang'kuo'zhang'cheng'xing'shu 腓动脉球囊扩张成形术
'fei'dong'mai'rong'he'shu 肺动脉融合术
'fei'dong'mai'shang'qiang'jing'mai'fen'liu'shu 肺动脉上腔静脉分流术
'fei'dong'mai'shuan'se'shu 肺动脉栓塞术
'fei'dong'mai'tan'cha'shu 肺动脉探查术
'fei'dong'mai'xiu'bu'shu 肺动脉修补术
'fei'dong'mai'xue'shuan'qie'chu'shu 肺动脉血栓切除术
'fei'dong'mai'ya'jian'ce 肺动脉压监测
'fei'dong'mai'zao'ying 肺动脉造影
'fei'gong'neng'ce'ding 肺功能测定
'fei'gu'bing'sun'qie'chu'shu 腓骨病损切除术
'fei'gu'bu'fen'qie'chu'shu 腓骨部分切除术
'fei'gu'chang'duan'ji'jian'yan'chang'shu 腓骨长短肌腱延长术
'fei'gu'gang'ban'nei'gu'ding'shu 腓骨钢板内固定术
'fei'gu'gang'zhen'nei'gu'ding'shu 腓骨钢针内固定术
'fei'gu'gu'zhe'bi'he'fu'wei'gang'ban'nei'gu'ding'shu 腓骨骨折闭合复位钢板内固定术
'fei'gu'gu'zhe'bi'he'fu'wei'gang'zhen'nei'gu'ding'shu 腓骨骨折闭合复位钢针内固定术
'fei'gu'gu'zhe'bi'he'fu'wei'luo'ding'nei'gu'ding'shu 腓骨骨折闭合复位螺钉内固定术
'fei'gu'gu'zhe'bi'he'fu'wei'shu 腓骨骨折闭合复位术
'fei'gu'gu'zhe'qie'kai'fu'wei'gang'ban'nei'gu'ding'shu 腓骨骨折切开复位钢板内固定术
'fei'gu'gu'zhe'qie'kai'fu'wei'gang'zhen'nei'gu'ding'shu 腓骨骨折切开复位钢针内固定术
'fei'gu'gu'zhe'qie'kai'fu'wei'luo'ding'nei'gu'ding'shu 腓骨骨折切开复位螺钉内固定术
'fei'gu'gu'zhe'qie'kai'fu'wei'shu 腓骨骨折切开复位术
'fei'gu'huo'zu'zhi'jian'cha 腓骨活组织检查
'fei'gu'kai'fang'xing'gu'zhe'qing'chuang'shu 腓骨开放性骨折清创术
'fei'gu'luo'ding'nei'gu'ding'shu 腓骨螺钉内固定术
'fei'gu'nei'gu'ding'wu'qu'chu'shu 腓骨内固定物取出术
'fei'gu'qie'chu'shu 腓骨切除术
'fei'gu'qu'gu'shu 腓骨取骨术
'fei'gu'si'gu'qu'chu'shu 腓骨死骨去除术
'fei'gu'sui'nei'zhen'nei'gu'ding'shu 腓骨髓内针内固定术
'fei'gu'wai'gu'ding'jia'qu'chu'shu 腓骨外固定架去除术
'fei'gu'wai'gu'ding'shu 腓骨外固定术
'fei'gu'xiao'tou'qie'chu'shu 腓骨小头切除术
'fei'gu'xie'xing'jie'gu'shu 腓骨楔形截骨术
'fei'gu'yan'chang'shu 腓骨延长术
'fei'gu'zhe'gu'shu 腓骨折骨术
'fei'gu'zhi'gu'shu 腓骨植骨术
'fei'guan'xi'shu 肺灌洗术
'fei'jian'rong'shu 肺减容术
'fei'jie'duan'qie'chu'shu 肺节段切除术
'fei'jing'mai'cheng'xing'shu 肺静脉成形术
'fei'jing'mai'zao'ying 肺静脉造影
'fei'ke'peng'zhang'xing'yin'jing'jia'ti'zhi'ru'shu 非可膨胀性阴茎假体置入术
'fei'lie'shang'xiu'bu'shu 肺裂伤修补术
'fei'men'lin'ba'jie'gen'zhi'xing'qie'chu'shu 肺门淋巴结根治性切除术
'fei'men'lin'ba'jie'qie'chu'shu 肺门淋巴结切除术
'fei'nei'yi'wu'qu'chu'shu 肺内异物取出术
'fei'pi'zhi'bo'chu'shu 肺皮质剥除术
'fei'qie'kai'yin'liu'shu 肺切开引流术
'fei'shen'jing'feng'he'shu 腓神经缝合术
'fei'shen'jing'song'jie'shu 腓神经松解术
'fei'shen'jing'wen'he'shu 腓神经吻合术
'fei'tong'wei'su'sao'miao 肺同位素扫描
'fei'xie'xing'qie'chu'shu 肺楔形切除术
'fei'xiu'bu'shu 肺修补术
'fei'ye'ban'lin'jin'fei'ye'jie'duan'qie'chu'shu 肺叶伴邻近肺叶节段切除术
'fei'ye'bu'fen'qie'chu'shu 肺叶部分切除术
'fei'ye'qie'chu'shu 肺叶切除术
