'a'fei 阿斐
'dao'cheng'rou'shen 道成肉身
'dao'de'lun'luo 道德沦落
'dao'gao 祷告
'dao'gao'chu'lai'de'neng'li 祷告出来的能力
'dao'gao'hui 祷告会
'dao'gao'sheng'huo 祷告生活
'dao'gao'shou'ce 祷告手册
'dao'ji'shi'cai'you'zhi'hui'ne 到几时才有智慧呢
'dao'lu'tong'da 道路通达
'dao'lu'zhen'li'sheng'ming'zai'qian'fang 道路真理生命在前方
'dao'wo'tuo'li'yi'huo 导我脱离疑惑
'dao'xue 道学
'de'diu 德丢
'de'er'nv'de'ming'fen 得儿女的名分
'de'guan'mian 得冠冕
'de'jian'zhu'rong'xing 得见主荣形
'de'jiu 得救
'de'jiu'de'ren 得救的人
'de'jiu'de'zhi'hui 得救的智慧
'de'la 德拉
'de'qin'jin'tian'fu 得亲近天父
'de'ren'shi'you'fu'de 的人是有福的
'de'rong'yao 得荣耀
'de'sa 得撒
'de'sa'jia'zai'ya'za 得撒家宰亚杂
'de'she'mian'qi'guo'zhe'gai'qi'zui'de 得赦免其过遮盖其罪的
'de'sheng 得胜
'de'sheng'de 得胜的
'de'sheng'sheng'ya'kai'ge'sheng'li 得胜生涯凯歌声里
'de'shi'fang 得释放
'de'shu 得赎
'de'xiang'ping'an 得享平安
'de'xiu'ru'cun'zai'wo'huai'li 的羞辱存在我怀里
'de'zhao'er'zi'de'ming'fen 得着儿子的名分
'de'zheng'jiu 得拯救
'deng'shan'bao'xun 登山宝训
'deng'shan'bian'xiang 登山变像
'deng'tai 灯台
'di'ben 底本
'di'bi 底壁
'di'bo'la 底波拉
'di'dan 底但
'di'dang'de'ren 抵挡的人
'di'dang'dong'yao 地当动摇
'di'dang'wo'di'ren'de'bao'nu 抵挡我敌人的暴怒
'di'dang'yi'duan 抵挡异端
'di'dang'zuo'nie'de 抵挡作孽的
'di'de'si'ji'dou'kan'jian 地的四极都看见
'di'dui 敌对
'di'er'ci'bu'dao'xing'cheng 第二次布道行程
'di'er'ci'jiang'lin 第二次降临
'di'ji'du 敌基督
'di'jia'bo'li 低加波利
'di'li 地理
'di'ma 底马
'di'mai'de'er'zi 底买的儿子
'di'men 底们
'di'mi'diu 底米丢
'di'mi'diu'yi'shi 底米丢一世
'di'na 底拿
'di'qiu'shang'de'sheng'ming 地球上的生命
'di'ren 敌人
'di'san'ci'bu'dao'xing'cheng 第三次布道行程
'di'shang'de'fei'tu 地上的肥土
'di'shang'zhong'sheng'zan'mei 地上众生赞美
'di'si'ci'bu'dao'xing'cheng 第四次布道行程
'di'sui'gai'bian 地虽改变
'di'tu'ma 低土马
'di'xiong 弟兄
'di'xiong'hui 弟兄会
'di'xiong'jie'mei'men 弟兄姐妹们
'di'xiong'men 弟兄们
'di'yi'ci'bu'dao'xing'cheng 第一次布道行程
'di'yu 地狱
'dian'ji 奠祭
'dian'qiang'kan'shang 殿墙坎上
'dian'yu 殿宇
'diao'yong'ma'ha'la'li'an'e 调用麻哈拉利暗俄
'ding'shi'de 定时的
'ding'shi'jia 钉十架
'ding'si'zai'shi'jia 钉死在十架
'ding'si'zai'shi'jia'ha'li'lu'ya 钉死在十架哈利路亚
'ding'yi 定义
'ding'zui 定罪
'diu'ni'xiu 丢尼修
'diu'si 丢斯
'diu'si'ao'lin'pa'si 丢斯奥林帕斯
'diu'si'shuang'zi 丢斯双子
'diu'te'fei 丢特腓
'dong'ni 东尼
'dong'sheng'xi'luo'yi'lun'hong'ri 东升西落一轮红日
'dou'dang'hen'e'zui'e 都当恨恶罪恶
'dou'dang'huan'hu 都当欢呼
'dou'gui'gei'ye'he'hua 都归给耶和华
'dou'gui'wo'zhu'wo'de'shen 都归我主我的神
'dou'kao'ni'huan'xin 都靠你欢欣
'dou'lai'kao'jin'zhu'xiong'huai 都来靠近主胸怀
'dou'lu'zi'shan 都鲁兹山
'dou'meng'xiu'kui 都蒙羞愧
'dou'shi'ni'zai'bao'hu 都是你在保护
'dou'wei'ni'suo'jian'li 都为你所建立
'dou'yao'zai'ye'he'hua'mian'qian'huan'hu 都要在耶和华面前欢呼
'dou'yin'ni'de'ming'huan'hu 都因你的名欢呼
'du'chuang 毒疮
'du'de'mo'xi'shi'san'shi 杜得模西士三世
'du'hai'de'wen'yi 毒害的瘟疫
'du'jing 读经
'du'jing'shou'ce 读经手册
'du'la 杜拉
'du'ma 度玛
'du'shen'lun 独神论
'du'xin'sheng'jing'zhang'lao'hui 笃信圣经长老会
'du'yi'yong'sheng'shang'zhu 独一永生上主
'du'ze 督责
'dui'sheng'ming'de'fan'ying 对生命的反应
'dui'ta'men'shuo'hua 对他们说话
'dui'yu'wei'lai'mei'you'yi'dian'xin'xin 对于未来没有一点信心
'dun'pai 盾牌
'duo'an'wei'he'ping 多安慰和平
'duo'bi'ya 多比雅
'duo'dan 多单
'duo'duo 朵多
'duo'er'shan'gang 多珥山冈
'duo'guo'gui'bai'ni 多国跪拜你
'duo'huan'xin'kuai'le 多欢欣快乐
'duo'jia 多加
'duo'li'mai 多利买
'duo'luo 堕落
'duo'ma 多马
'duo'mei'ti'sheng'jing 多媒体圣经
'duo'mi'tian 多米田
'duo'shen'lun 多神论
'duo'tan 多坍
'duo'yi'de'ren 多疑的人
'e'ba'bi'ya 俄巴比亚
'e'ba'di 俄巴底
'e'ba'di'ya'shu 俄巴底亚书
'e'ba'lu 俄巴路
'e'bei'de 俄备得
'e'bie'yi'dong 俄别以东
'e'de 俄德
'e'de'cheng 恶的城
'e'er'ba 俄珥巴
'e'fei 俄斐
'e'fei'le 俄斐勒
'e'li 俄立
'e'li'gen 俄利根
'e'mei'ge 俄梅戈
'e'mo'la 蛾摩拉
'e'mo'la'wang'bi'sha 蛾摩拉王比沙
'e'nan 俄南
'e'ren'bi'duo'shou'ku'chu 恶人必多受苦楚
'e'ren'bi'zhan'li'bu'zhu 恶人必站立不住
'e'ren'kua'sheng'yao'dao'ji'shi'ne 恶人夸胜要到几时呢
'e'ren'mao'sheng'ru'cao 恶人茂盛如草
'e'ren'xian'zai'suo'wa'de'keng'zhong 恶人陷在所挖的坑中
'e'tuo'nie 俄陀聂
'e'xia 轭下
'en'ci 恩赐
'en'dai 恩待
'en'dian 恩典
'en'dian'ci'ai'zhi'dao'wan'shi'dai 恩典慈爱直到万世代
'en'dian'shi'dai 恩典时代
'en'dian'zhi'lu 恩典之路
'en'hui 恩惠
'er'zhu'jiang'ci'xia'ci'xia 而主将赐下赐下
'fa'jiao 发酵
'fa'lao 法老
'fa'le 法勒
'fa'le'si 法勒斯
'fa'li'sai'ren 法利赛人
'fa'wang'de'shi'hou 发旺的时候
'fa'wang'zai'wo'men'shen'de'yuan'li 发旺在我们神的院里
'fan'di'gang'chao'ben 梵谛岗抄本
'fan'fu'zan'yang'chuang'zao'shen'en 反复赞扬创造深恩
'fan'guo'lu'de'ren'dou'qiang'duo'ta 凡过路的人都抢夺他
'fan'hong'hua 番红花
'fan'ji 燔祭
'fan'ji'ke'mu'yi'lai'xun'qiu'ye'su 凡饥渴慕义来寻求耶稣
'fan'lao'ku'zhong'dan'dang'qin'jin'ye'su 凡劳苦重担当亲近耶稣
'fan'ni'suo'qiu'ta'bu'tui'wei 凡你所求他不推诿
'fan'ni'suo'xu'ta'bi'yu'bei 凡你所需他必预备
'fan'pu'gui'zhen 返朴归真
'fan'shi'dou'meng'shen'en'juan 凡事都蒙神恩眷
'fan'ta'suo'zuo'de 凡他所作的
'fan'ta'suo'zuo'de'jin'dou'cheng'shi 凡他所做的尽都诚实
'fan'wo'zhong'ren'ge'song'tong'sheng 凡我众人歌颂同声
'fan'xin'li'mei'you'gui'zha 凡心里没有诡诈
'fan'xin'zhu'de'ren'men 凡信主的人们
'fan'you'qi'xi'dou'yao'lai'zan'mei'ta 凡有气息都要来赞美他
'fan'you'qi'xi'dou'yao'zan'mei 凡有气息都要赞美
'fang'dang'bu'fu'yue'shu 放荡不服约束
'fang'ji'hui 方济会
'fang'jiao 房角
'fang'ti'er 方提尔
'fang'xia'huang'jin'guan'mian 放下黄金冠冕
'fang'xia'yi'qie'zhong'dan 放下一切重担
'fang'zhou 方舟
'fei'bi 非比
'fei'du 肥犊
'fei'ge 非各
'fei'ji'lu 腓吉路
'fei'la'tie'fei 非拉铁非
'fei'lei 匪类
'fei'lei'dou'bi'xiang'jing'ji 匪类都必象荆棘
'fei'li 腓力
'fei'li'bi 腓立比
'fei'li'bi'shu 腓立比书
'fei'li'chuan'fu'yin'de 腓利传福音的
'fei'li'fen'feng'de'wang 腓利分封的王
'fei'li'men 腓立门
'fei'li'men'shu 腓利门书
'fei'li'shi 非利士
'fei'li'shi 非力士
'fei'li'shi'de'ji'bi'dun 非利士的基比顿
'fei'li'shi'de'wu'ge'cheng 非力士的五个城
'fei'li'shi'ren 非利士人
'fei'li'si 腓力斯
'fei'li'si'an 腓力斯安
'fei'li'si'shou'shen 腓力斯受审
'fei'li'tu 腓理徒
'fei'li'xi'lv'yi'shi 腓力希律一世
'fei'ni'ha 非尼哈
'fei'ni'ha'yi'li'ya'sa'zhi'zi 非尼哈以利亚撒之子
'fei'ni'ha'yi'li'zhi'zi 非尼哈以利之子
'fei'ni'ji 非尼基
'fei'ni'ji'ren 腓尼基人
'fei'pin 妃嫔
'fei'si'dou 腓斯都
'fei'si'dou 非斯都
'fei'xin'tu 非信徒
'fei'xu 废墟
'fei'yue'shi'kong'de'ling'yu 飞越时空的领域
'fei'yue'zai'zhe'lan'tian'hai'shang 飞跃在这蓝天海上
'fei'zi 榧子
'fen'bian'hao'dai 分辨好歹
'fen'bie'shan'e 分别善恶
'fen'bie'shan'e'de'shu 分别善恶的树
'fen'bie'wei'sheng 分别为圣
'fen'chang'men 粪厂门
'fen'dou'zhong'jian'zhong'yong'jun 奋斗中间忠勇军
'fen'feng'de'wang 分封的王
'fen'men'jie'dang 分门结党
'fen'men'jie'dang'de'ren 分门结党的人
'fen'mu 坟墓
'fen'ni 芬尼
'fen'rui'dang 奋锐党
'fen'shao'yao'dao'ji'shi'ne 焚烧要到几时呢
'fen'xiang 分享
'fen'xie'ai 分些爱
'fen'xie'guan'huai 分些关怀
'feng'bi'de'xin'zai'yi'ci'chang'kai 封闭的心再一次敞开
'feng'fu 丰富
'feng'mi 蜂蜜
'feng'pai'zuo'chuan'dao'de 奉派作传道的
'feng'qie 风茄
'feng'sheng'de'en'dian 丰盛的恩典
'feng'xian 奉献
'feng'xian'gei'shen 奉献给神
'feng'xian'hua 风仙华
'feng'xian'qi'qiu'mo'nian 奉献祈求默念
'feng'ye'su'de'ming 奉耶稣的名
'feng'yun'yu'xue'wan'qian'bian'hua 风云雨雪万千变化
'feng'zhu'chai'qian'jiang'lin 奉主差遣降临
'fou'ren 否认
'fu'bai 腐败
'fu'de'ci'ai'tong'zhi'wo'men 父的慈爱统治我们
'fu'fu'ni'bao'zuo'qian'jing'bai'ni 俯伏你宝座前敬拜你
'fu'fu'zai'di 俯伏在地
'fu'ge 副歌
'fu'huo 复活
'fu'huo'de'sheng'ming 复活的生命
'fu'huo'jie 复活节
'fu'jiu 俯就
'fu'ku 服苦
'fu'le'lai'lin 福乐来临
'fu'lei'fu'yin 符类福音
'fu'lv'jia 弗吕家
'fu'mu 父母
'fu'qin 父亲
'fu'ren 妇人
'fu'shen'she'zui'en'dian 父神赦罪恩典
'fu'shi 服事
'fu'shi'guan'huai 服事关怀
'fu'xing 复兴
'fu'xing'de'huo 复兴的火
'fu'xing'de'huo'sheng'ling'de'huo 复兴的火圣灵的火
'fu'xing'de'huo'yan'zheng'ran'shao 复兴的火焰正燃烧
'fu'xing'jiang'tan 复兴讲坛
'fu'yin 福音
'fu'yin'dao'chu 福音到处
'fu'yin'jiao'hui 福音教会
'fu'yin'shen'xue'de'ben'zhi 福音神学的本质
'fu'yin'shu'ji 福音书籍
'fu'yin'wang'zhi 福音网址
'fu'yin'xiao'chang 福音小唱
'fu'zhi 福祉
'fu'zi'sheng'ling'san'wei'yi'ti 父子圣灵三位一体
'fu'zi'yu'sheng'ling 父子与圣灵
'gai'en'fu'ren 盖恩夫人
'gai'ge'jiao 改革教
'gai'ge'zong'shen'xue 改革宗神学
'gai'ji 该吉
'gai'jiao'jia 改教家
'gai'jiao'ling'xiu 改教领袖
'gai'nan 该南
'gai'sa 该撒
'gai'sa'li'ya 该撒利亚
'gai'sa'li'ya'fei'li'bi 该撒利亚腓立比
'gai'ya'fa 该亚法
'gai'yin 该隐
'gai'you 该优
'gai'you 该犹
'gan'da'ji 干大基
'gan'dong 感动
'gan'en 感恩
'gan'ke'de'ling'bei'zhu'ai'chong'man 干渴的灵被主爱充满
'gan'kuai'lai'xiang'xin'ta 赶快来相信他
'gan'lan'mu 橄榄木
'gan'lan'shan 橄榄山
'gan'lan'shu 橄榄树
'gan'ni'ren 干尼人
'gan'niu'de'gun'zi 赶牛的棍子
'gan'quan'liu'zhu'lv'yin'nong 甘泉流注绿荫浓
'gan'shou'bi'po'bing'xiu'ru 甘受逼迫并羞辱
'gan'wo'zhong'nei'xin 感我众内心
'gan'xie'wo'zhu'zun'chong'wo'zhu 感谢我主尊崇我主
'gan'xie'ye'su 感谢耶稣
'gan'xie'ye'su'wo'de'jiu'zhu 感谢耶稣我的救主
'gang'bi'xi'si 刚比西斯
'gang'ying'de 刚硬的
'gao'chu 高处
'gao'chu'ju'zhu'jun'wang 高处居住君王
'gao'chu'shi'xing'tong'zhi 高处施行统治
'gao'da 高大
'gao'ge'song'yang'zan'mei'zhu'ming 高歌颂扬赞美主名
'gao'ju'bao'zuo'rong'yao'zhong 高居宝座荣耀中
'gao'ju'shuang'shou'jing'bai'ni'zhu 高举双手敬拜你主
'gao'ju'ye'su'sheng'ming 高举耶稣圣名
'gao'ma'ta 高马他
'gao'shan'huo'di'gu 高山或低谷
'gao'shan'huo'di'gu'zhu'dou'kan'gu 高山或低谷主都看顾
'gao'shan'you'gu'wo'ye'sen'lin 高山幽谷沃野森林
'gao'sheng'song'zhu'qi'miao'en'ci 高声颂主奇妙恩慈
'gao'su'wo'ni'shen'me'dou'ming'liao 告诉我你什么都明了
'gao'tong'jun'ling'jiang'he'hu'hai 高同峻岭江河湖海
'gao'yang 羔羊
'gao'zuo'zai'rong'yao'de'bao'zuo 高坐在荣耀的宝座
'ge'ba'li 葛巴力
'ge'bo 歌伯
'ge'cong'qi'lei 各从其类
'ge'er 歌珥
'ge'er'ban 各耳板
'ge'ge 歌革
'ge'ge'ta 各各他
'ge'jia'sa'ren 革迦撒人
'ge'la'sen 格拉森
'ge'la'xun 哥拉汛
'ge'lao'di'ya 革老底亚
'ge'lao'diu 革老丢
'ge'le'shi 革勒士
'ge'li 割礼
'ge'li 隔离
'ge'li'di 革哩底
'ge'li'mian 革利免
'ge'li'ya 歌利亚
'ge'lin'duo 哥林多
'ge'lin'duo'cheng 哥林多城
'ge'lin'duo'hou'shu 哥林多后书
'ge'lin'duo'qian'shu 哥林多前书
'ge'liu'ba 革流巴
'ge'luo'xi 歌罗西
'ge'luo'xi'shu 歌罗西书
'ge'mie 歌篾
'ge'ni'liu 哥尼流
'ge'ni'sa 革尼撒
'ge'ni'sa'le'hai'hu 革尼撒勒海湖
'ge'ni'sa'le'ping'yuan 革尼撒勒平原
'ge'ni'tu 革尼土
'ge'ni'ya 哥尼雅
'ge'ren'de'ze'ren 个人的责任
'ge'san 歌散
'ge'shan 歌珊
'ge'shun'de'zi'sun 革顺的子孙
'ge'shun'fei'ni'ha'de'zi'sun 革顺非尼哈的子孙
'ge'shun'li'wei'ren'yue'na'dan'zhi'fu 革舜利未人约拿单之父
'ge'shun'mo'xi'zhi'zi 革舜摩西之子
'ge'song'ni'zhi'gao'zhe'de'ming 歌颂你至高者的名
'ge'song'ta 歌颂他
'ge'song'ye'he'hua'zhi'gao'zhe'de'ming 歌颂耶和华至高者的名
'ge'te'wen 哥特文
'ge'xia 哥辖
'ge'yang 各样
'ge'yang'sheng'wu'yi'ji'shi'ren 各样生物以及世人
'ge'yin 戈印
'ge'yin'wang 戈印王
'ge'zai'yuan'chu 隔在远处
'ge'zai'yuan'fang 隔在远方
'ge'zi 鸽子
'gei'jiao'luo'zhong'shou'shang'de'ling'hun 给角落中受伤的灵魂
'gei'na'xie'bu'qi'yan'de'mian'kong 给那些不起眼的面孔
'gen'gu 亘古
'gen'ji 根基
'gen'sui'ta'xing'sheng'ming'feng'sheng 跟随他行生命丰盛
'geng'ke'wei'ju 更可畏惧
'geng'mei'de 更美的
'geng'wu'qiong'wu'jin 更无穷无尽
'geng'xin 更新
'geng'zheng'jiao 更正教
'gong'hui 公会
'gong'ji'wo'de'e'ren'shou'fa 攻击我的恶人受罚
'gong'ji'zuo'e'de 攻击作恶的
'gong'jing'qiu'zhu 恭敬求主
'gong'li'hui 公理会
'gong'mian'yang 公绵羊
'gong'min'de'quan'li 公民的权利
'gong'ren'jing'wen 公认经文
'gong'xuan'shang'zhu'chuang'zao'qi'gong 共宣上主创造奇功
'gong'yang'de'zhi'you 公羊的脂油
'gong'yi 公义
'gong'yi'de 公义的
'gong'yi'de'guan'mian 公义的冠冕
'gong'yi'de'jiao'shi 公义的教师
'gong'yi'he'gong'ping 公义和公平
'gong'yi'pan'duan 公义判断
'gong'yi'shen'pan'de'zhu 公义审判的主
'gong'yuan'qian 公元前
'gong'zheng 公正
'gong'zuo'lan'duo 工作懒堕
'gu'ba'lu 古巴鲁
'gu'dai'de'jun'wang 古代的君王
'gu'jin'jiang'lai'wan'shi'zhi'zong 古今将来万世之宗
'gu'li'an'wei'wo'zhong'xin 鼓励安慰我中心
'gu'li'nai 古利奈
'gu'lie 古列
'gu'lie'yuan'zhu 古列圆柱
'gu'long 古龙
'gu'men 古门
'gu'men 谷门
'gu'ni 古尼
'gu'sha'ya 古沙雅
'gu'shan 古珊
'gu'shan'li'sa'tian 古珊利萨田
'gu'shi 古实
'gu'shi 古示
'gu'shi'han'de'er'zi 古实含的儿子
'gu'shi'ren 古示人
'gu'shi'wang 古实王
'gu'ta 古他
'gua'fu 寡妇
'guan'hu'wo'de'yi'qie'jiu'en 关乎我的一切救恩
'guan'hui'tang 管会堂
'guan'jiao 管教
'guan'jiao'lie'bang'de 管教列邦的
'guan'li 管理
'guan'mian 冠冕
'guang'mao 广袤
'guang'ming'zhi'zhong'xi'yue'zhi'yin 光明之中喜悦之音
'guang'ming'zhi'zi 光明之子
'gui'dao'ta'men'shen'shang 归到他们身上
'gui'ge'li'qi'shi 贵格利七世
'gui'mo 鬼魔
'gui'pi 桂皮
'gui'san'yi'miao'shen 归三一妙身
'gui'shu 桂树
'gui'xin'ji'du 归信基督
'gui'yu'wu'you 归于无有
'gui'zheng 归正
'gui'zheng'jiao'hui 归正教会
'gui'zhu 归主
'guo'cheng 过程
'guo'du 国度
'guo'du'shi'dai 国度时代
'guo'yuan 果园
'ha'ba'gu 哈巴谷
'ha'ba'gu'shu 哈巴谷书
'ha'bi'lu 哈比鲁
'ha'da 哈大
'ha'da 哈达
'ha'da'di'xie 哈大底谢
'ha'da'lin'men 哈达临门
'ha'duo'lan 哈多兰
'ha'er'xi'men'kou 哈珥西门口
'ha'fei'la 哈腓拉
'ha'gai 哈该
'ha'gai'shu 哈该书
'ha'ge'mo'ni'ren 哈革摩尼人
'ha'ji 哈及
'ha'jia'li'ya 哈迦利亚
'ha'jia'tan 哈加坦
'ha'la'ren 哈拉人
'ha'la'ren'sha'ma 哈拉人沙玛
'ha'la'ren'ya'ji 哈拉人亚基
'ha'lan 哈兰
'ha'lan'a'sha'li'fu 哈兰阿沙立夫
'ha'lei 哈垒
'ha'li'lu'ya 哈利路亚
'ha'li'lu'ya'ha'li'lu'ya 哈利路亚哈利路亚
'ha'li'lu'ya'ha'li'lu'ya'zan'mei'zhu 哈利路亚哈利路亚赞美主
'ha'li'lu'ya'ni'yi'de'sheng 哈利路亚你已得胜
'ha'li'lu'ya'o 哈利路亚哦
'ha'li'lu'ya'quan'neng'de'chuang'zao 哈利路亚全能的创造
'ha'li'lu'ya'zan'mei'zhu 哈利路亚赞美主
'ha'li'lu'ya'zhu'wo'cheng'song'ni 哈利路亚主我称颂你
'ha'lv 哈律
'ha'lv'ren 哈律人
'ha'lv'ren'yi'li'jia 哈律人以利加
'ha'ma 哈马
'ha'ma'kou 哈马口
'ha'ma'ren 哈马人
'ha'ma'suo'ba 哈马琐巴
'ha'mai 哈麦
'ha'man 哈曼
'ha'mi'da'ta 哈米大他
'ha'mi'ji'duo'dun 哈米吉多顿
'ha'mi'ya 哈米亚
'ha'mo 哈抹
'ha'na 哈拿
'ha'na'ni'de'er'zi'ye'hu 哈拿尼的儿子耶户
'ha'na'ni'ni'xi'mi'zhi'di'xiong 哈拿尼尼希米之弟兄
'ha'na'ni'ya'ji'si 哈拿尼雅祭司
'ha'na'ni'ya'jia'xian'zhi 哈拿尼雅假先知
'ha'na'ni'ya'sha'de'la 哈拿尼雅沙得拉
'ha'na'ni'ya'suo'luo'ba'bo 哈拿尼雅所罗巴伯
'ha'na'ni'ye'hu'zhi'fu 哈拿尼耶户之父
'ha'nan 哈难
'ha'nan'ye 哈楠业
'ha'nei'si 哈内斯
'ha'nen 哈嫩
'ha'nuo 哈诺
'ha'sa'ha'ti'gan 哈撒哈提干
'ha'sa'ma'fei 哈萨玛非
'ha'sa'shu'ya 哈萨书亚
'ha'sa'ta'ma 哈萨他玛
'ha'suo 哈琐
'ha'ta 哈塔
'ha'ta'bu'gai'bian 哈它不改变
'ha'xi'dian'pai 哈西典派
'ha'xi'xun'ta'ma 哈洗逊他玛
'ha'xue 哈薛
'ha'xue'su'nv'wang 哈雪苏女王
'hai'tian'yun'shan'chou'he 海天云山酬和
'hai'wai'chuan'dao'cha'hui 海外传道差会
'han'mo'la'bi 汉摩拉比
'han'zhi'zi 含之子
'hao'guan'xian'shi'de 好管闲事的
'hao'jiao 号角
'hao'lan 浩兰
'hao'liu'ren'xue'nong'gui'zha'de 好流人血弄诡诈的
'hao'mu'ren 好牧人
'hao'rang'wo'yi'sheng 好让我一生
'hao'ru'he'jiang 浩如河江
'hao'sa'ma'li'ya'ren 好撒玛利亚人
'hao'si'wan'zhan'guang'yao'ming'deng 好似万盏光耀明灯
'hao'xian'ming'ye'he'hua'shi'zheng'zhi'de 好显明耶和华是正直的
'hao'xiang'bei'sha'de'ren 好象被杀的人
'he'ba 何巴
'he'cheng 阖城
'he'cheng'de'ren 阖城的人
'he'cheng'zheng'ge'guang'ming'xi'tong 合成整个光明系统
'he'deng'de'xu'kong'ne 何等的虚空呢
'he'er'ma 何珥玛
'he'fu'ni 何弗尼
'he'gui'jia'de'yi'shang'wei'zhuang'shi 和贵价的衣裳为妆饰
'he'hao 和好
'he'he'ben 和合本
'he'he'ben'sheng'jing 和合本圣经
'he'he'ben'xiu'ding'ben 和合本修订本
'he'hu'na'chun'zheng'de'dao'li 合乎那纯正的道理
'he'ke 赫克
'he'le'ke 赫勒克
'he'li'an'ren 何利安人
'he'li'ren 何利人
'he'lie'shan 何烈山
'he'liu 河流
'he'liu'duo'lu 赫流多鲁
'he'liu'po'li 赫流坡利
'he'ping'lin'shi'jie 和平临世界
'he'ping'zhi'jun 和平之君
'he'qi'zhong'suo'chong'man'de'peng'pai 和其中所充满的澎湃
'he'ren 赫人
'he'ren'wu'li'ya 赫人乌利亚
'he'ren'yi'lun'de'nv'er'ba'shi'mo 赫人以伦的女儿巴实抹
'he'sa'na 和撒那
'he'wo'yi'qie'suo'xiang'wang'de 和我一切所想望的
'he'xi'a 何西阿
'he'xi'a'shu 何西阿书
'he'xi'a'zhi'qi 何西阿之妻
'he'xi'ya 何细亚
'he'xi'ya 何西亚
'he'yang'wang'ta'ci'ai'de'ren 和仰望他慈爱的人
'he'yi 合宜
'he'zhu'zai'qi'jian'de'ye'yao'fa'sheng 和住在其间的也要发声
'hei'an 黑暗
'hei'an'bi'sheng'ming 黑暗蔽圣明
'hei'an'yi'jing'li'wo'men'hao'yuan 黑暗已经离我们好远
'hei'an'zhi'zai 黑暗之灾
'hei'an'zhong'de'guang'mang 黑暗中的光芒
'hei'ben 黑本
'hei'fang'jian'shi'bei 黑方尖石碑
'hei'men'shan 黑门山
'hei'mo'qi'ni 黑摩其尼
'hei'ye'bai'ri 黑夜白日
'hong'dao'shu'shi 宏道书室
'hong'dou 红豆
'hong'fu'ling'ming'jie'ji'yu'zhu 宏福令名皆集于主
'hong'hai 红海
'hong'ma'nao 红玛瑙
'hong'shui 洪水
'hou'qian'xi'nian 后千禧年
'hou'qian'xi'nian'pai 后千禧年派
'hou'xian'xian 后显现
'hou'yi 后裔
'hu'er 户珥
'hu'fan 户反
'hu'han'ba'shen'de'bai'xing'hu'han'ba 呼喊吧神的百姓呼喊吧
'hu'jiao 护教
'hu'jiao'wen'da 护教问答
'hu'jiao'xue 护教学
'hu'lai 户莱
'hu'lan 户兰
'hu'lan'ya'bi 户兰亚比
'hu'le 户勒
'hu'le'da 户勒大
'hu'li 户利
'hu'li 护理
'hu'pin 户品
'hu'ping 户平
'hu'qiu 呼求
'hu'sha 户沙
'hu'sha'ren 户沙人
'hu'sha'ren'mi'ben'nai 户沙人米本乃
'hu'shai 户筛
'hu'shai'de'er'zi'ba'na 户筛的儿子巴拿
'hu'shan 户珊
'hu'wei'men 护卫门
'hu'wo'mian'zai'hai 护我免灾害
'hu'zhao 呼召
'hua'de'kai'se 华德凯瑟
'hua'hui'shu'mu'mei'li'qing'cong 花卉树木美丽青葱
'hua'zhi'shuo 化质说
'huai'te'fei 怀特腓
'huan'hu'ge'song 欢呼歌颂
'huan'jing'xun'tao'zao'xi'guan 环境熏陶造习惯
'huan'le'an'xi'hai'ban'shen 欢乐安息海般深
'huan'le'wu'qiong'jin 欢乐无穷尽
'huan'nan'bao'ying 患难报应
'huan'nan'de'an'ning 患难得安宁
'huan'nan'zhong 患难中
'huan'nan'zhong'de'xi'le 患难中的喜乐
'huan'qi'wo'men'song'zhu'xin 唤起我们颂主心
'huan'ran'gong'jing'zan'yang'shang'zhu 欢然恭敬赞扬上主
'huan'ran'xiang'zhu'gong'jing'zan'yang 欢然向主恭敬赞扬
'huan'ran'zhan'yang'sheng'ming 欢然瞻仰圣明
'huan'rao'jing'hai'zhi'bin 环绕晶海之滨
'huan'xin'kuai'le'jin'zhu'yuan'ting 欢欣快乐进主院庭
'huang'chong 蝗虫
'huang'miao 荒渺
'huang'miao'de'yan'yu 荒渺的言语
'huang'miao'wu'ping'de'hua'yu 荒渺无凭的话语
'huang'mo'gan'quan 荒漠甘泉
'huang'yan'de'ling 谎言的灵
'hui'bang 毁谤
'hui'bian 汇编
'hui'dao'ni'shen'pang 回到你身旁
'hui'du 会督
'hui'fu'ni'zao'de'xing'xiang 恢复你造的形象
'hui'gai 悔改
'hui'gai'zhi'lu 悔改之路
'hui'guo 悔过
'hui'huai 毁坏
'hui'huang'can'lan'xian'zhu'guang'rong 辉煌灿烂显主光荣
'hui'mie 毁灭
'hui'mu 会幕
'hui'she 虺蛇
'hui'tang 会堂
'hui'wu'bao'gao 会务报告
'hui'yi 会议
'hui'yi'gan'shi 会议干事
'hui'ying'tian'shi'hong'liang'sheng'yin 回应天使洪亮声音
'hui'zhong 会众
'hui'zhong'zhi 会众制
'hui'zhuan 回转
'hun'dun'chu'kai'shen'en'zhang'xian 混沌初开神恩彰显
'hun'yin 婚姻
'huo'hu 火湖
'huo'huan'bi'bu'lin'dao'ni 祸患必不临到你
'huo'po'you'jing'xing 活泼又儆醒
'huo'shi'bai'ri'fei'de'jian 或是白日飞的箭
'huo'shi'tang'wo'zai'yin'an'de'you'gu 或是躺卧在阴暗的幽谷
'huo'shi'wu'jian'mie'ren'de'du'bing 或是午间灭人的毒病
'huo'zai'sheng'ling'zhong 活在圣灵中
