'a'er'ji'li'ya 阿尔及利亚
'bi'suo'yu'le'dian'hua 闭锁娱乐电话
'bi'te 比特
'bi'te'guan'dao 比特管道
'bi'te'jian'cha'ji'ou'jiao'yan 比特间插奇偶校验
'bi'te'jiao'cha'ji'ou'jiao'yan 比特交叉奇偶校验
'bi'te'jiao'cuo'dian'bao 比特交错电报
'bi'te'jiao'zhi 比特交织
'bi'te'kuai 比特块
'bi'te'liu 比特流
'bi'te'lv 比特率
'bi'te'mei'miao 比特每秒
'bi'te'tou'ming'xing 比特透明性
'bi'te'xu'lie'du'li'xing 比特序列独立性
'bi'tian'de'yu 必填的域
'bi'xing'she'shu'tian'xian 笔形射束天线
'bi'xing'yan'shen 鼻形延伸
'bi'yao'dai'kuan 必要带宽
'bi'yao'hui'bao'lv 必要回报率
'bi'ye'sheng'zhao'pin 毕业生招聘
'bi'zhi'yin 币值音
'bi'zhong 币种
'bian'chang'bian'ma 变长编码
'bian'chang'zi'duan 变长字段
'bian'dai 边带
'bian'dai'gan'rao 边带干扰
'bian'dong'cheng'ben 变动成本
'bian'dong'cheng'ben'fa 变动成本法
'bian'dong'lv 变动率
'bian'fa'she'fa'guang'er'ji'guan 边发射发光二极管
'bian'fu'yi'pan 蝙蝠翼盘
'bian'fu'yi'xing'tian'xian 蝙蝠翼形天线
'bian'ge'chang'dao'ren 变革倡导人
'bian'ge'dai'yan'ren 变革代言人
'bian'ge'dian 变革点
'bian'ge'fang'an 变革方案
'bian'ge'guan'li 变革管理
'bian'ge'jie'shou'du 变革接受度
'bian'ge'jie'shou'du'ping'gu 变革接受度评估
'bian'ge'jin'du'zhi'biao 变革进度指标
'bian'ge'xu'qiu'zhi'dao'wei'yuan'hui 变革需求指导委员会
'bian'ge'zhi'chi'qu'xian 变革支持曲线
'bian'geng'kong'zhi 变更控制
'bian'geng'kong'zhi'cheng'xu 变更控制程序
'bian'geng'kong'zhi'wei'yuan'hui 变更控制委员会
'bian'geng'qing'qiu'biao'ge 变更请求表格
'bian'geng'qing'qiu'ji'lu 变更请求记录
'bian'geng'shen'ji 变更审计
'bian'geng'shen'shi'xiao'zu 变更审视小组
'bian'hao'fang'an 编号方案
'bian'hao'fang'an'biao'zhi 编号方案标识
'bian'huan'bian'ma 变换编码
'bian'ji'mo'shi 编辑模式
'bian'ji'wang 边际网
'bian'ji'xiao'guo 边际效果
'bian'ji'yu'yan 编辑语言
'bian'jie'fang'hu 边界防护
'bian'jie'lu'you'qi 边界路由器
'bian'jie'ma 编解码
'bian'jie'ma'neng'li'lie'biao 编解码能力列表
'bian'jie'sao'miao 边界扫描
'bian'jie'sao'miao'ce'shi'gong'ju 边界扫描测试工具
'bian'jie'shi'zhong 边界时钟
'bian'jie'wang'guan'gong'neng 边界网关功能
'bian'jie'wang'guan'xie'yi 边界网关协议
'bian'jie'zhi'fen'xi 边界值分析
'bian'ju 边距
'bian'kuang 边框
'bian'li 遍历
'bian'li'gui'ze 遍历规则
'bian'li'wen'jian'jia 遍历文件夹
'bian'liang'bang'ding 变量绑定
'bian'liang'biao'da'shi 变量表达式
'bian'liang'can'shu 变量参数
'bian'liang'jie'wei'fen'pei'biao 变量结尾分配表
'bian'ma 编码
'bian'ma'fu'he'chuan'shu'xin'dao 编码复合传输信道
'bian'ma'he'jie'ma 编码和解码
'bian'ma'su'lv 编码速率
'bian'ma'xin'hao 编码信号
'bian'mo'yi'zhi'bi 边模抑制比
'bian'pai'luo'ji 编排逻辑
'bian'pin 变频
'bian'pin'ji 变频机
'bian'pin'qi 变频器
'bian'pin'she'bei 变频设备
'bian'ping'dian'lan'lian'jie'qi 扁平电缆连接器
'bian'ping'feng'zhuang 扁平封装
'bian'ping'hua 扁平化
'bian'ping'hua'guan'li 扁平化管理
'bian'ping'hua'zu'zhi'jie'gou 扁平化组织结构
'bian'ping'shuang'jiao'xian 扁平双绞线
'bian'ping'xin'zi'jie'gou 扁平薪资结构
'bian'rong'er'ji'guan 变容二极管
'bian'she 边射
'bian'sheng 变声
'bian'wei 变位
'bian'xie'dian'hua 便携电话
'bian'xie'dian'zi'you'jian 编写电子邮件
'bian'xie'shi'ji'suan'ji 便携式计算机
'bian'xie'shi'tai'zhan 便携式台站
'bian'xie'shi'zai'ti'she'bei 便携式载体设备
'bian'ya'qi'dian'lan 变压器电缆
'bian'yan'mang'luan 边沿忙乱
'bian'yi'cheng'xu 编译程序
'bian'yi'jin'cheng 编译进程
'bian'yi'yu'yan 编译语言
'bian'yi'zhi'shi 编译指示
'bian'yuan'dao'bian'yuan'de'wei'xian'lu'fang'zhen 边缘到边缘的伪线路仿真
'bian'yuan'duan'kou 边缘端口
'bian'yuan'fu'wu'lu'you'qi 边缘服务路由器
'bian'yuan'fu'wu'qi 边缘服务器
'bian'yuan'jiao'huan'ji 边缘交换机
'bian'yuan'jie'dian'he'fu'zhu'bian'yuan'jie'dian 边缘节点和辅助边缘节点
'bian'yuan'lu'you'qi 边缘路由器
'bian'yuan'rao'she 边缘绕射
'bian'yuan'shan'shuo 边缘闪烁
'bian'yuan'wang'guan 边缘网关
'bian'zhi 编址
'bian'zhi'di'zhi 变址地址
'bian'zhuang'tian'xian 鞭状天线
'bian'zi'xiao'ying 鞭子效应
'biao'cheng'bai 标称白
'biao'cheng'guang'yuan'lei'xing 标称光源类型
'biao'cheng'gui'dao'wei'zhi 标称轨道位置
'biao'cheng'hei 标称黑
'biao'cheng'ke'yong'chang'qiang 标称可用场强
'biao'cheng'ma'su'tiao'zheng'bi 标称码速调整比
'biao'cheng'ma'su'tiao'zheng'su'lv 标称码速调整速率
'biao'cheng'xin'hao'zhen'fu 标称信号振幅
'biao'cheng'zhi 标称值
'biao'chi'xing 标尺行
'biao'dan'gong'xiang 表单共享
'biao'gan'ce'shi 标杆测试
'biao'gan'fen'xi 标竿分析
'biao'gan'guan'li 标杆管理
'biao'gan'you'shang 标杆友商
'biao'gan'yuan'gong 标杆员工
'biao'ge'fu'gai 表格覆盖
'biao'ge'ge'shi'shu'ju'liu 表格格式数据流
'biao'ge'shan'xian 表格闪现
'biao'hao'xun'huan'xi'tong'xun'huan 标号循环系统循环
'biao'ji 标记
'biao'ji'bian'yuan'lu'you'qi 标记边缘路由器
'biao'ji'kong'zhi'xin'xi 标记控制信息
'biao'ji'mo'shi 标记模式
'biao'ji'tong'bu 标记同步
'biao'ji'xie'yi'xin'xi 标记协议信息
'biao'ji'zhen 标记帧
'biao'kong'jian 表空间
'biao'liang'pei'zhi'xiang 表量配置项
'biao'liang'pei'zhi'xiang 标量配置项
'biao'mian'bo 表面波
'biao'mian'bo'bo'dao 表面波波导
'biao'mian'bo'tian'xian 表面波天线
'biao'mian'ce'shi 表面测试
'biao'mian'dian'zu 表面电阻
'biao'mian'jiao'ti'fa'guang 表面交替发光
'biao'mian'jue'yuan'dian'zu 表面绝缘电阻
'biao'mian'mo'sha 表面磨沙
'biao'mian'shang'de'pian'cha 表面上的偏差
'biao'mian'tie'zhuang'ji'shu 表面贴装技术
'biao'qian 标签
'biao'qian'fen'fa 标签分发
'biao'qian'fen'fa'xie'yi 标签分发协议
'biao'qian'ji 标签机
'biao'qian'jiao'huan'lu'jing 标签交换路径
'biao'qian'jiao'huan'lu'you'qi 标签交换路由器
'biao'qian'kong'jian 标签空间
'biao'qian'tou 标签头
'biao'qian'tu'xiang'wen'jian'ge'shi 标签图像文件格式
'biao'qian'yin'dao 标前引导
'biao'qian'zhuan'fa'biao 标签转发表
'biao'qing 标清
'biao'qing'dian'shi 标清电视
'biao'qing'fu 表情符
'biao'sao'miao 表扫描
'biao'ti'ma 标题码
'biao'tie'lian'jie'qi 表贴连接器
'biao'wai'rong'zi 表外融资
'biao'zhi'fu 标识符
'biao'zhi'qing'qiu 标识请求
'biao'zhi'she'zhi 标志设置
'biao'zhi'shu'ju 标识数据
'biao'zhi'wei 标志位
'biao'zhi'xin'dao 标志信道
'biao'zhun'bu'jian 标准部件
'biao'zhun'cai'gou'ding'dan 标准采购订单
'biao'zhun'cao'zuo 标准操作
'biao'zhun'cao'zuo'liu'cheng 标准操作流程
'biao'zhun'chan'pin'cheng'ben 标准产品成本
'biao'zhun'chuan'bo 标准传播
'biao'zhun'dan'wei'cheng'ben 标准单位成本
'biao'zhun'dan'wei'yun'zhuan'gong'shi 标准单位运转工时
'biao'zhun'dan'wei'zhuan'huan 标准单位转换
'biao'zhun'ding'wei'ye'wu 标准定位业务
'biao'zhun'fei'lv 标准费率
'biao'zhun'fen'lu 标准分录
'biao'zhun'gong'shi 标准工时
'biao'zhun'gong'shi'biao 标准工时表
'biao'zhun'gong'shi'zhi'du 标准工时制度
'biao'zhun'gong'ye'dai'ma 标准工业代码
'biao'zhun'gong'zi'lv 标准工资率
'biao'zhun'gui'ge'zhi'ren'tong 标准规格之认同
'biao'zhun'hua'ce'shi'ji'bian'du 标准化测试畸变度
'biao'zhun'hua'shang'yong'ruan'jian'bao 标准化商用软件包
'biao'zhun'huo'dong 标准活动
'biao'zhun'ji'qi'she'zhi'gong'shi 标准机器设置工时
'biao'zhun'jie'shou 标准接收
'biao'zhun'li'san'zuo'ye 标准离散作业
'biao'zhun'pin'lv 标准频率
'biao'zhun'pin'lv'he'shi'jian'xin'hao'tai 标准频率和时间信号台
'biao'zhun'pin'lv'he'shi'jian'xin'hao'ye'wu 标准频率和时间信号业务
'biao'zhun'shen'qing'ti'jiao 标准申请提交
'biao'zhun'shi'jian 标准时间
'biao'zhun'shi'jian'xin'hao'fa'she 标准时间信号发射
'biao'zhun'shu'zi'xin'hao 标准数字信号
'biao'zhun'tiao'kuan 标准条款
'biao'zhun'tong'yong'biao'ji'yu'yan 标准通用标记语言
'biao'zhun'tong'zhi'dan'lan'mu 标准通知单栏目
'biao'zhun'wu'liao'dan 标准物料单
'biao'zhun'wu'xi'shou'chang'qiang 标准无吸收场强
'biao'zhun'wu'xian'dian'da'qi'ceng 标准无线电大气层
'biao'zhun'wu'xian'dian'di'ping'xian 标准无线电地平线
'biao'zhun'xiang'mu 标准项目
'biao'zhun'xu'ni'ju'yu'wang 标准虚拟局域网
'biao'zhun'xun'hu'xie'yi 标准寻呼协议
'biao'zhun'yin 标准音
'biao'zhun'yu'ce 标准预测
'biao'zhun'yu'e 标准余额
'biao'zhun'zhe'she 标准折射
'biao'zhun'zhi 标准值
'biao'zhun'zhi'gui'ze'ji 标准值规则集
'biao'zhun'zhi'lai'yuan 标准值来源
'biao'zhun'zhi'neng'wang 标准智能网
'bie'ming 别名
'bie'ming'biao'ji 别名标记
'bing'chuan'zhuan'huan 并串转换
'bing'du 病毒
'bing'du'shi'ying'xiao 病毒式营销
'bing'fa 并发
'bing'fa'cao'zuo 并发操作
'bing'fa'ye'wu 并发业务
'bing'fa'yong'hu'shu 并发用户数
'bing'fa'zhi'xing 并发执行
'bing'gui 并柜
'bing'gui'lian'jie'ban 并柜连接板
'bing'jia 病假
'bing'lie'pin'pai'hai'bao 并列品牌海报
'bing'shan'mo'xing 冰山模型
'bing'tui 病退
'bing'xing'chan'pin'kai'fa 并行产品开发
'bing'xing'chu'li 并行处理
'bing'xing'chu'li'xu'ke'zheng 并行处理许可证
'bing'xing'chuan'shu 并行传输
'bing'xing'cun'qu 并行存取
'bing'xing'gan'rao'di'xiao 并行干扰抵消
'bing'xing'gong'cheng 并行工程
'bing'xing'guan'li'qi 并行管理器
'bing'xing'kai'fa'liu'cheng 并行开发流程
'bing'xing'lun'xun 并行轮询
'bing'xing'pai'dui 并行排队
'bing'xing'qi 并行器
'bing'xing'shen'qing 并行申请
'bing'xing'suan'fa 并行算法
'bing'xing'zi'yuan 并行资源
'bing'zu 并组
'bo'bei 拨备
'bo'chang 波长
'bo'chang'bao'hu'zi'wang 波长保护子网
'bo'chang'bao'hu'zu 波长保护组
'bo'chang'he'bing'ce'lue 波长合并策略
'bo'chang'ke'tiao'guang'mo'kuai 波长可调光模块
'bo'chang'suo'ding'qi 波长锁定器
'bo'chang'suo'duan'yin'zi 波长缩短因子
'bo'chang'tong'dao'bao'hu'huan 波长通道保护环
'bo'chang'wen'ding'du 波长稳定度
'bo'chang'wen'ding'xing 波长稳定性
'bo'chang'zhuan'huan 波长转换
'bo'dao'bang 波导棒
'bo'dao'bo'chang 波导波长
'bo'dao'chuang 波导窗
'bo'dao'dian'pian 波导垫片
'bo'dao'dian'quan 波导垫圈
'bo'dao'fa'lan 波导法兰
'bo'dao'gao'du 波导高度
'bo'dao'hou'du 波导厚度
'bo'dao'kai'guan 波导开关
'bo'dao'kong'qiang 波导空腔
'bo'dao'lv'bo'qi 波导滤波器
'bo'dao'mo 波导模
'bo'dao'se'san 波导色散
'bo'dao'tiao'jie'qi 波导调节器
'bo'dao'tong'feng'ban 波导通风板
'bo'dao'wan'tou 波导弯头
'bo'dao'xi'feng'tian'xian 波导隙缝天线
'bo'dong'kai'guan 拨动开关
'bo'duan 波段
'bo'duan'kuo'zhan 波段扩展
'bo'duo'dian'bao 博多电报
'bo'fang 播放
'bo'fang'du'du'yin 播放嘟嘟音
'bo'fang'huan'ying'ci 播放欢迎词
'bo'fang'hui'ling'yin 播放回铃音
'bo'fang'hun'he'yin 播放混和音
'bo'fen'ce 波分侧
'bo'fen'fang'wen'dian 波分访问点
'bo'fen'fu'yong 波分复用
'bo'fen'fu'yong'zhong'duan 波分复用终端
'bo'feng'han'ji 波峰焊机
'bo'hao 拨号
'bo'hao'chi'xu'shi'jian 拨号持续时间
'bo'hao'chuan 拨号串
'bo'hao'fu'wu 拨号服务
'bo'hao'pan 拨号盘
'bo'hao'qian'zhui 拨号前缀
'bo'hao'shang'wang 拨号上网
'bo'hao'shi'bie'ma 拨号识别码
'bo'hao'shi'jian 拨号时间
'bo'hao'yin 拨号音
'bo'hao'yin'shi'yan 拨号音时延
'bo'hao'yong'hu'yuan'cheng'ren'zheng'fu'wu 拨号用户远程认证服务
'bo'hao'zhang'hu 拨号帐户
'bo'ke 播客
'bo'kuan 拨款
'bo'li 剥离
'bo'li 玻璃
'bo'li'yu'gang 玻璃鱼缸
'bo'ma'kai'guan 拨码开关
'bo'mo'bo'dao 薄膜波导
'bo'mo'er'ji'guan 薄膜二极管
'bo'mo'jing'ti'guan 薄膜晶体管
'bo'mo'kai'guan 薄膜开关
'bo'qian 波前
'bo'ru'hao'ma'shi'bie'fu'wu 拨入号码识别服务
'bo'shi'dun'ju'zhen 波士顿矩阵
'bo'shi'dun'zi'xun'gong'si 波士顿咨询公司
'bo'shi'liang 波矢量
'bo'shu 波数
'bo'shu'qie'huan'tian'xian'xi'tong 波束切换天线系统
'bo'song'hua'wu 泊松话务
'bo'te 波特
'bo'te'lv 波特率
'bo'wen'bian'pian'zhuang'dian'pian 波纹边片状垫片
'bo'wen'guan 波纹管
'bo'wen'la'ba'tian'xian 波纹喇叭天线
'bo'wen'shou'bao'ji 波纹收报机
'bo'xian'qian 剥线钳
'bo'xing 波形
'bo'xing'guo'chong 波形过冲
'bo'xing'xi'shu 波形系数
'bo'yi'lun 博弈论
'bo'yi'shu 博弈树
'bo'yin'shi 播音室
'bo'zhu'mu 玻珠幕
'bu'can'jia 不参加
'bu'chang 步长
'bu'chang'gong'lv'kong'zhi 补偿功率控制
'bu'chang'guang'gao 补偿广告
'bu'chang'kong'zhi 补偿控制
'bu'chang'shi'yan 补偿时延
'bu'chang'ti'xi 补偿体系
'bu'cheng'gong'hu'jiao 不成功呼叫
'bu'cheng'ren 不承认
'bu'chong'e 补充额
'bu'chong'shu'zi'se'ma 补充数字色码
'bu'chong'xie'yi 补充协议
'bu'chong'ye'wu'ma 补充业务码
'bu'chong'ye'wu'yin 补充业务音
'bu'chong'ye'wu'zi'guan 补充业务字冠
'bu'dang'jie'gu 不当解雇
'bu'deng'chang'bian'ma 不等长编码
'bu'deng'shi 不等时
'bu'deng'shi'chuan'shu 不等时传输
'bu'deng'shi'de 不等时的
'bu'deng'xing 不等性
'bu'ding 补丁
'bu'ding'ban'ben 补丁版本
'bu'ding'bao 补丁包
'bu'ding'hui'tui 补丁回退
'bu'dong'chan 不动产
'bu'duan'de'geng'huan'pin'dao 不断地更换频道
'bu'dui'chen'jia'mi'suan'fa 不对称加密算法
'bu'er'dai'shu 布尔代数
'bu'fen'bao'diu'qi 部分包丢弃
'bu'fen'bao'fei 部分报废
'bu'fen'chong'fa'kong'zhi 部分重发控制
'bu'fen'fa'huo 部分发货
'bu'fen'feng'bi'shi'yong'hu'zu 部分封闭式用户组
'bu'fen'hui'ying 部分回应
'bu'fen'lu'you'ji'suan 部分路由计算
'bu'fen'pi'pei 部分匹配
'bu'fen'se'diao'fan'zhuan 部分色调反转
'bu'fen'xiang'gan 部分相干
'bu'fen'xing'neng'xia'jiang 部分性能下降
'bu'fen'zhen'lie'zi'shua'xin 部分阵列自刷新
'bu'fu'wei 不复位
'bu'gan'jiao'bo'mo 不干胶薄膜
'bu'gan'zhi'you'biao 不感知游标
'bu'gao'pai 布告牌
'bu'gong'chuan'shu 不共传输
'bu'gui'ling 不归零
'bu'gui'ling'fan'zhuan 不归零反转
'bu'gui'ze'bo'dong 不规则波动
'bu'gui'ze'ji'bian 不规则畸变
'bu'gui'ze'xu'qiu 不规则需求
'bu'han 补焊
'bu'han'shui'jia'ge 不含税价格
'bu'hao'xiao'hao'de'duo'yu'ku'cun 不好消耗的多余库存
'bu'he'ge'pin'chu'li'dan 不合格品处理单
'bu'huo'fan'wei 捕获范围
'bu'huo'lv 捕获率
'bu'huo'qu 捕获区
'bu'huo'xiao'ying 捕获效应
'bu'huo'xing'ce'shi 不活性测试
'bu'huo'zhi'shi 捕获指示
'bu'huo'zhi'shi'xin'dao 捕获指示信道
'bu'ji'ming'gu'piao 不记名股票
'bu'ji'na'fa'suo 布基纳法索
'bu'jia 补假
'bu'jia're'xing'zhen'lie'bo'dao'guang'shan 不加热型阵列波导光栅
'bu'jian 部件
'bu'jian'duan'dian'yuan 不间断电源
'bu'jian'duan'dian'yuan'mo'kuai 不间断电源模块
'bu'jian'fen'lei 部件分类
'bu'jian'geng'huan 部件更换
'bu'jiao'zhou'guang'xian 不交轴光线
'bu'jin'shi'dian'ji 步进式电机
'bu'jin'shi'jian 步进时间
'bu'jin'xuan'ze'qi 步进选择器
'bu'jin'zhi 步进制
'bu'jiu'xing'kong'zhi 补救性控制
'bu'ju'fang'shi 布局方式
'bu'ke'che'xiao'xin'yong'zheng 不可撤销信用证
'bu'ke'da'lu'you 不可达路由
'bu'ke'dong'chuan'yin 不可懂串音
'bu'ke'fan'hui'shi 不可返回式
'bu'ke'hui'fu'de'cuo'wu 不可恢复的错误
'bu'ke'ji'qian'zhuan 不可及前转
'bu'ke'kang'li 不可抗力
'bu'ke'kao'tong'dao 不可靠通道
'bu'ke'ping'bi'zhong'duan 不可屏蔽中断
'bu'ke'xing'lu'you 不可行路由
'bu'ke'yong'lv 不可用率
'bu'ke'yong'miao 不可用秒
'bu'ke'yong'shi'jian 不可用时间
'bu'ke'yong'shi'jian'shi'jian 不可用时间事件
'bu'la'ge'guang'xian'fan'she'qi 布拉格光纤反射器
'bu'lian'xu'ming'zi'kong'jian 不连续名字空间
'bu'lian'xu'shu'ju'jie'gou 不连续数据结构
'bu'liang'jiao'yi'ji'lu'lei 不良交易记录类
'bu'liang'jie'shou'qu 不良接收区
'bu'liang'zhi'liang'cheng'ben 不良质量成本
'bu'liang'zi'chan 不良资产
'bu'liao'dan 补料单
'bu'long'di 布隆迪
'bu'lu'si'te'jiao 布鲁斯特角
'bu'lu'si'te'jiao'ru'she 布鲁斯特角入射
'bu'lu'yong 不录用
'bu'men 部门
'bu'men'quan'xian 部门权限
'bu'ping'heng'jin'shu'dian'lu 不平衡金属电路
'bu'ping'heng'pi'zu 不平衡批组
'bu'qiang'xing'bing'gou 补强型并购
'bu'que'shi'chang 补缺市场
'bu'ren'zheng 不认证
'bu'ru'si'te'jiao 布儒斯特角
'bu'se'li'ti'dian'shi 补色立体电视
'bu'se'li'ti'jing 补色立体镜
'bu'shou'kong'hua'dong 不受控滑动
'bu'shu'ji'hua 部署计划
'bu'shu'mu'ban 部署模板
'bu'shu'ren'wu 部署任务
'bu'shu'zheng'shu 部署证书
'bu'ti'gong'xin'hao'de'shu'zi'tong'lu 不提供信号的数字通路
'bu'tie'shou'ru 补贴收入
'bu'tong'guo 不通过
'bu'tou'ming'mo 不透明墨
'bu'tu'she'ji 布图设计
'bu'xian 布线
'bu'xian'cheng'xu'kong'zhi 步线程序控制
'bu'xian'ka 布线卡
'bu'xian'she'ji 布线设计
'bu'xiang'guan'xing'jiang'di 不相关性降低
'bu'xiang'lin'de'ming'zi'kong'jian 不相邻的名字空间
'bu'xiu'gang 不锈钢
'bu'yu'shen'zhi'jie'kai'hui 不预审直接开会
'bu'zai'fu'wu'zhuang'tai 不在服务状态
'bu'zhan'yong'kong'zhong'tong'dao'de'hu'jiao'qi'dong 不占用空中通道的呼叫启动
'bu'zhong'duan'zhuan'fa 不中断转发
'bu'zhong'fa'de'cha'cuo'jian'ce 不重发的差错检测
'bu'zhong'yao'de'duo'shu 不重要的多数
'bu'zhuo 捕捉
'bu'zhuo'qi 捕捉器
'bu'zu'qian'jiao 补足欠交
'ca'di'jiao 擦地角
'ca'di'ru'she 擦地入射
'cai'dan 菜单
'cai'fu 财富
'cai'fu'xiao'ying 财富效应
'cai'gou'bu 采购部
'cai'gou'bu'zhu'guan 采购部主管
'cai'gou'cheng'ben 采购成本
'cai'gou'dan'ju 采购单据
'cai'gou'ding'dan 采购订单
'cai'gou'ding'dan'bao'liu'kuan 采购订单保留款
'cai'gou'ding'dan'fa'huo 采购订单发货
'cai'gou'ding'dan'fen'bu 采购订单分布
'cai'gou'ding'dan'gen'zong 采购订单跟踪
'cai'gou'ding'dan'hao 采购订单号
'cai'gou'ding'dan'jia'ge 采购订单价格
'cai'gou'ding'dan'jie'shou'zi'yuan 采购订单接收资源
'cai'gou'ding'dan'lan'mu 采购订单栏目
'cai'gou'ding'dan'qing'gou'lan'mu 采购订单请购栏目
'cai'gou'ding'dan'xiu'ding 采购订单修订
'cai'gou'ding'dan'yi'dong'zi'yuan 采购订单移动资源
'cai'gou'gong'cheng'shi 采购工程师
'cai'gou'gong'ying'shang'kao'he 采购供应商考核
'cai'gou'gui'fan 采购规范
'cai'gou'ji'hua 采购计划
'cai'gou'ji'hua'fa 采购计划法
'cai'gou'ji'hua'yuan 采购计划员
'cai'gou'jia'ge'cha'yi 采购价格差异
'cai'gou'jian 采购件
'cai'gou'jing'zheng'you'shi 采购竞争优势
'cai'gou'jue'ce'mo'shi 采购决策模式
'cai'gou'liu'cheng 采购流程
'cai'gou'xiang'mu 采购项目
'cai'gou'yu'fu'kuan 采购预付款
'cai'gou'zhuan'jia'tuan 采购专家团
'cai'gou'zhuang'pei 采购装配
'cai'gou'zu 采购组
'cai'ji 采集
'cai'ji'guan'li'qi 采集管理器
'cai'ji'ji 采集机
'cai'ji'qi 采集器
'cai'ji'zhou'qi 采集周期
'cai'jing'ban'gong'hui'yi 财经办公会议
'cai'jing'feng'xian'ping'gu 财经风险评估
'cai'jing'guan'li'ban 财经管理办
'cai'jing'guan'li'bu 财经管理部
'cai'jing'guan'li'wei'yuan'hui 财经管理委员会
'cai'jing'shu'ju'cang'ku 财经数据仓库
'cai'liao'san'she 材料散射
'cai'liao'se'san 材料色散
'cai'liao'shou'yan'ru'ku'dan 材料收验入库单
'cai'ling'dian'bo 彩铃点播
'cai'ling'ka'ye'wu 彩铃卡业务
'cai'ling'wang'guan 彩铃网关
'cai'ling'ye'wu 彩铃业务
'cai'ling'yong'hu'guan'li 彩铃用户管理
'cai'ling'zeng'song 彩铃赠送
'cai'ling'zhi'jia 彩铃之家
'cai'pu'shi'de'shu 菜谱式的书
'cai'qu'fu'zai'ping'heng'de 采取负载平衡的
'cai'se'bei'jing'yin 彩色背景音
'cai'se'dian'shi'guang'bo 彩色电视广播
'cai'se'fen'liang 彩色分量
'cai'se'fu'zai'bo 彩色副载波
'cai'se'hui'ling'yin'ye'wu 彩色回铃音业务
'cai'se'shi'pin'xin'hao 彩色视频信号
'cai'se'tong'bu'xin'hao 彩色同步信号
'cai'se'tong'bu'xin'hao'bao'hu'jian'ge 彩色同步信号保护间隔
'cai'se'xin'hao 彩色信号
'cai'wu 财务
'cai'wu'bao'biao 财务报表
'cai'wu'bao'biao'sheng'cheng'qi 财务报表生成器
'cai'wu'bao'gao 财务报告
'cai'wu'bao'gao'guan'jian'kong'zhi 财务报告关键控制
'cai'wu'e'hua'lei 财务恶化类
'cai'wu'fei'yong 财务费用
'cai'wu'fen'xi 财务分析
'cai'wu'fen'xi'shi 财务分析师
'cai'wu'gong'xiang'zhong'xin 财务共享中心
'cai'wu'jian'mo 财务建模
'cai'wu'jie'suan 财务结算
'cai'wu'kuai'ji'chu 财务会计处
'cai'wu'qi'jian 财务期间
'cai'wu'qing'xi'du 财务清晰度
'cai'wu'shou'quan 财务授权
'cai'wu'shu'ju'xiang'mu 财务数据项目
'cai'wu'zhu'guan 财务主管
'cai'wu'zhuang'kuang 财务状况
'cai'wu'zong'jian 财务总监
'cai'xin 彩信
'cai'xin'ye'wu'wang'guan 彩信业务网关
'cai'xin'zhuan'jia'xi'tong 彩信专家系统
'cai'yang'dian 采样点
'cai'yang'he'cheng'qi 采样合成器
'cai'yang'pin'lv 采样频率
'cai'yang'wei'shu 采样位数
'cai'yuan'hou'de'yi'liu'gong'zuo 裁员后的遗留工作
'cai'zhi'dao 裁纸刀
'can'cha'ji'li'xian'xing'yu'ce'bian'ma 残差激励线性预测编码
'can'kao'bai 参考白
'can'kao'dai'kuan 参考带宽
'can'kao'dan'ju'lei'xing 参考单据类型
'can'kao'dang'liang 参考当量
'can'kao'dang'liang'yi'ji'ce'ding'xi'tong 参考当量一级测定系统
'can'kao'dao'pin 参考导频
'can'kao'ding'shi'xin'hao 参考定时信号
'can'kao'fen'pin'bi'li'ji'cun'qi 参考分频比例寄存器
'can'kao'lai'yuan 参考来源
'can'kao'ling'min'du 参考灵敏度
'can'kao'mo'xing 参考模型
'can'kao'ping'shen'jue'se 参考评审角色
'can'kao'shi'zhong 参考时钟
'can'kao'shi'zhong'rong'yu 参考时钟冗余
'can'kao'xin'hao 参考信号
'can'kao'xin'hao'jie'shou'gong'lv 参考信号接收功率
'can'kao'xin'hao'jie'shou'zhi'liang 参考信号接收质量
'can'kao'zhi'ding'qi 参考指定器
'can'liu'bian'dai 残留边带
