'an'hei 暗黑
'yin'yang'shuang'jian 阴阳双剑
'yin'yi'gong 银翼弓
'yin'yue'qiao 隐月桥
'ying'chuang'zhi'yi 盈创之翼
'ying'chuang'zhi'yu 盈创之羽
'ying'di 营地
'ying'dun 影遁
'ying'dun'xiang'lian 影遁项链
'ying'guang 荧光
'ying'hua 英华
'ying'ji'gong 鹰击弓
'ying'jia'fu 硬甲符
'ying'jia'fu'chu'ji 硬甲符初级
'ying'jia'yu'pian 硬甲玉片
'ying'jiao 鹰角
'ying'long 应龙
'ying'long'gu 应龙谷
'ying'long'tui'jia 应龙腿甲
'ying'long'xiu'jia 应龙袖甲
'ying'long'xue 应龙靴
'ying'long'zhan'jia 应龙战甲
'ying'pi'kong'shou 硬皮恐兽
'ying'tai 盈泰
'ying'tian 盈天
'ying'tian'jie 盈天戒
'ying'tong'guan 映彤冠
'ying'xiong 英雄
'ying'xiong'ku'gu 英雄枯骨
'ying'xiong'zhong 英雄冢
'yong'gan'zhe 勇敢者
'yong'gan'zhe'yin'ji 勇敢者印记
'yong'quan 涌泉
'yong'zhi'shui'jing 勇之水精
'you'ban'xie 幼斑蝎
'you'bao'lang 幼暴狼
'you'dang 游荡
'you'dang'huo'man'wu 游荡火蛮巫
'you'dang'kong'shou 游荡恐兽
'you'feng 幼蜂
'you'fu'zhu 幼夫诸
'you'han'pi'feng 幽寒披风
'you'hua'xie 幼花蝎
'you'hun 幽魂
'you'hun 游魂
'you'hun'ta 幽魂塔
'you'hun'yao'shi 幽魂腰饰
'you'huo'can 幼火蚕
'you'kuang'lang 幼狂狼
'you'lan 幽兰
'you'lan'cun 幽兰村
'you'lan'gu 幽兰谷
'you'long 游龙
'you'long'yao'shi 游龙腰饰
'you'mao'zui'qi'zu 幼矛嘴奇足
'you'ming 幽冥
'you'ming'gu'dao 幽冥古道
'you'ming'guan 幽冥冠
'you'ming'gui'huo 幽冥鬼火
'you'ming'huo 幽冥火
'you'ming'jie 幽冥戒
'you'ming'ju 幽冥居
'you'ming'lao'yao 幽冥老妖
'you'ming'li'zhua 幽冥利爪
'you'ming'long'wang 幽冥龙王
'you'ming'lv 幽冥履
'you'ming'ma'mian 幽冥马面
'you'ming'niu'tou 幽冥牛头
'you'ming'qing'kai 幽冥轻铠
'you'ming'ta 幽冥塔
'you'ming'xiang'lian 幽冥项链
'you'ming'yao'pei 幽冥腰佩
'you'ming'zhi'xue 幽冥之血
'you'ming'zhi'yan 幽冥之眼
'you'ming'zhong'wan 幽冥重腕
'you'quan'fa'lv 幽泉法履
'you'shang 游商
'you'shang'yi'gu 游商遗骨
'you'shi 右使
'you'shi'ren'hua 幼食人花
'you'wei'jing 幼猬精
'you'wen'xie 幼纹蝎
'you'xian'zui'qi'zu 幼纤嘴奇足
'you'xiong'lang 幼凶狼
'you'you 悠游
'you'you'yao'shi 悠游腰饰
'you'zhen 幽真
'you'zhen'jie 幽真戒
'you'zhen'xiang'lian 幽真项链
'you'zhen'yao'pei 幽真腰佩
'you'zhen'zui'qi'zu 幼针嘴奇足
'yu'chui'tou'zhu'mu 玉锤头铸模
'yu'cun 渔村
'yu'dao'feng'zhu'mu 玉刀锋铸模
'yu'dun 羽盾
'yu'fu'ren'zhu'mu 玉斧刃铸模
'yu'hu 玉壶
'yu'hu'san 玉壶散
'yu'hua 雨花
'yu'hua'zhui'zi 雨花坠子
'yu'hun 羽魂
'yu'huo 浴火
'yu'huo'chong'sheng'wan 浴火重生丸
'yu'huo'feng'huang 浴火凤凰
'yu'jia 羽嘉
'yu'jia'fu 御甲符
'yu'jia'wan'jia 羽嘉腕甲
'yu'jia'xia'kai 羽嘉下铠
'yu'jia'xie 羽嘉鞋
'yu'jia'zhan'kai 羽嘉战铠
'yu'jian 羽箭
'yu'jian'ren'zhu'mu 玉剑刃铸模
'yu'jin'gang'chu'zhu'mu 玉金刚杵铸模
'yu'jin'xiang 郁金香
'yu'lin'guan 羽鳞冠
'yu'ling 羽灵
'yu'mang 羽芒
'yu'mu'chui'zhu'mu 玉母锤铸模
'yu'pan 玉盘
'yu'qing'jian 玉清剑
'yu'ren 羽刃
'yu'shi 玉饰
'yu'sui'tan 玉碎滩
'yu'wang'ding 禹王鼎
'yu'wang'po 禹王坡
'yu'wang'yao'zhu 渔网妖蛛
'yu'wang'yao'zhu'wang 渔网妖蛛王
'yu'wei'fu 鱼尾斧
'yu'yan 预言
'yu'yan'zhi'ge 预言之歌
'yu'yan'zhi'ge'fa'zhang 预言之歌法杖
'yu'yan'zhi'ge'hui'ji 预言之歌徽记
'yu'yin'rao'liang 余音绕梁
'yu'yuan'yang'dao'zhu'mu 玉鸳鸯刀铸模
'yu'yuan'yang'jian'zhu'mu 玉鸳鸯剑铸模
'yu'zhi'huan'zhu'mu 玉指环铸模
'yu'zhi'shou'hu 羽之守护
'yu'zhui 玉坠
'yu'zi'mu'fu'zhu'mu 玉子母斧铸模
'yu'zu 羽族
'yuan'ba 元霸
'yuan'cheng 远程
'yuan'die'wu 鸳蝶舞
'yuan'fu'mu 元符木
'yuan'gu'shi'guai 远古石怪
'yuan'gui 怨鬼
'yuan'hun 怨魂
'yuan'hun'hu'wan 怨魂护腕
'yuan'hun'ku 怨魂裤
'yuan'hun'lv 怨魂履
'yuan'hun'pao 怨魂袍
'yuan'hun'ta 怨魂塔
'yuan'jiang 元江
'yuan'ling 怨灵
'yuan'ling'da'jiang 怨灵大将
'yuan'ling'da'jiang'yao'pei 怨灵大将腰佩
'yuan'ling'fa'ku 怨灵法裤
'yuan'ling'jie'zhi 怨灵戒指
'yuan'ling'she'shou 怨灵射手
'yuan'ling'shen'she'shou 怨灵神射手
'yuan'ling'ta 怨灵塔
'yuan'ling'zhan'shi 怨灵战士
'yuan'ling'zhao'ze 怨灵沼泽
'yuan'ling'zhi'men 怨灵之门
'yuan'mei 原煤
'yuan'mu 原木
'yuan'rong 元戎
'yuan'shi'jian'jie 元石简介
'yuan'su'bao'zuan 元素宝钻
'yuan'su'jie'jing 元素结晶
'yuan'su'jing'hua 元素精华
'yuan'su'sui'pian 元素碎片
'yuan'su'zhi'he 元素之核
'yuan'su'zhi'shi 元素之石
'yuan'wang'zhong'kui 猿王重盔
'yuan'yang'shuang'jian 鸳鸯双剑
'yuan'ying 元婴
'yuan'zhe 怨者
'yuan'zhe'mu'bei 怨者墓碑
'yuan'zheng 远征
'yuan'zheng'di'gui'she'shou 远征地鬼射手
'yuan'zheng'ying'di 远征营地
'yue'gui'tu 月桂兔
'yue'hua'hu'shen'lu 月华护身露
'yue'ling'gong 月灵弓
'yue'shen 月神
'yue'shen'chang'gong 月神长弓
'yue'shen'yao'pei 月神腰佩
'yue'wang 岳王
'yue'ya'fu 月牙斧
'yue'ying'gong 月影弓
'yue'zhao'zhu'lin 月照竹林
'yun'hai 云海
'yun'long'jiu'xian 云龙九现
'yun'meng 云梦
'yun'meng'cun 云梦村
'yun'meng'ling 云梦岭
'yun'meng'xiang'lian 云梦项链
'yun'xiang 蕴象
'yun'xiang'wan 蕴象丸
'yun'yao 云瑶
'yun'yao'yao'shi 云瑶腰饰
'zao'chi 凿齿
'zao'chi'shou 凿齿兽
'zha'lei 炸雷
'zhan'hun 战魂
'zhan'hun 斩魂
'zhan'jia 战甲
'zhan'jiang'dao 斩将刀
'zhan'jin'fu 蘸金斧
'zhan'kai 战铠
'zhan'ma'dao 斩马刀
'zhan'mo'jian 斩魔剑
'zhan'shi 战士
'zhan'shi'ku'gu 战士枯骨
'zhan'zhi'tu'jing 粘之土精
'zhang'gui 掌柜
'zhang'jiao'shou 长角兽
'zhang'jiao'shou'yu'shi 长角兽玉饰
'zhang'lao 长老
'zhang'sun 长孙
'zhang'sun'ji'fa'wan 长孙计法腕
'zhang'zhe'mu'bei 长者墓碑
'zhao'hun'fan 招魂幡
'zhao'shen'fu 召神符
'zhao'ze 沼泽
'zhe'chong 折冲
'zhe'tie'dao 折铁刀
'zhe'zhi'sha 折枝纱
'zhen'bai'bu'chuan'yang 真百步穿杨
'zhen'bian'shen'qiang'hua 真变身强化
'zhen'bing'bao 真冰雹
'zhen'chang'bing'jing'tong 真长兵精通
'zhen'dao'jian'jing'tong 真刀剑精通
'zhen'di'zhe 震地者
'zhen'di'zhe'yin'ji 震地者印记
'zhen'duan'yan'zhan 真断岩斩
'zhen'fu'chui'jing'tong 真斧锤精通
'zhen'fu'huo 真复活
'zhen'gang'quan'tao 真刚拳套
'zhen'hai 镇海
'zhen'hai'yao'shi 镇海腰饰
'zhen'han'bing 真寒冰
'zhen'han'bing'hu'jia 真寒冰护甲
'zhen'heng'sao'qian'jun 真横扫千军
'zhen'huan'hun'zhou 真还魂咒
'zhen'hun 镇魂
'zhen'hun'qing'wan 镇魂轻腕
'zhen'hun'zhang 镇魂杖
'zhen'huo'jing'tong 真火精通
'zhen'ji'tui'shi 真击退矢
'zhen'jian'jia 真坚甲
'zhen'jiao'sha 真绞杀
'zhen'jin'zhong 真金钟
'zhen'jing'xin 真静心
'zhen'kuang'long'zhan 真狂龙斩
'zhen'lie'huo 真烈火
'zhen'ling'hu'ti 真灵护体
'zhen'long'juan'feng 真龙卷风
'zhen'long'xian 真龙现
'zhen'luo'lei 真落雷
'zhen'luo'shi 真落石
'zhen'ning'shen 真凝神
'zhen'po 镇魄
'zhen'po'fa'lv 镇魄法履
'zhen'po'jia'yi'ji 真破甲一击
'zhen'quan'shu'jing'tong 真拳术精通
'zhen'run'ze 真润泽
'zhen'sha'xian 真沙陷
'zhen'she 震慑
'zhen'she'xie'zhi'shi 真蛇蝎之失
'zhen'shen'huo 真神火
'zhen'shen'lei 真神雷
'zhen'shi'zi'hou 真狮子吼
'zhen'shou'wang'gu'wu 真兽王鼓舞
'zhen'shou'wang'zhi'nu 真兽王之怒
'zhen'shui'jing'tong 真水精通
'zhen'si'yao 真撕咬
'zhen'ti'hu 真醍醐
'zhen'tian 镇天
'zhen'tian'gong 镇天弓
'zhen'ting'kui 振霆盔
'zhen'tong'ding 真铜锭
'zhen'tu'dun 真土盾
'zhen'tu'jing'tong 真土精通
'zhen'wu'jian 真武剑
'zhen'wu'xing'fu 真五行符
'zhen'yan 真言
'zhen'yan'jie 真言戒
'zhen'ye'xing'hui'fu 真野性回复
'zhen'yi'dun 真翼盾
'zhen'yi'jin'jing 真易筋经
'zhen'yin'er'bu'fa 真引而不发
'zhen'yu'dun 真羽盾
'zhen'yu'jian 真羽箭
'zhen'yuan 镇元
'zhen'yue 震岳
'zhen'zhi'yan'zhen 真炙炎阵
'zhen'zhu'jie 珍珠戒
'zhi'ci 之刺
'zhi'deng'yao 纸灯妖
'zhi'fang 脂肪
'zhi'liao'chong'wu 治疗宠物
'zhi'ming 致命
'zhi'ming'shi 致命矢
'zhi'nv 织女
'zhi'nv'si 织女丝
'zhi'shi 之石
'zhi'yan 炙炎
'zhi'yan'zhen 炙炎阵
'zhi'ye'ji'neng 职业技能
'zhi'yin'zhe 指引者
'zhi'zun 至尊
'zhi'zun'kui 至尊盔
'zhong'ji 中级
'zhong'jia 重甲
'zhong'kui 重盔
'zhong'liu'di'zhu'wan 中流砥柱丸
'zhong'ping 中瓶
'zhong'ping'chen'xiang'wan 中瓶沉香丸
'zhong'ping'gui'yuan'san 中瓶归元散
'zhong'ping'hai'ling'shui 中瓶还灵水
'zhong'ping'huo'xue'san 中瓶活血散
'zhong'ping'jin'chuang'yao 中瓶金创药
'zhong'ping'jiu'long'san 中瓶九龙散
'zhong'ping'jiu'yang'dan 中瓶九阳丹
'zhong'ping'shen'qi'wan 中瓶神气丸
'zhong'shan'lang 中山狼
'zhong'shan'lang'wang 中山狼王
'zhong'tie'hu'tui 重铁护腿
'zhong'tie'hu'wan 重铁护腕
'zhong'tie'jia 重铁甲
'zhong'tie'jian 重铁剑
'zhong'tie'xue 重铁靴
'zhong'wan 重腕
'zhong'xue 重靴
'zhou'ling'fu 咒灵符
'zhou'ling'fu'chu'ji 咒灵符初级
'zhou'ling'yu'pian 咒灵玉片
'zhou'shu 咒术
'zhou'shu'hu'wan 咒术护腕
'zhou'shu'ku 咒术裤
'zhou'shu'lv 咒术履
'zhou'shu'pao 咒术袍
'zhou'xue'zhang 咒血杖
'zhu'dong 主动
'zhu'feng'zhe 逐风者
'zhu'feng'zhe'yin'ji 逐风者印记
'zhu'fu'zhe 祝福者
'zhu'fu'zhe'yin'ji 祝福者印记
'zhu'ge'nu 诸葛弩
'zhu'guang'nu 逐光弩
'zhu'ji 筑基
'zhu'ji'shi 主祭师
'zhu'mu'gong 竹木弓
'zhu'qing'wang'she 竹青王蛇
'zhu'que 朱雀
'zhu'que 逐雀
'zhu'que'jiang 朱雀江
'zhu'ri 逐日
'zhu'ri'cai'jiu 逐日彩鹫
'zhu'tie'chang'dao'dao'ge 铸铁长刀刀格
'zhu'tie'chang'gan'jie'sun 铸铁长杆接榫
'zhu'tie'duan'ren'bing 铸铁短刃柄
'zhu'tie'gu'jia'he'ye 铸铁股甲合页
'zhu'tie'gun'bang'hu'shou 铸铁棍棒护手
'zhu'tie'hu'shen'suo 铸铁护身锁
'zhu'tie'huai'jia'he'ye 铸铁踝甲合页
'zhu'tie'jian'jia'he'ye 铸铁肩甲合页
'zhu'tie'mao'bing 铸铁矛柄
'zhu'tie'mian'zhao'he'ye 铸铁面罩合页
'zhu'tie'nu'ji 铸铁弩机
'zhu'tie'xiu'jia'he'ye 铸铁袖甲合页
'zhu'tou 猪头
'zhu'wang 蛛王
'zhu'xing'xie 蛛形蝎
'zhu'ye'qing 竹叶青
'zhu'zheng'ci'wei 蛛狰刺猬
'zhu'zheng'wei'wang 蛛狰猬王
'zhuang'bei'ming 装备名
'zhuang'bei'ming'cheng 装备名称
'zhuang'tai 状态
'zhui'feng 追风
'zhui'hun 追魂
'zhui'hun'jue 追魂诀
'zhui'hun'ming'she 追魂冥蛇
'zhui'hun'ren 追魂刃
'zhui'hun'yao'pei 坠魂腰佩
'zhui'ming 追命
'zhui'xing'fu 坠星斧
'zhui'yue 追月
'zhui'yun 追云
'zhui'yun'cai'jiu 追云彩鹫
'zhui'zi 坠子
'zhuo're'quan'tao 灼热拳套
'zhuo'ying'kui 濯缨盔
'zhuo'yue'zhi'guang 卓越之光
'zhuo'yue'zhi'guang'bao'lun 卓越之光宝轮
'zhuo'yue'zhi'guang'hui'ji 卓越之光徽记
'zhuo'zhi'shui'jing 浊之水精
'zi'bei 自卑
'zi'bei'zhi'ci 自卑之刺
'zi'dan'shen 紫丹参
'zi'dian'bi'xie 紫电辟邪
'zi'diao'gong 紫雕弓
'zi'guang'fei'ying 紫光飞鹰
'zi'jin 紫金
'zi'jin'chang'chui 紫金长锤
'zi'jin'tui'jia 紫金腿甲
'zi'jin'xiu'jia 紫金袖甲
'zi'jin'xue 紫金靴
'zi'jin'zhan'jia 紫金战甲
'zi'liu'li 紫琉璃
'zi'luo'xiang'lian 紫萝项链
'zi'mo 紫貘
'zi'mo'wan 紫貘丸
'zi'mu'shuang'jian 子母双剑
'zi'qing'shuang'jian 紫青双剑
'zi'ran'zhi'yu 自然之语
'zi'ran'zhi'yu'fa'jian 自然之语法剑
'zi'ran'zhi'yu'hui'ji 自然之语徽记
'zi'sa'lu 紫飒露
'zi'shou 紫绶
'zi'shou'hu'wan 紫绶护腕
'zi'shou'ku 紫绶裤
'zi'shou'lv 紫绶履
'zi'shou'pao 紫绶袍
'zi'shui'jing'zhui'zi 紫水晶坠子
'zi'teng'jie'kou 紫藤节扣
'zi'teng'shou'zhang'mu'ban 紫藤手掌模板
'zi'teng'xiao'duan 紫藤小段
'zi'teng'zhang'bing 紫藤杖柄
'zi'wei 紫微
'zi'wu'shuang'dao 子午双刀
'zi'xia 紫霞
'zi'xia'yao'shi 紫霞腰饰
'zi'xing 紫星
'zi'yan 紫烟
'zi'yan'fa'ku 紫烟法裤
'zi'yang'chui 紫阳锤
'zi'yu 紫玉
'zong'heng 纵横
'zu'long 祖龙
'zu'long'cheng 祖龙城
'zu'long'cheng 组龙城
'zu'long'cheng'bei 祖龙城北
'zu'long'cheng'nan 祖龙城南
'zu'long'cheng'xi 祖龙城西
'zu'long'pei 祖龙佩
'zuan'gan'chong 钻杆虫
'zuan'shi'jie 钻石戒
'zui'xian 醉仙
'zui'xian'lu 醉仙露
'zui'xian'zhui'zi 醉仙坠子
'zun'zhe 尊者
'zuo'lang 座狼
'zuo'shi 左使
